,RAD51AP1 (10635)
ACH-000004,0.2483181089281648
ACH-000005,0.0012949342599272154
ACH-000007,0.1635651819840283
ACH-000009,0.06321241505121407
ACH-000011,0.1174934686136069
ACH-000012,0.13821100380567405
ACH-000013,0.16137397851718424
ACH-000014,0.2575802877773084
ACH-000015,0.07098446311858357
ACH-000017,0.10300342871045837
ACH-000018,0.07565483951255975
ACH-000019,0.19715899747874355
ACH-000021,0.06103931741490105
ACH-000022,0.03639564344092562
ACH-000025,0.16339309701292706
ACH-000028,0.1776519189032506
ACH-000030,0.07543580138033963
ACH-000035,0.31007013816340645
ACH-000036,0.1342511889601719
ACH-000037,0.16536196048665672
ACH-000039,-0.0007941619156425218
ACH-000040,0.02569260850295732
ACH-000041,0.17804423948047549
ACH-000042,0.1976833202881353
ACH-000045,0.01893148531383396
ACH-000047,0.12080865884596978
ACH-000052,0.07995511102370863
ACH-000053,0.05580313877625463
ACH-000054,0.13390999245677604
ACH-000055,0.1527487808178675
ACH-000060,0.10104518009968773
ACH-000067,0.13237154852757058
ACH-000070,0.0899277518534448
ACH-000075,0.05842153940129604
ACH-000078,0.0747806384761999
ACH-000082,0.13817029366357372
ACH-000085,0.21642517920148074
ACH-000086,0.18809292809703898
ACH-000087,0.19802016344413834
ACH-000092,0.14140117901532553
ACH-000095,-0.0184632771184775
ACH-000097,0.1813360781678228
ACH-000098,0.1815274595546864
ACH-000099,0.17732075126157598
ACH-000108,-0.014946023083727254
ACH-000113,-0.012162023993717791
ACH-000116,0.10134192079348242
ACH-000118,0.05682210311052209
ACH-000120,-0.12810434514983088
ACH-000123,-0.0267453797943435
ACH-000127,0.032394359044727414
ACH-000128,0.05388042779620387
ACH-000132,0.14042006472793275
ACH-000133,0.2609529726634128
ACH-000137,0.09156975650544956
ACH-000138,0.1202926644098492
ACH-000142,0.08214989738925434
ACH-000143,0.2113655163572612
ACH-000146,0.11130088248937776
ACH-000148,0.042204549987419265
ACH-000150,0.10580300389677373
ACH-000152,0.1511088668441724
ACH-000153,0.03189947487092872
ACH-000159,0.0627208662686937
ACH-000160,0.03704326283159474
ACH-000163,0.2255874055897969
ACH-000167,-0.1201161770507179
ACH-000168,0.10022101897236613
ACH-000169,0.18005126748115408
ACH-000178,0.09159426393225116
ACH-000183,0.1983603128790071
ACH-000188,0.08452942312718374
ACH-000189,0.2341227417545012
ACH-000190,0.22096476255561853
ACH-000198,0.1863800185221412
ACH-000203,0.3465851627682096
ACH-000204,0.18973617695368966
ACH-000206,0.09418762956274657
ACH-000207,0.1558659516307052
ACH-000208,-0.1398313859778493
ACH-000210,0.4923074456516661
ACH-000211,0.048136136186298584
ACH-000215,0.018618040090391332
ACH-000221,-0.014743103874711666
ACH-000222,0.2871399714131553
ACH-000223,-0.13567590813336233
ACH-000226,0.11126735680261528
ACH-000227,-0.016296013522690198
ACH-000228,0.10042958615697062
ACH-000231,0.01036593474342682
ACH-000232,-0.0029378092495952013
ACH-000233,0.1161229778335258
ACH-000234,0.10971374208003193
ACH-000235,0.20953761721754446
ACH-000237,0.1856257178266944
ACH-000238,0.043746410216087765
ACH-000242,0.11709211789901044
ACH-000243,0.17033269402656234
ACH-000244,0.07770833814955352
ACH-000246,0.10817806348908596
ACH-000248,0.0434203932805142
ACH-000250,0.09788315931072038
ACH-000251,-0.03889980099957661
ACH-000252,0.026187508257734957
ACH-000253,0.0036665753621106787
ACH-000255,0.1353196341505559
ACH-000256,0.09018454618892313
ACH-000257,0.4042441722615715
ACH-000258,-0.027599228822545487
ACH-000259,0.14357652980220964
ACH-000260,0.10265268251196576
ACH-000261,0.00664926097609953
ACH-000262,0.13207749645815586
ACH-000263,0.2100219038640234
ACH-000264,0.10124737473677256
ACH-000265,0.3143764432617972
ACH-000266,0.12165134441054568
ACH-000272,0.07342433221968596
ACH-000274,3.1444708475747936e-05
ACH-000277,0.11366754413300376
ACH-000278,0.2321507598520373
ACH-000279,0.20008414644789346
ACH-000280,0.1609489324940468
ACH-000281,0.02501222725852357
ACH-000288,0.12407991621563265
ACH-000291,0.2186815659542628
ACH-000293,0.19113929335368696
ACH-000294,0.21103003168673332
ACH-000295,0.14396336503756454
ACH-000296,0.13131076061702235
ACH-000302,0.12049109544045465
ACH-000304,0.09068647788772008
ACH-000307,-0.06481463820739637
ACH-000308,0.1437175743269296
ACH-000310,0.0916019679341126
ACH-000311,0.1758955161598236
ACH-000312,0.1331844536602094
ACH-000315,0.013760615261390954
ACH-000316,0.18549102471833293
ACH-000317,0.1685657635464505
ACH-000318,0.1362561934543455
ACH-000319,0.17241047680850746
ACH-000320,0.19831923752625452
ACH-000322,-0.03514616172643451
ACH-000323,0.03712295509692425
ACH-000324,0.0252627741069672
ACH-000329,0.08590366313118866
ACH-000330,0.1470477113693804
ACH-000331,0.14046733214518614
ACH-000332,0.041246323838225435
ACH-000334,0.11200288323035244
ACH-000335,0.05776268461742761
ACH-000336,0.11895741131439327
ACH-000337,0.2174820574167644
ACH-000338,0.04741971435047552
ACH-000339,0.018446688158596704
ACH-000341,0.003075204478483607
ACH-000348,0.04086198269116617
ACH-000350,0.07278748222759007
ACH-000352,0.10086556994572554
ACH-000356,0.08051172518119218
ACH-000361,0.2881100038619355
ACH-000362,0.05239837769959569
ACH-000363,0.1023641735910408
ACH-000364,0.2406424162242891
ACH-000365,0.12111209683487678
ACH-000366,0.17199488577124353
ACH-000368,0.07581898482811482
ACH-000374,0.14269711935409088
ACH-000375,0.11846102482370655
ACH-000376,0.18370230777544125
ACH-000381,0.08726958825382082
ACH-000383,0.04739713911433733
ACH-000387,0.17398704428981787
ACH-000389,0.00133315816803891
ACH-000390,0.12648217722380473
ACH-000393,0.14994750704973284
ACH-000395,0.07240786823752544
ACH-000396,0.2548695022766552
ACH-000397,0.13079346873983547
ACH-000401,-0.023931417163288983
ACH-000402,0.03988254081999972
ACH-000403,0.04217227827731914
ACH-000404,0.08162306182565916
ACH-000406,0.06416471586725157
ACH-000407,0.06405763211730026
ACH-000408,0.08742653556456284
ACH-000410,0.044588913512942224
ACH-000411,0.09113311144861372
ACH-000414,0.15436784420197325
ACH-000415,0.1980595256030308
ACH-000416,0.11168240695339504
ACH-000420,0.1540952122373267
ACH-000421,0.07835205927539811
ACH-000424,0.1697710040994357
ACH-000425,0.05679836045412726
ACH-000426,0.08675676719360605
ACH-000427,-0.04042312028053813
ACH-000433,0.2998103850155586
ACH-000435,0.2671878841692885
ACH-000436,0.004658975244509876
ACH-000444,0.06319728882993464
ACH-000445,0.2125199565516845
ACH-000448,0.08119625535615045
ACH-000450,0.06909453523077823
