,SFTPA2 (729238)
ACH-000004,-0.1364466225409467
ACH-000005,-0.11555706307158516
ACH-000007,0.00173573915311242
ACH-000009,0.10432629332813664
ACH-000011,-0.040923458734557036
ACH-000012,0.09148679300071036
ACH-000013,0.0901326506094836
ACH-000014,-0.06542219425889775
ACH-000015,-0.01891555248706326
ACH-000017,-0.001267385382580131
ACH-000018,0.025280007963385767
ACH-000019,0.097223120119687
ACH-000021,0.011696739049694285
ACH-000022,0.02107431994079333
ACH-000025,0.050350776408482366
ACH-000028,0.06466390699988794
ACH-000030,-0.12407200507963186
ACH-000035,0.1654154852431539
ACH-000036,0.017959499106202776
ACH-000037,0.11351103217101954
ACH-000039,0.12328662439265438
ACH-000040,-0.005503062534768776
ACH-000041,0.15345173134151516
ACH-000042,0.12066034698491572
ACH-000045,-0.10277714237941443
ACH-000047,0.134343871825923
ACH-000052,0.07947121127772418
ACH-000053,0.10009079942584148
ACH-000054,0.013748972574957032
ACH-000055,0.2836521748903772
ACH-000060,0.041991805424424634
ACH-000067,-0.09807953290097443
ACH-000070,0.0812528418342507
ACH-000075,-0.10482324880367704
ACH-000078,0.05140652399027169
ACH-000082,0.09895787706072323
ACH-000085,0.20461668787549905
ACH-000086,-0.03260767200830946
ACH-000087,0.17974208107711134
ACH-000092,0.1087126764631526
ACH-000095,-0.2150665933637708
ACH-000097,0.06060115900251649
ACH-000098,0.11486233057344082
ACH-000099,0.01850285919869319
ACH-000108,-0.05459075896609537
ACH-000113,0.007998399665499345
ACH-000116,-0.08479847127912106
ACH-000118,0.08002574528209111
ACH-000120,-0.16529725752669594
ACH-000123,0.1350665895424333
ACH-000127,0.07817194017288144
ACH-000128,-0.049956686286679625
ACH-000132,0.044415624909965014
ACH-000133,0.09926806093789503
ACH-000137,-0.11288895585713325
ACH-000138,0.14874273913032054
ACH-000142,0.1149639637478982
ACH-000143,0.008356824775656807
ACH-000146,0.13036980772008466
ACH-000148,0.043248531936112236
ACH-000150,0.010398152244180687
ACH-000152,0.025540529770274916
ACH-000153,0.19325883926845594
ACH-000159,-0.017752708017071638
ACH-000160,-0.0010077635194767037
ACH-000163,0.04131035500852954
ACH-000167,0.06541279284434441
ACH-000168,0.16157133315384592
ACH-000169,-0.01105638098178043
ACH-000178,-0.05176968629766826
ACH-000183,0.08214834119319504
ACH-000188,0.07091082084615223
ACH-000189,-0.120742403887676
ACH-000190,0.16375200009569818
ACH-000198,0.1514002056817691
ACH-000203,-0.05401889828423829
ACH-000204,-0.024082385838822246
ACH-000206,0.11994813409828822
ACH-000207,-0.06889686162810771
ACH-000208,0.15133732500271388
ACH-000210,0.1607315755068217
ACH-000211,0.02985336488951256
ACH-000215,0.11501399992721405
ACH-000221,0.07367204831337612
ACH-000222,0.030839665534257
ACH-000223,0.09654734598880216
