,ELL (8178)
ACH-000004,-0.7699343620197261
ACH-000005,-0.8741451479208587
ACH-000007,-0.9040637369232748
ACH-000009,-1.2455463766417159
ACH-000011,-0.7602898683211481
ACH-000012,-0.6913988011855852
ACH-000013,-1.3470597215186093
ACH-000014,-0.9938865869388788
ACH-000015,-1.0943127935104735
ACH-000017,-1.1539672138118604
ACH-000018,-0.9532956415826724
ACH-000019,-0.8724597049154044
ACH-000021,-1.1623342131604624
ACH-000022,-1.032184796922572
ACH-000025,-0.7620386013813101
ACH-000028,-0.7728620060025445
ACH-000030,-1.2347252678661695
ACH-000035,-0.816174168705032
ACH-000036,-0.7877549791248819
ACH-000037,-0.940583878173931
ACH-000039,-1.0365580144892053
ACH-000040,-0.7668830184546583
ACH-000041,-1.2046260615661641
ACH-000042,-1.0837217593094357
ACH-000045,-0.9185330945500462
ACH-000047,-1.082413454881244
ACH-000052,-1.1389111467930113
ACH-000053,-0.6550631511955121
ACH-000054,-1.0041062970114731
ACH-000055,-0.9569161488224254
ACH-000060,-1.0421358209910252
ACH-000067,-1.0931509867882852
ACH-000070,-1.0617175325201498
ACH-000075,-0.6996913340588532
ACH-000078,-1.043487793381024
ACH-000082,-0.912467901967934
ACH-000085,-0.8414334308718401
ACH-000086,-1.006638594872906
ACH-000087,-0.944673996550104
ACH-000092,-0.8224210466428608
ACH-000095,-0.6765084711536785
ACH-000097,-1.1065208169256668
ACH-000098,-1.1258521986296492
ACH-000099,-0.8881793063806281
ACH-000108,-1.0605927842740812
ACH-000113,-0.9741046953301034
ACH-000116,-1.1745271673725994
ACH-000118,-0.9050571848960864
ACH-000120,-1.019136238696293
ACH-000123,-0.9233790789468408
ACH-000127,-0.9286311289388892
ACH-000128,-1.0227970098000798
ACH-000132,-1.1152454998493178
ACH-000133,-0.5459112847279115
ACH-000137,-0.7781959286310299
ACH-000138,-0.8740968113605172
ACH-000142,-1.0486403838909024
ACH-000143,-1.0488472054948657
ACH-000146,-1.1837981518068204
ACH-000148,-0.7700704492945368
ACH-000150,-1.069719296220602
ACH-000152,-0.6000738112312336
ACH-000153,-0.7820872906089047
ACH-000159,-0.4544709709038448
ACH-000160,-0.38205368746652185
ACH-000163,-1.0377565021350852
ACH-000167,-0.4114813886111989
ACH-000168,-1.028970440037331
ACH-000169,-1.1447486440304893
ACH-000178,-1.027995035061541
ACH-000183,-1.0231475997575148
ACH-000188,-0.7163375129454678
ACH-000189,-0.6788982537160462
ACH-000190,-0.5721791442305894
ACH-000198,-0.8448562138946492
ACH-000203,-0.5236891247672528
ACH-000204,-0.7168557735490417
ACH-000206,-0.2596742721494969
ACH-000207,-0.8974556207564632
ACH-000208,-0.9769391203734752
ACH-000210,-0.7309378219954826
ACH-000211,-0.9339728098024916
ACH-000215,-0.5177986679675078
ACH-000221,-1.125434546261602
ACH-000222,-0.8232077462511911
ACH-000223,-0.9952065721996848
ACH-000226,-0.9864412914546026
ACH-000227,-1.05645230077932
ACH-000228,-1.2509178304059978
ACH-000231,-0.4700304796094412
ACH-000232,-1.095259288490181
ACH-000233,-0.41613638391534585
ACH-000234,-1.1488199338086509
ACH-000235,-1.0491323060796642
ACH-000237,-1.2863797445840506
ACH-000238,-1.0456079945650891
ACH-000242,-0.7580925426123983
ACH-000243,-1.017170373044942
ACH-000244,-0.6042109356312739
ACH-000246,-0.9941296239176814
ACH-000248,-1.0744101495832974
ACH-000250,-1.133655975746203
ACH-000251,-0.7589577295736842
ACH-000252,-1.1421218554621773
ACH-000253,-1.0196014349646454
ACH-000255,-0.8228507063195797
ACH-000256,-0.8221588946386386
ACH-000257,-0.9530380141211998
ACH-000258,-1.0469977979717566
ACH-000259,-0.9486056347515104
ACH-000260,-1.050249270060439
ACH-000261,-0.5971691508584941
ACH-000262,-0.9223587700257336
ACH-000263,-0.9134144038779258
ACH-000264,-0.30346863746866165
ACH-000265,-0.9424069698323676
ACH-000266,-1.0360819491319289
ACH-000272,-1.0964331345348381
ACH-000274,-1.000767650226298
ACH-000277,-0.7608383142367663
ACH-000278,-1.0894737248877335
ACH-000279,-0.9638783638234236
ACH-000280,-1.0174093320677646
ACH-000281,-1.0677244544117563
ACH-000288,-0.3751192695408585
ACH-000291,-0.8487286494196603
ACH-000293,-0.9069798784598706
ACH-000294,-0.7218014980974211
ACH-000295,-0.9113362905408408
ACH-000296,-1.029852953759345
ACH-000302,-1.3799541274604854
ACH-000304,-0.9688850704564351
ACH-000307,-1.1363437359537878
ACH-000308,-0.9455683627214252
ACH-000310,-0.8114102860558106
ACH-000311,-0.7503751887500429
ACH-000312,-1.0364175927329629
ACH-000315,-1.231365399069187
ACH-000316,-0.9602132981341578
ACH-000317,-1.2215380287443258
ACH-000318,-0.7645027344616627
ACH-000319,-1.0836998962230302
ACH-000320,-0.6321257376665946
ACH-000322,-0.7843675038148378
ACH-000323,-1.3380194738581324
ACH-000324,-1.1089701907738725
ACH-000329,-0.8707300254643537
ACH-000330,-1.2099413327885578
ACH-000331,-1.017506444859391
ACH-000332,-0.950195316097406
ACH-000334,-1.4594107049468108
ACH-000335,-0.8943794917895171
ACH-000336,-0.609530789504016
ACH-000337,-0.903010780221871
ACH-000338,-1.059697105102202
ACH-000339,-0.7239251122330191
ACH-000341,-1.056773672416785
ACH-000348,-0.9903230074480368
ACH-000350,-0.9286704547367306
ACH-000352,-1.0866234853299832
ACH-000356,-0.7746107011486871
ACH-000361,-0.2552154895653017
ACH-000362,-0.7795163163398804
ACH-000363,-0.3953376197649062
ACH-000364,-1.1454957903296497
ACH-000365,-0.9045423710585896
ACH-000366,-1.2143069943243303
ACH-000368,-0.6717812939344685
ACH-000374,-0.6089863288617016
ACH-000375,-0.8564493926012119
ACH-000376,-0.5245145383123759
ACH-000381,-1.1906394013360289
ACH-000383,-1.2658742119925563
ACH-000387,-0.7903372142929941
ACH-000389,-0.7954137634386046
ACH-000390,-1.3388984221314435
ACH-000393,-1.1744900320175182
ACH-000395,-1.1124662792862772
ACH-000396,-0.8369855598906913
ACH-000397,-1.3400474807565086
ACH-000401,-1.1143504412246708
ACH-000402,-1.3732306979137625
ACH-000403,-1.2524723709341006
ACH-000404,-1.0663247895078058
ACH-000406,-1.1301208743913689
ACH-000407,-0.7069762168644654
ACH-000408,-1.0927674384954025
ACH-000410,-0.9107954743977384
ACH-000411,-0.9214473736596878
ACH-000414,-1.2120278153903692
ACH-000415,-1.007157470891846
ACH-000416,-0.7174780337268856
ACH-000420,-1.0572357169227078
ACH-000421,-1.1270686217261523
ACH-000424,-0.9108243905372762
ACH-000425,-0.8881970214086167
ACH-000426,-1.3341059771901158
ACH-000427,-0.9586997979773773
ACH-000433,-0.8463479749754003
ACH-000435,-0.8997792306696158
ACH-000436,-0.9275390764433014
ACH-000444,-1.2087852256276923
ACH-000445,-1.249053499007336
ACH-000448,-1.0785720381299853
ACH-000450,-0.9666023401424718
ACH-000452,-0.7656035248818941
ACH-000454,-0.6853736310800803
ACH-000458,-1.2011383819154586
ACH-000459,-0.8234661473580235
ACH-000460,-1.0845174058962677
ACH-000461,-1.1403021333655663
ACH-000463,-0.904228520835378
ACH-000464,-0.7739262715683692
ACH-000466,-0.8787875528616551
ACH-000467,-1.1024193979228465
ACH-000468,-1.1733805549605836
ACH-000469,-0.482118328966863
ACH-000470,-1.2437087241703788
ACH-000471,-1.1650339830535783
ACH-000472,-0.5122875081585389
ACH-000473,-0.959140594827356
ACH-000475,-0.7186244112789473
ACH-000476,-0.8154798776195463
ACH-000477,-0.650730117158553
ACH-000479,-0.7014923018038935
ACH-000480,-1.0555267886559638
ACH-000481,-1.1322403741155442
ACH-000483,-0.9315246656304575
ACH-000484,-1.2969635346530828
ACH-000485,-0.9774060426351796
ACH-000486,-0.7831343768995734
ACH-000487,-0.9068957191112196
ACH-000488,-1.0097931937466238
ACH-000490,-0.9728373779316959
ACH-000491,-0.4132938385423913
ACH-000495,-0.4814213127518969
ACH-000496,-0.9819435001688438
ACH-000499,-0.884412804956024
ACH-000500,-0.934862690820514
ACH-000502,-0.9511431764199378
ACH-000503,-1.2229089326060711
ACH-000505,-0.8003167942792166
ACH-000507,-0.9398678715449618
ACH-000510,-1.1048965475167956
ACH-000511,-0.8812434119637789
ACH-000512,-0.676217514806799
ACH-000516,-0.33946422920651753
ACH-000517,-1.0535517009657482
ACH-000518,-1.299093528072511
ACH-000520,-1.0465465423082454
ACH-000521,-0.8285492866388804
ACH-000522,-0.8582432472994423
ACH-000524,-1.016943056259517
ACH-000527,-0.9748450820057716
ACH-000528,-0.9456432558875226
ACH-000537,-0.8940858975445837
ACH-000541,-0.8614311626069584
ACH-000542,-0.8175997217915584
ACH-000544,-1.0024873905144511
ACH-000545,-0.9191508191687094
ACH-000547,-0.8178154350901593
ACH-000548,-1.0303264173686522
ACH-000549,-1.049081265528652
ACH-000550,-0.2325694674841274
ACH-000552,-1.043027071483604
ACH-000556,-0.2771165314285372
ACH-000557,-0.3875241448665065
ACH-000569,-1.002828492866693
ACH-000570,-0.9178332800198058
ACH-000571,-0.3367128019388991
ACH-000573,-0.583099430316346
ACH-000576,-0.4948344547699676
ACH-000579,-0.7798415130495372
ACH-000580,-0.5683254633955249
ACH-000584,-1.0236589167809091
ACH-000585,-1.1543116064654828
ACH-000588,-0.8767205703309107
ACH-000589,-0.6809838138015778
ACH-000591,-0.4469936559387245
ACH-000593,-1.1906053271930372
ACH-000600,-0.6746467313499701
ACH-000601,-0.9977979640625192
ACH-000605,-0.9518202918141576
ACH-000606,-0.638602004253582
ACH-000608,-1.127048855415543
ACH-000614,-0.6486379750318754
ACH-000616,-0.8505400003461161
ACH-000618,-0.8858867846326727
ACH-000619,-0.7783144983764824
ACH-000620,-0.9795113218272926
ACH-000621,-0.7568938539421598
ACH-000622,-0.9210268294583548
ACH-000623,-0.548638612137091
ACH-000624,-0.7244668939619523
ACH-000627,-0.6215786334047645
ACH-000630,-0.8157374512515244
ACH-000631,-1.0621757939568115
ACH-000632,-1.1715334530009551
ACH-000633,-1.0091834696779052
ACH-000637,-1.1841607957578193
ACH-000638,-0.9696717737597362
ACH-000646,-0.8405879340061658
ACH-000647,-0.6012489954370306
ACH-000648,-1.2526376058052768
ACH-000649,-1.0262221739807085
ACH-000651,-1.1123564716568537
ACH-000652,-1.1773642072058774
ACH-000653,-0.7189044393414532
ACH-000657,-0.9382575398975908
ACH-000658,-0.8407317177680061
ACH-000661,-0.7246214564060556
ACH-000662,-1.3243431229043177
ACH-000663,-0.594302111305538
ACH-000665,-1.1685578647965655
ACH-000671,-0.5898082998448203
ACH-000672,-0.6850140807511907
ACH-000673,-1.0336293859435128
ACH-000676,-0.7635077792051761
ACH-000677,-1.0683368720602016
ACH-000681,-0.987592929619595
ACH-000683,-1.1492216779518365
ACH-000684,-0.8626499579177791
ACH-000688,-0.9103993567269588
ACH-000693,-1.1578642804534178
ACH-000694,-0.8131915727835827
ACH-000695,-1.274617186324171
ACH-000696,-1.0034741148687931
ACH-000697,-0.8372808629370384
ACH-000699,-0.39911011941724855
ACH-000701,-1.0298511071290113
ACH-000706,-0.9134055596553552
ACH-000711,-0.8809950213749456
ACH-000713,-1.0634951021039585
ACH-000714,-0.8680432487755754
ACH-000718,-0.27277637929259424
ACH-000720,-0.35466449025315605
ACH-000721,-1.2066923067544124
ACH-000724,-1.1576802315812649
ACH-000725,-0.7922416339618328
ACH-000732,-0.8032637368347522
ACH-000734,-0.97633113069061
ACH-000735,-0.7465773659160619
ACH-000736,-1.0596377201720228
ACH-000738,-0.4484504184998898
ACH-000746,-1.3876313795365889
ACH-000747,-1.1227988963864777
ACH-000748,-0.3907074212065117
ACH-000753,-1.1977902682852417
ACH-000756,-1.156817285673298
ACH-000757,-0.9196171362720448
ACH-000758,-1.1001593500191038
ACH-000760,-0.6680070041513341
ACH-000762,-1.1310003694067945
ACH-000763,-1.0837135856846398
ACH-000764,-1.176512965098878
ACH-000765,-1.187300373237839
ACH-000766,-0.9240940671625748
ACH-000767,-1.0923273558338509
ACH-000768,-0.8658706909622962
ACH-000769,-1.009325655383777
ACH-000770,-0.5051786447290103
ACH-000771,-0.9828718251148107
ACH-000773,-0.396543873360086
ACH-000776,-1.1814427263494311
ACH-000777,-1.146981160521007
ACH-000778,-0.7579251294978803
ACH-000781,-1.1722024918488243
ACH-000782,-0.9951025346157104
ACH-000783,-0.8875883061242399
ACH-000784,-0.6807244983548106
ACH-000785,-1.3120360157385702
ACH-000787,-1.086019950391859
ACH-000788,-0.9098421176995792
ACH-000791,-0.960594639279006
ACH-000792,-0.9919692531506064
ACH-000794,-1.0215449886081485
ACH-000796,-0.999071853575168
ACH-000798,-1.4049838782388184
ACH-000799,-0.6367927183641354
ACH-000800,-0.6801793445169839
ACH-000802,-1.258485196793542
ACH-000804,-0.8922465629059241
ACH-000805,-1.2455362343569545
ACH-000809,-0.9254089889409012
ACH-000810,-0.5569304837135728
ACH-000811,-1.0448284274789432
ACH-000817,-1.2661810875280384
ACH-000819,-0.964112943672103
ACH-000820,-0.4732051717249884
ACH-000821,-0.7853875829303756
ACH-000822,-0.7419004465959462
ACH-000823,-1.1198881314973654
ACH-000824,-0.5669725745538664
ACH-000827,-0.9885689333271076
ACH-000829,-0.32968848390071936
ACH-000831,-0.9815392626626314
ACH-000832,-0.8405131251698925
ACH-000833,-1.0738125068771176
ACH-000834,-1.0042982735109107
ACH-000835,-0.7915500387064004
ACH-000836,-0.5407082712371672
ACH-000837,-0.9305023867749838
ACH-000838,-1.0080565980430662
ACH-000839,-1.0428091942556852
ACH-000840,-1.113354625866207
ACH-000841,-0.7064766257317286
ACH-000843,-0.9814796302388766
ACH-000846,-0.9993076537706383
ACH-000847,-1.07571692734264
ACH-000848,-0.7943759149527397
ACH-000849,-0.5614372284914415
ACH-000851,-0.469985355858261
ACH-000855,-1.297414190121201
ACH-000856,-1.046740579673948
ACH-000858,-0.4636552676505787
ACH-000859,-0.9924864573534375
ACH-000861,-0.7917167849354821
ACH-000862,-1.3532334291302115
ACH-000865,-1.2798304218206018
ACH-000866,-0.9126178010487466
ACH-000867,-1.1537288133601475
ACH-000869,-1.0522094449539632
ACH-000872,-1.091250834956668
ACH-000873,-0.6354074183572088
ACH-000876,-0.9395196129768864
ACH-000878,-1.1996907733832938
ACH-000880,-0.9074547141783278
ACH-000881,-0.8303648103366298
ACH-000882,-0.9586257698122488
ACH-000884,-0.8881711733925132
ACH-000885,-0.8917886961856388
ACH-000887,-1.1429160366578723
ACH-000889,-1.1553082987443095
ACH-000896,-1.124648034387842
ACH-000898,-1.1306835087034195
ACH-000900,-1.0183739631941096
ACH-000901,-0.5130722495318141
ACH-000905,-0.8458348778497757
ACH-000906,-1.052221898906334
ACH-000907,-0.7289996708549918
ACH-000910,-0.7446356766211767
ACH-000911,-1.0784139762751823
ACH-000912,-1.1747855760311796
ACH-000913,-0.8761940138106128
ACH-000915,-0.983333114211846
ACH-000916,-0.911659761206206
ACH-000917,-1.2340125655668797
ACH-000920,-0.6638031251441291
ACH-000921,-1.0736751998604477
ACH-000924,-0.9134880009632774
ACH-000926,-1.1459386104426474
ACH-000928,-0.8094664093564072
ACH-000929,-0.715220991793127
ACH-000932,-1.0509008766982215
ACH-000935,-0.735292838510098
ACH-000936,-0.95639477221497
ACH-000937,-0.900737239668934
ACH-000938,-1.0892517205137842
ACH-000939,-0.7430586486345327
ACH-000941,-1.3009982036421721
ACH-000943,-0.9603818891683906
ACH-000946,-0.7999703414689626
ACH-000947,-0.9477074946203308
ACH-000948,-0.9256510098743486
ACH-000950,-1.1133148692148802
ACH-000953,-1.0241835355032345
ACH-000954,-1.072475662251772
ACH-000957,-0.978364151008085
ACH-000958,-1.0826690342443053
ACH-000960,-1.2165439167583858
ACH-000963,-0.8023420516411397
ACH-000968,-0.5226928676134376
ACH-000969,-0.8713649346728324
ACH-000972,-1.23814081797508
ACH-000973,-0.8236581516364548
ACH-000974,-0.8903764556439446
ACH-000978,-0.8450095305489745
ACH-000984,-0.8439831734920155
ACH-000986,-1.023927388809642
ACH-000988,-1.1767882332978403
ACH-000993,-1.0445819172840571
ACH-000994,-1.0061675437671291
ACH-000996,-1.1490886603235286
ACH-001001,-0.7102402465180522
