,DIP2B (57609)
ACH-000294,-0.17825311180412634
ACH-000295,0.05310482668503857
ACH-000296,-0.4972570136269888
ACH-000302,-0.18268149935576655
ACH-000304,-0.08868167439749101
ACH-000307,-0.0296958197523602
ACH-000308,-0.20919599014971146
ACH-000310,-0.1147686890728133
ACH-000311,-0.103855779995044
ACH-000312,-0.21340200755510647
ACH-000315,-0.07818778723771078
ACH-000316,-0.26997621179222786
ACH-000317,0.0478298037286044
ACH-000318,-0.2226592867006123
ACH-000319,-0.19096174419166487
ACH-000320,-0.09684970474216004
ACH-000322,-0.11490244221065653
ACH-000323,-0.05343746651476674
ACH-000324,-0.1882260257369157
ACH-000329,-0.2107988635840792
ACH-000330,-0.042905278522284034
ACH-000331,-0.1540274013277562
ACH-000332,-0.2948906953242789
ACH-000334,-0.26026639930860296
ACH-000335,-0.22050991335389708
ACH-000336,-0.051032046138103686
ACH-000337,-0.04545637368262834
ACH-000338,-0.44093582041429735
ACH-000339,-0.14797270898769593
ACH-000341,-0.3460557410081362
ACH-000348,-0.17909785316252974
ACH-000350,-0.2059485800483408
ACH-000352,-0.22335772182970656
ACH-000356,-0.21041916407995934
ACH-000361,-0.2313592034632392
ACH-000362,-0.14850272996706798
ACH-000363,-0.2333760532747379
ACH-000364,-0.18558589599272104
ACH-000365,-0.2617117585105651
ACH-000366,-0.2619143184235961
ACH-000368,-0.18997494838907486
ACH-000374,-0.11211961511294
ACH-000375,0.06212126375884953
ACH-000376,-0.21186856637848386
ACH-000381,-0.0590835872370925
ACH-000383,-0.1906912816654936
ACH-000387,-0.08236160012760953
ACH-000389,-0.18436557556672334
ACH-000390,-0.13571810647756735
ACH-000393,-0.1082530459232128
ACH-000395,-0.02127615625217232
ACH-000396,-0.28427578912489565
ACH-000397,-0.05798707868265202
ACH-000401,-0.1194209479444322
ACH-000402,-0.22186035466096907
ACH-000403,-0.16987950104453414
ACH-000404,-0.08944543334791774
ACH-000406,-0.11666581316826916
ACH-000407,-0.15747524980808528
ACH-000408,-0.09201289834247872
ACH-000410,-0.15718107731929096
ACH-000411,-0.01900281222570039
ACH-000414,-0.21441350101183385
ACH-000415,-0.10227230955239447
ACH-000416,-0.12865876489860753
ACH-000420,-0.2723956447844013
ACH-000421,-0.2963492367518136
ACH-000424,-0.4061064220199997
ACH-000425,0.0006100003325219932
ACH-000426,-0.15130405437097258
ACH-000427,-0.18289657523541447
ACH-000433,-0.17712019686795946
ACH-000435,-0.0879462895147705
ACH-000436,-0.26905029530867475
ACH-000444,-0.17419015636396815
ACH-000445,-0.18689534712204167
ACH-000448,-0.19113698514699115
ACH-000450,-0.018331332261935174
ACH-000452,-0.20266313787498147
ACH-000454,-0.1271018545808353
ACH-000458,-0.04436567269916608
ACH-000459,-0.15472305284973348
ACH-000460,-0.16264717750633764
ACH-000461,-0.2186358226671133
ACH-000463,-0.2822606842185013
ACH-000464,-0.23431247840341876
ACH-000466,-0.16937935033288684
ACH-000467,-0.005090213893306343
ACH-000468,-0.20642955858951276
ACH-000469,-0.08065398276846554
ACH-000470,-0.1661824402558413
ACH-000471,-0.015055205771841482
ACH-000472,-0.21618348197776088
ACH-000473,-0.08008655839624898
ACH-000475,-0.11886446904774695
ACH-000476,-0.3218258846687121
ACH-000477,0.05243712660024158
ACH-000479,0.13401099383231604
ACH-000480,-0.255334225760854
ACH-000481,-0.2714079533959102
ACH-000483,-0.2109026590571981
ACH-000484,-0.02821395049235286
ACH-000485,-0.17809219357906925
ACH-000486,-0.21874217687156333
ACH-000487,-0.09515981097711627
ACH-000488,-0.19476556626944855
ACH-000490,-0.17905664203581487
ACH-000491,0.03713386804265903
ACH-000495,-0.12969255604547827
ACH-000496,-0.18039809838219265
ACH-000499,-0.4345524034325305
ACH-000500,-0.0035932575735579814
ACH-000502,-0.1274841300289268
ACH-000503,-0.2266892825365905
ACH-000505,-0.02631748445521111
ACH-000507,-0.19398121849970326
ACH-000510,-0.15746384363140822
ACH-000511,-0.2532179585381682
ACH-000512,-0.4709450061494809
ACH-000516,-0.3030117798230415
ACH-000517,-0.08276530450812734
ACH-000518,-0.2076685964324212
ACH-000520,-0.3093528085333327
ACH-000521,0.10362976966763704
ACH-000522,0.064109054405159
ACH-000524,-0.20948948788000046
ACH-000527,-0.1915509741939037
ACH-000528,-0.30810755544663404
ACH-000537,-0.060422711102121884
ACH-000541,-0.5895780112263559
ACH-000542,-0.06113729224779976
ACH-000544,-0.17088344289422527
ACH-000545,-0.2077131413124068
ACH-000547,-0.22138837516884435
ACH-000548,-0.20950575827239992
ACH-000549,-0.2610334653599213
ACH-000550,-0.08334366548052527
ACH-000552,-0.0943222814214185
ACH-000556,-0.27741155588600264
ACH-000557,-0.15333422602412394
ACH-000569,0.03675697731433437
ACH-000570,-0.22488712771134164
ACH-000571,-0.16002022795172016
ACH-000573,-0.20144268248593086
ACH-000576,-0.2563609433662916
ACH-000579,-0.2644707722050344
ACH-000580,-0.07268559361380879
ACH-000584,-0.1795012077942133
ACH-000585,-0.030741615590708374
ACH-000588,-0.23160338185827425
ACH-000589,-0.3387025648130609
ACH-000591,-0.30959410620276445
ACH-000593,-0.034846595308806794
ACH-000600,-0.048211411530369765
ACH-000601,-0.11209885607483266
ACH-000605,-0.1816357280832125
ACH-000606,-0.16401245344034746
ACH-000608,-0.29760365429535435
ACH-000614,-0.04950125436654011
ACH-000616,-0.2805316755698521
ACH-000618,-0.23277077477617175
ACH-000619,-0.13078425353629705
ACH-000620,-0.2400103543390681
ACH-000621,-0.10226709575616884
ACH-000622,-0.13924748281342378
ACH-000623,-0.16582457275131324
ACH-000624,-0.15782898713297966
ACH-000627,-0.1915305267049247
ACH-000630,0.1881103225915756
ACH-000631,0.05446109872825525
ACH-000632,-0.07507977528661941
ACH-000633,-0.06826635641590262
ACH-000637,-0.09291074379006777
ACH-000638,-0.2468006730888041
ACH-000646,-0.24135949811446936
ACH-000647,-0.19899724373793068
ACH-000648,-0.08447531844341796
ACH-000649,-0.13116780275397352
ACH-000651,-0.30102935999660474
ACH-000652,-0.061152006805010976
ACH-000653,-0.2138632804350568
ACH-000657,-0.09472218741492122
ACH-000658,-0.04861169757113271
ACH-000661,-0.07446495255269768
ACH-000662,-0.14033179949538138
ACH-000663,-0.013746619705257177
ACH-000665,-0.2371877232748262
ACH-000671,-0.17667650652076014
ACH-000672,0.3090790875220939
ACH-000673,-0.16282315070062928
ACH-000676,-0.3196078551942248
ACH-000677,-0.1432000584064211
ACH-000681,-0.2755131830033471
ACH-000683,-0.2788371147472493
ACH-000684,0.12632187022873698
ACH-000688,-0.0931670417246383
ACH-000693,-0.13550222450888735
ACH-000694,-0.19004843586132802
ACH-000695,-0.3583928848957353
ACH-000696,-0.2628142780068162
ACH-000697,-0.056944916119433725
ACH-000699,-0.07272150209216541
ACH-000701,-0.2251943980125397
ACH-000706,-0.1143737286953608
ACH-000711,-0.20241166426179807
ACH-000713,-0.06392336656819039
ACH-000714,-0.2861198931604866
ACH-000718,-0.13511715136876734
ACH-000720,-0.09178526195311973
ACH-000721,-0.06846472534809495
ACH-000724,-0.17621256030522922
ACH-000725,-0.1242079534239355
ACH-000732,-0.16784630646053206
ACH-000734,-0.2282892245125368
ACH-000735,-0.17069377695433496
ACH-000736,-0.0313483882484128
ACH-000738,-0.10074759142788832
ACH-000746,-0.19232819343919152
ACH-000747,-0.24368938356392095
ACH-000748,0.07961976677455139
ACH-000753,-0.2695201481533892
ACH-000756,-0.1589207544129957
ACH-000757,-0.37711958667200784
ACH-000758,-0.36883638412276976
ACH-000760,-0.34657267744832376
ACH-000762,-0.2788885739706851
ACH-000763,-0.238744028380036
ACH-000764,0.06929241693503875
ACH-000765,-0.2032842597770171
ACH-000766,-0.09236803779295212
ACH-000767,-0.3228345062929744
ACH-000768,-0.048454456221139565
ACH-000769,-0.11812488452234415
ACH-000770,-0.17966538837498852
ACH-000771,-0.009747664972963366
ACH-000773,-0.1572486378057717
ACH-000776,-0.3322067133366041
ACH-000777,-0.23973766255349005
ACH-000778,-0.059780712986925826
ACH-000781,-0.09480672466825184
ACH-000782,0.08089062953552928
ACH-000783,-0.26332957118695666
ACH-000784,-0.0868626573433449
ACH-000785,-0.24877080886047034
ACH-000787,-0.11164896144427693
ACH-000788,-0.15048101743697528
ACH-000791,-0.19657190410971576
ACH-000792,-0.033573577794525536
ACH-000794,-0.05566024268705523
ACH-000796,-0.2718981842178517
ACH-000798,-0.20910106876455492
ACH-000799,-0.13875643559992795
ACH-000800,-0.1450800329309701
ACH-000802,0.006160414026335235
ACH-000804,-0.2268787850648835
ACH-000805,-0.12525493618856126
ACH-000809,-0.32785641772051416
ACH-000810,-0.04197770524384329
ACH-000811,-0.16286882820983314
ACH-000817,-0.2541222931107984
ACH-000819,-0.2076699168976664
ACH-000820,0.020517797782782968
ACH-000821,-0.4652705013658151
ACH-000822,-0.2900096086893177
ACH-000823,-0.4519148899429223
ACH-000824,-0.245229028990321
ACH-000827,-0.1553080314611279
ACH-000829,-0.30402023113798304
ACH-000831,-0.17222912478274188
ACH-000832,-0.2542206558682963
ACH-000833,-0.26758077451172313
ACH-000834,-0.24262542185559696
ACH-000835,-0.13307049300953178
ACH-000836,-0.02041612552237996
ACH-000837,-0.19548239789447056
ACH-000838,-0.24977981488672396
ACH-000839,-0.15304114427096746
ACH-000840,-0.2043523350313628
ACH-000841,-0.19008304852836844
ACH-000843,-0.20485788897114526
ACH-000846,-0.3039563906692295
ACH-000847,-0.2246538608058174
ACH-000848,-0.25351530966919444
ACH-000849,-0.12038692819997805
ACH-000851,-0.2815084497617294
ACH-000855,-0.08538740637960694
ACH-000856,-0.03235847452691347
ACH-000858,-0.16678584756488046
ACH-000859,-0.4876018428650157
ACH-000861,-0.2795506480758283
ACH-000862,-0.1429692252972069
ACH-000865,-0.27450735657365005
ACH-000866,-0.15034698463162152
ACH-000867,-0.20449809211422024
ACH-000869,-0.09777313695420356
ACH-000872,-0.2354949797416415
ACH-000873,-0.10928978959184617
ACH-000876,-0.10154110229717253
ACH-000878,-0.1321742144415094
ACH-000880,0.021398480083865384
ACH-000881,-0.12389117297136555
ACH-000882,-0.18219686538382612
ACH-000884,-0.07543405690135663
ACH-000885,-0.011815702465213124
ACH-000887,-0.2841431061056226
ACH-000889,-0.2046559738766244
ACH-000896,-0.1530866713841106
ACH-000898,-0.16671104656024696
ACH-000900,-0.27950102667723875
ACH-000901,-0.2349867022687249
ACH-000905,-0.2498523236902162
ACH-000906,-0.26687663963702385
ACH-000907,-0.08005582364570603
ACH-000910,-0.16668821918612806
ACH-000911,-0.19767304005081646
ACH-000912,0.0052625830455471
ACH-000913,-0.18924757892559213
ACH-000915,-0.1476005958002872
ACH-000916,-0.1993659460294593
ACH-000917,-0.2511174798533768
ACH-000920,-0.09130597484788636
ACH-000921,0.03356500731496763
ACH-000924,-0.05590668924337661
ACH-000926,-0.11158550156203456
ACH-000928,-0.455674691339913
ACH-000929,-0.3499180729037031
ACH-000932,-0.2836116071127404
ACH-000935,0.05214722647299457
ACH-000936,-0.29922182862095564
ACH-000937,-0.15143631291616272
ACH-000938,-0.09369274876090436
ACH-000939,0.03794672342441667
ACH-000941,-0.1499734167326778
ACH-000943,-0.17957874524021405
ACH-000946,-0.3082031319046298
ACH-000947,-0.18041319148061866
ACH-000948,-0.23446844574712825
ACH-000950,-0.21206550669933105
ACH-000953,-0.18332380828225
ACH-000954,-0.3298621387535489
ACH-000957,0.043385791599578914
ACH-000958,-0.13116072938810835
ACH-000960,-0.1810115936399129
ACH-000963,-0.1956236363566269
ACH-000968,-0.031243447051754827
ACH-000969,-0.23186819572722706
ACH-000972,-0.2530863472393176
ACH-000973,-0.2021291031694079
ACH-000974,-0.0859120117445155
ACH-000978,-0.1862203514692134
ACH-000984,-0.2258476952730715
ACH-000986,-0.02251029987570411
ACH-000988,-0.1509180449429689
ACH-000993,-0.13887862974990678
ACH-000994,-0.14266375593217046
ACH-000996,-0.06587571378977443
ACH-001001,-0.1203195975332974
ACH-001020,-0.3057863267464593
ACH-001028,-0.26783273019798
ACH-001031,-0.09903962278594527
ACH-001038,-0.17971457492193918
ACH-001048,-0.06621810334241278
ACH-001050,-0.193118055736772
ACH-001053,-0.3997047518493752
ACH-001054,-0.08525248628503529
ACH-001061,-0.16372240658799894
ACH-001067,-0.06977667866812179
ACH-001075,-0.23369450005622436
ACH-001096,0.05459619858289989
ACH-001111,0.05041894799404118
ACH-001119,-0.1994759104842025
ACH-001128,-0.07530965595786385
ACH-001134,-0.3918522769981056
ACH-001151,-0.19988599034467205
ACH-001163,-0.2682754495672457
ACH-001164,-0.22823809965559444
ACH-001183,-0.1667545759550393
ACH-001192,-0.2666147711780227
ACH-001193,-0.3169169638240655
ACH-001196,-0.22295831446354386
ACH-001197,-0.17445978981155535
ACH-001205,-0.22958384287848524
ACH-001211,-0.11086261451151452
ACH-001212,-0.1063884182255418
ACH-001228,-0.17344141430319526
ACH-001232,-0.207449314744871
ACH-001239,-0.06388635242866862
ACH-001270,-0.2608088198631182
ACH-001274,-0.04200183160652506
ACH-001275,-0.21670695835839468
ACH-001277,-0.28997854137273144
ACH-001278,-0.1936444531415768
ACH-001280,-0.1340476020092821
ACH-001283,-0.20361181399126235
ACH-001289,-0.36653676475770813
ACH-001300,-0.17910125975036034
ACH-001301,-0.2373981912890295
ACH-001302,-0.06531451676397472
ACH-001306,-0.07798624299609694
ACH-001318,-0.11144340142320523
ACH-001322,-0.2815526232118613
ACH-001328,-0.14778636346926033
ACH-001332,0.006081923243321429
ACH-001336,-0.246201808398708
ACH-001346,-0.0917050165154837
ACH-001353,-0.13333451643510408
ACH-001354,0.12631397015851334
ACH-001367,-0.4770834664297514
ACH-001368,-0.15450216309836842
ACH-001374,0.04532060387726173
ACH-001377,-0.2081582495324266
ACH-001380,-0.09365816923226952
ACH-001391,-0.3523376379593765
ACH-001408,-0.0664402305399758
ACH-001430,-0.09628658372660487
ACH-001431,-0.058576469792090274
ACH-001450,-0.07868620322382476
ACH-001496,-0.2716194306968344
ACH-001500,0.1030886176298248
ACH-001523,-0.10648114907526468
ACH-001532,-0.10118542415745092
ACH-001550,-0.17154864855882734
ACH-001552,-0.1764609277092961
ACH-001554,-0.12673683339150846
ACH-001654,0.0009713256744008627
ACH-001735,-0.09553870694139643
ACH-001736,-0.13887044002421536
ACH-001737,0.01426426574651244
ACH-001740,-0.2734606083204446
ACH-001745,-0.2458403906321521
ACH-001765,-0.22047749000681408
