,GRB10 (2887)
ACH-000004,0.05496212987900387
ACH-000005,0.05838978252951611
ACH-000007,0.08359060037745665
ACH-000009,0.045730048805143815
ACH-000011,-0.03646934255442905
ACH-000012,0.08593037513641424
ACH-000013,0.03099670773849428
ACH-000014,0.06719949632391184
ACH-000015,-0.08192312711812627
ACH-000017,0.2287676093307092
ACH-000018,0.11811943195854893
ACH-000019,0.04443005067055164
ACH-000021,0.05617507827941405
ACH-000022,0.030009800962916118
ACH-000025,0.020734753438560127
ACH-000028,0.18261144317055766
ACH-000030,0.12776369075614466
ACH-000035,0.0567591419811804
ACH-000036,0.08078721676984918
ACH-000037,0.0719607390062696
ACH-000039,0.17885890918247652
ACH-000040,-0.002633572492758529
ACH-000041,0.1738838067785155
ACH-000042,-0.029014643776208233
ACH-000045,0.14038154131650896
ACH-000047,0.15015036046592012
ACH-000052,-0.06025447020193051
ACH-000053,-0.09863794702290743
ACH-000054,-0.1089663053895815
ACH-000055,-0.00417792308932331
ACH-000060,-0.10337115520442816
ACH-000067,0.08031879244699545
ACH-000070,0.09817434308287007
ACH-000075,-0.06927752733871853
ACH-000078,-0.059435545875094614
ACH-000082,-0.059049439736390874
ACH-000085,0.1671345685605704
ACH-000086,0.13494812552029065
ACH-000087,0.049554710158250866
ACH-000092,0.09754536411987558
ACH-000095,0.2602986772291025
ACH-000097,0.019246687670503863
ACH-000098,0.09972149190548284
ACH-000099,0.07229412768496736
ACH-000108,0.07753353595290792
ACH-000113,0.1923964198040213
ACH-000116,0.09755550365059937
ACH-000118,0.05186755102460184
ACH-000120,0.06893753179571095
ACH-000123,-0.10811061746972833
ACH-000127,0.12490622613195505
ACH-000128,-0.07304340150895619
ACH-000132,0.13637902229102336
ACH-000133,-0.030184766693714882
ACH-000137,-0.002891157412338247
ACH-000138,0.15929808986751706
ACH-000142,0.3311927280633468
ACH-000143,0.12719171328494178
ACH-000146,-0.06513029699155534
ACH-000148,0.052228807394875176
ACH-000150,0.06817653430845139
ACH-000152,0.1427585333944182
ACH-000153,0.04354623220141148
ACH-000159,0.10847032584967294
ACH-000160,0.0690447738195245
ACH-000163,0.06395536592734669
ACH-000167,0.17356748409506495
ACH-000168,-0.08099345486859025
ACH-000169,0.2320460832083528
ACH-000178,0.07003088617020548
ACH-000183,0.028525333200545424
ACH-000188,0.03935115111020122
ACH-000189,-0.0307294703218023
ACH-000190,0.06751609868404229
ACH-000198,-0.17703991507463826
ACH-000203,-0.3029083758451304
ACH-000204,-0.0025618282832593755
ACH-000206,-0.038400791151104056
ACH-000207,-0.06706368481325775
ACH-000208,-0.191444643209842
ACH-000210,-0.2448481774752756
ACH-000211,0.08164844943155601
ACH-000215,0.00653642463751784
ACH-000221,0.042936019855551566
ACH-000222,0.17790973472616928
ACH-000223,-0.059540003016334435
ACH-000226,-0.011519760900449065
ACH-000227,-0.07205625068626692
ACH-000228,-0.031478582002303315
ACH-000231,0.06053096040384296
ACH-000232,0.01546473347811019
ACH-000233,0.13802812145387228
ACH-000234,0.16157373029316632
ACH-000235,0.12802058861124002
ACH-000237,-0.05441228668328922
ACH-000238,0.07012106059013944
ACH-000242,0.11800470276879108
ACH-000243,-0.053612807332431636
ACH-000244,0.15125782295352416
ACH-000246,0.006928105995751159
ACH-000248,0.1434688358666076
ACH-000250,0.009588103888753492
ACH-000251,0.0923085112960156
ACH-000252,0.00273994291756161
ACH-000253,-0.016552933956703143
ACH-000255,-0.11577904572274322
ACH-000256,-0.0065999696423591605
ACH-000257,0.022480673018227718
ACH-000258,0.060183173192829086
ACH-000259,0.06570658862974342
ACH-000260,-0.08785546107904714
ACH-000261,0.08666495263553954
ACH-000262,-0.04954316911926224
ACH-000263,-0.13861624584458626
ACH-000264,-0.08379601396833189
ACH-000265,-0.013268329724645731
ACH-000266,-0.002748960442011061
ACH-000272,0.0536827341475868
