,WIBG (84305)
ACH-000004,-0.709862663093312
ACH-000005,-0.5488633069961223
ACH-000007,-0.451313009129743
ACH-000009,-0.5447606069566162
ACH-000011,-0.5160138498791379
ACH-000012,-0.6315412447033438
ACH-000013,-0.6053239656828633
ACH-000014,-0.6910577252970391
ACH-000015,-0.4582462529947464
ACH-000017,-0.6480565672870358
ACH-000018,-0.6187222056325501
ACH-000019,-0.42984725527646217
ACH-000021,-0.5390361380445541
ACH-000022,-0.4943971611711699
ACH-000025,-0.5719504669171572
ACH-000028,-0.6560156909118994
ACH-000030,-0.5803352675936954
ACH-000035,-0.522484386847443
ACH-000036,-0.4777780271277872
ACH-000037,-0.8130348659705369
ACH-000039,-0.6061624646898016
ACH-000040,-0.7402179785711397
ACH-000041,-0.5827739125575322
ACH-000042,-0.4865547327020527
ACH-000045,-0.5499449637453169
ACH-000047,-0.2631339647739432
ACH-000052,-0.6308634214718501
ACH-000053,-0.6046741168397127
ACH-000054,-0.5938511937329722
ACH-000055,-0.6105920095977696
ACH-000060,-0.4557711050333307
ACH-000067,-0.7501014939986684
ACH-000070,-0.7098576665742637
ACH-000075,-0.5385889295229712
ACH-000078,-0.5768140647579487
ACH-000082,-0.6412696959625341
ACH-000085,-0.6770521713869304
ACH-000086,-0.5735510635307342
ACH-000087,-0.8169772653781208
ACH-000092,-0.5539202672039657
ACH-000095,-0.5998912806482783
ACH-000097,-0.6804080478223695
ACH-000098,-0.5910164026343079
ACH-000099,-0.4345785299166338
ACH-000108,-0.4561238532643169
ACH-000113,-0.5127219094525616
ACH-000116,-0.6871496738819587
ACH-000118,-0.5930714142811767
ACH-000120,-0.5030283965955304
ACH-000123,-0.5644695972490975
ACH-000127,-0.7001916123650558
ACH-000128,-0.8328473773853744
ACH-000132,-0.5995174488645657
ACH-000133,-0.5838986183101872
ACH-000137,-0.6420205050033091
ACH-000138,-0.6375203110347893
ACH-000142,-0.7378937692740921
ACH-000143,-0.6530500986079167
ACH-000146,-0.4148948559839885
ACH-000148,-0.6420076285273746
ACH-000150,-0.5638937859031135
ACH-000152,-0.7434589771328494
ACH-000153,-0.7478058522457797
ACH-000159,-0.5269108487483067
ACH-000160,-0.6581718471162857
ACH-000163,-0.6230972621604508
ACH-000167,-0.7744742641230098
ACH-000168,-0.4570639657947369
ACH-000169,-0.4978807889910383
ACH-000178,-0.4897688610609425
ACH-000183,-0.7818430290850855
ACH-000188,-0.5600329675704395
ACH-000189,-0.7494979295770595
ACH-000190,-0.4681776051592946
ACH-000198,-0.8623506504045688
ACH-000203,-0.7997893146874637
ACH-000204,-0.8900681058976491
ACH-000206,-0.4417106950227798
ACH-000207,-0.456045765676235
ACH-000208,-0.2276227013976
ACH-000210,-0.8221288000319322
ACH-000211,-0.6588221784640224
ACH-000215,-0.639574294623028
ACH-000221,-0.5920668692275202
ACH-000222,-0.537025496872897
ACH-000223,-0.6824459875043035
ACH-000226,-0.5939269834921995
ACH-000227,-0.5865322068901393
ACH-000228,-0.7048733281209459
ACH-000231,-0.7533920345474826
ACH-000232,-0.4750327270556122
ACH-000233,-0.7207465771729037
ACH-000234,-0.8323843306931508
ACH-000235,-0.5124180583240757
ACH-000237,-0.5055675655577664
ACH-000238,-0.6517471968313255
ACH-000242,-0.4840049636699812
ACH-000243,-0.5472796774339231
ACH-000244,-0.723342162555088
ACH-000246,-0.5662260625703681
ACH-000248,-0.4674520649610862
ACH-000250,-0.5599035220337114
ACH-000251,-0.6327412874507495
ACH-000252,-0.609979135327707
ACH-000253,-0.459554683728403
ACH-000255,-0.32394133356660026
ACH-000256,-0.6738916973516625
ACH-000257,-0.6534158894597922
ACH-000258,-0.4991305633532107
ACH-000259,-0.5801091571543513
ACH-000260,-0.651201754698525
ACH-000261,-0.6389343874758743
ACH-000262,-0.5208164924673628
ACH-000263,-0.4455421259749584
ACH-000264,-0.7168769580086399
ACH-000265,-0.5867102357615205
ACH-000266,-0.5622615648391895
ACH-000272,-0.6685010435411749
ACH-000274,-0.9064770490723696
ACH-000277,-0.7572605197605617
ACH-000278,-0.6467826568209301
ACH-000279,-0.7679639989714515
ACH-000280,-0.6530576047691611
ACH-000281,-0.5693815326931994
ACH-000288,-0.7683629309028833
ACH-000291,-0.6629793303278371
ACH-000293,-0.7071720786056382
ACH-000294,-0.5418719091526999
ACH-000295,-0.5159588790559394
ACH-000296,-0.8595907276472843
ACH-000302,-0.6231181207701828
ACH-000304,-0.7824033776990755
ACH-000307,-0.5369402904521553
ACH-000308,-0.6904681702866927
ACH-000310,-0.7327829294372988
ACH-000311,-0.5291529967853802
ACH-000312,-0.5787361414142045
ACH-000315,-0.6768426334093173
ACH-000316,-0.6771993924429682
ACH-000317,-0.759658985604468
ACH-000318,-0.7222293950259168
ACH-000319,-0.8009839553453888
ACH-000320,-0.5295870245306885
ACH-000322,-0.6843293964100657
ACH-000323,-0.6849514554549997
ACH-000324,-0.4056060609784163
ACH-000329,-0.4716417983515866
ACH-000330,-0.4551849696422493
ACH-000331,-0.7666680105405427
ACH-000332,-0.5421950851324024
ACH-000334,-0.8232112091804354
ACH-000335,-0.8018684184774901
ACH-000336,-0.6706074478088466
ACH-000337,-0.4766926788728282
ACH-000338,-1.1246376902978588
ACH-000339,-0.6131694259767035
ACH-000341,-0.5529811943715212
ACH-000348,-0.6700109636776685
ACH-000350,-0.5381335207844008
ACH-000352,-0.6234134696454627
ACH-000356,-0.7247975202556364
ACH-000361,-0.6319469759753272
ACH-000362,-0.5478404677265358
ACH-000363,-0.3991634708322172
ACH-000364,-0.8145935850430585
ACH-000365,-0.6298147693856736
ACH-000366,-0.5822218015107119
ACH-000368,-0.4820491309523302
ACH-000374,-0.8054984540014579
ACH-000375,-0.4246113748387416
ACH-000376,-0.5331966496306826
ACH-000381,-0.5998019819385629
ACH-000383,-0.545120937149126
ACH-000387,-0.4870451816507458
ACH-000389,-0.466348927058069
ACH-000390,-0.5092197567491732
ACH-000393,-0.4849679980508008
ACH-000395,-0.8331598326086326
ACH-000396,-0.6401050597984491
ACH-000397,-0.6329767211941268
ACH-000401,-0.6175606288546035
ACH-000402,-1.0062391031826918
ACH-000403,-0.5852192274915929
ACH-000404,-0.1711778073571802
ACH-000406,-0.5827071929258109
ACH-000407,-0.7258952920113461
ACH-000408,-0.6805470665114526
ACH-000410,-0.5027773675740806
ACH-000411,-0.6193554080648063
ACH-000414,-0.6462488125222262
ACH-000415,-0.558016219220652
ACH-000416,-0.5953997271231886
ACH-000420,-0.7922956716247921
ACH-000421,-0.527602115551926
ACH-000424,-0.7461731588455791
ACH-000425,-0.7976872244628661
ACH-000426,-0.4870637366531987
ACH-000427,-0.7337369589243614
ACH-000433,-0.6788383906440172
ACH-000435,-0.5495754860290217
ACH-000436,-0.5519814578576769
ACH-000444,-0.674561209302796
ACH-000445,-0.7614586686877565
ACH-000448,-0.5678551490913271
ACH-000450,-0.270042463056704
ACH-000452,-0.4750333313813056
ACH-000454,-0.5480121017327804
ACH-000458,-0.5049563052569471
ACH-000459,-0.4729839525046181
ACH-000460,-0.5733780313521152
ACH-000461,-0.4588038286428191
ACH-000463,-0.5118074821555529
ACH-000464,-0.4206332817195428
ACH-000466,-0.6108514252993354
ACH-000467,-0.5466079606982605
ACH-000468,-0.6533018016075798
ACH-000469,-0.6103409735862144
ACH-000470,-0.63681864809683
ACH-000471,-0.5035975471635338
ACH-000472,-0.6855994303286375
ACH-000473,-0.6467822685582948
ACH-000475,-0.6636992387546213
ACH-000476,-0.6266433362139034
ACH-000477,-0.5712473277017776
ACH-000479,-0.4640624533883213
ACH-000480,-0.6078869721116896
ACH-000481,-0.7855246458921122
ACH-000483,-0.7787559158240059
ACH-000484,-0.6786859490197523
ACH-000485,-0.5290187116749386
ACH-000486,-0.6561757397538528
ACH-000487,-0.4816803754665323
ACH-000488,-0.5753795154944217
ACH-000490,-0.6096758319752372
ACH-000491,-0.6212211729529511
ACH-000495,-0.6859018783663376
ACH-000496,-0.8037711979399197
ACH-000499,-0.9326013234190668
ACH-000500,-0.28965512065505616
ACH-000502,-0.546485454012705
ACH-000503,-0.5482507283830147
ACH-000505,-0.6377413041882884
ACH-000507,-0.5440638235802872
ACH-000510,-0.4997243734642083
ACH-000511,-0.7410715516129398
ACH-000512,-0.31316434347367783
ACH-000516,-0.7676277565063225
ACH-000517,-0.6450632794966573
ACH-000518,-0.4956363596233075
ACH-000520,-0.6577439406558422
ACH-000521,-0.7547562392246594
ACH-000522,-0.5479399668113065
ACH-000524,-0.6457230107881867
ACH-000527,-0.5693282086440133
ACH-000528,-0.6221272527457561
ACH-000537,-0.6055379991766096
ACH-000541,-0.7463636993828303
ACH-000542,-0.6449989002257379
ACH-000544,-0.6138154622126586
ACH-000545,-0.5399691341016178
ACH-000547,-0.5005678234999924
ACH-000548,-0.2911431586654636
ACH-000549,-0.6408353982565832
ACH-000550,-0.6651901659609709
ACH-000552,-0.5264372594305723
ACH-000556,-0.6146278006305306
ACH-000557,-0.7428662117691094
ACH-000569,-0.6695742556985667
ACH-000570,-0.4326537449181697
ACH-000571,-0.4927938699652571
ACH-000573,-0.5277684817613646
ACH-000576,-0.580542746061574
ACH-000579,-0.8151636088603362
ACH-000580,-0.6914850535053857
ACH-000584,-0.5642698963805434
ACH-000585,-0.676030356481013
ACH-000588,-0.5427402311988605
ACH-000589,-0.6104068868480064
ACH-000591,-0.6534400694860556
ACH-000593,-0.5132365171591445
ACH-000600,-0.6476169471536164
ACH-000601,-0.4651112180129906
ACH-000605,-0.5980059096919009
ACH-000606,-0.7289039354864114
ACH-000608,-0.7223573824240738
ACH-000614,-0.6897590688773734
