,LCT (3938)
ACH-000004,-0.14238699076116745
ACH-000005,0.35197265607375594
ACH-000007,-0.2486837131487997
ACH-000009,0.007052067035134026
ACH-000011,0.08504927780054145
ACH-000012,-0.008846269748778345
ACH-000013,-0.0983037244591928
ACH-000014,0.05839889054057456
ACH-000015,0.016951246225409246
ACH-000017,-0.03145477350223725
ACH-000018,-0.04450614587327235
ACH-000019,-0.09600940431478927
ACH-000021,-0.02106630188042773
ACH-000022,-0.10560356617245638
ACH-000025,-0.12125665794079117
ACH-000028,0.042124579068176106
ACH-000030,-0.14680965207295818
ACH-000035,-0.11706684572860272
ACH-000036,-0.12102836981309616
ACH-000037,-0.1764830750956442
ACH-000039,0.16575925122054294
ACH-000040,0.04665786949047211
ACH-000041,0.07865869558145501
ACH-000042,-0.047484796323570125
ACH-000045,0.0392887096994939
ACH-000047,-0.19649767903296966
ACH-000052,-0.1044568918388978
ACH-000053,-0.12046190167929913
ACH-000054,-0.09055175011592732
ACH-000055,-0.1711737104917755
ACH-000060,-0.06128911679023145
ACH-000067,-0.09243318800760156
ACH-000070,-0.13410910168618798
ACH-000075,-0.009877362168767155
ACH-000078,-0.052277944508629715
ACH-000082,-0.08678734543421575
ACH-000085,0.06630814611227627
ACH-000086,-0.04948468095830665
ACH-000087,0.12287490920712606
ACH-000092,-0.18084258031604586
ACH-000095,-0.03647085728946014
ACH-000097,-0.08856357152768761
ACH-000098,-0.11645680756295212
ACH-000099,-0.018045199589920183
ACH-000108,-0.029140271860567474
ACH-000113,0.02934713985205515
ACH-000116,-0.05852686239472597
ACH-000118,-0.0831637165849957
ACH-000120,0.011473625029161357
ACH-000123,-0.1352693662211101
ACH-000127,-0.07823638270976123
ACH-000128,-0.1000868423961748
ACH-000132,-0.15941991083208895
ACH-000133,-0.2548247562646344
ACH-000137,-0.0005153335743438364
ACH-000138,-0.007264854437076832
ACH-000142,-0.005174879596417159
ACH-000143,-0.10473151412764002
ACH-000146,0.007062161418463174
ACH-000148,-0.016168662529273445
ACH-000150,0.043253605773165865
ACH-000152,-0.09312218790026837
ACH-000153,-0.1054099890381098
ACH-000159,-0.13269618212548345
ACH-000160,-0.023830202564739663
ACH-000163,-0.08354136224239059
ACH-000167,-0.013311597933048105
ACH-000168,-0.14643969562274362
ACH-000169,0.07747601461274436
ACH-000178,-0.03889202742517807
ACH-000183,-0.160090785995756
ACH-000188,-0.08703654780809737
ACH-000189,0.04121884109031813
ACH-000190,-0.2201766277679137
ACH-000198,-0.08771962205347637
ACH-000203,-0.5100646674496092
ACH-000204,0.010824820103754174
ACH-000206,-0.18317998491164145
ACH-000207,0.04731580254060367
ACH-000208,0.03065383931733207
ACH-000210,0.07086916287517253
ACH-000211,-0.05501357566595669
ACH-000215,-0.09627285390975884
ACH-000221,-0.01085162052466358
ACH-000222,0.004971246331564451
ACH-000223,-0.10315470402075384
