,FANCA (2175)
ACH-000396,-0.11192827395480402
ACH-000397,-0.2254226064158009
ACH-000401,-0.2635493019907512
ACH-000402,0.00036468918985255085
ACH-000403,-0.19406673652937495
ACH-000404,-0.008574857081701644
ACH-000406,-0.24931396168370445
ACH-000407,-0.3967299234651094
ACH-000408,-0.24634753347576355
ACH-000410,-0.5307721182032743
ACH-000411,-0.3942627745946395
ACH-000414,-0.18554803794938626
ACH-000415,-0.20264589764842167
ACH-000416,-0.14362982363541704
ACH-000420,-0.2268547477650369
ACH-000421,-0.1717454174236301
ACH-000424,-0.11054949552007803
ACH-000425,-0.2367436126724128
ACH-000426,-0.06888831669792572
ACH-000427,-0.2764435612264031
ACH-000433,-0.08172365090991543
ACH-000435,-0.2715783305693293
ACH-000436,-0.20908809587543506
ACH-000444,-0.35885353299049216
ACH-000445,-0.16830083053699346
ACH-000448,-0.22795204347891726
ACH-000450,-0.1417781607635016
ACH-000452,-0.1966584483584663
ACH-000454,0.004361276895976652
ACH-000458,-0.14866387153475974
ACH-000459,-0.6803463201353227
ACH-000460,-0.0919065645392864
ACH-000461,0.0449769896158328
ACH-000463,-0.36334528763511204
ACH-000464,-0.04477169600039994
ACH-000466,-0.1323105879071625
ACH-000467,-0.22339524305928446
ACH-000468,-0.26351614666466777
ACH-000469,-0.4206605395016948
ACH-000470,-0.2489236117690589
ACH-000471,-0.22291753912822812
ACH-000472,-0.25296223781781674
ACH-000473,-0.2397067666036923
ACH-000475,-0.14965631382242547
ACH-000476,-0.1051951498846988
ACH-000477,-0.16570203545069473
ACH-000479,-0.08817193165626529
ACH-000480,-0.14121544129671793
ACH-000481,-0.1171264685068018
ACH-000483,-0.2348029858287695
ACH-000484,-0.2558698749875239
ACH-000485,-0.24618320672629876
ACH-000486,-0.2918407018551452
ACH-000487,-0.06427417788669335
ACH-000488,-0.1280673103653669
ACH-000490,-0.26503662361450103
ACH-000491,0.1826383127439324
ACH-000495,-0.5530036850930123
ACH-000496,-0.3802947637385361
ACH-000499,-0.14925720863045408
ACH-000500,-0.2004077357362403
ACH-000502,-0.32617561940944617
ACH-000503,-0.3194827242646525
ACH-000505,-0.20443554619926765
ACH-000507,-0.6443189259230164
ACH-000510,-0.37246228741558346
ACH-000511,-0.2601997675700298
ACH-000512,-0.4072606522479886
ACH-000516,-0.4143616049439725
ACH-000517,-0.21828529753955406
ACH-000518,-0.13415616456424545
ACH-000520,-0.17776971751079715
ACH-000521,-0.28316803674248475
ACH-000522,-0.20065638980588524
ACH-000524,-0.0932881464225798
ACH-000527,-0.13042265287022026
ACH-000528,-0.4600422684886333
ACH-000537,-0.17096576886777626
ACH-000541,-0.13551592950999322
ACH-000542,-0.47353207532547603
ACH-000544,-0.3542614034735277
ACH-000545,-0.2059053489463588
ACH-000547,-0.12002384107546095
ACH-000548,-0.32150401096000913
ACH-000549,-0.007933678250715297
ACH-000550,-0.28331298931462223
ACH-000552,-0.3263254795245887
ACH-000556,-0.15437049579434967
ACH-000557,-0.14459937313604918
ACH-000569,-0.05200781420947727
ACH-000570,-0.0999521601781268
ACH-000571,-0.2480044107531425
ACH-000573,-0.4602884652457288
ACH-000576,-0.06510978851379222
ACH-000579,-0.0924567229800919
ACH-000580,-0.3335593646757625
ACH-000584,-0.5470344735949086
ACH-000585,-0.3503044804704136
ACH-000588,-0.29286384625820583
ACH-000589,-0.27729621782303904
ACH-000591,-0.2980717370194909
ACH-000593,-0.2915919081402881
ACH-000600,-0.21089980060889804
ACH-000601,-0.16121557520675778
ACH-000605,-0.19593576961118656
ACH-000606,-0.03955983816499785
ACH-000608,-0.21651626321960227
ACH-000614,-0.2629378098037288
ACH-000616,-0.3775750463632698
ACH-000618,-0.2727544033096763
ACH-000619,-0.16720910590800336
ACH-000620,-0.2345009095634029
ACH-000621,-0.236964254630305
ACH-000622,-0.32244882372474265
ACH-000623,-0.1720724664184623
ACH-000624,-0.32071681498916904
ACH-000627,-0.059306152342659464
ACH-000630,-0.14081772447098426
ACH-000631,-0.44730225404248
ACH-000632,-0.3067747492132545
ACH-000633,-0.104550616496451
ACH-000637,-0.10879942876509097
ACH-000638,-0.1863338739618409
ACH-000646,-0.07897810890917996
ACH-000647,-0.25174086285643404
ACH-000648,-0.44515842162141067
ACH-000649,-0.2052656086190359
ACH-000651,0.06265420276150722
ACH-000652,-0.10104785355296404
ACH-000653,-0.1596149180721652
ACH-000657,-0.18029621499116588
ACH-000658,-0.2508240058053268
ACH-000661,-0.2312683764850741
ACH-000662,-0.2255258169834685
ACH-000663,-0.2733943684141908
ACH-000665,-0.170899052865582
ACH-000671,-0.18264375470148106
ACH-000672,-0.3803431030475997
ACH-000673,-0.17100101586880992
ACH-000676,-0.1535813441770714
ACH-000677,-0.3546215126974121
ACH-000681,-0.1302701529345456
ACH-000683,-0.3721339724104246
ACH-000684,-0.4222558860355385
ACH-000688,-0.25771343865527324
ACH-000693,-0.22893442527997776
ACH-000694,-0.06909139212618605
ACH-000695,0.03091117941764772
ACH-000696,-0.1840595567377149
ACH-000697,-0.3141257779866056
ACH-000699,-0.2315026912137917
ACH-000701,-0.2996159144054035
ACH-000706,-0.18557862847742987
ACH-000711,-0.18593327785896624
ACH-000713,-0.18816308626450826
ACH-000714,-0.10136501556724956
ACH-000718,-0.3568279376344257
ACH-000720,-0.27008979244640546
ACH-000721,-0.07104857891880341
ACH-000724,-0.16740298034005333
ACH-000725,-0.06824562406053902
ACH-000732,-0.2404418289369161
ACH-000734,-0.04858508700025855
ACH-000735,-0.16008234667100876
ACH-000736,-0.2446390381548051
ACH-000738,-0.16858707445672408
ACH-000746,-0.0003764192942112899
ACH-000747,-0.044126481818831484
ACH-000748,-0.2528752235929788
ACH-000753,-0.10862245299499254
ACH-000756,-0.31335241816599296
ACH-000757,-0.0929851147829684
ACH-000758,-0.4248007813426577
ACH-000760,-0.2088948724521421
ACH-000762,-0.28721706474183223
ACH-000763,-0.28241010225099417
ACH-000764,-0.007898735343549053
ACH-000765,-0.07703991033987245
ACH-000766,-0.18538200505944244
ACH-000767,0.052075895295239163
ACH-000768,-0.4059308534451165
ACH-000769,-0.12338301732673458
ACH-000770,-0.4293292978554846
ACH-000771,-0.15573945394931474
ACH-000773,-0.2886820231870452
ACH-000776,-0.09992984610367273
ACH-000777,-0.5453431705177517
ACH-000778,-0.27757560861591063
ACH-000781,-0.07454404391456525
ACH-000782,-0.5639527876973314
ACH-000783,-0.11719435984986867
ACH-000784,-0.1515776942285557
ACH-000785,-0.19824701577766984
ACH-000787,-0.20376963647023572
ACH-000788,-0.3078264243531428
ACH-000791,-0.15814857989475042
ACH-000792,-0.08762582034090939
ACH-000794,-0.3174027460850812
ACH-000796,-0.09154047349331744
ACH-000798,-0.4706395211152124
ACH-000799,-0.34578643542404597
ACH-000800,-0.3742692022871902
ACH-000802,-0.08822612367271207
ACH-000804,-0.22541646719862535
ACH-000805,-0.25544293268270285
ACH-000809,-0.2908842305015681
ACH-000810,-0.5568905018146562
ACH-000811,-0.3356718436589902
ACH-000817,-0.17372602819365293
ACH-000819,-0.3304719105901793
ACH-000820,-0.14883122905228946
ACH-000821,-0.1753788779960602
ACH-000822,-0.16932566225088855
ACH-000823,-0.12145838401617835
ACH-000824,-0.16622642370575594
ACH-000827,-0.2841145576965398
ACH-000829,-0.4601914882788847
ACH-000831,0.1266772477163808
ACH-000832,-0.4430764641256701
ACH-000833,-0.14391456255835525
ACH-000834,-0.29663012730672683
ACH-000835,-0.3745251501334481
ACH-000836,-0.03603611143563297
ACH-000837,-0.20160521509364035
ACH-000838,-0.15679252200217458
ACH-000839,-0.20103889200862
ACH-000840,-0.1379777430063144
ACH-000841,-0.20115121980205108
ACH-000843,-0.2043714149169439
ACH-000846,-0.2020048606862874
ACH-000847,-0.08702445261020082
ACH-000848,-0.2322739967610132
ACH-000849,-0.2189093440911
ACH-000851,-0.2281636348145113
ACH-000855,-0.09950145496981984
ACH-000856,-0.4478569616660331
ACH-000858,-0.2334554915162281
ACH-000859,-0.17944820712022064
ACH-000861,-0.3930035250140424
ACH-000862,-0.2342882679737295
ACH-000865,-0.3496507208915457
ACH-000866,-0.043729646373043794
ACH-000867,-0.17086714143767634
ACH-000869,-0.1219281060902235
ACH-000872,-0.07720167765258364
ACH-000873,-0.2666789713487948
ACH-000876,-0.3000648209032431
ACH-000878,-0.2647845161188389
ACH-000880,-0.052157773254429884
ACH-000881,-0.10561018451475354
ACH-000882,-0.23300282967370664
ACH-000884,-0.11747844605935692
ACH-000885,-0.1146099901007008
ACH-000887,-0.19796559798771954
ACH-000889,-0.2553183716346209
ACH-000896,-0.13460481423068393
ACH-000898,-0.2105250149677598
ACH-000900,-0.0665312589689525
ACH-000901,-0.1534610112929251
ACH-000905,-0.20654715930627315
ACH-000906,-0.2278116552860999
ACH-000907,-0.30700098350832355
ACH-000910,-0.009187825921435544
ACH-000911,-0.0667090575922022
ACH-000912,-0.10854311372509892
ACH-000913,-0.17951813701059738
ACH-000915,-0.14047605932956386
ACH-000916,-0.36954807423952
ACH-000917,-0.2424387860749505
ACH-000920,-0.024771661258313024
ACH-000921,-0.27774405224436755
ACH-000924,-0.0642512945991674
ACH-000926,-0.1779953086939222
ACH-000928,-0.3259505253862875
ACH-000929,-0.2667500705313768
ACH-000932,-0.2643857635254118
ACH-000935,-0.5818891590641458
ACH-000936,-0.017899737161834555
ACH-000937,-0.06561032484275499
ACH-000938,-0.30641071208212634
ACH-000939,-0.09821808073207344
ACH-000941,-0.1248298552231998
ACH-000943,-0.06344627281289901
ACH-000946,-0.3083405567864464
ACH-000947,-0.4729916320990504
ACH-000948,-0.2381612178946088
ACH-000950,-0.29349738987149565
ACH-000953,-0.051519242067799814
ACH-000954,0.041689902238522016
ACH-000957,-0.2751893444124142
ACH-000958,-0.24415955090355526
ACH-000960,-0.3901411978544971
ACH-000963,-0.02551410814483606
ACH-000968,-0.4138239852803699
ACH-000969,0.0006737170273441946
ACH-000972,-0.4547254894836026
ACH-000973,-0.12572126508651993
ACH-000974,-0.5179928128702953
ACH-000978,-0.40952866237004776
ACH-000984,-0.3013826569862124
ACH-000986,-0.14422124481480386
ACH-000988,-0.027865500291512413
ACH-000993,-0.41986106274474455
ACH-000994,-0.14241739842987816
ACH-000996,-0.20721552196074086
ACH-001001,-0.3164161184281485
ACH-001020,-0.4593110071781848
ACH-001028,-0.1243948347664052
ACH-001031,-0.185707039945688
ACH-001038,-0.08706118185503471
ACH-001048,-0.30446899415601386
ACH-001050,-0.31171863203160105
ACH-001053,-0.2841834398165091
ACH-001054,-0.15252571044538776
ACH-001061,-0.18419419687604555
ACH-001067,-0.4555709946235111
ACH-001075,-0.1619841551524089
ACH-001096,-0.3290738469133966
ACH-001111,-0.3982606694483593
ACH-001119,-0.3128587643604847
ACH-001128,-0.40008401209635736
ACH-001134,-0.5128239570711851
ACH-001151,-0.17169787530348274
ACH-001163,-0.06109860676462747
ACH-001164,-0.27819278104287826
ACH-001183,-0.6054001965961127
ACH-001192,0.013558443855117057
ACH-001193,-0.2460093878394628
ACH-001196,-0.2284085436849271
ACH-001197,-0.4955584388516164
ACH-001205,-0.1917752399602022
ACH-001211,-0.4654123811189968
ACH-001212,-0.6281860053587863
ACH-001228,-0.2571945336179281
ACH-001232,-0.24995849806141004
ACH-001239,-0.16300598836867392
ACH-001270,-0.20891040131735114
ACH-001274,-0.3630932141685436
ACH-001275,-0.2347066854080789
ACH-001277,0.08600932238766931
ACH-001278,-0.23797809326539004
ACH-001280,-0.3674445085845687
ACH-001283,-0.2678473461143014
ACH-001289,-0.06788840930630913
ACH-001300,-0.1200551862514274
ACH-001301,-0.10072770004956136
ACH-001302,-0.22320908657286329
ACH-001306,-0.07300099852661612
ACH-001318,-0.23067811104099825
ACH-001322,-0.23945890695123975
ACH-001328,-0.14071368101334958
ACH-001332,-0.1372671583278008
ACH-001336,-0.24595020467281506
ACH-001346,-0.28615803219255903
ACH-001353,-0.3451222619540761
ACH-001354,-0.5648158821913093
ACH-001367,-0.1292872782263601
ACH-001368,-0.1593280632751732
ACH-001374,-0.11572362481983872
ACH-001377,-0.2345427524254689
ACH-001380,-0.18004422445747592
ACH-001391,-0.22426602467197773
ACH-001408,-0.5797036182449374
ACH-001430,-0.13963025314456862
ACH-001431,-0.012840714919365193
ACH-001450,-0.2537156597943072
ACH-001496,-0.18980679368233852
ACH-001500,-0.03574544695910446
ACH-001523,-0.4539093202805939
ACH-001532,-0.6280786993157486
ACH-001550,0.04326541726522344
ACH-001552,-0.2565213787038487
ACH-001554,-0.22438073191323116
ACH-001654,-0.2688875957634669
ACH-001735,-0.3910657004145272
ACH-001736,-0.4196931716692793
ACH-001737,0.11605554295433596
ACH-001740,-0.4712466091254616
ACH-001745,-0.6079008294519227
ACH-001765,-0.4771496488781266
