,ATP6V0B (533)
ACH-000304,-1.2466994109008438
ACH-000307,-1.13500027656763
ACH-000308,-1.209901502497442
ACH-000310,-1.1337269392040397
ACH-000311,-1.1353710498816376
ACH-000312,-1.2024608425985908
ACH-000315,-1.4139938432161845
ACH-000316,-1.1926056733070114
ACH-000317,-1.3502862724318159
ACH-000318,-1.094606168691435
ACH-000319,-1.2372389844686382
ACH-000320,-1.2050751590245783
ACH-000322,-1.214797257146749
ACH-000323,-0.5641848932827718
ACH-000324,-0.956570706175796
ACH-000329,-1.0260366911567511
ACH-000330,-1.3062700233455111
ACH-000331,-1.2490393750111235
ACH-000332,-1.1492272040716756
ACH-000334,-1.368961621928687
ACH-000335,-0.8772124969458653
ACH-000336,-1.2672908288476843
ACH-000337,-1.0462564745721026
ACH-000338,-1.2412454747745891
ACH-000339,-1.1930727311954274
ACH-000341,-0.9905734355270016
ACH-000348,-1.2766919724988977
ACH-000350,-1.1088139392874758
ACH-000352,-1.252990568652999
ACH-000356,-1.287021194517867
ACH-000361,-1.011669248813294
ACH-000362,-1.1291871845910992
ACH-000363,-1.251088735986289
ACH-000364,-0.9923592323595049
ACH-000365,-1.0855443247121044
ACH-000366,-1.2531219424820896
ACH-000368,-1.0469307962770285
ACH-000374,-1.180257331882785
ACH-000375,-1.233239301134071
ACH-000376,-1.0435862651954757
ACH-000381,-0.9790063035678108
ACH-000383,-1.1599891100898565
ACH-000387,-1.0598788353897473
ACH-000389,-1.1381765682943352
ACH-000390,-1.2570392313925347
ACH-000393,-1.2462372272626592
ACH-000395,-0.9255317013146426
ACH-000396,-1.3456885790794744
ACH-000397,-1.2649415471762235
ACH-000401,-1.1948402095623298
ACH-000402,-1.3689448090971104
ACH-000403,-1.3991722719187978
ACH-000404,-1.3285824571527414
ACH-000406,-1.2573806627888398
ACH-000407,-1.2779157907140104
ACH-000408,-1.3603771687030586
ACH-000410,-1.2240193811417028
ACH-000411,-1.1061511019495265
ACH-000414,-1.2650059472709307
ACH-000415,-1.350778506655142
ACH-000416,-1.3055763887120675
ACH-000420,-1.0603797869513267
ACH-000421,-1.1876953942176942
ACH-000424,-0.977188388507172
ACH-000425,-1.2467894732284328
ACH-000426,-1.4552015268020055
ACH-000427,-1.4044153939975192
ACH-000433,-0.9193490341515244
ACH-000435,-1.4846279157552835
ACH-000436,-1.2587789848813329
ACH-000444,-1.2931401404207252
ACH-000445,-1.390060694207807
ACH-000448,-1.0819828117888322
ACH-000450,-1.1342693586166437
ACH-000452,-1.166784351362044
ACH-000454,-0.8871773356923716
ACH-000458,-1.2574062388992522
ACH-000459,-1.2127417865470849
ACH-000460,-1.1936475642052289
ACH-000461,-1.0972356458887398
ACH-000463,-0.8725630647978809
ACH-000464,-1.2714242735359829
ACH-000466,-1.2787509410063842
ACH-000467,-1.162959870567423
ACH-000468,-1.393935345603831
ACH-000469,-1.104598385028495
ACH-000470,-1.2810765856180453
ACH-000471,-1.2125057328924769
ACH-000472,-1.2139447096562526
ACH-000473,-1.0352789403595553
ACH-000475,-1.1039865476149788
ACH-000476,-1.2518749309189372
ACH-000477,-1.6852386204863483
ACH-000479,-1.0682545850760758
ACH-000480,-1.2383521955532697
ACH-000481,-1.188886243367609
ACH-000483,-1.1108318762361018
ACH-000484,-1.2406558685795306
ACH-000485,-1.1772650042536592
ACH-000486,-1.008199831632882
ACH-000487,-1.1378840759337967
ACH-000488,-1.0773675670071716
ACH-000490,-1.1791206158830756
ACH-000491,-1.2014163441760133
ACH-000495,-0.8992923358090316
ACH-000496,-1.1825970107434212
ACH-000499,-1.0101165732977342
ACH-000500,-1.4093782041715488
ACH-000502,-1.2628556823590988
ACH-000503,-1.052529391497365
ACH-000505,-1.0365732127094622
ACH-000507,-1.1114771019455392
ACH-000510,-1.09231233487774
ACH-000511,-1.2188910557668435
ACH-000512,-1.2272241932202657
ACH-000516,-1.0167084913392561
ACH-000517,-1.1916596965494983
ACH-000518,-1.210043437672485
ACH-000520,-1.2636602225833742
ACH-000521,-1.2977005184928452
ACH-000522,-1.0946703061541945
ACH-000524,-1.2029122495905429
ACH-000527,-1.102556353167066
ACH-000528,-1.2414040891366769
ACH-000537,-1.1686154664317083
ACH-000541,-1.283512359440525
ACH-000542,-0.99618126810282
ACH-000544,-1.2644624939259532
ACH-000545,-1.214095271140848
ACH-000547,-0.7505681771567194
ACH-000548,-1.338010532313273
ACH-000549,-1.148233531139868
ACH-000550,-1.1051932599939251
ACH-000552,-1.1861385044684905
ACH-000556,-1.0877416952327217
ACH-000557,-1.30859382405001
ACH-000569,-1.307450448709979
ACH-000570,-1.2317432717683163
ACH-000571,-1.2196575631260071
ACH-000573,-1.30659480397128
ACH-000576,-1.2373621103896824
ACH-000579,-1.3466297681248989
ACH-000580,-1.4070840387128394
ACH-000584,-1.1617920307336844
ACH-000585,-1.2115514454361531
ACH-000588,-1.2864314861705428
ACH-000589,-1.057526062471134
ACH-000591,-0.9993969083929964
ACH-000593,-1.2302108109857957
ACH-000600,-1.3830036798294043
ACH-000601,-1.0929970760287362
ACH-000605,-1.265586288830385
ACH-000606,-1.1697946051444923
ACH-000608,-1.0484161626640065
ACH-000614,-1.2945246622396591
ACH-000616,-0.944903271758382
ACH-000618,-1.1725965000852512
ACH-000619,-1.1398078821902042
ACH-000620,-1.114305870191291
ACH-000621,-1.2135906952429898
ACH-000622,-1.3607752790305825
ACH-000623,-1.3041890009948696
ACH-000624,-1.0990078912954442
ACH-000627,-1.0791613895154224
ACH-000630,-1.0790543526548224
ACH-000631,-1.0159962864217922
ACH-000632,-1.2322601473663497
ACH-000633,-1.2017795517168062
ACH-000637,-0.8625860416808896
ACH-000638,-1.1803060646242804
ACH-000646,-1.5459553181082843
ACH-000647,-0.9996057734888046
ACH-000648,-1.3479060505930638
ACH-000649,-1.1997102655877592
ACH-000651,-1.1269015278812868
ACH-000652,-1.073779989994596
ACH-000653,-1.3872349787409517
ACH-000657,-1.2233844285107691
ACH-000658,-1.2765106486035505
ACH-000661,-1.2348751498222708
ACH-000662,-1.0513273169081834
ACH-000663,-1.0217712255938085
ACH-000665,-1.015368348405562
ACH-000671,-1.1021354450733567
ACH-000672,-1.001665682849665
ACH-000673,-1.0870378239026472
ACH-000676,-1.0748649205862442
ACH-000677,-0.6883074767403691
ACH-000681,-1.2067217993846349
ACH-000683,-1.1558717929487614
ACH-000684,-1.1076606584313065
ACH-000688,-1.5574984812953006
ACH-000693,-1.0755752815226174
ACH-000694,-1.1007789909426016
ACH-000695,-1.3318858206543651
ACH-000696,-1.1589480096603977
ACH-000697,-0.9748791668841422
ACH-000699,-1.3260274255418123
ACH-000701,-0.9562504672276916
ACH-000706,-1.1690520402951778
ACH-000711,-1.1847155596250365
ACH-000713,-1.041578948432838
ACH-000714,-1.2531765113828668
ACH-000718,-1.3138772718778808
ACH-000720,-1.02880382969364
ACH-000721,-1.1381654800413208
ACH-000724,-0.9690888909156048
ACH-000725,-1.0349234817300028
ACH-000732,-1.2034900827424215
ACH-000734,-1.0835483758790774
ACH-000735,-1.145071674275275
ACH-000736,-1.2060617522980157
ACH-000738,-0.8606546225523669
ACH-000746,-1.456653240877603
ACH-000747,-1.1527103329732395
ACH-000748,-0.7673264526820814
ACH-000753,-1.1227327097233892
ACH-000756,-1.122676555879915
ACH-000757,-1.2077627563546591
ACH-000758,-1.2139899094448068
ACH-000760,-1.2755574266719194
ACH-000762,-1.1331058778750698
ACH-000763,-1.3530683890232609
ACH-000764,-1.155217020250968
ACH-000765,-1.2564518323627467
ACH-000766,-1.164537518902071
ACH-000767,-1.1112399511541629
ACH-000768,-1.058364080165015
ACH-000769,-1.1535823525205808
ACH-000770,-1.2511878916783898
ACH-000771,-1.0338348099344628
ACH-000773,-1.2393376706939516
ACH-000776,-1.0885288691423298
ACH-000777,-1.3268671246392283
ACH-000778,-1.5112433577767046
ACH-000781,-1.1705629874360384
ACH-000782,-1.265040292800324
ACH-000783,-1.5688930091491846
ACH-000784,-1.0709796350238394
ACH-000785,-1.32675558314319
ACH-000787,-1.2542993943699745
ACH-000788,-1.0376633835729274
ACH-000791,-1.2990982071266113
ACH-000792,-1.2605545451816509
ACH-000794,-1.015119820045649
ACH-000796,-1.3055906632163263
ACH-000798,-1.0038173715200016
ACH-000799,-1.2626915002177241
ACH-000800,-1.3604576988894346
ACH-000802,-1.3236204579437971
ACH-000804,-1.1368272533886168
ACH-000805,-1.1491335614987337
ACH-000809,-0.8567492182286933
ACH-000810,-1.3260880045523389
ACH-000811,-0.8095998935765217
ACH-000817,-1.2303210031538576
ACH-000819,-0.8751573311377616
ACH-000820,-1.2277237513753334
ACH-000821,-1.3971635739060295
ACH-000822,-1.3758479296169457
ACH-000823,-1.244869335411107
ACH-000824,-1.2401042085155525
ACH-000827,-1.2060317519847046
ACH-000829,-1.1530868245562025
ACH-000831,-1.2142435764072812
ACH-000832,-1.1259247235072911
ACH-000833,-1.107269157894009
ACH-000834,-1.2712978928164709
ACH-000835,-1.0889811060784085
ACH-000836,-1.1251064372970028
ACH-000837,-1.3016638634137037
ACH-000838,-1.218689934729543
ACH-000839,-0.9437565874170216
ACH-000840,-1.0446303997861457
ACH-000841,-1.2084953179129825
ACH-000843,-1.2980817307691883
ACH-000846,-1.1911694378601059
ACH-000847,-1.042916157878098
ACH-000848,-1.1235557231431157
ACH-000849,-0.909232767024302
ACH-000851,-1.0016168065650133
ACH-000855,-1.1705458945788427
ACH-000856,-1.1554360409331643
ACH-000858,-1.2743507714597
ACH-000859,-1.0473089951011505
ACH-000861,-1.0696441806724384
ACH-000862,-1.0152466335971435
ACH-000865,-1.1078739929431851
ACH-000866,-1.1157712406566285
ACH-000867,-0.9997824787994709
ACH-000869,-1.1276536021328911
ACH-000872,-1.1047943874330792
ACH-000873,-1.0024886256084355
ACH-000876,-1.1589008370171012
ACH-000878,-0.9628308917677468
ACH-000880,-1.0268508934650942
ACH-000881,-1.2280573199412992
ACH-000882,-1.0217605918898691
ACH-000884,-1.370704099537956
ACH-000885,-1.1189338443898615
ACH-000887,-1.1298574640526826
ACH-000889,-1.1411846781694
ACH-000896,-1.344523995748983
ACH-000898,-1.2806406384107765
ACH-000900,-1.0420537258271128
ACH-000901,-0.9293044864968192
ACH-000905,-1.1773771078088058
ACH-000906,-1.0057263633917808
ACH-000907,-1.4403317077023332
ACH-000910,-1.2154210635518334
ACH-000911,-1.2868629926093411
ACH-000912,-1.0560680948990129
ACH-000913,-0.9821233712159984
ACH-000915,-1.0132536619650672
ACH-000916,-0.9586374166979972
ACH-000917,-1.2341433941556073
ACH-000920,-1.0688325057885235
ACH-000921,-1.2765982486313343
ACH-000924,-1.1082747012675274
ACH-000926,-1.0363402622562452
ACH-000928,-1.3589568172821234
ACH-000929,-1.2034661689719361
ACH-000932,-1.1204770624184437
ACH-000935,-1.1550383293403912
ACH-000936,-1.0968250438639773
ACH-000937,-1.218205762488013
ACH-000938,-1.1226210071980909
ACH-000939,-1.1891775838421064
ACH-000941,-1.321201903722974
ACH-000943,-1.140396729390513
ACH-000946,-1.0074174112021317
ACH-000947,-1.0489712344538205
ACH-000948,-1.1947916719662135
ACH-000950,-0.937817487994776
ACH-000953,-0.9733204553181938
ACH-000954,-0.5154393156106355
ACH-000957,-1.1957387963335455
ACH-000958,-1.4125112342898072
ACH-000960,-1.3280980556947128
ACH-000963,-0.9726249284200686
ACH-000968,-0.9870541917320468
ACH-000969,-0.9755772528309996
ACH-000972,-1.3576983007190528
ACH-000973,-1.0926518271955217
ACH-000974,-1.0750596842424809
ACH-000978,-1.1373576791147917
ACH-000984,-1.1085933908187222
ACH-000986,-1.2678491028723229
ACH-000988,-1.2548552861471325
ACH-000993,-0.974062232971684
ACH-000994,-1.3640009172877825
ACH-000996,-1.1348388972713446
ACH-001001,-1.04706080823105
ACH-001020,-0.9896491959879552
ACH-001028,-1.0756520120280364
ACH-001031,-1.26146265520793
ACH-001038,-0.8800551431020491
ACH-001048,-1.0229404428555309
ACH-001050,-1.185941090537022
ACH-001053,-1.0275153331925906
ACH-001054,-1.0766774180262255
ACH-001061,-1.1719017507357543
ACH-001067,-1.23626578263595
ACH-001075,-1.1553163475263848
ACH-001096,-1.1046256525453109
ACH-001111,-1.0198334564088507
ACH-001119,-1.1103199834929112
ACH-001128,-1.0285712651245689
ACH-001134,-1.1221062546125846
ACH-001151,-1.2561547215606896
ACH-001163,-1.1213865226251207
ACH-001164,-1.0846924537881109
ACH-001183,-1.1393961623214002
ACH-001192,-0.8805617323473558
ACH-001193,-1.0427138692202962
ACH-001196,-1.1704597043091465
ACH-001197,-1.3819275543161649
ACH-001205,-0.960336973210964
ACH-001211,-1.2433422832456198
ACH-001212,-1.0019012823782716
ACH-001228,-0.8061895861940952
ACH-001232,-1.2618336153143883
ACH-001239,-1.1228519925312723
ACH-001270,-1.0721071846506556
ACH-001274,-1.1788393696305994
ACH-001275,-1.209332516353564
ACH-001277,-0.9763818909683352
ACH-001278,-1.194416509246552
ACH-001280,-0.8161996650575247
ACH-001283,-0.8763610133708628
ACH-001289,-1.1292163700739752
ACH-001300,-1.0739800058852091
ACH-001301,-0.8800969806549891
ACH-001302,-1.088625122407589
ACH-001306,-1.116707286839469
ACH-001318,-1.1504785122206564
ACH-001322,-1.1693732876624103
ACH-001328,-1.0162391755691569
ACH-001332,-1.2888279982969406
ACH-001336,-0.976558247612067
ACH-001346,-1.2441839592864428
ACH-001353,-1.2762969961711008
ACH-001354,-1.1010551941702682
ACH-001367,-0.9845734683720012
ACH-001368,-1.0766193640210393
ACH-001374,-1.2609177810462762
ACH-001377,-1.190267172294573
ACH-001380,-1.0598290459378277
ACH-001391,-1.2377477895926825
ACH-001408,-1.1509682085065205
ACH-001430,-0.8120702840547688
ACH-001431,-1.1494699982433536
ACH-001450,-1.0585929338218674
ACH-001496,-1.216721879979343
ACH-001500,-1.1335022807791326
ACH-001523,-1.2342689216291074
ACH-001532,-1.1541041128116374
ACH-001550,-1.100320115304658
ACH-001552,-1.181867530040942
ACH-001554,-1.2381262953257979
ACH-001654,-1.3584817951313637
ACH-001735,-1.2141679118758717
ACH-001736,-1.2879574016531037
ACH-001737,-1.0195642310890378
ACH-001740,-1.2728511960206474
ACH-001745,-1.3078202398835492
ACH-001765,-1.0902613147312823
