,CYLD (1540)
ACH-000004,-0.2588571141836894
ACH-000005,-0.2936662016149781
ACH-000007,-0.21535930448686907
ACH-000009,-0.10999616989299996
ACH-000011,0.10215764000869246
ACH-000012,-0.13708944360675232
ACH-000013,-0.2124569954949676
ACH-000014,0.18902787384934255
ACH-000015,-0.17569231564986953
ACH-000017,-0.2359235243184447
ACH-000018,-0.10284677134646092
ACH-000019,-0.4171423958156839
ACH-000021,-0.32073227926012265
ACH-000022,-0.13890664926042573
ACH-000025,0.046219363919850806
ACH-000028,-0.10964761565841293
ACH-000030,-0.08117575200385446
ACH-000035,-0.3463788339127449
ACH-000036,-0.2530802635849095
ACH-000037,-0.17277169948604307
ACH-000039,-0.03034409347085209
ACH-000040,-0.1591594615737153
ACH-000041,-0.028207129521087695
ACH-000042,0.09384145724498588
ACH-000045,-0.12075279111284658
ACH-000047,-0.2291673731729761
ACH-000052,-0.2202622012347561
ACH-000053,-0.415852683017766
ACH-000054,-0.20333074670951612
ACH-000055,-0.2471318339256802
ACH-000060,0.020571798915341725
ACH-000067,-0.2736742735198676
ACH-000070,-0.35373496748512795
ACH-000075,-0.13385262894977928
ACH-000078,-0.19569261704269356
ACH-000082,-0.26655519538997025
ACH-000085,-0.29948309326390216
ACH-000086,-0.2091046570308643
ACH-000087,-0.16040405554439502
ACH-000092,-0.2238778097106327
ACH-000095,-0.19940085472991811
ACH-000097,-0.3102459429890736
ACH-000098,-0.07307822870517702
ACH-000099,-0.09921008239778148
ACH-000108,-0.11631406662190336
ACH-000113,-0.2697009959319979
ACH-000116,-0.2598332235300836
ACH-000118,-0.17191359131462589
ACH-000120,-0.24984701687624805
ACH-000123,-0.10737656153650373
ACH-000127,-0.0980067331273072
ACH-000128,-0.349938971352735
ACH-000132,-0.16146241838979358
ACH-000133,-0.24582464140230914
ACH-000137,-0.1468855237505488
ACH-000138,-0.4599512390678802
ACH-000142,-0.0725699064829371
ACH-000143,-0.2433382520054332
ACH-000146,-0.3421355542728371
ACH-000148,-0.09081028886799596
ACH-000150,-0.05471437256162162
ACH-000152,-0.3759335814419685
ACH-000153,0.012495714986445049
ACH-000159,-0.14505372646700276
ACH-000160,-0.28569397238147776
ACH-000163,-0.08773654419232561
ACH-000167,-0.19134181139592946
ACH-000168,-0.27230508708220863
ACH-000169,0.21626902008814208
ACH-000178,-0.362707141485717
ACH-000183,-0.2310895137666121
ACH-000188,-0.1878078058230626
ACH-000189,0.02259409728154993
ACH-000190,-0.28447131793510755
ACH-000198,-0.2585559536964551
ACH-000203,0.21678639920037268
ACH-000204,-0.22604532355697404
ACH-000206,-0.27538273697626764
ACH-000207,-0.2407311123434203
ACH-000208,-0.12544263960285068
ACH-000210,-0.05192563831631102
ACH-000211,-0.3051239985828124
ACH-000215,-0.04295107017718767
ACH-000221,-0.21775742503344145
ACH-000222,-0.2609246538950836
ACH-000223,-0.2048943453457722
ACH-000226,-0.12646732802411606
ACH-000227,-0.289244713519704
ACH-000228,-0.3957188879774483
ACH-000231,-0.02823574054726562
ACH-000232,-0.06912429882801717
ACH-000233,-0.3987957361173224
ACH-000234,-0.03814822152681529
ACH-000235,-0.14780352654291684
ACH-000237,-0.11967404005052253
ACH-000238,-0.1303697240670683
ACH-000242,0.014665594461805903
ACH-000243,-0.3279199516184089
ACH-000244,0.06572609527328505
ACH-000246,-0.0372570187884616
ACH-000248,-0.30631003467260404
ACH-000250,-0.13655752379324948
ACH-000251,0.027312340430498773
ACH-000252,-0.2364625763689441
ACH-000253,-0.23201569459463006
ACH-000255,-0.2530407279008605
ACH-000256,-0.4030079585365709
ACH-000257,-0.4780284709401286
ACH-000258,-0.5404489851661308
ACH-000259,-0.11534869661926048
ACH-000260,-0.271207125693807
ACH-000261,-0.13762796901909344
ACH-000262,-0.13648330323390964
ACH-000263,-0.3528973945706772
ACH-000264,-0.2701579937845495
ACH-000265,-0.0395060122189733
ACH-000266,-0.05588496149054665
ACH-000272,-0.03005949639442338
ACH-000274,0.03373409389507366
ACH-000277,-0.2722861241941951
ACH-000278,-0.1313574166988444
ACH-000279,-0.10294392176760757
ACH-000280,-0.039334118087142135
ACH-000281,-0.1375389919710726
ACH-000288,-0.07097380014284473
ACH-000291,-0.2121839127105168
ACH-000293,-0.17441520648248215
ACH-000294,-0.29336195500944384
ACH-000295,-0.1277848340207142
