,YLPM1 (56252)
ACH-000004,-0.059506902353657014
ACH-000005,-0.10224779209136586
ACH-000007,-0.3149448174373803
ACH-000009,-0.15132690438877422
ACH-000011,-0.06241744360413382
ACH-000012,-0.08498728669505455
ACH-000013,-0.11262740995881393
ACH-000014,-0.1208172803323579
ACH-000015,-0.03041826311579177
ACH-000017,-0.061465001982786184
ACH-000018,-0.0442421498778928
ACH-000019,-0.03278199631953133
ACH-000021,0.0676753841822566
ACH-000022,-0.07564019113301723
ACH-000025,-0.04647134581338471
ACH-000028,0.08002010234723415
ACH-000030,0.2255078779910079
ACH-000035,-0.1554765604462112
ACH-000036,0.006365832114875675
ACH-000037,-0.07948267560183113
ACH-000039,-0.198096578190206
ACH-000040,-0.08283326138739583
ACH-000041,-0.056613688946245376
ACH-000042,-0.1296385601230534
ACH-000045,-0.06032834524456509
ACH-000047,-0.12594969131715805
ACH-000052,-0.16551351672178868
ACH-000053,-0.10925838251569278
ACH-000054,0.01954852878712311
ACH-000055,-0.02164595650444721
ACH-000060,-0.18674299813128908
ACH-000067,-0.11777908388617855
ACH-000070,-0.2374433674485505
ACH-000075,-0.07214978183854802
ACH-000078,0.13335618233345958
ACH-000082,-0.06301314770200579
ACH-000085,-0.1464767634329414
ACH-000086,-0.07339409049597574
ACH-000087,-0.19477779613718127
ACH-000092,-0.1530377406878417
ACH-000095,-0.10279690519169857
ACH-000097,-0.11526123036439125
ACH-000098,0.0064230971930125
ACH-000099,0.048662606890865635
ACH-000108,-0.14939268869214214
ACH-000113,0.012859508436537414
ACH-000116,-0.004559809401536946
ACH-000118,-0.27300116769275284
ACH-000120,0.026948079552734414
ACH-000123,0.10593717779683574
ACH-000127,-0.15566750639396126
ACH-000128,-0.2454501284605264
ACH-000132,-0.11174929743215367
ACH-000133,-0.02866023079903725
ACH-000137,0.0769678693586686
ACH-000138,-0.00350682829367537
ACH-000142,-0.10777695750091827
ACH-000143,-0.16564656045957782
ACH-000146,-0.02066332296474504
ACH-000148,-0.08999965629895693
ACH-000150,0.05559403795979481
ACH-000152,-0.16052294359259406
ACH-000153,-0.2412766912981881
ACH-000159,-0.04974165861191236
ACH-000160,-0.13733060885844214
ACH-000163,0.08180859141587499
ACH-000167,-0.5424135953675495
ACH-000168,0.10624466511410643
ACH-000169,-0.13210013387546746
ACH-000178,-0.08819233205076439
ACH-000183,0.07415801207018083
ACH-000188,0.1381517937393998
ACH-000189,-0.4220974307945648
ACH-000190,-0.1778554147012793
ACH-000198,-0.26237866746164223
ACH-000203,-0.016278690233549074
ACH-000204,-0.20280808979084888
ACH-000206,0.11265625142716056
ACH-000207,-0.08128823238926337
ACH-000208,0.009584657401739069
ACH-000210,0.04143344818918069
ACH-000211,-0.18857192944642667
ACH-000215,-0.10630234013646997
ACH-000221,-0.15435633607338226
ACH-000222,-0.2046010798685158
ACH-000223,-0.17167814355606978
ACH-000226,-0.11943067089591647
ACH-000227,-0.13426746746854268
ACH-000228,-0.15224872956059154
ACH-000231,0.011681534761920269
ACH-000232,-0.2601809036086287
ACH-000233,-0.05725795695996425
ACH-000234,-0.10923453576237548
ACH-000235,-0.08546561907318956
ACH-000237,-0.0020685732656659087
ACH-000238,-0.08667532598946001
ACH-000242,-0.2287220458307677
ACH-000243,-0.2549010583854234
ACH-000244,0.22843037430413834
ACH-000246,-0.21289282877434734
ACH-000248,-0.2272409093475281
ACH-000250,-0.11643511877233825
ACH-000251,0.07796700954192723
ACH-000252,-0.16877777892198928
ACH-000253,-0.07172599120684414
ACH-000255,-0.04415377163680647
ACH-000256,-0.21685616803464647
ACH-000257,-0.12617407531769192
ACH-000258,-0.22978852331042424
ACH-000259,-0.08911321070235663
ACH-000260,-0.15746366474309245
ACH-000261,-0.15456272234110366
ACH-000262,-0.10728801691570672
ACH-000263,-0.12887460229182685
ACH-000264,-0.04060168792110034
ACH-000265,-0.01818064885266309
ACH-000266,-0.07619950484262937
ACH-000272,-0.11514602732426665
ACH-000274,0.038184788812559614
ACH-000277,-0.1011803170367868
ACH-000278,-0.05262983629758962
ACH-000279,-0.0495821691827568
ACH-000280,-0.04450324979257887
ACH-000281,-0.11588731028500172
ACH-000288,-0.14612380606995
ACH-000291,-0.09560701717497597
ACH-000293,-0.03905758329870243
ACH-000294,-0.21107565353476965
ACH-000295,-0.12915571540787915
ACH-000296,-0.18931833042699728
ACH-000302,0.08230296804785626
ACH-000304,0.11728164329940595
ACH-000307,-0.20367602385578432
ACH-000308,-0.11681911180902625
ACH-000310,-0.12692256696092574
ACH-000311,-0.10311903303543953
ACH-000312,-0.04793034768944758
ACH-000315,-0.1039373436022254
ACH-000316,-0.2250823608747515
ACH-000317,-0.2189632903266633
ACH-000318,0.0014813592610016927
ACH-000319,0.010771712209940469
ACH-000320,-0.08042704921328718
ACH-000322,-0.17849861589240634
ACH-000323,-0.14607001612831874
ACH-000324,0.026391460238146675
ACH-000329,-0.09496992384881993
ACH-000330,-0.04165182160856173
ACH-000331,-0.25506953525145537
ACH-000332,-0.11390175824984375
ACH-000334,-0.1848934419074333
ACH-000335,0.15094248345010167
ACH-000336,-0.16137293210443546
ACH-000337,0.02290433302194193
ACH-000338,-0.0969079278537861
ACH-000339,-0.014786203496747115
ACH-000341,-0.2313021508426571
ACH-000348,-0.21872498025339707
ACH-000350,0.07676127247435388
ACH-000352,-0.04265400686230828
ACH-000356,-0.16844633198443762
ACH-000361,0.046802634728833836
ACH-000362,-0.2716354160119198
ACH-000363,-0.2414818883913925
ACH-000364,-0.11061725671443576
ACH-000365,-0.21084744790486173
ACH-000366,-0.12590611564000592
ACH-000368,-0.068865785038914
ACH-000374,0.0067271413897370645
ACH-000375,0.06315982033630367
ACH-000376,-0.21323654245624787
ACH-000381,0.004929995266297032
ACH-000383,-0.125897698169965
ACH-000387,-0.05945626572054895
ACH-000389,0.20387282817391744
ACH-000390,-0.15466627296248828
ACH-000393,-0.2080798898610427
ACH-000395,-0.20589037470091845
ACH-000396,-0.11917632380982597
ACH-000397,-0.018866340915771114
ACH-000401,-0.02979289255107305
ACH-000402,0.2733847662755899
ACH-000403,-0.18866727773503586
ACH-000404,-0.2739483301693586
ACH-000406,0.005206046623183002
ACH-000407,-0.03407472004262201
ACH-000408,-0.17375359829652556
ACH-000410,-0.06567488611428363
