,ACCSL (390110)
ACH-000004,0.11244735169544497
ACH-000005,-0.2567271372983704
ACH-000007,-0.04136045703984255
ACH-000009,-0.06519084966253377
ACH-000011,-0.0511943210992244
ACH-000012,-0.21152392801750147
ACH-000013,-0.21495658111525265
ACH-000014,-0.13207260147093394
ACH-000015,0.05437993955246661
ACH-000017,-0.04385584497568607
ACH-000018,0.14453124251758798
ACH-000019,-0.09301665272188177
ACH-000021,-0.20060750483518847
ACH-000022,-0.11956936802253144
ACH-000025,-0.2524703904258132
ACH-000028,-0.15508684594588926
ACH-000030,-0.14661667008240442
ACH-000035,-0.18463017439745055
ACH-000036,0.008293312959455786
ACH-000037,0.0004142538200524459
ACH-000039,0.10650128310961134
ACH-000040,-0.08338998366589906
ACH-000041,-0.060570658266406716
ACH-000042,-0.15767542942985507
ACH-000045,-0.16401574083263246
ACH-000047,-0.050538906037300935
ACH-000052,-0.3565227530093258
ACH-000053,-0.0026797504846951307
ACH-000054,-0.0406549022683435
ACH-000055,-0.010713380488868041
ACH-000060,-0.04226045246673642
ACH-000067,-0.06130675325029966
ACH-000070,-0.19483529587725076
ACH-000075,-0.007291189661815284
ACH-000078,-0.10881054712051598
ACH-000082,-0.1069137104848675
ACH-000085,-0.0021318729792672115
ACH-000086,-0.12801555550155327
ACH-000087,-0.20284051024994693
ACH-000092,0.059962271903123324
ACH-000095,-0.04891272507413219
ACH-000097,-0.08397818348094682
ACH-000098,-0.143877754004728
ACH-000099,-0.08380520446813985
ACH-000108,-0.02286964684687447
ACH-000113,-0.1228324558748348
ACH-000116,-0.1509369300375301
ACH-000118,-0.017539663030327113
ACH-000120,-0.20153265497321945
ACH-000123,-0.13900076063651734
ACH-000127,-0.08125909711315915
ACH-000128,0.028436221829664036
ACH-000132,-0.033760643874395695
ACH-000133,-0.047945953092996214
ACH-000137,-0.16975139676553558
ACH-000138,-0.1151213026225558
ACH-000142,-0.1519050335246186
ACH-000143,-0.011017112522396372
ACH-000146,-0.0721641450889649
ACH-000148,-0.08752219907008636
ACH-000150,0.029682588323621636
ACH-000152,-0.008576551689507314
ACH-000153,-0.2047388765443968
ACH-000159,-0.04144819812377022
ACH-000160,0.07233892128235585
ACH-000163,0.08238371451296499
ACH-000167,-0.10757930876847556
ACH-000168,-0.1166994332739235
ACH-000169,-0.1499998204920332
ACH-000178,-0.13404061974941175
ACH-000183,0.02901103943255916
ACH-000188,-0.06649643998401666
ACH-000189,-0.04957267392119685
ACH-000190,-0.021197715260255802
ACH-000198,-0.03903693883019907
ACH-000203,-0.04625914969094709
ACH-000204,-0.18259381253113185
ACH-000206,0.06408308731894538
ACH-000207,-0.27385845433463263
ACH-000208,-0.1989882379523457
ACH-000210,-0.0011969469386323454
ACH-000211,-0.09155020626740597
ACH-000215,-0.08433881762697261
ACH-000221,-0.2894630968888917
ACH-000222,-0.012360521439076844
ACH-000223,-0.00686090662390871
ACH-000226,-0.10428430467567693
ACH-000227,-0.06429997567628933
ACH-000228,0.07068976819873188
ACH-000231,-0.08296853327416323
ACH-000232,-0.21733927746452628
ACH-000233,-0.10884943325282326
ACH-000234,0.0046380720094242045
ACH-000235,-0.012145267650571452
ACH-000237,-0.08632336494136088
ACH-000238,-0.11310137916395968
ACH-000242,0.06226941476311305
ACH-000243,-0.057187198581447114
ACH-000244,-0.22041594166472853
ACH-000246,-0.006732225344226207
ACH-000248,0.08911353287810142
ACH-000250,-0.03256037746381596
ACH-000251,-0.031016268318534282
ACH-000252,-0.216554899164714
ACH-000253,0.0346879974470067
ACH-000255,-0.2482730565979578
ACH-000256,-0.17034674980525144
ACH-000257,-0.022109319084505356
ACH-000258,-0.04384770884919595
ACH-000259,-0.021938992626051677
ACH-000260,-0.14481597627840606
ACH-000261,-0.09209349989244593
ACH-000262,0.015525552886281104
ACH-000263,0.025291313065536662
ACH-000264,-0.0492834155151278
ACH-000265,-0.2341193879254183
ACH-000266,0.006792360273044256
ACH-000272,-0.043883163041735285
ACH-000274,-0.03589247123277944
ACH-000277,-0.0980164626022338
ACH-000278,-0.3215103562147808
ACH-000279,-0.12825643257326194
ACH-000280,0.002553595340217419
ACH-000281,0.0
ACH-000288,-0.001391557939463204
ACH-000291,-0.14041498859353582
ACH-000293,-0.009022763014529386
ACH-000294,0.07168736274337201
ACH-000295,-0.09574485649072828
ACH-000296,-0.05350776715819379
ACH-000302,0.0738932413052392
ACH-000304,0.14792917433781635
ACH-000307,-0.12665364555187447
ACH-000308,-0.12431152863228152
ACH-000310,-0.1480083290249209
ACH-000311,-0.1880379892810532
ACH-000312,-0.0490469119017661
ACH-000315,-0.09230839336566184
ACH-000316,-0.05155827432476602
ACH-000317,-0.25562018764992744
ACH-000318,-0.1323631133475932
ACH-000319,-0.11189506888685287
ACH-000320,0.07751868662948241
ACH-000322,0.010700003560199274
ACH-000323,-0.18952559151284168
ACH-000324,-0.026608194454585697
ACH-000329,-0.1132812165797922
ACH-000330,-0.01901713300186182
ACH-000331,-0.022567016136827833
ACH-000332,-0.026951890521241632
ACH-000334,-0.04784787702843032
ACH-000335,-0.022735325032372508
ACH-000336,-0.13732272921093744
ACH-000337,0.012146988400938294
ACH-000338,0.06722419160209615
ACH-000339,-0.09876569041552444
ACH-000341,0.002519181461407915
ACH-000348,-0.14907208988960247
ACH-000350,-0.05355045952296415
ACH-000352,-0.1242642677821915
ACH-000356,-0.29477515356037104
ACH-000361,-0.1580679029444126
ACH-000362,-0.08260431332620946
ACH-000363,-0.04474659238571263
ACH-000364,-0.2442516576840368
ACH-000365,-0.11167824480752196
ACH-000366,-0.1372162862321462
ACH-000368,-0.1940219248625252
ACH-000374,-0.07156955793053309
ACH-000375,-0.2827414596383768
ACH-000376,-0.051931427058523716
ACH-000381,-0.04760315367071248
ACH-000383,-0.03731863978759456
ACH-000387,-0.14780634082516972
ACH-000389,-0.03403608068674966
ACH-000390,-0.01096057276375164
ACH-000393,-0.19549730264856208
ACH-000395,0.003609282170432978
ACH-000396,-0.2735276147970772
ACH-000397,-0.058130654088503216
ACH-000401,-0.007085810112115045
ACH-000402,0.12579758949578226
ACH-000403,-0.05780011302132133
ACH-000404,0.02768231228578057
ACH-000406,-0.1455033939008041
ACH-000407,-0.006351636130529247
ACH-000408,-0.07864482306702897
ACH-000410,-0.18967813452537455
ACH-000411,-0.08390438548019519
ACH-000414,-0.09618847763452863
ACH-000415,-0.19416188879662535
ACH-000416,-0.007791887155883481
ACH-000420,-0.15881408994530352
ACH-000421,-0.13541960362175645
ACH-000424,-0.20138632472996654
ACH-000425,-0.1360846684481746
ACH-000426,0.027967060311910787
ACH-000427,-0.10233571017148443
ACH-000433,-0.06508946591370758
ACH-000435,-0.09349529120686084
ACH-000436,-0.14129715376538154
ACH-000444,-0.11602864565867038
ACH-000445,-0.09418149184383663
ACH-000448,-0.15166272461440453
ACH-000450,-0.035129685287467835
ACH-000452,-0.036248425087687615
ACH-000454,-0.15857114477157064
ACH-000458,-0.09514272143220193
ACH-000459,-0.1300810465609112
ACH-000460,-0.057944873596798285
ACH-000461,-0.1376927561335309
ACH-000463,-0.11694337023662872
ACH-000464,-0.18750395475367126
ACH-000466,-0.008599935844293164
ACH-000467,-0.023702706538621426
ACH-000468,-0.09148233293388773
ACH-000469,-0.04664369243031067
ACH-000470,-0.16920468097707222
ACH-000471,-0.05225561005877154
ACH-000472,-0.054914071088234775
ACH-000473,-0.07670570878485923
ACH-000475,-0.0533084893275298
ACH-000476,-0.026686980406105818
ACH-000477,-0.13449156533354822
ACH-000479,-0.3562956169138286
ACH-000480,-0.13977340267750718
ACH-000481,0.032030088218952965
ACH-000483,-0.16267655038988782
ACH-000484,0.11658287363214415
