,FAM26E (254228)
ACH-000004,0.13996933271079548
ACH-000005,-0.2929505348025908
ACH-000007,-0.038649957432561055
ACH-000009,0.01856959618399655
ACH-000011,-0.02047332735173736
ACH-000012,0.047118836730970635
ACH-000013,-0.0073741178428193424
ACH-000014,0.10774145504081484
ACH-000015,0.11644958988828323
ACH-000017,0.013975532491413823
ACH-000018,-0.08079346144052138
ACH-000019,0.06666220693727147
ACH-000021,-0.026116736732841362
ACH-000022,0.04223537633306475
ACH-000025,-0.015764154220964777
ACH-000028,0.0064849242295055565
ACH-000030,0.004344633849904207
ACH-000035,0.05821222945912445
ACH-000036,-0.0002679642080795572
ACH-000037,0.1616293939047012
ACH-000039,0.09158258134702146
ACH-000040,-0.07029215363457697
ACH-000041,-0.035754726584502884
ACH-000042,0.02103552790313902
ACH-000045,0.09032400604642307
ACH-000047,-0.04500697819266712
ACH-000052,0.05618849965868327
ACH-000053,0.08944120210901924
ACH-000054,-0.10036039159321566
ACH-000055,0.1645390537576029
ACH-000060,-0.044804648742210205
ACH-000067,0.11379250591911108
ACH-000070,0.005596174070608975
ACH-000075,-0.023742124045936144
ACH-000078,-0.03452187849323552
ACH-000082,0.01710903293290816
ACH-000085,-0.09186113684110016
ACH-000086,0.00680403546966979
ACH-000087,0.10030565734491118
ACH-000092,0.01326314648412808
ACH-000095,0.0016247684142324734
ACH-000097,0.03807213248876203
ACH-000098,0.037545157049393006
ACH-000099,0.020991852821154167
ACH-000108,-0.002055486615920087
ACH-000113,0.06114242003548132
ACH-000116,0.06481574388851997
ACH-000118,0.056497913832278174
ACH-000120,0.04789746290516191
ACH-000123,0.035795444788251134
ACH-000127,0.06968716361356099
ACH-000128,0.07779779495105234
ACH-000132,0.011908952651225293
ACH-000133,0.1323206764573099
ACH-000137,0.04270688057248529
ACH-000138,0.04701625416137558
ACH-000142,0.07057762757084987
ACH-000143,0.02442516568738508
ACH-000146,0.141547027777345
ACH-000148,0.04023035680654243
ACH-000150,-0.08863147004917027
ACH-000152,-0.013304712858513005
