,MPV17L (255027)
ACH-000004,-0.35787398189471153
ACH-000005,-0.3838084561128435
ACH-000007,-0.10399472583116606
ACH-000009,-0.10762906339623768
ACH-000011,-0.3710913081329624
ACH-000012,-0.16373071960990862
ACH-000013,-0.25568574180112585
ACH-000014,-0.2388188583074715
ACH-000015,-0.29835841355850706
ACH-000017,-0.23716202590797275
ACH-000018,-0.3150447542245167
ACH-000019,-0.2854327513424915
ACH-000021,-0.2623459665160839
ACH-000022,-0.27999772701433523
ACH-000025,-0.3587354507827045
ACH-000028,-0.03925201783851515
ACH-000030,-0.16914499512926434
ACH-000035,-0.4126518523761231
ACH-000036,-0.1242318311620566
ACH-000037,-0.2230469530596395
ACH-000039,-0.1936442164608028
ACH-000040,-0.30586949504216804
ACH-000041,-0.23235819152385734
ACH-000042,-0.14962181358268345
ACH-000045,-0.1924457221856643
ACH-000047,-0.07770475240015437
ACH-000052,-0.14553982750426053
ACH-000053,-0.16409178532088184
ACH-000054,-0.2150869646854937
ACH-000055,-0.1528223488449014
ACH-000060,-0.12051660427003118
ACH-000067,-0.1639663691378848
ACH-000070,-0.20031697522832828
ACH-000075,-0.4243356693115987
ACH-000078,-0.17874072038891273
ACH-000082,-0.2651966740680812
ACH-000085,-0.1063325566232927
ACH-000086,-0.11782415666886725
ACH-000087,-0.2312839541281525
ACH-000092,-0.3578471821519057
ACH-000095,-0.2383096340258109
ACH-000097,-0.12301102728136533
ACH-000098,-0.2928601226831696
ACH-000099,-0.19975290276571572
ACH-000108,-0.14873279908230444
ACH-000113,-0.29820617176734565
ACH-000116,-0.2747767823527689
ACH-000118,-0.2211110936346781
ACH-000120,-0.12661702553926055
ACH-000123,-0.25791364589998944
ACH-000127,-0.37844378688538544
ACH-000128,-0.1598738680507468
ACH-000132,-0.3344238317100049
ACH-000133,-0.20959115376505336
ACH-000137,-0.3292807435449906
ACH-000138,-0.20520202759255576
ACH-000142,-0.297511517276546
ACH-000143,-0.3606742817608067
ACH-000146,-0.2400826252846925
ACH-000148,-0.2855588740498549
ACH-000150,-0.29984008073747603
ACH-000152,-0.16142735542091236
ACH-000153,-0.2928866076009929
ACH-000159,-0.12152300645493735
ACH-000160,-0.1979719742017341
ACH-000163,-0.28932205018798235
ACH-000167,-0.2611568594400403
ACH-000168,-0.3739067827366107
ACH-000169,-0.15027330766032662
ACH-000178,-0.26807491098373504
ACH-000183,-0.3757481546806978
ACH-000188,-0.13766434582858494
ACH-000189,-0.19855640673892516
ACH-000190,-0.11467448967633448
ACH-000198,-0.2538565762733053
ACH-000203,-0.6061441119014737
ACH-000204,-0.3434443251840848
ACH-000206,-0.08653776846249675
ACH-000207,-0.19230438718958748
ACH-000208,-0.16682167393991054
ACH-000210,-0.2785738083641621
ACH-000211,-0.21469640388676686
ACH-000215,-0.32465136676677725
ACH-000221,-0.2758840456129905
ACH-000222,-0.3735194681198341
ACH-000223,-0.18262524111203327
ACH-000226,-0.2782386212478394
ACH-000227,-0.3283674290939988
ACH-000228,-0.271700338805147
ACH-000231,-0.3241772692497338
ACH-000232,-0.2878176033466328
ACH-000233,-0.20579440791805126
ACH-000234,-0.14850711420294296
ACH-000235,-0.20738067936678373
ACH-000237,-0.2009297146632978
ACH-000238,-0.04329180616006563
ACH-000242,-0.10370070712890504
ACH-000243,-0.31271106638851576
ACH-000244,-0.06794281107070088
ACH-000246,-0.12636901085236926
ACH-000248,-0.272675676736242
ACH-000250,-0.19170968182116024
ACH-000251,-0.32954899711007657
ACH-000252,-0.21740850880434107
ACH-000253,-0.2842413507621324
ACH-000255,-0.28764259931781083
ACH-000256,-0.16510043396527693
ACH-000257,-0.08916406776566654
ACH-000258,-0.3905006698148642
ACH-000259,-0.12623431328433934
ACH-000260,-0.24135038001477505
ACH-000261,-0.2448098963139534
ACH-000262,-0.16516934672331926
ACH-000263,-0.2580498710189965
ACH-000264,-0.22939205276602986
ACH-000265,-0.21468495638589508
ACH-000266,-0.2652898102416345
ACH-000272,-0.03958877983416262
ACH-000274,-0.22224457550933088
ACH-000277,-0.1792470145908396
ACH-000278,-0.1710707160930969
ACH-000279,-0.08632619183931206
ACH-000280,-0.3960766364495265
ACH-000281,-0.14772449408405852
ACH-000288,-0.2968737602912151
ACH-000291,-0.15291552344036852
ACH-000293,-0.09849752254074877
ACH-000294,-0.25517622702760234
ACH-000295,-0.2257930377181363
ACH-000296,0.02992882633008915
ACH-000302,-0.28569746112383193
ACH-000304,-0.13096137079690495
ACH-000307,-0.356172988121562
ACH-000308,-0.26583565995317965
ACH-000310,-0.2600835829189751
ACH-000311,-0.3384986988940836
ACH-000312,-0.2879678285322215
ACH-000315,-0.21542383405744775
ACH-000316,-0.1699706414911952
ACH-000317,-0.2388757858711004
ACH-000318,-0.2261699647218157
ACH-000319,-0.2916759770802292
ACH-000320,-0.25098973920682743
ACH-000322,-0.12181409438212475
ACH-000323,-0.22251174907210972
ACH-000324,-0.10372300771278573
ACH-000329,-0.2703274945360997
ACH-000330,-0.3825765114482648
ACH-000331,-0.1813182499340126
ACH-000332,-0.1438834503671189
ACH-000334,-0.12902360773700844
ACH-000335,-0.2447518320758601
ACH-000336,-0.3817413645760443
ACH-000337,-0.4741948084062869
ACH-000338,-0.3430775825233936
ACH-000339,-0.1757765939583348
ACH-000341,-0.2622703143832161
ACH-000348,-0.4003209265054517
ACH-000350,-0.13712255406608845
ACH-000352,-0.10990752336384173
ACH-000356,-0.4761452046350943
ACH-000361,-0.2364967463428376
ACH-000362,-0.2588376218791517
ACH-000363,-0.18928646573116048
ACH-000364,-0.13281795071687272
ACH-000365,-0.17882140653495562
ACH-000366,-0.1910966229199705
ACH-000368,-0.2939527402155011
ACH-000374,-0.2588243918962357
ACH-000375,-0.19978684386019735
ACH-000376,-0.20360205819877397
ACH-000381,-0.1755893789657956
ACH-000383,-0.16322556267428726
ACH-000387,-0.19388801567468628
ACH-000389,-0.16654321024178095
ACH-000390,-0.14648674992351024
ACH-000393,-0.15423304178067426
ACH-000395,0.11547213244979886
ACH-000396,-0.1189755998085648
ACH-000397,-0.2353380883106755
ACH-000401,-0.30333161827227045
ACH-000402,-0.27235693172137826
ACH-000403,-0.2300490934399349
ACH-000404,-0.2344161529099401
ACH-000406,-0.1274818160449766
ACH-000407,-0.28534305159580403
ACH-000408,-0.2115275874612715
ACH-000410,-0.17182164022806132
ACH-000411,-0.03867952905218913
ACH-000414,-0.15578604692896855
ACH-000415,-0.3250550382795388
ACH-000416,-0.24808857155382574
ACH-000420,-0.2954359907187135
ACH-000421,-0.2163280049697572
ACH-000424,-0.34496309174215195
ACH-000425,-0.19095945144740886
ACH-000426,-0.3171503245563638
ACH-000427,-0.2916998622963581
ACH-000433,-0.1235546694357236
ACH-000435,-0.27709599815877417
ACH-000436,-0.5245631531102304
ACH-000444,-0.22945530063497666
ACH-000445,-0.3430766304567155
ACH-000448,-0.11628446827210852
ACH-000450,-0.10441425309302628
ACH-000452,-0.3363075141712339
ACH-000454,-0.2825134165116482
ACH-000458,-0.21735118984857896
ACH-000459,-0.01345459391054762
ACH-000460,-0.2446869017922936
ACH-000461,-0.2483539504860981
ACH-000463,-0.34470914539090336
ACH-000464,-0.1856145246938028
ACH-000466,-0.3430962033141405
ACH-000467,-0.0919142686260154
ACH-000468,-0.20269414152607865
ACH-000469,-0.0482196120524983
ACH-000470,-4.2839726934107237e-05
ACH-000471,-0.27439502384579906
ACH-000472,-0.2445009772273781
ACH-000473,-0.26622091969197553
ACH-000475,-0.270255866766806
ACH-000476,-0.2479173458392809
ACH-000477,-0.3650165427137712
ACH-000479,-0.08011508476672828
ACH-000480,-0.3709562530159352
ACH-000481,-0.20064237957019776
ACH-000483,-0.3574296929257041
ACH-000484,-0.26252956991483944
ACH-000485,-0.05850280019337335
ACH-000486,-0.2622168400115389
ACH-000487,-0.1680020931855629
ACH-000488,-0.12655461531450118
ACH-000490,-0.2696652281225357
ACH-000491,-0.3922936081169541
ACH-000495,-0.3866629230168023
ACH-000496,-0.3646786048075935
ACH-000499,-0.01247344724878271
ACH-000500,0.1554064319918036
ACH-000502,-0.14179508034276436
ACH-000503,-0.15418507836221096
ACH-000505,-0.2584100817438522
ACH-000507,-0.3747539241566786
ACH-000510,-0.3259656880147307
ACH-000511,-0.11765561985688157
ACH-000512,-0.1101934877045868
ACH-000516,-0.3220950446547037
ACH-000517,-0.2301378085245996
ACH-000518,-0.1973147681006148
ACH-000520,-0.3565374332152997
