,MPV17L (255027)
ACH-000521,-0.18792773257098414
ACH-000522,-0.27861630563677153
ACH-000524,-0.15073360558299898
ACH-000527,-0.20271257771886594
ACH-000528,-0.14751291911647538
ACH-000537,-0.31222746633925536
ACH-000541,-0.4078248827008515
ACH-000542,-0.22002737427946084
ACH-000544,-0.1909089679989852
ACH-000545,-0.036281180076842286
ACH-000547,-0.2335157136497737
ACH-000548,-0.20859734971335964
ACH-000549,-0.18437821827284545
ACH-000550,-0.17937161850512465
ACH-000552,-0.19661429472376646
ACH-000556,-0.2332202935364819
ACH-000557,-0.20279425493587347
ACH-000569,-0.031349941915481995
ACH-000570,-0.2290111199156304
ACH-000571,-0.2294328469444029
ACH-000573,-0.029068854560653588
ACH-000576,-0.2214650195282944
ACH-000579,0.018526141389015944
ACH-000580,-0.13014682821271426
ACH-000584,-0.22673723718003666
ACH-000585,-0.28926654109261674
ACH-000588,-0.1643243963129564
ACH-000589,-0.13495867777034642
ACH-000591,-0.29937496800651936
ACH-000593,-0.1867287664750364
ACH-000600,-0.2251868682382363
ACH-000601,-0.26864112931504003
ACH-000605,-0.3621750182908586
ACH-000606,-0.26511839874491305
ACH-000608,-0.18212288272802474
ACH-000614,-0.09867962063463052
ACH-000616,-0.20272565143428248
ACH-000618,-0.3032624740992258
ACH-000619,-0.15818052092901808
ACH-000620,-0.28211257974681675
ACH-000621,-0.2371392590499281
ACH-000622,-0.2650513130444932
ACH-000623,-0.18930659787927734
ACH-000624,-0.29185269114955426
ACH-000627,-0.025243578460223424
ACH-000630,-0.2852536919058533
ACH-000631,-0.08234464066483467
ACH-000632,-0.369050504523702
ACH-000633,-0.10749902490831806
ACH-000637,-0.2267463275251843
ACH-000638,-0.2352734914030685
ACH-000646,-0.4456590089478924
ACH-000647,-0.2410547683416541
ACH-000648,-0.18996543579139533
ACH-000649,-0.19540877367056475
ACH-000651,-0.17880132886649924
ACH-000652,-0.22323425192405605
ACH-000653,-0.19403444136297548
ACH-000657,-0.257238910659864
ACH-000658,-0.2998816571900062
ACH-000661,-0.0969936574779007
ACH-000662,-0.014831213335112312
ACH-000663,-0.08858350534094167
ACH-000665,-0.07764145045594699
ACH-000671,-0.2969477150757242
ACH-000672,0.2736289413593661
ACH-000673,-0.27708213005094257
ACH-000676,-0.196169238831742
ACH-000677,-0.17508653658756854
ACH-000681,-0.2201310589378944
ACH-000683,-0.3337524735756572
ACH-000684,-0.1770670562809521
ACH-000688,-0.2515540697695534
ACH-000693,-0.14324315893935055
ACH-000694,-0.16647860788148613
ACH-000695,-0.2342204259982737
ACH-000696,-0.23721856496089136
ACH-000697,-0.32170415330684365
ACH-000699,-0.16265897134473947
ACH-000701,-0.2214220930344684
ACH-000706,-0.31356543623667843
ACH-000711,-0.1913261508832984
ACH-000713,-0.3168215278122169
ACH-000714,-0.04025033482027423
ACH-000718,-0.07082438691465764
ACH-000720,-0.05947677509428345
ACH-000721,-0.2445677517416008
ACH-000724,-0.3016692897381273
ACH-000725,-0.2827048776174045
ACH-000732,-0.24781717188295116
ACH-000734,-0.13632954491315852
ACH-000735,-0.13640467100070594
ACH-000736,-0.2407613492614446
ACH-000738,-0.2685336112435849
ACH-000746,-0.23543534435278415
ACH-000747,-0.19247476120258988
ACH-000748,-0.2109198490405472
ACH-000753,-0.3713495399968362
ACH-000756,-0.38307047431403424
ACH-000757,-0.2745439338186036
ACH-000758,-0.445795887691264
ACH-000760,-0.4001175517317717
ACH-000762,-0.2825772164339569
ACH-000763,-0.3457735326742937
ACH-000764,-0.16609388181351736
ACH-000765,-0.3704824338692759
ACH-000766,-0.3177300975295769
ACH-000767,-0.32666210342913216
ACH-000768,-0.2822946995488088
ACH-000769,-0.3184552679195944
ACH-000770,-0.22563673568493295
ACH-000771,-0.20735066303817645
ACH-000773,-0.08978893440160579
ACH-000776,-0.3806346356802977
ACH-000777,-0.11844227714044805
ACH-000778,-0.2563514630201903
ACH-000781,-0.2195527326694696
ACH-000782,-0.18678852578971747
ACH-000783,-0.10813121708988233
ACH-000784,-0.28508824317024506
ACH-000785,-0.3244286742693617
ACH-000787,-0.17683661646979454
ACH-000788,-0.20996872215175286
ACH-000791,-0.24192763355390526
ACH-000792,-0.26226320572492323
ACH-000794,-0.17651417886829646
ACH-000796,-0.19045974299432014
ACH-000798,-0.11341459924891788
ACH-000799,-0.0380146790106202
ACH-000800,-0.2287355554547747
ACH-000802,-0.2613156208589353
ACH-000804,-0.16198284376056069
ACH-000805,-0.21967353648565088
ACH-000809,-0.18413834649417546
ACH-000810,-0.08736317568359674
ACH-000811,-0.18398924175883724
ACH-000817,-0.3662105005189618
ACH-000819,-0.0719389072552073
ACH-000820,-0.10238888535254398
ACH-000821,-0.3642406379124024
ACH-000822,-0.1435009574804461
ACH-000823,-0.17101849900440588
ACH-000824,-0.12675439791188287
ACH-000827,-0.3042706789986675
ACH-000829,-0.12346114283764573
ACH-000831,-0.3493431842975612
ACH-000832,-0.2700202422377233
ACH-000833,-0.18374333460089207
ACH-000834,-0.4354686632192441
ACH-000835,-0.21148345786722955
ACH-000836,-0.2124402995682232
ACH-000837,-0.1673248007291656
ACH-000838,-0.10043201979201008
ACH-000839,-0.15390809842816572
ACH-000840,-0.31396343784770875
ACH-000841,-0.30999668417039905
ACH-000843,-0.08375388711146119
ACH-000846,-0.2982747856968659
ACH-000847,-0.19536223183814147
ACH-000848,-0.23195410169096475
ACH-000849,-0.2531810077238389
ACH-000851,-0.22387458347699934
ACH-000855,-0.08889790483151755
ACH-000856,-0.03908794559638842
ACH-000858,-0.05291132598351271
ACH-000859,0.14784906597397998
ACH-000861,-0.3319593781784317
ACH-000862,-0.2879847898567638
ACH-000865,-0.14456324805885232
ACH-000866,-0.14727828569097887
ACH-000867,-0.16756332658606635
ACH-000869,-0.3451374827882796
ACH-000872,-0.3448568752808974
ACH-000873,-0.20153356154884902
ACH-000876,-0.21649539759346276
ACH-000878,-0.11937861957194318
ACH-000880,0.024665393345025655
ACH-000881,-0.0767363287750262
ACH-000882,-0.3062689412416054
ACH-000884,-0.1847272886298085
ACH-000885,-0.2781475673097832
ACH-000887,-0.15055399824270704
ACH-000889,-0.17265448418764168
ACH-000896,-0.2465435203131463
ACH-000898,-0.3170591796575419
ACH-000900,-0.3567870340509225
ACH-000901,-0.25697880496683634
ACH-000905,-0.2667398051334504
ACH-000906,-0.20561823849250555
ACH-000907,-0.2405520807776077
ACH-000910,-0.30397208342741305
ACH-000911,-0.2227605660761968
ACH-000912,-0.11982612267495606
ACH-000913,-0.2962463075951945
ACH-000915,-0.2841966067048585
ACH-000916,-0.16403315613510214
ACH-000917,-0.34886705123955475
ACH-000920,-0.1564871249818807
ACH-000921,-0.30619633438155186
ACH-000924,-0.21370164553370447
ACH-000926,-0.2838697703924908
ACH-000928,-0.2987813629384624
ACH-000929,-0.3891927667558616
ACH-000932,-0.3097103382225361
ACH-000935,-0.21367222631242733
ACH-000936,-0.11443127906984267
ACH-000937,-0.3763481148810472
ACH-000938,-0.2667955725830442
ACH-000939,-0.3826656915528646
ACH-000941,-0.33813351788027346
ACH-000943,-0.21269507407834373
ACH-000946,-0.2696479102358324
ACH-000947,-0.24673153708973755
ACH-000948,-0.27158041726512816
ACH-000950,-0.3855451121096158
ACH-000953,-0.2060023974060739
ACH-000954,-0.192535297879767
ACH-000957,-0.2998593029347573
ACH-000958,-0.2860952578973729
ACH-000960,-0.1765555136571534
ACH-000963,-0.19330776921513745
ACH-000968,-0.15507711125937745
ACH-000969,-0.16002108062481055
ACH-000972,-0.2759598078537162
ACH-000973,-0.2311830999001097
ACH-000974,-0.31432992913276925
ACH-000978,-0.24367343513068454
ACH-000984,-0.19344588508441068
ACH-000986,-0.2776718995832913
ACH-000988,-0.4029021795000729
ACH-000993,-0.19904938149971
ACH-000994,-0.22481073123754625
ACH-000996,-0.2510506567452294
ACH-001001,-0.21369696737121252
ACH-001020,-0.19585912854233667
ACH-001028,-0.09428419583105586
ACH-001031,-0.1140615294789612
ACH-001038,-0.2992797366441365
ACH-001048,-0.1678449731248438
ACH-001050,-0.26706076895274955
ACH-001053,-0.30052236184071923
ACH-001054,-0.2390349803902885
ACH-001061,-0.17273476755983164
ACH-001067,-0.1545421057312889
ACH-001075,-0.3789318639758444
ACH-001096,-0.204234396141766
ACH-001111,-0.039200223930471435
ACH-001119,-0.2366018713320055
ACH-001128,0.1615508285241425
ACH-001134,-0.2067829842973234
ACH-001151,-0.19666090204940465
ACH-001163,-0.20439481311447108
ACH-001164,-0.3423126607433022
ACH-001183,-0.1880458652871447
ACH-001192,-0.19390648498302265
ACH-001193,-0.24381825704646135
ACH-001196,-0.2243235379459035
ACH-001197,-0.033471883379404786
ACH-001205,-0.3364992824080428
ACH-001211,-0.15736915646962055
ACH-001212,-0.17880065252914767
ACH-001228,-0.2436491968052243
ACH-001232,-0.3041174834919167
ACH-001239,-0.40368735214609625
ACH-001270,-0.33357231876281074
ACH-001274,-0.11963913758895067
ACH-001275,-0.22809547508698716
ACH-001277,-0.2566212419665693
ACH-001278,-0.21601962593981014
ACH-001280,-0.17084670446934874
ACH-001283,-0.18810950292563094
ACH-001289,-0.2415769253305857
ACH-001300,-0.2765576770686495
ACH-001301,-0.2713853154813747
ACH-001302,-0.2787068021733256
ACH-001306,-0.23712286849010025
ACH-001318,-0.2816010500847275
ACH-001322,-0.2577226703760725
ACH-001328,-0.0882446327209065
ACH-001332,-0.2779735413127752
ACH-001336,-0.34960376905745216
ACH-001346,-0.1016201454903147
ACH-001353,-0.2992952913318634
ACH-001354,-0.1016290843574421
ACH-001367,-0.3414830720282909
ACH-001368,-0.30772849022211896
ACH-001374,-0.049829837226204286
ACH-001377,-0.3423770108274212
ACH-001380,-0.10521992974829547
ACH-001391,-0.2988564726538228
ACH-001408,-0.3002781447226281
ACH-001430,-0.28516261958742706
ACH-001431,-0.3117339632496515
ACH-001450,-0.1672190984063028
ACH-001496,-0.2870812784359452
ACH-001500,-0.0902244079322565
ACH-001523,-0.2839029688425789
ACH-001532,-0.20082072307432688
ACH-001550,-0.17791989007570494
ACH-001552,-0.2517228745795226
ACH-001554,-0.14824547319293588
ACH-001654,-0.3338097290530864
ACH-001735,-0.2926545838303854
ACH-001736,-0.12949706252317664
ACH-001737,0.03168487420491187
ACH-001740,-0.08725006277539121
ACH-001745,-0.22188240940286688
ACH-001765,-0.3157044241966277
