,EPX (8288)
ACH-000153,0.16168833148019365
ACH-000159,-0.1983981852108369
ACH-000160,-0.17842860970708674
ACH-000163,-0.11419385753348475
ACH-000167,0.2136726796558044
ACH-000168,-0.10431553521188122
ACH-000169,-0.05302624688900519
ACH-000178,-0.05808187798390053
ACH-000183,-0.09654983146704804
ACH-000188,-0.26191149752532755
ACH-000189,-0.2424261310646785
ACH-000190,-0.16044480570905048
ACH-000198,-0.03636867338768248
ACH-000203,-0.1731235519482994
ACH-000204,-0.0463811865911408
ACH-000206,0.009691189444698538
ACH-000207,-0.030196570961024436
ACH-000208,-0.03927400639640305
ACH-000210,0.1696601940469565
ACH-000211,-0.16635523543346384
ACH-000215,-0.13288951174529454
ACH-000221,-0.09919273434225157
ACH-000222,-0.01053180148836416
ACH-000223,-0.06722002236308935
ACH-000226,-0.16446440307809654
ACH-000227,-0.16778619615059207
ACH-000228,-0.115577032977013
ACH-000231,-0.1879247986994476
ACH-000232,-0.0787832692629335
ACH-000233,-0.20452303434829935
ACH-000234,-0.05735626733917234
ACH-000235,-0.07950442102387255
ACH-000237,-0.05164403662157616
ACH-000238,-0.36951657564209495
ACH-000242,-0.1819140906964819
ACH-000243,-0.1909940375812298
ACH-000244,-0.13096466719020414
ACH-000246,-0.1908988317357677
ACH-000248,-0.17211705735736027
ACH-000250,-0.1467531941337036
ACH-000251,-0.013737390310917929
ACH-000252,-0.11225000064927748
ACH-000253,-0.3585939504816476
ACH-000255,-0.17270200328347146
ACH-000256,-0.3049577990121709
ACH-000257,-0.12558192501731974
ACH-000258,-0.2202849107970326
ACH-000259,-0.10602932500103733
ACH-000260,-0.18450629097610555
ACH-000261,-0.013366973873135887
ACH-000262,-0.08279268572457332
ACH-000263,-0.0688270944528448
ACH-000264,-0.18566009528577465
ACH-000265,-0.08916986874477917
ACH-000266,-0.05293964536958394
ACH-000272,-0.12384670781508073
ACH-000274,-0.335745607380619
ACH-000277,-0.12638692648518654
ACH-000278,-0.05708093552271438
ACH-000279,-0.10579027360797634
ACH-000280,-0.04803307142746134
ACH-000281,-0.018710145711899984
ACH-000288,-0.1825115282366465
ACH-000291,-0.013353547543470266
ACH-000293,-0.10024750971976196
ACH-000294,-0.2185805717563697
ACH-000295,-0.21230647779351086
ACH-000296,-0.2618810282309271
ACH-000302,-0.05527921214389455
ACH-000304,-0.08839003259619582
ACH-000307,-0.04903994829201834
ACH-000308,-0.07537979118886452
ACH-000310,-0.2779272483910761
ACH-000311,-0.06897122295916437
ACH-000312,-0.10591331486223032
ACH-000315,-0.15922837874346624
ACH-000316,-0.1014830282227936
ACH-000317,0.08499181418323798
ACH-000318,-0.14330693182472873
ACH-000319,-0.12214760108369115
ACH-000320,0.13312759503147378
ACH-000322,-0.1868998547973192
ACH-000323,-0.10990997562034298
ACH-000324,-0.15438351347722962
ACH-000329,-0.1433830458224244
ACH-000330,-0.15443193002517228
ACH-000331,-0.1019939789410168
ACH-000332,-0.007470747848850763
ACH-000334,-0.11002929540366052
ACH-000335,-0.06389365872777189
ACH-000336,-0.09603888705170947
ACH-000337,-0.41110739859590417
ACH-000338,0.3696476135958837
ACH-000339,-0.05092907783173538
ACH-000341,-0.12775101113143658
ACH-000348,-0.004998892805731252
ACH-000350,-0.02774926050274725
ACH-000352,-0.08702030923829303
ACH-000356,-0.3615351818478992
ACH-000361,-0.14070676041512298
ACH-000362,-0.09390686889848801
ACH-000363,-0.1256470595698573
ACH-000364,-0.06239386226867742
ACH-000365,-0.09854880666814866
ACH-000366,-0.07059573703095219
ACH-000368,-0.057708273314447875
ACH-000374,-0.1776986697201026
ACH-000375,-0.21570601449888466
ACH-000376,-0.014953024990680078
ACH-000381,-0.2067035453966736
ACH-000383,-0.1215612450499888
ACH-000387,-0.1407091241585314
ACH-000389,-0.2638383377365232
ACH-000390,-0.1462340531926108
ACH-000393,0.041348573813440516
ACH-000395,-0.046207359489782315
ACH-000396,-0.18447102069163746
ACH-000397,-0.08589109505990987
ACH-000401,-0.1064199217720136
ACH-000402,-0.010966901223792323
ACH-000403,-0.14724785405025506
ACH-000404,-0.025123096436594283
ACH-000406,-0.11892480984025988
ACH-000407,-0.11644342413257205
ACH-000408,-0.13732928340510914
ACH-000410,-0.1011879005037797
ACH-000411,-0.10485730209022916
ACH-000414,-0.11462917908936192
ACH-000415,-0.2753608296087641
ACH-000416,-0.1217228345538504
ACH-000420,-0.09529638272678476
ACH-000421,-0.1571616103421593
ACH-000424,-0.33321750775823805
ACH-000425,-0.16385872388667092
ACH-000426,0.045967453170694735
ACH-000427,-0.15473222009938514
ACH-000433,-0.31280075302843874
ACH-000435,-0.03528178347732889
ACH-000436,-0.05920508168554532
ACH-000444,-0.07148743494060923
ACH-000445,-0.07320797428563658
ACH-000448,-0.11650321281149692
ACH-000450,0.022206226336061164
ACH-000452,-0.11490788956733372
ACH-000454,0.002290798683706176
ACH-000458,-0.2013464718038536
ACH-000459,-0.07668527868078563
ACH-000460,-0.14931298232793372
ACH-000461,-0.031961286911846215
ACH-000463,-0.09082422959530774
ACH-000464,-0.12561091880723252
ACH-000466,-0.12871103750616367
ACH-000467,-0.16257995566265834
ACH-000468,-0.1674606794541666
ACH-000469,-0.06253442796373791
ACH-000470,-0.05692577808881959
ACH-000471,-0.114320982163957
ACH-000472,-0.11626239553257435
ACH-000473,-0.1934322031605216
ACH-000475,-0.060788883254155365
ACH-000476,-0.16118977698238546
ACH-000477,-0.03778913942521789
ACH-000479,-0.002724218898312645
ACH-000480,-0.16952847876383625
ACH-000481,-0.09066758947966204
ACH-000483,-0.04796392695946212
ACH-000484,-0.050260284968694204
ACH-000485,-0.30964946605738625
ACH-000486,-0.06199876204012775
ACH-000487,-0.12485631489305188
ACH-000488,-0.15514686767324182
ACH-000490,-0.14029165218837425
ACH-000491,-0.10669195839569734
ACH-000495,-0.09516238481603218
ACH-000496,-0.04048418675353953
ACH-000499,-0.03073622823271458
ACH-000500,0.2533515448071967
ACH-000502,-0.3459908630273764
ACH-000503,0.02945931880612597
ACH-000505,-0.0940913712165618
ACH-000507,-0.11719634894430672
ACH-000510,-0.17216363204727367
ACH-000511,-0.09295524290239827
ACH-000512,-0.09644914888458593
ACH-000516,-0.09970544362200673
ACH-000517,-0.08621527288581991
ACH-000518,-0.09573859267100494
ACH-000520,-0.037330249325089424
ACH-000521,-0.1955241906080111
ACH-000522,-0.0018074765760664703
ACH-000524,-0.11686533757126598
ACH-000527,-0.13691821959002354
ACH-000528,-0.1521006871293168
ACH-000537,-0.08050089211495247
ACH-000541,0.009322443206221605
ACH-000542,-0.11010682303523166
ACH-000544,-0.24480219912986756
ACH-000545,-0.10813174887745186
ACH-000547,-0.3699809768231251
ACH-000548,-0.24423568086245906
ACH-000549,-0.10973768102629314
ACH-000550,-0.2281129894891156
ACH-000552,-0.2814889567790611
ACH-000556,-0.22153637503372656
ACH-000557,-0.09796737472245083
ACH-000569,-0.14857832667109205
ACH-000570,-0.08965292496022331
ACH-000571,-0.06429734081142649
ACH-000573,-0.02892111637528228
ACH-000576,-0.031559447364752524
ACH-000579,-0.06681391630723328
ACH-000580,-0.29424435521920705
ACH-000584,-0.12829395135042376
ACH-000585,-0.140014893146875
ACH-000588,-0.11811267094535295
ACH-000589,0.008279317488181212
ACH-000591,-0.2047177370087488
ACH-000593,-0.14720121313456755
ACH-000600,-0.20949394949823025
ACH-000601,-0.1072815854587496
ACH-000605,-0.10153021688798074
ACH-000606,-0.10121490191778056
ACH-000608,-0.16733201781269652
ACH-000614,0.13556010600921592
ACH-000616,-0.027762214500381133
ACH-000618,-0.1326369340719306
ACH-000619,-0.2395471502825943
ACH-000620,-0.08801782697329906
ACH-000621,-0.13773577822089705
ACH-000622,-0.1926680377621267
ACH-000623,-0.16017068177129828
ACH-000624,-0.08855609712830702
ACH-000627,-0.11272104370353675
ACH-000630,-0.12013660732898143
ACH-000631,-0.14906951610009422
ACH-000632,-0.1839525840798904
ACH-000633,-0.2347535138499493
ACH-000637,-0.30028531731815616
ACH-000638,-0.057611462781180914
ACH-000646,-0.11352595236758517
ACH-000647,-0.19572850591656932
ACH-000648,-0.010453117014959056
ACH-000649,-0.054796057241545515
ACH-000651,0.002051102063011243
ACH-000652,-0.14113978567658467
ACH-000653,-0.11099842418527522
ACH-000657,-0.09981486434648193
ACH-000658,-0.06956990290204318
ACH-000661,-0.15347314222637107
ACH-000662,-0.030164079870851512
ACH-000663,-0.08564294550113698
ACH-000665,-0.0258115203142351
ACH-000671,-0.019518059287775696
ACH-000672,-0.03750798424892095
ACH-000673,-0.16135893642995067
ACH-000676,-0.26180598711702563
ACH-000677,-0.1200326513209045
ACH-000681,-0.05224423464799658
ACH-000683,-0.10755012710452064
ACH-000684,-0.11874221694468952
ACH-000688,-0.02478701281914376
ACH-000693,-0.10755670234709834
ACH-000694,-0.09807595231847743
ACH-000695,-0.2561718806590499
ACH-000696,-0.19448655112862065
ACH-000697,-0.12822495363361094
ACH-000699,-0.020888710048877757
ACH-000701,-0.04823792560060678
ACH-000706,-0.06890781041648057
ACH-000711,-0.17032473137340756
ACH-000713,-0.14861975332105876
ACH-000714,-0.08321237699906632
ACH-000718,-0.08023661811645576
ACH-000720,-0.1403734904907266
ACH-000721,-0.18354622446311847
ACH-000724,0.028341759168402206
ACH-000725,-0.025237166858961727
ACH-000732,-0.3498600202874485
ACH-000734,-0.007084114472033498
ACH-000735,-0.08465349807848359
ACH-000736,-0.1381777601090476
ACH-000738,-0.06812316727448915
ACH-000746,-0.16667860088389436
ACH-000747,0.0054671794527357005
ACH-000748,-0.099819833772995
ACH-000753,-0.2042307800982159
ACH-000756,-0.25087371483374205
ACH-000757,-0.043800772514275436
ACH-000758,-0.13738166453251907
ACH-000760,-0.0999193113184242
ACH-000762,-0.1515947892771272
ACH-000763,-0.0825514195566678
ACH-000764,-0.07348630889523362
ACH-000765,-0.22305084284099733
ACH-000766,-0.1228830320102622
ACH-000767,-0.08685053019222509
ACH-000768,-0.10158486832082714
ACH-000769,-0.14982095728502232
ACH-000770,-0.09123140111552697
ACH-000771,-0.11159682236252924
ACH-000773,-0.20962562013000344
ACH-000776,-0.1077095582946484
ACH-000777,-0.11317716006729485
ACH-000778,0.034958986563714635
ACH-000781,-0.1502534308987996
ACH-000782,-0.10791910116836767
ACH-000783,-0.199873327372252
ACH-000784,-0.1779612845410752
ACH-000785,-0.14578788004190102
ACH-000787,-0.18183949607347452
ACH-000788,-0.12322864627807725
ACH-000791,-0.1974895082503416
ACH-000792,-0.11771017784883755
ACH-000794,-0.12983003360389125
ACH-000796,-0.05382078702849488
ACH-000798,-0.1162415344558875
ACH-000799,-0.3040740662455605
ACH-000800,-0.18052832887347425
ACH-000802,-0.21194654686720205
ACH-000804,0.0615718391888088
ACH-000805,-0.16767941964784205
ACH-000809,-0.07119622441923573
ACH-000810,-0.08426270231019659
ACH-000811,-0.2321025925506063
ACH-000817,-0.1467375881076198
ACH-000819,-0.1130944122986372
ACH-000820,-0.17962191078947204
ACH-000821,0.11284208707783565
ACH-000822,-0.10327666183345796
ACH-000823,-0.0953676306185276
ACH-000824,-0.12120430049705208
ACH-000827,-0.07794372722231721
ACH-000829,-0.059098276377087214
ACH-000831,-0.0737983053487565
ACH-000832,-0.07942265890976606
ACH-000833,0.10525251776838432
ACH-000834,-0.13687591402325944
ACH-000835,-0.04923468488519263
ACH-000836,-0.04594392734799454
ACH-000837,-0.13929754573123246
ACH-000838,-0.1903128899605298
ACH-000839,-0.3010494442405254
ACH-000840,-0.2208011634325609
ACH-000841,0.01201846083193277
ACH-000843,-0.1913067890339582
ACH-000846,-0.12187608647522012
ACH-000847,-0.2046580024208894
ACH-000848,-0.0008033169609400527
ACH-000849,-0.05314620668138366
ACH-000851,-0.13150049006322545
ACH-000855,0.03282929365734389
ACH-000856,-0.14835267217211667
ACH-000858,-0.12302309209075575
ACH-000859,-0.2231694382396444
ACH-000861,-0.046427557997785904
ACH-000862,-0.047386053572373334
ACH-000865,-0.1682747249922224
ACH-000866,-0.0938081983904616
ACH-000867,-0.08281450987962143
ACH-000869,-0.04275618675426161
ACH-000872,-0.14660776184323365
ACH-000873,0.09520069763980923
ACH-000876,-0.03365860299297985
ACH-000878,-0.053811017432701516
ACH-000880,-0.05604666279092711
ACH-000881,-0.2032044372078729
ACH-000882,-0.03130342531278611
ACH-000884,-0.15242769855214972
ACH-000885,-0.14305853891451695
ACH-000887,-0.2369768538873291
ACH-000889,-0.1825376726102879
ACH-000896,-0.08071327985758099
ACH-000898,-0.124087588255307
ACH-000900,-0.051495165747175255
ACH-000901,-0.05651699310223441
ACH-000905,-0.051457237498578313
ACH-000906,-0.06290306390647749
ACH-000907,-0.2639080706364919
ACH-000910,-0.010792185693603127
ACH-000911,-0.16086404542603566
ACH-000912,-0.15075615283693125
ACH-000913,-0.14996219202511382
ACH-000915,-0.20109371684368796
ACH-000916,-0.3506006853119017
ACH-000917,-0.08656129879747193
ACH-000920,-0.12327699001002933
ACH-000921,-0.04005041507692859
ACH-000924,-0.07777345324225328
ACH-000926,-0.18322864245185447
ACH-000928,-0.18097605938533814
ACH-000929,-0.08600464576627162
ACH-000932,-0.04345671659997205
ACH-000935,-0.12449029238719865
ACH-000936,-0.11467891768711072
ACH-000937,-0.22978234153959265
ACH-000938,-0.0467514552500357
ACH-000939,-0.14784286135411992
ACH-000941,0.03987094425935642
ACH-000943,0.02182966799394571
ACH-000946,-0.008072706457734497
ACH-000947,-0.1434415233014087
ACH-000948,-0.1354905705049133
ACH-000950,-0.01955172991618453
ACH-000953,-0.26810509045549435
ACH-000954,-0.2215218809632312
ACH-000957,-0.1143450007865923
ACH-000958,-0.026898708555326504
ACH-000960,-0.0371317304055879
ACH-000963,-0.12620737244660155
ACH-000968,-0.16400424973119215
ACH-000969,-0.12464232324170245
ACH-000972,-0.16852058122406607
ACH-000973,-0.022077863288272475
ACH-000974,-0.1131004090146439
ACH-000978,-0.20889947088504227
ACH-000984,-0.06838278009156633
ACH-000986,-0.3031766847366085
ACH-000988,-0.19375581111374146
ACH-000993,-0.2729960991352308
ACH-000994,-0.08845838323729213
ACH-000996,-0.24640540722226606
ACH-001001,-0.11666766312276568
ACH-001020,-0.27890653509931945
ACH-001028,-0.10936683034334356
ACH-001031,-0.1884664712305285
ACH-001038,-0.21415115843912047
ACH-001048,-0.11575937693901099
ACH-001050,-0.04511471185398536
ACH-001053,-0.18587499283654174
ACH-001054,-0.1253458478289334
ACH-001061,-0.081556966936235
ACH-001067,-0.10998335015332264
ACH-001075,-0.0035669449734447726
ACH-001096,-0.12545999739217167
ACH-001111,-0.11068981242276528
ACH-001119,-0.3134876295294149
ACH-001128,-0.09197563842391664
ACH-001134,-0.11263564076045847
ACH-001151,-0.03801298340029605
ACH-001163,-0.184596716371432
ACH-001164,-0.04695961742199408
ACH-001183,-0.11772656831739522
ACH-001192,-0.15658377921406444
ACH-001193,-0.08961923151084752
ACH-001196,-0.13322465011599516
ACH-001197,0.10156956088199352
ACH-001205,-0.014721712256623741
ACH-001211,-0.04785091055730722
ACH-001212,-0.031055275676091343
ACH-001228,-0.12864233526474672
ACH-001232,-0.16550882808193956
ACH-001239,-0.10436700154534187
ACH-001270,-0.17877913337824716
ACH-001274,-0.13146597499515986
ACH-001275,-0.004346964151226994
ACH-001277,-0.08509615641463164
ACH-001278,-0.04629814124080711
ACH-001280,-0.23387794562630734
ACH-001283,-0.15185870794010048
ACH-001289,-0.1452222814648514
ACH-001300,-0.07399049286228129
ACH-001301,-0.15117553890473492
ACH-001302,-0.3001974739894253
ACH-001306,0.007695999965005916
ACH-001318,-0.07683695078185415
ACH-001322,-0.16155610150666955
ACH-001328,-0.2012030937842351
ACH-001332,-0.08349084028090444
ACH-001336,-0.16993333163805344
ACH-001346,-0.12413194734717288
ACH-001353,-0.19251584198651514
ACH-001354,-0.3316632285644256
ACH-001367,-0.04821491893479687
ACH-001368,-0.0680636674611569
ACH-001374,-0.29025059079564514
ACH-001377,-0.17012484288257615
ACH-001380,0.02134531631867139
ACH-001391,-0.008561283801282517
ACH-001408,-0.11905779178281195
ACH-001430,-0.1767914871028895
ACH-001431,-0.20227309440858735
ACH-001450,-0.20432364973653253
ACH-001496,-0.11043809095268288
ACH-001500,-0.14168102764799806
ACH-001523,-0.16987177182063712
ACH-001532,-0.09594202592541176
ACH-001550,-0.09920709237752097
ACH-001552,-0.08847936946779501
ACH-001554,-0.13797465135603385
ACH-001654,-0.10923634560370203
ACH-001735,-0.05421898690586505
ACH-001736,-0.10661516730157483
ACH-001737,-0.21632074669677254
ACH-001740,-0.03631937617395905
ACH-001745,-0.11320007418784125
ACH-001765,-0.06946232164933433
