,PLAC8L1 (153770)
ACH-000004,0.07576290061847812
ACH-000005,0.0084581473444249
ACH-000007,-0.1863089741149594
ACH-000009,-0.07859104647221465
ACH-000011,-0.19522844956693894
ACH-000012,-0.10430260544697524
ACH-000013,-0.09789947376029913
ACH-000014,-0.04087727278765637
ACH-000015,-0.21628082513271485
ACH-000017,-0.1606202891229799
ACH-000018,-0.14181028236174242
ACH-000019,-0.04802356122498765
ACH-000021,-0.06491859338305159
ACH-000022,-0.11512885646272415
ACH-000025,-0.256108072036328
ACH-000028,-0.0896588223397416
ACH-000030,-0.08978297172993878
ACH-000035,-0.09527393793309914
ACH-000036,-0.19860175189766405
ACH-000037,-0.20432909143976244
ACH-000039,-0.3964379823420471
ACH-000040,-0.2428594955973715
ACH-000041,0.15447898895330936
ACH-000042,-0.0589577991007751
ACH-000045,-0.10880979703565714
ACH-000047,0.06908700467080107
ACH-000052,-0.3261588732878076
ACH-000053,-0.11296588757092275
ACH-000054,-0.1513622168686266
ACH-000055,-0.012349781455867232
ACH-000060,-0.12344860577024823
ACH-000067,-0.018917681664376858
ACH-000070,-0.0033893349590155626
ACH-000075,-0.16065779377921294
ACH-000078,-0.02950124842951572
ACH-000082,-0.13945830349638846
ACH-000085,-0.3044074603394997
ACH-000086,-0.009992309181065943
ACH-000087,0.049016579367379284
ACH-000092,-0.08553817456312275
ACH-000095,-0.2214623474775132
ACH-000097,-0.011090432707180777
ACH-000098,-0.14789535424957098
ACH-000099,-0.1499311862552566
ACH-000108,-0.10379684154960953
ACH-000113,-0.16338239425209505
ACH-000116,-0.013194846010846363
ACH-000118,-0.03929513097096842
ACH-000120,-0.09663888459559254
ACH-000123,-0.04832958140591355
ACH-000127,-0.15173485294752573
ACH-000128,-0.11343262392692567
ACH-000132,-0.04941772225681775
ACH-000133,-0.14756231771021733
ACH-000137,-0.08201721406788169
ACH-000138,-0.1020469196825476
ACH-000142,-0.2281579819886857
ACH-000143,-0.2331973402972879
ACH-000146,-0.08931391006178879
ACH-000148,-0.01686249253661164
ACH-000150,-0.052317122646842816
ACH-000152,-0.13643805978461646
ACH-000153,-0.19770931470146835
ACH-000159,-0.1071344907909973
ACH-000160,-0.049056423914601036
ACH-000163,-0.252979335309561
ACH-000167,0.041412356649935006
ACH-000168,0.052272984303995296
ACH-000169,-0.15989203048868836
ACH-000178,-0.16473305140017994
ACH-000183,-0.3275716567559393
ACH-000188,-0.0996600054437554
ACH-000189,0.21205421199469898
ACH-000190,-0.2822910025050768
ACH-000198,-0.1612302820558929
ACH-000203,0.4789410826447043
ACH-000204,-0.3697027861306337
ACH-000206,0.042380217345485006
ACH-000207,-0.06512817311373208
ACH-000208,-0.15098678129281126
ACH-000210,-0.4181958615753691
ACH-000211,-0.08390526217839647
ACH-000215,-0.10502176906333596
ACH-000221,0.0024730678894062373
ACH-000222,-0.014616695840478254
ACH-000223,-0.09164002539268447
ACH-000226,-0.13273584760417506
ACH-000227,-0.1892183485774192
ACH-000228,-0.04736045875135001
ACH-000231,-0.11060282752719927
ACH-000232,-0.20640055430881735
ACH-000233,-0.11665025401486645
ACH-000234,-0.04651431956888477
ACH-000235,-0.048966798842451364
ACH-000237,-0.01579771397438531
ACH-000238,-0.14121422914345638
ACH-000242,-0.40095310440882304
ACH-000243,-0.05666150175651999
ACH-000244,0.0367335176101119
ACH-000246,-0.12733806477675275
ACH-000248,-0.038106699448297435
ACH-000250,-0.16606810765853827
ACH-000251,-0.2047112651130846
ACH-000252,-0.18826001375256807
ACH-000253,-0.1591125593445496
ACH-000255,-0.1003290737744912
ACH-000256,-0.11133353206180223
ACH-000257,-0.11840304218675288
ACH-000258,-0.07886815603927434
ACH-000259,-0.08788490058093014
ACH-000260,-0.21387800200036108
ACH-000261,-0.06945810419882034
ACH-000262,-0.21497547406217574
ACH-000263,-0.15986474592736438
ACH-000264,-0.04293977822526143
ACH-000265,0.03074985770438813
ACH-000266,-0.0680479272282575
ACH-000272,-0.09884014116952633
ACH-000274,-0.15002038583300698
ACH-000277,0.030594058566260914
ACH-000278,0.01210615482896489
ACH-000279,-0.09481898992799738
ACH-000280,-0.04152148815166645
ACH-000281,-0.20266270011871926
ACH-000288,-0.1125974076040646
ACH-000291,-0.06760514015360843
ACH-000293,-0.09224366074019803
ACH-000294,-0.16609996984749473
ACH-000295,-0.04566998544957427
ACH-000296,-0.2763508005538973
ACH-000302,-0.049757050086353546
ACH-000304,-0.30227759502904955
ACH-000307,-0.068301316571571
ACH-000308,-0.07981500785579149
ACH-000310,-0.10081393617607504
ACH-000311,-0.07617971274797661
ACH-000312,-0.04327005608649
ACH-000315,0.06762831429641801
ACH-000316,0.034855731098663426
ACH-000317,-0.023389876335105173
ACH-000318,-0.1090869340169014
ACH-000319,-0.08002320945214883
ACH-000320,0.10597257412188586
ACH-000322,-0.18888281645815488
ACH-000323,-0.2538495314501044
ACH-000324,-0.15712440955795326
ACH-000329,-0.15377518525285422
ACH-000330,-0.16848228009085098
ACH-000331,-0.04105058671870007
ACH-000332,-0.05422010403598071
ACH-000334,0.103451602850125
ACH-000335,-0.1996098929527368
ACH-000336,-0.103027776879221
ACH-000337,-0.2306533948226184
ACH-000338,-0.5183477814323166
ACH-000339,-0.14503697624623493
ACH-000341,-0.020086096397738017
ACH-000348,-0.043628711281313785
ACH-000350,-0.20910049188877766
ACH-000352,0.004498530875461279
ACH-000356,-0.2511735061218848
ACH-000361,-0.3180802344604386
ACH-000362,-0.16019668214612956
ACH-000363,-0.09218395235099837
ACH-000364,-0.06448192371422179
ACH-000365,-0.01999639452591654
ACH-000366,-0.08277287165720562
ACH-000368,-0.07930216446687059
ACH-000374,-0.07224616599729332
ACH-000375,-0.06946011701278773
ACH-000376,-0.14655111740955365
ACH-000381,-0.12029605113066047
ACH-000383,-0.1244631921480574
ACH-000387,-0.043892620702768184
ACH-000389,-0.05060872043919385
ACH-000390,-0.13740731252084035
ACH-000393,-0.29075707610949914
ACH-000395,-0.07765812902653793
ACH-000396,0.03381242556284615
ACH-000397,-0.1501576785898726
ACH-000401,-0.10433574349976918
ACH-000402,-0.201404411211932
ACH-000403,-0.27825153224465593
ACH-000404,-0.33542655750468103
ACH-000406,-0.06862642225977468
ACH-000407,-0.2173175196500572
ACH-000408,-0.1582167125001275
ACH-000410,-0.05523458585733888
ACH-000411,-0.2103234190815753
ACH-000414,-0.04819075078942087
ACH-000415,0.09105332035094957
ACH-000416,0.0014903691791452616
ACH-000420,-0.15122724161401538
ACH-000421,-0.1968082751810776
ACH-000424,0.01310628910465539
ACH-000425,-0.07912704178360967
ACH-000426,0.13078220799530893
ACH-000427,-0.03414166080285348
ACH-000433,-0.0700610119967847
ACH-000435,-0.2763901663169907
ACH-000436,-0.106427995676485
ACH-000444,0.009188019044223738
ACH-000445,-0.16306365157015978
ACH-000448,-0.07988398371202393
ACH-000450,-0.15451742638418325
ACH-000452,-0.16282233727930154
ACH-000454,-0.15622145624445824
ACH-000458,-0.03491737006322132
ACH-000459,-0.036235105355348095
ACH-000460,-0.14424883550813902
ACH-000461,-0.14104215331318087
ACH-000463,-0.054213750307034465
ACH-000464,0.03872429401320419
ACH-000466,-0.1220431148485477
ACH-000467,-0.2656129256165022
ACH-000468,-0.09957750011631857
ACH-000469,-0.1718495299617364
ACH-000470,-0.2074091219894435
ACH-000471,-0.07269205709773942
ACH-000472,-0.021535806664260068
ACH-000473,-0.18119739055042136
ACH-000475,-0.10714151720458034
ACH-000476,-0.1551222698004768
ACH-000477,-0.06197517322050281
ACH-000479,-0.11894145949891388
ACH-000480,-0.11419688457272704
ACH-000481,-0.11529705697266515
ACH-000483,-0.18092685704981884
ACH-000484,-0.14663255205160222
ACH-000485,-0.14216086267241834
ACH-000486,-0.014068195753529321
ACH-000487,-0.1659306314341034
ACH-000488,-0.06736477513271971
ACH-000490,-0.21432408201241346
ACH-000491,-0.05099660295571831
ACH-000495,-0.13163482394130732
ACH-000496,0.09610624027741807
ACH-000499,0.001846946850953795
ACH-000500,-0.24993872990262425
ACH-000502,-0.11176449377502994
ACH-000503,-0.1812163884142685
ACH-000505,-0.07934902588248684
ACH-000507,-0.041901465197085104
