,EIF5A2 (56648)
ACH-000004,-0.15886146823349032
ACH-000005,0.13718677806472995
ACH-000007,0.10688012064493788
ACH-000009,0.026093468226669244
ACH-000011,-0.018577599722228003
ACH-000012,0.02930274412318754
ACH-000013,0.03961349041739582
ACH-000014,0.2415810679428426
ACH-000015,0.041355827799341716
ACH-000017,0.10430563133521016
ACH-000018,0.1239728153077274
ACH-000019,0.035831214128313534
ACH-000021,0.09457307394910427
ACH-000022,0.10813476565223837
ACH-000025,-0.13199711562109698
ACH-000028,-0.09645944677358724
ACH-000030,0.10058399902169082
ACH-000035,0.2259853454948401
ACH-000036,-0.09373023927548328
ACH-000037,-0.047511043189559406
ACH-000039,0.05432255222050003
ACH-000040,0.007461959771191044
ACH-000041,0.3265183922908483
ACH-000042,0.019353870562346952
ACH-000045,0.04255806416321392
ACH-000047,0.01958561562481496
ACH-000052,-0.026839075396668167
ACH-000053,-0.02813442306324984
ACH-000054,-0.04711987142632771
ACH-000055,0.2420289446073241
ACH-000060,0.025056103297150502
ACH-000067,0.1437249787582991
ACH-000070,0.08072652298479463
ACH-000075,0.09549081589607153
ACH-000078,0.13065152749969478
ACH-000082,0.1282629420494468
ACH-000085,0.18587994263462065
ACH-000086,0.2592177214341132
ACH-000087,-0.0616675115299806
ACH-000092,-0.04697275579174854
ACH-000095,0.09310566659849533
ACH-000097,0.15723904717035145
ACH-000098,0.00856855681922678
ACH-000099,0.048249748758873084
ACH-000108,0.03829713487270898
ACH-000113,0.12655806698076366
ACH-000116,-0.04627772356604443
ACH-000118,0.0600151099335568
ACH-000120,0.06550783821878216
ACH-000123,0.12327493097127193
ACH-000127,0.10784791014703757
ACH-000128,0.0979354193703306
ACH-000132,-0.09810555928299408
ACH-000133,0.09968920560906752
ACH-000137,0.030677913253124762
ACH-000138,0.04741449562708799
ACH-000142,-0.05988708094094487
ACH-000143,0.28110839960354805
ACH-000146,0.09273618971182557
ACH-000148,0.02893445869674796
ACH-000150,0.26015562978118106
ACH-000152,0.0979397891667811
ACH-000153,-0.014070459084999038
ACH-000159,0.03183260055977676
ACH-000160,-0.01356202009216078
ACH-000163,0.09586248690851157
ACH-000167,-0.052101895219736336
ACH-000168,-0.07013173519223898
ACH-000169,0.048854551920088585
ACH-000178,0.041806692787937146
ACH-000183,0.043611962529678805
ACH-000188,0.043359760106152466
ACH-000189,-0.31255333235802457
ACH-000190,0.22912735734798456
ACH-000198,0.02211344867928507
ACH-000203,-0.55096098401128
ACH-000204,-0.13313610473689416
ACH-000206,-0.03415917781709975
ACH-000207,0.27088626275934746
ACH-000208,0.4401247861410325
ACH-000210,0.35791989123220924
ACH-000211,0.05166545419654265
ACH-000215,0.15092580431627076
ACH-000221,0.19768000985539194
ACH-000222,0.23126878871248605
ACH-000223,0.21220362607260335
ACH-000226,0.0009733571763783024
ACH-000227,0.0579220770331775
ACH-000228,0.16357399020816304
ACH-000231,-0.05458263058925486
ACH-000232,0.08865847603999932
ACH-000233,-0.02964838545920709
ACH-000234,-0.09748554086751686
ACH-000235,0.026815879200334916
ACH-000237,0.047664622238002594
ACH-000238,0.14538005277390206
ACH-000242,0.14830503679160836
ACH-000243,0.14711251146106552
ACH-000244,0.02312529430628123
ACH-000246,0.13723572186612235
ACH-000248,0.15748286885000662
ACH-000250,0.011911155728895263
ACH-000251,-0.04209906460138806
ACH-000252,-0.041842812477976415
ACH-000253,0.16644580730975836
ACH-000255,0.033817221440537386
ACH-000256,0.004539638082314172
ACH-000257,0.07206832949221109
ACH-000258,-0.07419237367050371
ACH-000259,0.10992188625958753
ACH-000260,0.01328855716062658
ACH-000261,0.02502768918120527
ACH-000262,-0.039322763408005286
ACH-000263,0.24040899560217205
ACH-000264,0.016661159429073636
ACH-000265,0.007278309015605195
ACH-000266,0.03114692156428173
ACH-000272,-0.0938044694506508
ACH-000274,-0.02108108488160357
ACH-000277,0.17818424701054236
ACH-000278,-0.016445098959467767
ACH-000279,-0.04822150353926919
ACH-000280,0.0797497413805701
ACH-000281,0.01911428990139031
ACH-000288,0.07638519143930368
ACH-000291,0.16374220427167532
ACH-000293,-0.020249312310742347
ACH-000294,0.04501876844311389
ACH-000295,0.21792660643116246
ACH-000296,-0.019130389666608502
ACH-000302,0.10430914117732462
ACH-000304,-0.12820750919812027
ACH-000307,-0.009809789330042576
ACH-000308,0.1599921774351572
ACH-000310,-0.13909800501932368
ACH-000311,0.12377132058476205
ACH-000312,0.09714657043593766
ACH-000315,0.1940538298099232
ACH-000316,0.16674521216354585
ACH-000317,0.023273020449768624
ACH-000318,0.19107319647699209
ACH-000319,0.16863442502422052
ACH-000320,0.32272397383369705
ACH-000322,0.05738826871262885
ACH-000323,0.1541702765639992
ACH-000324,0.12368157052679675
ACH-000329,0.11911011503947595
ACH-000330,0.12846876076075933
ACH-000331,-0.03115424951114428
ACH-000332,0.03800008725689898
ACH-000334,0.1034576533941322
ACH-000335,0.002617138763578098
ACH-000336,0.02447947332917737
ACH-000337,0.19421859599563385
ACH-000338,0.6588668944604043
