,NELFA (7469)
ACH-000410,-0.9509200202927984
ACH-000411,-0.8048999438877888
ACH-000414,-0.7748838648494926
ACH-000415,-0.8906599025117711
ACH-000416,-0.9202454558619134
ACH-000420,-0.7662835123299482
ACH-000421,-0.9101097343355458
ACH-000424,-0.7330052364053764
ACH-000425,-1.0055250820125308
ACH-000426,-0.8718054256276268
ACH-000427,-0.6586166277578465
ACH-000433,-0.4514906808739194
ACH-000435,-0.6957267151929366
ACH-000436,-0.9948419717669152
ACH-000444,-0.911540217595454
ACH-000445,-0.7401214068087341
ACH-000448,-0.7327321164444309
ACH-000450,-0.6946280696834001
ACH-000452,-1.055886650568405
ACH-000454,-0.6406382575961268
ACH-000458,-0.6923703921640659
ACH-000459,-0.7572460524151216
ACH-000460,-0.7243023102504307
ACH-000461,-0.5474031676313146
ACH-000463,-0.8846088327298702
ACH-000464,-0.8926993885641142
ACH-000466,-0.9944984632092344
ACH-000467,-0.4898557092526427
ACH-000468,-0.7330469514439256
ACH-000469,-0.8761734792218863
ACH-000470,-0.6711819038587157
ACH-000471,-0.6675892488421803
ACH-000472,-0.9056499570931988
ACH-000473,-0.5866160844379039
ACH-000475,-0.7543343330702782
ACH-000476,-0.8786266898249119
ACH-000477,-0.7371791596843865
ACH-000479,-1.0406959920814407
ACH-000480,-0.6310275043489659
ACH-000481,-0.7458919175168776
ACH-000483,-0.9006143593065293
ACH-000484,-0.4688738677198793
ACH-000485,-0.5293936909646363
ACH-000486,-0.6731017256142013
ACH-000487,-0.4115112735709984
ACH-000488,-0.6810481009247213
ACH-000490,-0.8803254856354119
ACH-000491,-0.7629052247832435
ACH-000495,-0.8198245517245998
ACH-000496,-0.6961065979718177
ACH-000499,-0.5902200755127844
ACH-000500,-0.5685067575846408
ACH-000502,-1.011532769065688
ACH-000503,-1.0406282252609214
ACH-000505,-0.7999447689170915
ACH-000507,-0.6310880221477332
ACH-000510,-0.6331935136426324
ACH-000511,-0.7443043046757656
ACH-000512,-0.33094302293359923
ACH-000516,-0.9073790029026032
ACH-000517,-0.8888387806932746
ACH-000518,-0.9570576721506648
ACH-000520,-0.6078786451730429
ACH-000521,-1.0242764833274645
ACH-000522,-0.7522422230277769
ACH-000524,-0.9318799813756522
ACH-000527,-0.9184991652265536
ACH-000528,-0.9938889508790284
ACH-000537,-0.7978492166168503
ACH-000541,-0.9565807245983984
ACH-000542,-0.7043253499845838
ACH-000544,-0.8460678033175097
ACH-000545,-0.8731151995950969
ACH-000547,-0.12967602869963216
ACH-000548,-0.8818276826774145
ACH-000549,-0.7472707106889172
ACH-000550,-0.7865431682447259
ACH-000552,-0.7207131867269148
ACH-000556,-0.9162881186686048
ACH-000557,-0.5994631484334262
ACH-000569,-0.5962098367171782
ACH-000570,-0.8978127280073871
ACH-000571,-0.9493338797630684
ACH-000573,-0.6061778493937338
ACH-000576,-0.7381611523395608
ACH-000579,-0.711247090378545
ACH-000580,-1.065120637763418
ACH-000584,-0.964679051026524
ACH-000585,-0.8670826164000004
ACH-000588,-0.6796250100971356
ACH-000589,-0.7142181449320403
ACH-000591,-0.8521992395373492
ACH-000593,-0.8055561272754214
ACH-000600,-0.9236408997250826
ACH-000601,-0.9662592151246836
ACH-000605,-0.4865382923825804
ACH-000606,-0.7946991721619296
ACH-000608,-0.7595653535119701
ACH-000614,-0.8695422471070229
ACH-000616,-0.6550975001574681
ACH-000618,-0.9890099042852116
ACH-000619,-1.1580081415560708
ACH-000620,-0.8836093291099539
ACH-000621,-0.9381518228268754
ACH-000622,-0.9353825846153622
ACH-000623,-0.817018781650558
ACH-000624,-0.8116523101916108
ACH-000627,-0.8079827550942581
ACH-000630,-0.9009063056997508
ACH-000631,-1.0384126084665557
ACH-000632,-0.7597334453592975
ACH-000633,-0.4981240943959146
ACH-000637,-0.6201604995876421
ACH-000638,-0.3637271443232464
ACH-000646,-0.8774823511286031
ACH-000647,-0.8198022780187776
ACH-000648,-0.7496934385857434
ACH-000649,-0.7033721455464438
ACH-000651,-0.43406670584998014
ACH-000652,-0.7610840739696408
ACH-000653,-0.7966650309667515
ACH-000657,-0.7404022408045857
ACH-000658,-0.4943757159552296
ACH-000661,-0.7297743439104274
ACH-000662,-0.4209621820165483
ACH-000663,-1.0670848542895266
ACH-000665,-0.8993392809400164
ACH-000671,-0.8864787967327858
ACH-000672,-0.8908083842383161
ACH-000673,-0.7991413637986271
ACH-000676,-0.8051763923735531
ACH-000677,-0.7719578316078923
ACH-000681,-0.9071912225127042
ACH-000683,-0.7736842367966158
ACH-000684,-0.8733130869057579
ACH-000688,-0.8730465315593905
ACH-000693,-0.911463933619192
ACH-000694,-0.9190020749872602
ACH-000695,-0.6680211506955797
ACH-000696,-0.8990756479573787
ACH-000697,-0.9236099795480756
ACH-000699,-0.8387651701434283
ACH-000701,-0.8874966773154235
ACH-000706,-1.0206676175872604
ACH-000711,-0.6188669644804234
ACH-000713,-0.5351700905308318
ACH-000714,-0.8474330579748247
ACH-000718,-0.7415470674091345
ACH-000720,-1.0182311696048685
ACH-000721,-0.3531602238295105
ACH-000724,-0.5058031052495898
ACH-000725,-1.1790371507637811
ACH-000732,-0.8826513318200504
ACH-000734,-0.7606164642521407
ACH-000735,-0.7438934019310577
ACH-000736,-0.7628516217867755
ACH-000738,-0.7203105762300173
ACH-000746,-0.15558399517231494
ACH-000747,-0.9440276660225322
ACH-000748,-0.8391443774356785
ACH-000753,-0.7756520669961634
ACH-000756,-0.7315304748012244
ACH-000757,-0.8929120835648338
ACH-000758,-0.548165051755391
ACH-000760,-0.7448145198613441
ACH-000762,-0.6203963412714749
ACH-000763,-0.7454965260389544
ACH-000764,-0.915183278996472
ACH-000765,-0.8378420683628073
ACH-000766,-0.3011719620634443
ACH-000767,-0.6432149210088899
ACH-000768,-0.982896997550406
ACH-000769,-0.7302642528746596
ACH-000770,-0.7219202904259142
ACH-000771,-0.8740989552426927
ACH-000773,-0.8295607978584744
ACH-000776,-0.6948373057411049
ACH-000777,-0.6215697460954525
ACH-000778,-1.1844641687131368
ACH-000781,-0.9321180466762636
ACH-000782,-0.7861340585615036
ACH-000783,-0.7054164358631431
ACH-000784,-0.8427928717342457
ACH-000785,-0.8392216108307039
ACH-000787,-0.7295151294945261
ACH-000788,-0.8950443383569832
ACH-000791,-0.4957204013567662
ACH-000792,-0.7188960898565253
ACH-000794,-0.9670719472693788
ACH-000796,-0.7318840426273002
ACH-000798,-0.5377290546240827
ACH-000799,-1.1783594245656452
ACH-000800,-1.0107652967746958
ACH-000802,-0.6994166987609486
ACH-000804,-0.6896181118848234
ACH-000805,-1.0368196563565475
ACH-000809,-0.6498337903259631
ACH-000810,-1.0107915460383872
ACH-000811,-0.6252536960603214
ACH-000817,-0.7691823865898543
ACH-000819,-0.9409059284119508
ACH-000820,-1.134684000978138
ACH-000821,-0.8672185774199637
ACH-000822,-0.9075458548903821
ACH-000823,-0.6851996356289336
ACH-000824,-0.9355163951903718
ACH-000827,-0.9689795203577738
ACH-000829,-0.8151984094290771
ACH-000831,-0.8412962104497983
ACH-000832,-0.9412758781176852
ACH-000833,-0.7894321613593551
ACH-000834,-0.6306127040616571
ACH-000835,-1.1670130070133655
ACH-000836,-0.5197813267578002
ACH-000837,-0.7308639459062846
ACH-000838,-1.102378069007825
ACH-000839,-0.6504292987999689
ACH-000840,-0.993730883483854
ACH-000841,-0.6782869232487089
ACH-000843,-0.8443352986928192
ACH-000846,-0.9593977369041
ACH-000847,-0.6837202173809396
ACH-000848,-0.8540079531630635
ACH-000849,-0.9714182561201457
ACH-000851,-0.8845766776531642
ACH-000855,-0.5839226347023889
ACH-000856,-0.8787124826172604
ACH-000858,-1.065389765459387
ACH-000859,-0.6004322252225299
ACH-000861,-0.4569671473890539
ACH-000862,-0.6941026558618083
ACH-000865,-0.8234630648055351
ACH-000866,-0.7201589076860067
ACH-000867,-0.6595118849995752
ACH-000869,-0.7244564130919754
ACH-000872,-0.9676483827844912
ACH-000873,-0.8569391578841559
ACH-000876,-0.6245269493066812
ACH-000878,-0.7069396580102371
ACH-000880,-0.5754266817264734
ACH-000881,-0.8592150173304512
ACH-000882,-1.1356781472861055
ACH-000884,-0.9641080315446102
ACH-000885,-0.7568742235563319
ACH-000887,-0.7066812523536845
ACH-000889,-0.4882375729740636
ACH-000896,-0.6824475019441757
ACH-000898,-0.8528283114944244
ACH-000900,-0.6140222527259609
ACH-000901,-0.867224286264614
ACH-000905,-0.7859843697792543
ACH-000906,-0.7654105154601069
ACH-000907,-0.7928322836456022
ACH-000910,-0.7175506835570268
ACH-000911,-0.7611023753006773
ACH-000912,-0.9470214879664964
ACH-000913,-0.6415690386549047
ACH-000915,-0.7252015391982002
ACH-000916,-0.2715596542269753
ACH-000917,-0.9109257656391394
ACH-000920,-0.6240833643443422
ACH-000921,-0.6858369057185948
ACH-000924,-0.6538504517526452
ACH-000926,-0.5702823839509116
ACH-000928,-0.9560208787343322
ACH-000929,-0.5926291946083635
ACH-000932,-0.6468126652688693
ACH-000935,-0.7724619881200572
ACH-000936,-0.7135653910463574
ACH-000937,-0.5581742190343909
ACH-000938,-0.954257403067208
ACH-000939,-0.9623633014541796
ACH-000941,-0.8643884707135029
ACH-000943,-0.8552469274956175
ACH-000946,-0.6838265769252924
ACH-000947,-0.9374511209812816
ACH-000948,-0.6330820122359776
ACH-000950,-0.96795230012335
ACH-000953,-0.5690759322245932
ACH-000954,-1.2817127977840526
ACH-000957,-0.944532856366984
ACH-000958,-0.8528551591555376
ACH-000960,-0.6953435094867597
ACH-000963,-0.5395735353568784
ACH-000968,-0.9935483709349596
ACH-000969,-0.6365471200856683
ACH-000972,-0.9126767252742396
ACH-000973,-0.8205971933512758
ACH-000974,-0.6428961363044079
ACH-000978,-1.5840212673428993
ACH-000984,-1.0142827105272512
ACH-000986,-0.6809538401841346
ACH-000988,-0.9935009858821914
ACH-000993,-1.0876063362540025
ACH-000994,-0.7090779833877394
ACH-000996,-0.7324975071247902
ACH-001001,-0.8392241578915681
ACH-001020,-0.8052530695916095
ACH-001028,-0.5475342237194275
ACH-001031,-0.8314056824343355
ACH-001038,-0.7953159027869754
ACH-001048,-0.6953799991937499
ACH-001050,-1.067803065706946
ACH-001053,-0.6818855191002061
ACH-001054,-0.7821755922608149
ACH-001061,-0.8437961889014691
ACH-001067,-0.8316134350919997
ACH-001075,-0.8034969034777665
ACH-001096,-0.8452109447988349
ACH-001111,-0.8572916891364445
ACH-001119,-0.8736913431866574
ACH-001128,-0.2335561217789504
ACH-001134,-0.8776392132983821
ACH-001151,-0.8848828299260163
ACH-001163,-0.6793336095575306
ACH-001164,-0.9964331691895632
ACH-001183,-0.9785986055537502
ACH-001192,-0.9890061610488162
ACH-001193,-0.5333787926445943
ACH-001196,-0.8647290571073049
ACH-001197,-0.7345907745776553
ACH-001205,-0.7060146190828626
ACH-001211,-0.6264964767228985
ACH-001212,-0.5706471758653557
ACH-001228,-0.7484134335081857
ACH-001232,-1.0039367792679272
ACH-001239,-0.8834036675857105
ACH-001270,-0.6576179311434633
ACH-001274,-0.6124435167289998
ACH-001275,-1.0922207216353688
ACH-001277,-0.8604450183028945
ACH-001278,-1.0734072029914894
ACH-001280,-0.7620805577032485
ACH-001283,-0.8226559871615704
ACH-001289,-0.6891939751056846
ACH-001300,-0.8007435475511215
ACH-001301,-0.6077245482073135
ACH-001302,-0.7845361266285327
ACH-001306,-0.6085046321403847
ACH-001318,-0.7299173473862732
ACH-001322,-0.8176123135993943
ACH-001328,-0.8466805691935079
ACH-001332,-0.5392600542369778
ACH-001336,-0.8444154982749941
ACH-001346,-0.7273945252557971
ACH-001353,-0.6565745002465666
ACH-001354,-0.971431780924395
ACH-001367,-1.1031615083843207
ACH-001368,-0.6727469682542491
ACH-001374,-0.7191587806408238
ACH-001377,-0.7645223516807167
ACH-001380,-0.7716597543148721
ACH-001391,-0.7865015583520438
ACH-001408,-0.7810024488789936
ACH-001430,-0.6401374703260506
ACH-001431,-0.6996592026127467
ACH-001450,-0.7453670338262297
ACH-001496,-0.627230195478726
ACH-001500,-0.8440602432930896
ACH-001523,-0.7129675512721665
ACH-001532,-0.7708564758187805
ACH-001550,-0.6746893817184337
ACH-001552,-0.7073826869064095
ACH-001554,-0.9868747400483391
ACH-001654,-0.8426310229049362
ACH-001735,-0.7995880835897502
ACH-001736,-0.6806890950640248
ACH-001737,-0.11532016365772264
ACH-001740,-1.0450029144009094
ACH-001745,-0.9469570780106984
ACH-001765,-0.7256482969214221
