,EEFSEC (60678)
ACH-000004,-0.2949185897928703
ACH-000005,-0.5119032988236832
ACH-000007,-0.09569195014271853
ACH-000009,-0.22006595558814676
ACH-000011,-0.43928385884601895
ACH-000012,-0.675361156803415
ACH-000013,-0.35932054524256096
ACH-000014,-0.4356099046799544
ACH-000015,-0.4422844012653141
ACH-000017,-0.2390501547080928
ACH-000018,-0.6044285470062931
ACH-000019,-0.5252306277354103
ACH-000021,-1.1293422192677534
ACH-000022,-0.10730003976274516
ACH-000025,-0.6685543390940312
ACH-000028,-0.5597925101280307
ACH-000030,-0.34729629643365817
ACH-000035,-0.7658298024821429
ACH-000036,-0.5993550592923099
ACH-000037,-0.4374105781057032
ACH-000039,-0.5983371003517189
ACH-000040,-0.3564222070403969
ACH-000041,-0.9954937288312916
ACH-000042,-0.2361852247551275
ACH-000045,-0.7155033308445382
ACH-000047,-0.5390731669467979
ACH-000052,-0.6258948091995283
ACH-000053,-0.9056870207749212
ACH-000054,-0.35546352511328594
ACH-000055,-0.5877023880873999
ACH-000060,-0.11311945246675542
ACH-000067,-0.5961900592096585
ACH-000070,-0.5381286019856215
ACH-000075,-0.2369345911190722
ACH-000078,-0.2746018441032548
ACH-000082,-0.6487291999231118
ACH-000085,-0.6140342680838438
ACH-000086,-0.7164437652831049
ACH-000087,-0.664493024748695
ACH-000092,-0.10805510954159192
ACH-000095,-0.5487129425323855
ACH-000097,-0.1597941848750462
ACH-000098,-0.18749066162410294
ACH-000099,-0.595012073499292
ACH-000108,-0.4030197360446885
ACH-000113,-0.7709525721003871
ACH-000116,-0.5496668552417154
ACH-000118,-0.19782132596422972
ACH-000120,-0.6956259786652531
ACH-000123,-0.6755645638288755
ACH-000127,-0.7056901843395145
ACH-000128,-0.7028537385030778
ACH-000132,-0.9026204599523291
ACH-000133,-0.5288089301294868
ACH-000137,-0.788780319208003
ACH-000138,-0.32276200531297045
ACH-000142,-0.3852870739028969
ACH-000143,-0.7258993500450597
ACH-000146,-0.33545431713480905
ACH-000148,-0.5501296095852284
ACH-000150,-0.8787364100628123
ACH-000152,-0.8912103938226023
ACH-000153,-0.4101439066883719
ACH-000159,-0.8365151185110726
ACH-000160,-0.3081068651523252
ACH-000163,-0.6334090223814417
ACH-000167,-0.5201743109779509
ACH-000168,-0.5858994571661998
ACH-000169,-0.3071726887763669
ACH-000178,-0.4790284384521508
ACH-000183,-0.6542544567339703
ACH-000188,-0.4780205661114672
ACH-000189,-0.7364812544110346
ACH-000190,-0.5451122710763215
ACH-000198,-0.5861060547584943
ACH-000203,-0.732210381643876
ACH-000204,-0.6933870028053182
ACH-000206,-0.4286899368212953
ACH-000207,-0.6507098166977342
ACH-000208,-0.6285490563869393
ACH-000210,-0.5017949830064913
ACH-000211,-0.8128552097044586
ACH-000215,-0.7450353145149142
ACH-000221,-0.9790439435996328
ACH-000222,-0.3226079888590536
ACH-000223,-0.6500959778292449
ACH-000226,-0.6758867598423404
ACH-000227,-0.3365943842311821
ACH-000228,-0.4153756280970937
ACH-000231,-0.6528696522615921
ACH-000232,-0.016684548782323227
ACH-000233,-0.5598979323071079
ACH-000234,-0.6035694737367692
ACH-000235,-0.4699220582475682
ACH-000237,-0.34488806444251163
ACH-000238,-0.5562208645518864
ACH-000242,0.020358206088242348
ACH-000243,-0.5982528471309491
ACH-000244,-0.6276438141804883
ACH-000246,-0.6214131546567804
ACH-000248,-0.24327033975270446
ACH-000250,-0.6091692747150651
ACH-000251,-0.6765277636955028
ACH-000252,-0.18497957275345386
ACH-000253,-0.15124843926907644
ACH-000255,-0.745887832896121
ACH-000256,-0.6735666926518895
ACH-000257,-0.2860332139254547
ACH-000258,-0.06043864430716839
ACH-000259,-0.4342904575362272
ACH-000260,-0.7334094428882529
ACH-000261,-0.924706849859936
ACH-000262,-0.5280698505097747
ACH-000263,-0.4345301029641548
ACH-000264,-0.2964589051752104
ACH-000265,-0.7787897804528202
ACH-000266,-0.5211886834046991
ACH-000272,-0.6589783980129617
ACH-000274,-0.25053053646269297
ACH-000277,-0.054614031146003
ACH-000278,-0.2946392269517065
ACH-000279,-0.8167865351439706
ACH-000280,-0.5069149414649551
ACH-000281,-0.8017310598598856
ACH-000288,-0.7229447956179312
ACH-000291,-0.31954252054168913
ACH-000293,-0.17897046814236686
ACH-000294,-0.8340194930939766
ACH-000295,-0.5415479303648086
ACH-000296,-0.19430728354118698
ACH-000302,-0.7547229418126504
ACH-000304,-0.3713434181111396
ACH-000307,-0.2562998054562511
ACH-000308,-0.6515850630662708
ACH-000310,-0.36851982039372333
ACH-000311,-0.05871292111670635
ACH-000312,-0.21610662360507435
ACH-000315,-0.6779913701235016
ACH-000316,-0.6503233155244498
ACH-000317,-0.9547452313323342
ACH-000318,-0.2677549833439717
ACH-000319,-0.8133552014593464
ACH-000320,-0.5709116637885661
ACH-000322,-0.2571155786941505
ACH-000323,-0.8830843357011383
ACH-000324,-0.22584385025159004
ACH-000329,-0.4700122104776033
ACH-000330,-0.4509471046524049
ACH-000331,-0.5139289986089232
ACH-000332,-0.10072868587062714
ACH-000334,-0.27347074128077803
ACH-000335,-0.463136186242654
ACH-000336,-0.5299992060973321
ACH-000337,-0.43510327540225774
ACH-000338,-1.2678581447407973
ACH-000339,-0.8322824785114922
ACH-000341,-0.2505013372332459
ACH-000348,-0.8332659477985017
ACH-000350,-0.1637192879856473
ACH-000352,-0.3723943361567665
ACH-000356,-0.2588412931178595
ACH-000361,-0.4045067866147114
ACH-000362,-0.6797491179016202
ACH-000363,-0.6928262378430708
ACH-000364,-0.6942943706012231
ACH-000365,-0.4390148292432253
ACH-000366,-1.0201472294874463
ACH-000368,-0.8360213554520078
ACH-000374,-0.55270390842789
ACH-000375,-0.822377661646013
ACH-000376,-0.6689334887632106
ACH-000381,-0.1502244352092935
ACH-000383,-0.23188423475345826
ACH-000387,-0.216837206723599
ACH-000389,-0.37898944701509735
ACH-000390,-0.2762452716160301
ACH-000393,-1.052606008652749
ACH-000395,-0.2990356199986657
ACH-000396,-0.6279171860869561
ACH-000397,-0.6685848511889932
ACH-000401,-0.3796056142099076
ACH-000402,-0.8056976674594705
ACH-000403,-0.1962402619898295
ACH-000404,-0.3680974600792159
ACH-000406,-0.8989255797729921
ACH-000407,-0.7145843612340419
ACH-000408,-0.6104194935124497
ACH-000410,-0.9084907820739956
ACH-000411,-0.3355434468824558
ACH-000414,-0.4715190025965332
ACH-000415,-0.4846070496570309
ACH-000416,-0.7043493155038463
ACH-000420,-0.6291292270736306
ACH-000421,-0.14788677218359653
ACH-000424,-0.5609230767870541
ACH-000425,-0.383066571077585
ACH-000426,-0.29352615424615325
ACH-000427,-0.15998015330991772
ACH-000433,-0.5818061927461055
ACH-000435,-0.9474027247284008
ACH-000436,-0.9312940321045547
ACH-000444,-0.24447661605776505
ACH-000445,-0.2412458580892961
ACH-000448,-0.2339971047283599
ACH-000450,-0.4152393427445728
ACH-000452,-0.5653158152970327
ACH-000454,-0.5384095359226714
ACH-000458,-0.6819987787772355
ACH-000459,-0.3997702025039166
ACH-000460,-0.8252460598170775
ACH-000461,-0.1846453101149998
ACH-000463,-0.132417735375367
ACH-000464,-0.6669870793112583
ACH-000466,-0.4218541909369045
ACH-000467,-0.19375679552422065
ACH-000468,-0.4671892467197538
ACH-000469,-0.8471469213695764
ACH-000470,-0.5245632624679427
ACH-000471,-0.07389693355405927
ACH-000472,-0.5452851473428212
ACH-000473,-0.2200557289624215
ACH-000475,-0.16493969985244306
ACH-000476,-0.4610672543849978
ACH-000477,-0.2885136093195921
ACH-000479,-0.31954313223287617
ACH-000480,-0.7302943691938865
ACH-000481,-0.4083365782447085
ACH-000483,-0.6758156346108978
ACH-000484,-0.6544266940068537
ACH-000485,-0.10048465254432262
ACH-000486,-0.5907519585482244
ACH-000487,-0.8263323500616802
ACH-000488,-0.2432470159001315
ACH-000490,-0.27294364644283275
ACH-000491,-0.3920696752490151
ACH-000495,-0.7714496580912643
ACH-000496,-0.6397747209332288
ACH-000499,-0.5982941632082822
ACH-000500,-0.3568812322219881
ACH-000502,-0.2405692456491053
ACH-000503,-0.16573437518289236
ACH-000505,-0.8319019920177947
ACH-000507,-0.3656646997554172
ACH-000510,-0.23690690368372205
ACH-000511,-0.7486904929429168
ACH-000512,-0.4308530447222597
ACH-000516,-0.21756181525407448
ACH-000517,-0.6240376126414257
ACH-000518,-0.4288777399753114
ACH-000520,-0.4819671031974933
ACH-000521,-0.9057510788580349
ACH-000522,-0.2365847942048125
ACH-000524,-0.4588945257930186
ACH-000527,-0.6792643216968138
ACH-000528,-0.37670249956727975
ACH-000537,-0.7047779351767542
ACH-000541,-0.1860168861428893
ACH-000542,-0.5542662721303705
ACH-000544,-0.5949179858950748
ACH-000545,-0.3373035309605777
ACH-000547,-0.5040193592431563
ACH-000548,-0.5047658668968398
ACH-000549,-0.34513355463085565
ACH-000550,-0.5957633786678823
ACH-000552,-0.4376075009705701
ACH-000556,-0.3784690024109442
ACH-000557,-0.15960898460566386
ACH-000569,-0.06588819679916905
ACH-000570,-0.1700331032323481
ACH-000571,-0.7146824271963943
ACH-000573,-0.3438990316691163
ACH-000576,-0.5768304811940339
ACH-000579,-0.2911878239013941
ACH-000580,-0.4464219983835746
ACH-000584,-0.8198797946332519
ACH-000585,-0.3922946529162683
ACH-000588,-0.8864937811850712
ACH-000589,-0.1494670410876226
ACH-000591,-0.400371283733606
ACH-000593,-0.4146433910692702
ACH-000600,-0.4182046325443522
ACH-000601,-0.4963347355437117
ACH-000605,-0.4404325854804797
ACH-000606,-0.5239153108471354
ACH-000608,-0.24525775162073676
ACH-000614,-0.3005086925112518
ACH-000616,-0.4976614615721292
