,ANLN (54443)
ACH-000524,-0.5519176936012187
ACH-000527,-0.7016297367955786
ACH-000528,-0.7368576903035694
ACH-000537,-0.6391009161535925
ACH-000541,-0.2825489251674793
ACH-000542,-0.3948636861450909
ACH-000544,-0.7040371970879492
ACH-000545,-0.4736813390480317
ACH-000547,-1.163296398236256
ACH-000548,-0.6602224013310684
ACH-000549,-0.6614380581932912
ACH-000550,-0.6458466685490513
ACH-000552,-0.6254367182185943
ACH-000556,-0.4630315107226934
ACH-000557,-0.5476502900839773
ACH-000569,-0.6543405058957044
ACH-000570,-0.44654396415913533
ACH-000571,-0.2734367504807394
ACH-000573,-0.4806143244178846
ACH-000576,-0.3326465043492661
ACH-000579,0.016301112819908512
ACH-000580,-0.7684143948826385
ACH-000584,-0.7354730093271398
ACH-000585,-0.6522444523675082
ACH-000588,-0.5558182565176509
ACH-000589,-0.5782384789081411
ACH-000591,-0.5047792878562944
ACH-000593,-0.7384763620620689
ACH-000600,-0.2385749271944992
ACH-000601,-0.37896832952781584
ACH-000605,-0.3527174638301845
ACH-000606,-0.4934846110816784
ACH-000608,-0.3500024040051635
ACH-000614,-0.4850863487506026
ACH-000616,-0.8048697458903494
ACH-000618,-0.7198557150075502
ACH-000619,-0.6227094219741053
ACH-000620,-0.9127389279399756
ACH-000621,-0.17445477663554548
ACH-000622,-0.3963332060166795
ACH-000623,-0.3790008825083028
ACH-000624,-0.6181577799914623
ACH-000627,-0.3831725779104971
ACH-000630,-0.4691850171011568
ACH-000631,-0.2590447522673807
ACH-000632,-0.28613889056492203
ACH-000633,-0.6384006923799149
ACH-000637,-0.5575366034439551
ACH-000638,-0.4937998472269526
ACH-000646,-0.7847740582646553
ACH-000647,-0.20655287258661265
ACH-000648,-0.20884550432170051
ACH-000649,-0.5243213062965919
ACH-000651,-0.4949527360461302
ACH-000652,-0.5495612043082521
ACH-000653,-0.19458650392694293
ACH-000657,-0.4838744441381858
ACH-000658,-0.4758099567813039
ACH-000661,-0.29216194574161225
ACH-000662,-0.2727650074101037
ACH-000663,-0.7466969311007515
ACH-000665,-0.19927715668619506
ACH-000671,-0.11674728393729485
ACH-000672,-0.4384306010611837
ACH-000673,-0.4214423551236379
ACH-000676,-0.3678043101106889
ACH-000677,-0.5754112704567029
ACH-000681,-0.7047331491745993
ACH-000683,-0.6850414741385845
ACH-000684,-0.3539486760786987
ACH-000688,-0.3933584303907121
ACH-000693,-0.6861578435718904
ACH-000694,-0.5474428747198711
ACH-000695,-0.507003727462263
ACH-000696,-0.5573666525814461
ACH-000697,-0.3959596889127023
ACH-000699,-0.6812046943275453
ACH-000701,-0.5688656831673802
ACH-000706,-0.4819223415492218
ACH-000711,-0.5783669148146692
ACH-000713,-0.6622931032315922
ACH-000714,-0.7116010415172617
ACH-000718,-0.2277808322203031
ACH-000720,-0.451251247639421
ACH-000721,-0.05245653976826455
ACH-000724,-0.3296864566816594
ACH-000725,-0.1381223581792172
ACH-000732,-0.6436222608404809
ACH-000734,-0.39689556976592894
ACH-000735,-1.0409046409122755
ACH-000736,-0.4714896102077338
ACH-000738,-0.24476976906452866
ACH-000746,-0.7333590444083642
ACH-000747,-0.8102382874746714
ACH-000748,-0.4529010398431738
ACH-000753,-0.7199907038950555
ACH-000756,-0.5670563398406996
ACH-000757,-0.4324013897036309
ACH-000758,-0.5302812178597929
ACH-000760,-0.5799293484550527
ACH-000762,-0.4601671058183649
ACH-000763,-0.5133201492539515
ACH-000764,-0.8113029491608368
ACH-000765,-0.456105595595049
ACH-000766,-0.3814739514486348
ACH-000767,-0.4762645610244749
ACH-000768,-0.3614971339070925
ACH-000769,-0.4182337197629635
ACH-000770,-0.7183839562767124
ACH-000771,-1.2285965566577692
ACH-000773,-0.3990980422264495
ACH-000776,-0.4181648248390403
ACH-000777,-0.40473373692624337
ACH-000778,-1.0891108585897682
ACH-000781,-0.7648963126858906
ACH-000782,-0.5619045114726741
ACH-000783,-0.2002422312581262
ACH-000784,-0.7128113510384301
ACH-000785,-0.8225408119199625
ACH-000787,-0.4043578368933
ACH-000788,-0.2654674386910251
ACH-000791,-0.3254146816393544
ACH-000792,-0.22170899858418688
ACH-000794,-0.8606745936910623
ACH-000796,-0.5169982586499359
ACH-000798,-0.4653558192144546
ACH-000799,-0.5407111517140007
ACH-000800,-0.6032528993795924
ACH-000802,-0.7002359783121391
ACH-000804,-0.2841240608381737
ACH-000805,-0.3410897125654831
ACH-000809,-0.4519246166773328
ACH-000810,-0.5484145192766897
ACH-000811,-0.8817942904580367
ACH-000817,-0.13095589682269898
ACH-000819,-0.627404688872066
ACH-000820,-0.7156285347878681
ACH-000821,-0.16234688087112326
ACH-000822,-0.411381460153359
ACH-000823,-0.3794149680559677
ACH-000824,-0.683899662507363
ACH-000827,-0.3342484267018781
ACH-000829,-0.6284260897099583
ACH-000831,-0.5312069859265031
ACH-000832,-0.4581592600652837
ACH-000833,-0.33655534838645
ACH-000834,-0.6572767502464074
ACH-000835,-0.7734847885244678
ACH-000836,-0.6221963620287928
ACH-000837,-0.32593217291755977
ACH-000838,-0.3900795135447605
ACH-000839,-0.4581836527922621
ACH-000840,-0.4880515452063154
ACH-000841,-0.3860477679793645
ACH-000843,-0.7530615248673668
ACH-000846,-0.6160731542799569
ACH-000847,-0.5833407989846837
ACH-000848,-0.5369803744211354
ACH-000849,-0.3079308790907261
ACH-000851,-0.6147285164933333
ACH-000855,-0.4709549163547509
ACH-000856,-0.5576602340708101
ACH-000858,-0.6299482906593217
ACH-000859,-0.7020957969185678
ACH-000861,-0.5394664469269033
ACH-000862,-0.6885408315948169
ACH-000865,-0.5884429287593405
ACH-000866,-0.2711832622991491
ACH-000867,-0.4063360346446371
ACH-000869,-0.3536322148534166
ACH-000872,-0.4726686909350868
ACH-000873,-0.4521539891231526
ACH-000876,-0.41470080458860503
ACH-000878,-0.4426573811573649
ACH-000880,-0.8259145453602154
ACH-000881,-0.42579422605119704
ACH-000882,-0.2676193678210357
ACH-000884,-0.714153187717511
ACH-000885,-0.5957833124492125
ACH-000887,-0.4907207177726519
ACH-000889,-0.11785210387365892
ACH-000896,-0.3923738248986492
ACH-000898,-0.23109461308279625
ACH-000900,-0.5612767031814705
ACH-000901,-0.22810773218405456
ACH-000905,-0.6272819258566616
ACH-000906,-0.40363076320359137
ACH-000907,-0.8283890913763433
ACH-000910,-0.5384016027362922
ACH-000911,-0.5137293717627923
ACH-000912,-0.5822474429479932
ACH-000913,-0.5678523805182901
ACH-000915,-0.4344872487150233
ACH-000916,-0.628889879775802
ACH-000917,-0.24518014364631385
ACH-000920,0.004076365503278101
ACH-000921,-0.6809639111016609
ACH-000924,-0.6186342643241249
ACH-000926,-0.27324082247168785
ACH-000928,-0.7085274702840163
ACH-000929,-1.1284394487823373
ACH-000932,-0.3854006715225409
ACH-000935,-0.08554786085233954
ACH-000936,-0.5338672807269875
ACH-000937,-0.30139761443502383
ACH-000938,-0.4732992407493166
ACH-000939,-0.8692234338186261
ACH-000941,-0.5118954426657524
ACH-000943,-0.5255656190819229
ACH-000946,-0.535749439099274
ACH-000947,-0.5810721273538547
ACH-000948,-0.7619504885842349
ACH-000950,-0.5780265233168266
ACH-000953,-0.015325649191382762
ACH-000954,-0.5085516743412091
ACH-000957,-0.4876265119323979
ACH-000958,-0.3621612103645648
ACH-000960,-0.5763302310618753
ACH-000963,-0.4117084926397608
ACH-000968,-0.583798878682217
ACH-000969,-0.5668449260331139
ACH-000972,-0.2417047273340228
ACH-000973,-0.4876272706958914
ACH-000974,-0.36740563347494737
ACH-000978,-0.9178414933400176
ACH-000984,-0.5580498225882863
ACH-000986,-0.5847229269334663
ACH-000988,-0.6548061936890505
ACH-000993,-0.6167663248863218
ACH-000994,-0.3939273529834827
ACH-000996,-0.7881565251672742
ACH-001001,-0.41395452838421387
ACH-001020,-0.4648680741009172
ACH-001028,-0.6205767224167628
ACH-001031,-0.4510696600203155
ACH-001038,-0.2844004016916108
ACH-001048,-0.6785367366064706
ACH-001050,-0.3999035156428014
ACH-001053,-0.3461000239891545
ACH-001054,-0.34333537124565233
ACH-001061,-0.7145711891828165
ACH-001067,-0.5553461570317507
ACH-001075,-0.7114236792670139
ACH-001096,-0.6395044208029489
ACH-001111,-0.38754853573791503
ACH-001119,-0.5859580284336388
ACH-001128,-0.18988033857012995
ACH-001134,-0.7932236713262101
ACH-001151,-0.3865009179986309
ACH-001163,-0.6655061463352664
ACH-001164,-0.4041437377074952
ACH-001183,-0.7715738728919457
ACH-001192,-0.6665699497187622
ACH-001193,-0.2949864187251801
ACH-001196,-0.8151165610549885
ACH-001197,-0.3658624552603801
ACH-001205,-0.4752211842327406
ACH-001211,-0.4993825819026901
ACH-001212,-0.6886374873212767
ACH-001228,-0.3325412689235945
ACH-001232,-0.4994015362651889
ACH-001239,-0.19898812372114916
ACH-001270,-0.3728463817966933
ACH-001274,-0.464520302160692
ACH-001275,-0.34574955275183955
ACH-001277,-0.5656791527484543
ACH-001278,-0.5794682795440403
ACH-001280,-0.2900480655173948
ACH-001283,-0.6549823718303236
ACH-001289,-0.5811284433091412
ACH-001300,-0.4335223377045225
ACH-001301,-0.598837381055504
ACH-001302,-0.5116985812030485
ACH-001306,-0.6859085158526292
ACH-001318,-0.2922075558020776
ACH-001322,-0.5644782374992802
ACH-001328,-0.7292478277153911
ACH-001332,-0.6480595882609244
ACH-001336,-0.44689220955982656
ACH-001346,-0.9302139712453862
ACH-001353,-0.6802416727880137
ACH-001354,-0.3965321689193517
ACH-001367,-0.6529515839888043
ACH-001368,-0.2141998468844017
ACH-001374,-0.6477579822438099
ACH-001377,-0.4665630817039706
ACH-001380,-0.5692861028096743
ACH-001391,-0.7799555928849207
ACH-001408,-0.6243821618644094
ACH-001430,-0.5217310422916479
ACH-001431,-0.3902865639347035
ACH-001450,-0.6375921736926115
ACH-001496,-0.4993413082200228
ACH-001500,-0.4982214875168576
ACH-001523,-0.8712059535604242
ACH-001532,-0.513217845718229
ACH-001550,-0.596506998535101
ACH-001552,-0.2633181379945229
ACH-001554,-0.42618224404635785
ACH-001654,-0.4954808727179602
ACH-001735,-0.8427213048231442
ACH-001736,-0.3168842874171454
ACH-001737,-0.09571920077368692
ACH-001740,-0.4200119953900235
ACH-001745,-0.5957501829191896
ACH-001765,-0.2746747298968795
