,KLHDC8A (55220)
ACH-000004,-0.2019856724670305
ACH-000005,-0.2969910317976425
ACH-000007,-0.2663740811425239
ACH-000009,-0.49758664638490296
ACH-000011,-0.5690506628162513
ACH-000012,-0.31361928642681985
ACH-000013,-0.3082453805805716
ACH-000014,-0.2340918788395902
ACH-000015,-0.22417954035051574
ACH-000017,-0.3806903366864286
ACH-000018,-0.32317934715129804
ACH-000019,-0.4724229817743011
ACH-000021,-0.29018590461743216
ACH-000022,-0.1965502074021792
ACH-000025,-0.3806878956342321
ACH-000028,-0.3014413874715853
ACH-000030,-0.30416700740999897
ACH-000035,-0.22417473295930476
ACH-000036,-0.2750167405041791
ACH-000037,-0.3516605911740571
ACH-000039,-0.2475487790668905
ACH-000040,-0.31514957645302044
ACH-000041,-0.4222351765580194
ACH-000042,-0.4504663832428115
ACH-000045,-0.23988877993342336
ACH-000047,-0.3734069379471293
ACH-000052,-0.1362464568151157
ACH-000053,-0.29937963319537103
ACH-000054,-0.3319397337363071
ACH-000055,-0.17922322894974144
ACH-000060,-0.2713775399125874
ACH-000067,-0.29375937638210753
ACH-000070,-0.29599048456700394
ACH-000075,-0.2947437307287061
ACH-000078,-0.3741783990512049
ACH-000082,-0.26584391576155275
ACH-000085,-0.3707846613377261
ACH-000086,-0.5543566536578092
ACH-000087,-0.2991027531413856
ACH-000092,-0.32227373871452675
ACH-000095,-0.4513532086865429
ACH-000097,-0.36395643255720256
ACH-000098,-0.3356916503399649
ACH-000099,-0.31015784795922463
ACH-000108,-0.4130286739678087
ACH-000113,-0.4135031495817294
ACH-000116,-0.3091147822074404
ACH-000118,-0.3432371901992925
ACH-000120,-0.5226335253783072
ACH-000123,-0.2896803009090789
ACH-000127,-0.3504717452472831
ACH-000128,-0.3983826818626637
ACH-000132,-0.3829446518045628
ACH-000133,-0.3124884292854901
ACH-000137,-0.2309320721318306
ACH-000138,-0.28310686759222603
ACH-000142,-0.3408359507543217
ACH-000143,-0.3960573900052729
ACH-000146,-0.32890774227819963
ACH-000148,-0.2994178253478501
ACH-000150,-0.2546730776317693
ACH-000152,-0.16029990397514368
ACH-000153,-0.3082676875874848
ACH-000159,-0.3993030004451394
ACH-000160,-0.3972815781964441
ACH-000163,-0.4584303915209051
ACH-000167,0.15624629613614102
ACH-000168,-0.17590949424442065
ACH-000169,-0.2979687150740869
ACH-000178,-0.3393719924119813
ACH-000183,-0.3032369955422436
ACH-000188,-0.39889338149415227
ACH-000189,-0.17386107198706166
ACH-000190,-0.08722818530713461
ACH-000198,-0.4129658455536556
ACH-000203,-0.09369717544847236
ACH-000204,-0.4080933224128496
ACH-000206,-0.3242425645769248
ACH-000207,-0.16783856075815498
ACH-000208,-0.4652491958394168
ACH-000210,-0.5436935762563663
ACH-000211,-0.2967094468425662
ACH-000215,-0.3883938450746657
ACH-000221,-0.2761644608070861
ACH-000222,-0.2243170058076702
ACH-000223,-0.189980226393697
ACH-000226,-0.3761384923639403
ACH-000227,-0.465982101987832
ACH-000228,-0.38746043157401294
ACH-000231,-0.3361868867318728
ACH-000232,-0.30483476267623205
ACH-000233,-0.4340096999921573
ACH-000234,-0.21265990610315547
ACH-000235,-0.37713935353768496
ACH-000237,-0.3476567640276979
ACH-000238,-0.37465525942785066
ACH-000242,-0.6204291188363857
ACH-000243,-0.3250465265030525
ACH-000244,-0.2662385450501344
ACH-000246,-0.3540375615001997
ACH-000248,-0.2989473209063509
ACH-000250,-0.2970446779474989
ACH-000251,-0.4045703837432548
ACH-000252,-0.21319515304137807
ACH-000253,-0.5783485249723352
ACH-000255,-0.20527374361140246
ACH-000256,-0.39960521841402985
ACH-000257,-0.3640877855981763
ACH-000258,-0.4377201262763831
ACH-000259,-0.3353183062165139
ACH-000260,-0.32103531263034285
ACH-000261,-0.2760279328072635
ACH-000262,-0.3483348428534039
ACH-000263,-0.4859488528927319
ACH-000264,-0.26667266050743266
ACH-000265,-0.3235268828865971
ACH-000266,-0.38811471351283094
ACH-000272,-0.4479566341506998
ACH-000274,-0.2691977428128975
ACH-000277,-0.3150376495466673
ACH-000278,-0.2670760794528336
ACH-000279,-0.29984859696554866
ACH-000280,-0.2646824975007191
ACH-000281,-0.40109411510801296
ACH-000288,-0.3808795643065967
ACH-000291,-0.4047919062198565
ACH-000293,-0.2095420029991622
ACH-000294,-0.4247760451722729
ACH-000295,-0.039258703121408
ACH-000296,-0.3455032219592238
ACH-000302,-0.2654064574011616
ACH-000304,-0.2096241236221733
ACH-000307,-0.4786775912032143
ACH-000308,-0.3281554590346885
ACH-000310,-0.5028541987887364
ACH-000311,-0.2478684874537085
ACH-000312,-0.3192804732734069
ACH-000315,-0.3947148735160516
ACH-000316,-0.2572191541964088
ACH-000317,-0.13222087269083352
ACH-000318,-0.4206374294782354
ACH-000319,-0.1130780301850708
ACH-000320,-0.25347418816460743
ACH-000322,-0.28059742926137843
ACH-000323,-0.3333487021614994
ACH-000324,-0.3964292645381939
ACH-000329,-0.1792628057795562
ACH-000330,-0.24578705971054046
ACH-000331,-0.36344629630167896
ACH-000332,-0.34503979947518304
ACH-000334,-0.051054191726477335
ACH-000335,-0.19252580919272985
ACH-000336,-0.2095108382316092
ACH-000337,-0.3825448407414037
ACH-000338,-0.5480492553386105
ACH-000339,-0.3379649049270385
ACH-000341,-0.4135242855905651
ACH-000348,-0.3926135797684244
ACH-000350,-0.4470865598022793
ACH-000352,-0.4533437903729487
ACH-000356,-0.33624828243309823
ACH-000361,-0.3284090341375108
ACH-000362,-0.07385542389973643
ACH-000363,-0.2746637249684375
ACH-000364,-0.19246435104417306
ACH-000365,-0.25873142130317456
ACH-000366,-0.4546159282904919
ACH-000368,-0.15647893480153666
ACH-000374,-0.3306786856330267
ACH-000375,-0.37748790219336814
ACH-000376,-0.2749302559765707
ACH-000381,-0.27362310075544904
ACH-000383,-0.3056652395091856
ACH-000387,-0.28335235842816386
ACH-000389,-0.4557003594411462
ACH-000390,-0.20321715752525152
ACH-000393,-0.19991153566936545
ACH-000395,-0.3115058312472151
ACH-000396,-0.11411283366805808
ACH-000397,-0.3838172563790961
ACH-000401,-0.3136405873187105
ACH-000402,-0.3551692550666663
ACH-000403,-0.4713235032757174
ACH-000404,-0.2715629777621433
ACH-000406,-0.2737112791782714
ACH-000407,-0.2948849351795593
ACH-000408,-0.006085512643356532
ACH-000410,-0.3639782261105328
ACH-000411,-0.5194112080727669
ACH-000414,-0.2336391172786624
ACH-000415,-0.3646702155358805
ACH-000416,-0.21514237717495632
ACH-000420,-0.299038454024721
ACH-000421,-0.3536371807136951
ACH-000424,-0.3110677576345365
ACH-000425,-0.3267023183547966
ACH-000426,-0.2363686618526244
ACH-000427,-0.2981972147238667
ACH-000433,-0.2582478744469784
ACH-000435,-0.5207296325091507
ACH-000436,-0.4549776736436407
ACH-000444,-0.3323248003297249
ACH-000445,-0.27797476533721033
ACH-000448,-0.3363329961014575
ACH-000450,-0.2669298006164338
ACH-000452,-0.4489889528170716
ACH-000454,-0.4287239417514187
ACH-000458,-0.2876901953819602
ACH-000459,-0.19951851203819146
ACH-000460,-0.3775910552834742
ACH-000461,-0.17711013782745733
ACH-000463,-0.3597929848090149
ACH-000464,-0.22161740500992508
ACH-000466,-0.2515249224644474
ACH-000467,-0.37356520306669305
ACH-000468,-0.2879699825968684
ACH-000469,-0.2149160113082591
ACH-000470,-0.32068530854878186
ACH-000471,-0.3062243142447749
ACH-000472,-0.3681734418030396
ACH-000473,-0.27811533513823444
ACH-000475,-0.3141273157163822
ACH-000476,-0.406156997512705
ACH-000477,-0.13548200803044208
ACH-000479,-0.3978835936286552
ACH-000480,-0.404406336387787
ACH-000481,-0.3776704846487845
ACH-000483,-0.19071552374747489
ACH-000484,-0.4265169921662089
ACH-000485,-0.31449067481082826
ACH-000486,-0.28659529610826034
ACH-000487,-0.27799924192569797
ACH-000488,-0.3524315200068986
ACH-000490,-0.3077733471120349
ACH-000491,-0.34096893208319723
ACH-000495,-0.38851618797033055
ACH-000496,-0.23387336297097955
ACH-000499,-0.10245435812245324
ACH-000500,-1.2303410267507051
ACH-000502,-0.2503883643075751
ACH-000503,-0.430503583867477
ACH-000505,-0.24873852836480764
ACH-000507,-0.2153961148398624
ACH-000510,-0.3380460894786901
ACH-000511,-0.4242318067604666
ACH-000512,-0.11006483597675644
ACH-000516,-0.3335462371003369
ACH-000517,-0.3906096961669181
ACH-000518,-0.18170028680905212
ACH-000520,-0.2815405768297192
ACH-000521,-0.2683264824583725
ACH-000522,-0.2529381690398131
ACH-000524,-0.40272404303597137
ACH-000527,-0.3114307806853076
ACH-000528,-0.30514120635970576
ACH-000537,-0.3546196964460787
ACH-000541,-0.18676963598151966
ACH-000542,-0.24973245212442416
ACH-000544,-0.15051941329864987
ACH-000545,-0.3947452725987691
ACH-000547,-0.4768412809794896
ACH-000548,-0.3928175376876794
ACH-000549,-0.35173608201734063
ACH-000550,-0.29851925941396723
ACH-000552,-0.3229669883834291
ACH-000556,-0.3420812495443405
ACH-000557,-0.4394287823683744
ACH-000569,-0.4356948200353795
ACH-000570,-0.16130068266090164
ACH-000571,-0.3274786120620764
ACH-000573,-0.2117582372610872
ACH-000576,-0.3379649480538612
ACH-000579,-0.21075780109932
ACH-000580,-0.4123942220078171
ACH-000584,-0.3519688325830293
ACH-000585,-0.5171602676811522
ACH-000588,-0.4627230957141084
ACH-000589,-0.33834025404697154
ACH-000591,-0.13640718904427634
ACH-000593,-0.3987626167498667
ACH-000600,-0.4723561935100312
ACH-000601,-0.3188570039154816
ACH-000605,-0.22727200836663414
ACH-000606,-0.3760000389464269
ACH-000608,-0.3298589220644957
ACH-000614,-0.26016484788211897
ACH-000616,-0.31533792106172104
ACH-000618,-0.2873099345235364
ACH-000619,-0.2379409925786475
ACH-000620,-0.2643103956326127
ACH-000621,-0.23067627294993534
ACH-000622,-0.295157904083724
ACH-000623,-0.3327863974391672
ACH-000624,-0.3227503160900916
ACH-000627,-0.3969521380193039
ACH-000630,-0.3181349422668479
ACH-000631,-0.3133459049146007
ACH-000632,-0.3926847408207515
ACH-000633,-0.2789380174348785
ACH-000637,-0.3560535931793655
ACH-000638,-0.23233899260168034
ACH-000646,-0.23808680347264746
ACH-000647,-0.4105910776994752
ACH-000648,-0.4178639221118773
ACH-000649,-0.3314431197955971
ACH-000651,-0.3889322953634358
ACH-000652,-0.3342861821804553
ACH-000653,-0.1041016634628673
ACH-000657,-0.3791498193413314
ACH-000658,-0.494392891447368
ACH-000661,-0.2639685061440358
ACH-000662,-0.4129030572863779
ACH-000663,-0.48852765978533097
ACH-000665,-0.34335637337150965
ACH-000671,-0.34696550801558745
ACH-000672,-0.6637305418456507
ACH-000673,-0.29919849476644794
ACH-000676,-0.4477593989816661
ACH-000677,-0.22201724348667146
ACH-000681,-0.21207922634469548
ACH-000683,-0.5119275792590267
ACH-000684,-0.20973148441825226
ACH-000688,-0.25950373665788184
ACH-000693,-0.20851628621179846
ACH-000694,-0.3601331898874329
ACH-000695,-0.4388732490345577
ACH-000696,-0.4626262994159271
ACH-000697,-0.502618375882869
ACH-000699,-0.27037976596533697
