,RNASEH2A (10535)
ACH-000517,-0.4226514174541451
ACH-000518,-0.5330980317592785
ACH-000520,-0.5194423303875364
ACH-000521,-0.8370437587427764
ACH-000522,-0.4561219126403685
ACH-000524,-0.4054444639156444
ACH-000527,-0.2217025627856761
ACH-000528,-0.2639218635764441
ACH-000537,-0.2543230924767296
ACH-000541,-0.1364727813750327
ACH-000542,-0.9230505226951488
ACH-000544,-0.3666273989567948
ACH-000545,-0.4900360377399323
ACH-000547,-0.4605126052050973
ACH-000548,-0.3391360962540041
ACH-000549,-0.16865061388746222
ACH-000550,-0.35412074534885457
ACH-000552,-0.1240973292215548
ACH-000556,-0.25827924225480925
ACH-000557,-0.15451803751155802
ACH-000569,-0.223904240476114
ACH-000570,-0.5460691673010966
ACH-000571,-0.34412830772990866
ACH-000573,-0.449321784912286
ACH-000576,-0.16904146506428824
ACH-000579,-0.10495540241672956
ACH-000580,-0.5136130990387747
ACH-000584,-0.4978936529438609
ACH-000585,-0.2533084800445553
ACH-000588,-0.5465898518990306
ACH-000589,-0.13868016510860662
ACH-000591,-0.6105527367884039
ACH-000593,-0.2112919473579946
ACH-000600,-0.3215025811150173
ACH-000601,-0.22133079145117365
ACH-000605,-0.257897332687412
ACH-000606,-0.31816884674944096
ACH-000608,-0.4222825114347428
ACH-000614,-0.2653611789973797
ACH-000616,-0.6987256044660579
ACH-000618,-0.2516374129328574
ACH-000619,-0.16602759216515736
ACH-000620,-0.15521552030304062
ACH-000621,-0.4519583940168647
ACH-000622,-0.3891583626496192
ACH-000623,-0.4344003295720567
ACH-000624,-0.6250202499397479
ACH-000627,-0.4240663901460915
ACH-000630,-0.04490762247992962
ACH-000631,-0.5286651563264105
ACH-000632,-0.4527642001276174
ACH-000633,-0.278686507420398
ACH-000637,-0.3726826933823944
ACH-000638,-0.6142488031372779
ACH-000646,-0.4260579390930955
ACH-000647,-0.27391986234474136
ACH-000648,-0.4388643271757707
ACH-000649,-0.6367807890416445
ACH-000651,-0.2688754428269789
ACH-000652,-0.4607384234396018
ACH-000653,-0.4950451288234731
ACH-000657,-0.3376688702063449
ACH-000658,-0.07912363362805483
ACH-000661,-0.4589559370724439
ACH-000662,-0.23820044172348825
ACH-000663,-0.17260982316970938
ACH-000665,-0.5485778137192272
ACH-000671,-0.32178908566735154
ACH-000672,-0.31092929345389475
ACH-000673,-0.4147948503396835
ACH-000676,-0.334851159127797
ACH-000677,-0.418070828873426
ACH-000681,-0.365070677660484
ACH-000683,-0.3904044604895014
ACH-000684,-0.547668376598114
ACH-000688,-0.5186583286071373
ACH-000693,-0.4658903422714194
ACH-000694,-0.18366413441404686
ACH-000695,-0.09425276059881324
ACH-000696,-0.5992044117963612
ACH-000697,-0.5872185305755239
ACH-000699,-0.8825872761236077
ACH-000701,-0.33893628696108424
ACH-000706,-0.1995016865196763
ACH-000711,-0.6109748072639715
ACH-000713,-0.264036293521196
ACH-000714,-0.33055104711351985
ACH-000718,-0.2364853592426749
ACH-000720,-0.4632080801510732
ACH-000721,-0.28507470159251097
ACH-000724,-0.3402106230474927
ACH-000725,-0.3125412865570415
ACH-000732,-0.5039597212821666
ACH-000734,-0.5599800070653036
ACH-000735,-0.11105861797739676
ACH-000736,-0.4979413084912781
ACH-000738,-0.2395429147460111
ACH-000746,-0.2523256270446857
ACH-000747,-0.5236190387016666
ACH-000748,-0.30827507542088084
ACH-000753,-0.5358997828673433
ACH-000756,-1.1051015535768731
ACH-000757,-0.4334554202795645
ACH-000758,-0.3128704684113641
ACH-000760,-0.2143253032541864
ACH-000762,-0.7269387362868885
ACH-000763,-0.17563374805193865
ACH-000764,-0.5396555067354287
ACH-000765,-0.36462526340731605
ACH-000766,-0.6144245120446848
ACH-000767,-0.12660822960055765
ACH-000768,-0.6071171142123793
ACH-000769,-0.18685141919796872
ACH-000770,-0.09198188248035533
ACH-000771,-0.4064660057580227
ACH-000773,-0.12844483905385093
ACH-000776,-0.637638893701857
ACH-000777,-0.4550970254224323
ACH-000778,-0.5304027732181783
ACH-000781,-0.2819206478028365
ACH-000782,-0.3238409882020781
ACH-000783,-0.30469497164542164
ACH-000784,-0.2432612156437329
ACH-000785,-0.4402958814404007
ACH-000787,-0.3690927331110202
ACH-000788,-0.4647208591848344
ACH-000791,-0.3746675807881464
ACH-000792,-0.4743841438490385
ACH-000794,-0.7004564085330093
ACH-000796,-0.4424440787752735
ACH-000798,-0.3315257251968637
ACH-000799,-0.23972069299050786
ACH-000800,-0.4633997589891899
ACH-000802,-0.3452435868006613
ACH-000804,-0.5604820028262464
ACH-000805,-0.3957587404372273
ACH-000809,-0.4917012892164458
ACH-000810,-0.5228111569620605
ACH-000811,-0.3699953067920476
ACH-000817,-0.4409499115204491
ACH-000819,-0.21888179210445227
ACH-000820,-0.5843833176875418
ACH-000821,-0.293520649344024
ACH-000822,-0.3254015320926045
ACH-000823,-0.3664927316724013
ACH-000824,-0.2393381226773674
ACH-000827,-0.6804881553561855
ACH-000829,-0.5617036215162313
ACH-000831,-0.6789271904174468
ACH-000832,-0.2813707430840094
ACH-000833,-0.5935919056278227
ACH-000834,-0.8334210535075949
ACH-000835,-0.3605951892309836
ACH-000836,-0.2880824376359838
ACH-000837,-0.4247271198592126
ACH-000838,-0.3618935638350252
ACH-000839,-0.21952455519743588
ACH-000840,-0.11624007607538027
ACH-000841,-0.3948062655936508
ACH-000843,-0.3846028724009585
ACH-000846,-0.3597882594980148
ACH-000847,-0.23962696889410626
ACH-000848,-0.3492501545710021
ACH-000849,-0.5288982691419329
ACH-000851,-0.3110129887214422
ACH-000855,-0.2702738788196385
ACH-000856,-0.6595424635973152
ACH-000858,-0.5232910229192278
ACH-000859,-0.3813122891764684
ACH-000861,-0.3145417206475148
ACH-000862,-0.06108446266186461
ACH-000865,-0.4643626072189346
ACH-000866,-0.8231251617565926
ACH-000867,-0.2275623667049677
ACH-000869,-0.39804342082572025
ACH-000872,-0.3935651250247267
ACH-000873,-0.583061784655648
ACH-000876,-0.2801754055801898
ACH-000878,-0.7270072861662286
ACH-000880,-0.4228411762952657
ACH-000881,-0.6678384898447771
ACH-000882,-0.3018447876424886
ACH-000884,-0.16669670627846922
ACH-000885,-0.4476722731196758
ACH-000887,-0.41078440538047933
ACH-000889,-0.2383101982507665
ACH-000896,-0.39103670664152257
ACH-000898,-0.29528320697194393
ACH-000900,-0.476718960225007
ACH-000901,-0.29149254296284
ACH-000905,-0.4175814666978188
ACH-000906,-0.7178335700107038
ACH-000907,-0.4940199751005265
ACH-000910,-0.10612851379815444
ACH-000911,-0.14286440122785454
ACH-000912,-0.30454567154240936
ACH-000913,-0.6310169466900567
ACH-000915,-0.3421618137203436
ACH-000916,-0.4601984303792847
ACH-000917,-0.32690370561949833
ACH-000920,-0.4311808922748965
ACH-000921,-0.43491326326553015
ACH-000924,-0.14964914191849618
ACH-000926,-0.4172587223505724
ACH-000928,-0.4195366764814629
ACH-000929,-0.19361249766498087
ACH-000932,-0.10876476315598886
ACH-000935,-0.2500019628849457
ACH-000936,-0.21682019399205602
ACH-000937,-0.6632965021083645
ACH-000938,-0.3230569899032497
ACH-000939,-0.4894278203758259
ACH-000941,-0.4093198698241017
ACH-000943,-0.5729010253025356
ACH-000946,-0.5474665810447007
ACH-000947,-0.3646580950541712
ACH-000948,-0.4700462806869856
ACH-000950,-0.27461795783645804
ACH-000953,-0.229533228034326
ACH-000954,-0.6366661839961177
ACH-000957,-0.16517522135044133
ACH-000958,-0.24647356233876855
ACH-000960,-0.2054971216502
ACH-000963,-0.2952478418249764
ACH-000968,-0.08245519288769415
ACH-000969,-0.27398509533910104
ACH-000972,-0.3234065781554294
ACH-000973,-0.6669849031054058
ACH-000974,-0.27786206115304496
ACH-000978,-0.2919546944578527
ACH-000984,-0.27700914987557
ACH-000986,-0.253766293215308
ACH-000988,-0.3804076116669784
ACH-000993,-0.5108854008992274
ACH-000994,-0.18494211513260092
ACH-000996,-0.418778473841282
ACH-001001,-0.6399263218380847
ACH-001020,-0.4238891637394913
ACH-001028,-0.30755976099372323
ACH-001031,-0.4945879355422162
ACH-001038,-0.12242175551618475
ACH-001048,-0.4253578861805085
ACH-001050,-0.21002779296917806
ACH-001053,-0.5432140295040929
ACH-001054,-0.7826294833444128
ACH-001061,-0.4390981531707887
ACH-001067,-0.4922151905591421
ACH-001075,-0.5487847917646583
ACH-001096,-0.5955238267895894
ACH-001111,-0.4864618624790482
ACH-001119,-0.4399187374006144
ACH-001128,-0.22036868391026493
ACH-001134,-0.4639017863977421
ACH-001151,-0.302760601609285
ACH-001163,-0.1095957969431309
ACH-001164,-0.3720405844734779
ACH-001183,-0.4923224859431097
ACH-001192,-0.6217960261193671
ACH-001193,-0.7018365600134002
ACH-001196,-0.4765922973326678
ACH-001197,-0.1953219048073124
ACH-001205,-0.3967136048912203
ACH-001211,-0.20264300110549754
ACH-001212,-0.4451370220179873
ACH-001228,-0.31322864679123297
ACH-001232,-0.4982128471392209
ACH-001239,-0.19736547691284667
ACH-001270,-0.5763517509463113
ACH-001274,-0.4063565614077631
ACH-001275,-0.5137090394351379
ACH-001277,-0.6090648913201095
ACH-001278,-0.18679476622506794
ACH-001280,-0.3387130142463439
ACH-001283,-0.3824582110337991
ACH-001289,-0.4433121192077947
ACH-001300,-0.38443210034887176
ACH-001301,-0.4300441528069894
ACH-001302,-0.2817739041067778
ACH-001306,-0.43594354353187215
ACH-001318,-0.4985338760897825
ACH-001322,-0.6876631116087221
ACH-001328,-0.16311483542401378
ACH-001332,-0.4001017180700965
ACH-001336,-0.1964695960936121
ACH-001346,-0.4174847497632873
ACH-001353,-0.35599055958663445
ACH-001354,-0.13101837656119225
ACH-001367,-0.5226203247883295
ACH-001368,-0.510910809643318
ACH-001374,-0.44817798214203214
ACH-001377,-0.42854268397842943
ACH-001380,-0.2435855472257764
ACH-001391,-0.3543472640545801
ACH-001408,-0.09362455372622927
ACH-001430,-0.32623967783318125
ACH-001431,-0.329115773905508
ACH-001450,-0.6608391156316538
ACH-001496,-0.1204789502855796
ACH-001500,-0.27328615610888163
ACH-001523,-0.28633041764745715
ACH-001532,-0.6036114163078883
ACH-001550,-0.34050271080496114
ACH-001552,-0.23461728530089884
ACH-001554,-0.38701717276906417
ACH-001654,-0.6558281304123317
ACH-001735,-0.2415589981592003
ACH-001736,-0.6656179944301263
ACH-001737,-0.25005426537635955
ACH-001740,-0.5060479197335844
ACH-001745,-0.5798604590509223
ACH-001765,-0.786867536653433
