,CKLF (51192)
ACH-000004,-0.023476248808120385
ACH-000005,-0.012718743342603294
ACH-000007,-0.1408903618010041
ACH-000009,0.0775719567263794
ACH-000011,-0.11711775943997388
ACH-000012,-0.14611906436904445
ACH-000013,-0.14132953939326048
ACH-000014,-0.022209441129644132
ACH-000015,0.012520010760314212
ACH-000017,-0.008003626154626083
ACH-000018,0.052244826350640684
ACH-000019,-0.2353964133036673
ACH-000021,-0.05308008087387569
ACH-000022,-0.05309534164068063
ACH-000025,-0.01838750609610535
ACH-000028,0.04344022296118418
ACH-000030,-0.05618089314215199
ACH-000035,0.1414773307792983
ACH-000036,-0.07249682010086575
ACH-000037,-0.1154564605953504
ACH-000039,-0.15168654036529386
ACH-000040,0.08664779995310024
ACH-000041,-0.012372188190909522
ACH-000042,-0.09188090600145678
ACH-000045,-0.05250237469941819
ACH-000047,-0.13857490024522026
ACH-000052,0.051043138545329485
ACH-000053,-0.024952009124847286
ACH-000054,0.03135681023839248
ACH-000055,-0.004779813428430139
ACH-000060,-0.022733972481961497
ACH-000067,-0.04750710671057984
ACH-000070,0.1772175494245295
ACH-000075,-0.10828661819661088
ACH-000078,-0.062432192502361886
ACH-000082,-0.044203173980526235
ACH-000085,0.04448748069207772
ACH-000086,0.08083914977606801
ACH-000087,0.0391704330219702
ACH-000092,-0.06965035586946262
ACH-000095,-0.09398822560602928
ACH-000097,-0.14995157699366565
ACH-000098,-0.07830297412277151
ACH-000099,-0.15997437248663304
ACH-000108,-0.02601299839808973
ACH-000113,-0.08610392349347598
ACH-000116,0.022267255586202395
ACH-000118,-0.08918433848038969
ACH-000120,-0.0038920012894123604
ACH-000123,-0.02733082335300133
ACH-000127,-0.09247807660397328
ACH-000128,0.06907846195301715
ACH-000132,-0.10278142902713587
ACH-000133,-0.15692330952694147
ACH-000137,-0.07498915283909573
ACH-000138,-0.00254481293487005
ACH-000142,-0.018960452667842225
ACH-000143,-0.06567239853435569
ACH-000146,-0.08685985605901474
ACH-000148,-0.03391790806973801
ACH-000150,-0.13715196092963933
ACH-000152,-0.07387114454350747
ACH-000153,-0.08465886712568126
ACH-000159,0.05800889353167048
ACH-000160,-0.19050123537574806
ACH-000163,-0.046725765887293415
ACH-000167,-0.0626195083067795
ACH-000168,-0.010920153064941993
ACH-000169,-0.038869910545560535
ACH-000178,-0.1933137460788914
ACH-000183,-0.11968972308382385
ACH-000188,0.06446686276404691
ACH-000189,-0.21232478508410568
ACH-000190,-0.2280882687746853
ACH-000198,0.04229864875776882
ACH-000203,-0.2972126194098354
ACH-000204,-0.016762681968117386
ACH-000206,0.0148562337562832
ACH-000207,-0.03408092612726755
ACH-000208,-0.05324051284072051
ACH-000210,-0.20955232374689506
ACH-000211,-0.025472544848002848
ACH-000215,-0.03705814085930147
ACH-000221,-0.02500946599713647
ACH-000222,-0.05653051050283555
ACH-000223,-0.058601310410421374
ACH-000226,-0.067919229788788
ACH-000227,-0.0071889538847277985
ACH-000228,-0.005289835679625021
ACH-000231,-0.09579322520032006
ACH-000232,-0.12453258749935092
ACH-000233,-0.07828987311095094
ACH-000234,0.054579017200010335
ACH-000235,-0.03232592072005872
ACH-000237,-0.03507834668348548
ACH-000238,-0.07306136265163297
ACH-000242,-0.021483843546814537
ACH-000243,-0.023832970973995046
ACH-000244,0.12326297345615922
ACH-000246,-0.08356268799729659
ACH-000248,-0.055739893790980384
ACH-000250,0.018907301587878067
ACH-000251,0.12471264875090594
ACH-000252,-0.005001168869805602
ACH-000253,-0.007997366740104844
ACH-000255,-0.0195991102246119
ACH-000256,0.028760291252681924
ACH-000257,0.04430654137219185
ACH-000258,0.1062880860127823
ACH-000259,-0.034592394622706406
ACH-000260,-0.15715663782400952
ACH-000261,-0.07586497436100836
ACH-000262,-0.05272634436879
ACH-000263,0.018448053493620088
ACH-000264,-0.1298157865504704
ACH-000265,0.009882106465669987
ACH-000266,-0.05606205188015531
ACH-000272,0.0004214139994084357
ACH-000274,0.03474988735670512
ACH-000277,0.07874039735816839
ACH-000278,-0.010332682659693063
ACH-000279,-0.14145263281839826
ACH-000280,-0.11379909276750733
ACH-000281,0.019980807066679433
ACH-000288,-0.10904137791190477
ACH-000291,0.018290344433259227
ACH-000293,-0.002293006720495394
ACH-000294,0.07431105136426164
ACH-000295,0.11458650184201324
ACH-000296,0.09921603163736432
ACH-000302,-0.05066173832989472
ACH-000304,0.10539398754831708
ACH-000307,-0.005815838504844796
ACH-000308,-0.046395875814246264
ACH-000310,-0.09062558403782436
ACH-000311,0.016843854436416318
ACH-000312,-0.059478044308796864
ACH-000315,0.058913350031972365
ACH-000316,-0.020636587116199968
ACH-000317,0.09638361492553807
ACH-000318,0.018450070802200944
ACH-000319,-0.05629623129306166
ACH-000320,0.11774645069872106
ACH-000322,-0.060340286961685585
ACH-000323,-0.003795984183951999
ACH-000324,-0.08910327143186407
ACH-000329,-0.0673618726882104
ACH-000330,-0.021035155907197033
ACH-000331,-0.030183482689612982
ACH-000332,-0.055408969171773625
ACH-000334,-0.2359039862804188
ACH-000335,-0.2002920270821109
ACH-000336,-0.03210067032574767
ACH-000337,-0.16772376799933852
ACH-000338,0.030127175678730377
ACH-000339,-0.04823064409640942
ACH-000341,-0.11293266422797067
ACH-000348,-0.025588354823176084
ACH-000350,-0.06749158959274795
ACH-000352,0.012921931180772712
ACH-000356,0.049365805927235336
ACH-000361,-0.09487628002315997
ACH-000362,-0.01845164348117926
ACH-000363,-0.045358507424907234
ACH-000364,-0.06742268163962223
ACH-000365,-0.02470540520113875
ACH-000366,-0.03307869058097596
ACH-000368,-0.19128308499077096
ACH-000374,0.004952111299909539
ACH-000375,-0.18217863216300026
ACH-000376,-0.02722954021536391
ACH-000381,-0.035956650494361815
ACH-000383,-0.009664480976976166
ACH-000387,-0.005959382356881561
ACH-000389,-0.021357434838467776
ACH-000390,0.016947255446060783
ACH-000393,-0.0797803344861007
ACH-000395,-0.16669397537629413
ACH-000396,-0.04953721101883354
ACH-000397,-0.20609357882084747
ACH-000401,-0.0885786512261395
ACH-000402,0.15934252473136365
ACH-000403,-0.08034097770825895
ACH-000404,0.2715307550314397
ACH-000406,-0.010462803567020208
ACH-000407,-0.08238981500399646
ACH-000408,0.03769222637223442
ACH-000410,-0.07768915979263609
ACH-000411,-0.05640759915008156
ACH-000414,0.029683520236796705
ACH-000415,0.07406231851963352
ACH-000416,-0.2731273796748013
ACH-000420,-0.09945579969847712
ACH-000421,-0.067284107605976
ACH-000424,-0.06908378946175228
ACH-000425,-0.04986732456314278
ACH-000426,0.003863985929572482
ACH-000427,-0.17039403784707136
ACH-000433,-0.2429869270962142
ACH-000435,-0.1488347739145034
ACH-000436,0.1260781906756969
ACH-000444,-0.10745045861163677
ACH-000445,-0.0714354361669606
ACH-000448,0.002022353606635627
ACH-000450,0.04694388216641828
ACH-000452,0.044026297522531836
ACH-000454,-0.2114692466910708
ACH-000458,-0.05633140999731305
ACH-000459,0.00405855486198401
ACH-000460,-0.05272067919090223
ACH-000461,-0.20215253861920585
ACH-000463,-0.2288389243266505
ACH-000464,0.049092670054901616
ACH-000466,-0.07656752006168159
ACH-000467,-0.20073317355666867
ACH-000468,-0.024149551708902758
ACH-000469,-0.1247883714823353
ACH-000470,0.0007761952347366929
ACH-000471,-0.2128278853094165
ACH-000472,-0.038898281552511335
ACH-000473,0.04013662519475543
ACH-000475,-0.1802314264080806
ACH-000476,-0.0066756615207649705
ACH-000477,0.00853222982315664
ACH-000479,0.04647027558774475
ACH-000480,-0.055160349921562345
ACH-000481,-0.06843251465904059
ACH-000483,-0.15507739785438052
ACH-000484,-0.129475813352409
ACH-000485,-0.09825680534077293
ACH-000486,0.037679006207044966
ACH-000487,-0.02615522363007792
ACH-000488,-0.004376760359570883
ACH-000490,-0.01924080591501369
ACH-000491,-0.009943472485065677
ACH-000495,-0.0894946746693821
ACH-000496,-0.06611771659394207
ACH-000499,-0.1573718618353985
ACH-000500,-0.04901306843263699
ACH-000502,-0.07450850942689305
ACH-000503,0.03422920624935976
ACH-000505,-0.14591271898483893
ACH-000507,-0.029435407071854276
ACH-000510,0.015943841317228792
ACH-000511,-0.018360817148511448
ACH-000512,7.883004216598536e-05
ACH-000516,-0.1856492966840688
ACH-000517,-0.13970551180078244
ACH-000518,0.015695057296227086
ACH-000520,0.016236391548053366
ACH-000521,-0.0065437318003953035
ACH-000522,-0.06228876108550874
ACH-000524,-0.09469043504081168
ACH-000527,0.03787138503061277
ACH-000528,-0.11546410161290785
ACH-000537,-0.13875024245844847
ACH-000541,-0.04798469393143553
ACH-000542,0.003090834526381436
ACH-000544,-0.012502515304443644
ACH-000545,-0.0051663566261463826
ACH-000547,0.07117412550170045
ACH-000548,-0.18206715758642647
ACH-000549,0.030420097236125224
ACH-000550,-0.17855589663334182
ACH-000552,-0.08964034236218073
ACH-000556,0.015007452017827912
ACH-000557,0.010294955953164544
ACH-000569,-0.31241455770100657
ACH-000570,-0.031288256232992806
ACH-000571,-0.02598293048076366
ACH-000573,-0.0478466758540952
ACH-000576,-0.008200032787810747
ACH-000579,0.09023304951662736
ACH-000580,-0.06610137897057107
ACH-000584,-0.1798731453579789
ACH-000585,-0.02336980423867289
ACH-000588,-0.056657087174520525
ACH-000589,-0.07646574286053542
ACH-000591,-0.09538290516991804
ACH-000593,-0.07077902689489522
ACH-000600,0.041227838433375984
ACH-000601,-0.2325509941384128
ACH-000605,0.13072792325512364
ACH-000606,-0.058217246340928314
ACH-000608,0.011171966698117026
ACH-000614,0.003117804305225996
ACH-000616,-0.04341430534041931
ACH-000618,0.03230673787269252
ACH-000619,0.011702233341275379
ACH-000620,-0.0474605474066508
ACH-000621,-0.17675962911080334
ACH-000622,-0.060928804137203176
ACH-000623,-0.0404670301863712
