,SERGEF (26297)
ACH-000004,-0.16532003810777726
ACH-000005,-0.015710874204392333
ACH-000007,0.07087309374456334
ACH-000009,-0.02974131058352695
ACH-000011,-0.155330737750543
ACH-000012,0.028879890052181587
ACH-000013,0.05893007467377163
ACH-000014,0.11974928270168045
ACH-000015,0.05296155156760058
ACH-000017,0.0279756013300376
ACH-000018,-0.2755267443067216
ACH-000019,-0.14426939151120974
ACH-000021,0.024603635431004817
ACH-000022,-0.0546183223471052
ACH-000025,-0.04712272982138112
ACH-000028,-0.2777686280652333
ACH-000030,-0.06043404473739933
ACH-000035,-0.09467508829785584
ACH-000036,0.0018336487313376348
ACH-000037,0.08244659014022711
ACH-000039,-0.05318775121466148
ACH-000040,-0.1465202965425306
ACH-000041,0.26053339209436466
ACH-000042,-0.017548732817506792
ACH-000045,0.06254761292166519
ACH-000047,-0.26424079749110324
ACH-000052,-0.30254992948282844
ACH-000053,0.1753006148300028
ACH-000054,-0.09254339405852016
ACH-000055,-0.2261114240545593
ACH-000060,0.09417633382677736
ACH-000067,0.05265803030309508
ACH-000070,0.051128606169632586
ACH-000075,0.1779092203377005
ACH-000078,-0.06030333357117022
ACH-000082,-0.05980317084963345
ACH-000085,-0.15983603397205942
ACH-000086,0.048270370442503235
ACH-000087,-0.17724029673972702
ACH-000092,-0.0075162547010912606
ACH-000095,0.035036943855132285
ACH-000097,-0.038387998888440036
ACH-000098,-0.1166473565327202
ACH-000099,0.08864818387613435
ACH-000108,0.11912667630394078
ACH-000113,-0.014573100631544097
ACH-000116,0.0010695639182360603
ACH-000118,-0.054618355314071235
ACH-000120,-0.16890573600007186
ACH-000123,0.14336618030184622
ACH-000127,-0.03370543665702083
ACH-000128,0.05094833045281856
ACH-000132,0.019214847374127715
ACH-000133,0.026146560323795462
ACH-000137,-0.117285428167906
ACH-000138,-0.0509819667752163
ACH-000142,0.0959834213691718
ACH-000143,0.10465712366197412
ACH-000146,0.1938198222843392
ACH-000148,-0.010306617471576228
ACH-000150,-0.05385329079434901
ACH-000152,0.09844436954131867
ACH-000153,-0.3164670066208939
ACH-000159,-0.030671450728848006
ACH-000160,0.0207317609942898
ACH-000163,0.0036388361099218454
ACH-000167,0.08821153414475727
ACH-000168,0.05844503643246132
ACH-000169,0.022501926808899488
ACH-000178,0.011060806859452956
ACH-000183,-0.027708296790203948
ACH-000188,-0.1874168752134104
ACH-000189,-0.27711351650033944
ACH-000190,0.06788824077527286
ACH-000198,0.021629856258785052
ACH-000203,0.2774482667739924
ACH-000204,0.07294444405286397
ACH-000206,0.12118779884081153
ACH-000207,-0.11645949577790565
ACH-000208,-0.08200690156083199
ACH-000210,-0.019880744898353363
ACH-000211,-0.07474029064741951
ACH-000215,-0.08403168535764675
ACH-000221,-0.22281303159497068
ACH-000222,-0.21320137767713973
ACH-000223,-0.0736077267507267
ACH-000226,-0.09708961509647587
ACH-000227,0.1170544845219424
ACH-000228,-0.06967032200149978
ACH-000231,-0.005603598623181996
ACH-000232,-0.015190436766009396
ACH-000233,-0.01777982037765726
ACH-000234,0.10829515173968003
ACH-000235,-0.05259863599964218
ACH-000237,-0.11255964023382548
ACH-000238,0.008937265791985645
ACH-000242,0.06723536740041995
ACH-000243,-0.0608128962796372
ACH-000244,-0.3237228126244963
ACH-000246,0.07967930237445868
ACH-000248,-0.04137234361653402
ACH-000250,-0.0906194766979686
ACH-000251,-0.2336428487870563
ACH-000252,0.03678899084555567
ACH-000253,0.05970859928652589
ACH-000255,-0.04362366700152445
ACH-000256,-0.011560825400049171
ACH-000257,-0.031418057534437334
ACH-000258,0.13558552904595653
ACH-000259,-0.014932538721621659
ACH-000260,0.02868321804011009
ACH-000261,0.01815887319200024
ACH-000262,0.021894629610647098
ACH-000263,-0.02852169489707705
ACH-000264,0.004702045602492078
ACH-000265,-0.05277905477112168
ACH-000266,0.03701332028413041
ACH-000272,0.10656159411204634
ACH-000274,-0.11254162010763116
ACH-000277,-0.008862462009782579
ACH-000278,-0.16109178304662236
ACH-000279,-0.07277417043333974
ACH-000280,-0.01149199362726531
ACH-000281,-0.1558219914468773
