,FBN3 (84467)
ACH-000004,-0.43158215833950814
ACH-000005,-0.3962331108487491
ACH-000007,-0.22430643545658224
ACH-000009,-0.062344051750626475
ACH-000011,-0.4373902732245585
ACH-000012,-0.28037993369223674
ACH-000013,-0.31607359469596724
ACH-000014,-0.20590630846791316
ACH-000015,-0.3761888923608023
ACH-000017,-0.2110910158769535
ACH-000018,-0.4707110871976625
ACH-000019,-0.32347229848740644
ACH-000021,-0.3901497591664711
ACH-000022,-0.2307776777999489
ACH-000025,-0.4450355243999068
ACH-000028,-0.20877342584778355
ACH-000030,-0.3565861234850743
ACH-000035,-0.26555492265911923
ACH-000036,-0.28336262570133475
ACH-000037,-0.18797808411085948
ACH-000039,-0.4545773764376087
ACH-000040,-0.4232715707646456
ACH-000041,-0.23598840789757103
ACH-000042,-0.3360043008395165
ACH-000045,-0.16751189257823249
ACH-000047,-0.2486106112682428
ACH-000052,-0.4884118368092445
ACH-000053,-0.28266434196303497
ACH-000054,-0.22414771616633064
ACH-000055,-0.3629675880412408
ACH-000060,-0.28269528101755753
ACH-000067,-0.35329362336511405
ACH-000070,-0.3453488406588589
ACH-000075,-0.4619713915847261
ACH-000078,-0.31765126244960706
ACH-000082,-0.2468080609654407
ACH-000085,-0.4095019587300999
ACH-000086,-0.2663745909817081
ACH-000087,-0.2656470488977146
ACH-000092,-0.3992092604121857
ACH-000095,-0.30471293076070965
ACH-000097,-0.2481906326494381
ACH-000098,-0.3168980746831511
ACH-000099,-0.24753910241469826
ACH-000108,-0.2503218500143967
ACH-000113,-0.21949195450782888
ACH-000116,-0.2941472814327621
ACH-000118,-0.3916350166175694
ACH-000120,-0.23561042562609705
ACH-000123,-0.25149577886143465
ACH-000127,-0.3907979716260655
ACH-000128,-0.3999962669203162
ACH-000132,-0.21045162062332387
ACH-000133,-0.2522346478192818
ACH-000137,-0.2513221138789609
ACH-000138,-0.3193950466806678
ACH-000142,-0.26650942032407593
ACH-000143,-0.41853052969763777
ACH-000146,-0.3734786720825513
ACH-000148,-0.12627118307483706
ACH-000150,-0.21104015315541227
ACH-000152,-0.22319849695395516
ACH-000153,-0.2035369199719906
ACH-000159,-0.3235009939161242
ACH-000160,-0.1092638896643193
ACH-000163,-0.3133310941768694
ACH-000167,-0.4429027637575717
ACH-000168,-0.2818589210567046
ACH-000169,-0.3007486365457629
ACH-000178,-0.34709142474858085
ACH-000183,-0.3643108010574166
ACH-000188,-0.5217838700161475
ACH-000189,-0.26024804589577355
ACH-000190,-0.12137558010459047
ACH-000198,-0.31128663117774863
ACH-000203,-0.1123376020333202
ACH-000204,-0.4508812494651743
ACH-000206,-0.11596416024499173
ACH-000207,-0.2509501683684729
ACH-000208,-0.44187608862295397
ACH-000210,-0.007830998951223444
ACH-000211,-0.2637876131263231
ACH-000215,-0.2834983984870877
ACH-000221,-0.20380713998386665
ACH-000222,-0.24378292829585074
ACH-000223,-0.26030289830911696
ACH-000226,-0.1981599427126597
ACH-000227,-0.1356743835030581
ACH-000228,-0.3897154227716936
ACH-000231,-0.11355034582213627
ACH-000232,-0.2687597486162033
ACH-000233,-0.2957550548066098
ACH-000234,-0.2692958686534391
ACH-000235,-0.25845062654708395
ACH-000237,-0.22522767645005196
ACH-000238,-0.13965316688185375
ACH-000242,-0.2720900934447353
ACH-000243,-0.4168109247454996
ACH-000244,-0.06336350784491918
ACH-000246,-0.3859334305143432
ACH-000248,-0.22341851939812069
ACH-000250,-0.2900355968048637
ACH-000251,-0.3460815501163571
ACH-000252,-0.07696128324748068
ACH-000253,-0.2868084123219103
ACH-000255,-0.2967571194765111
ACH-000256,-0.14777051240298644
ACH-000257,-0.1588103274424589
ACH-000258,-0.39288691934528974
ACH-000259,-0.2552179076729453
ACH-000260,-0.4140957532708944
ACH-000261,-0.27166523136449705
ACH-000262,-0.5752090991906372
ACH-000263,-0.17132057692966635
ACH-000264,-0.18655918348846726
ACH-000265,-0.28198900126109494
ACH-000266,-0.28441638929489643
ACH-000272,-0.4743892875876096
ACH-000274,-0.2346067733166455
ACH-000277,-0.2868840981711327
ACH-000278,-0.23769535418596
ACH-000279,-0.25863414573095195
ACH-000280,-0.3606019026725908
ACH-000281,-0.3604668722076892
ACH-000288,-0.14533906749363415
ACH-000291,-0.3419360907523105
ACH-000293,-0.4063745270523251
ACH-000294,-0.4531685781931642
ACH-000295,-0.23275921828573984
ACH-000296,-0.2734917907810953
ACH-000302,-0.39891996545835307
ACH-000304,-0.3051211369375951
ACH-000307,-0.2618273640576946
ACH-000308,-0.2914438727843362
ACH-000310,-0.3263252428138309
ACH-000311,-0.258289866433161
ACH-000312,-0.21321412385489727
ACH-000315,-0.2695578885789111
ACH-000316,-0.2513544426050381
ACH-000317,-0.25968585216411594
ACH-000318,-0.23288198510817396
ACH-000319,-0.4040142259621072
ACH-000320,-0.21484286074327644
ACH-000322,-0.11605871886881475
ACH-000323,-0.40852750143951216
ACH-000324,-0.3018702388003593
ACH-000329,-0.14904397322246166
ACH-000330,-0.07845055181425523
ACH-000331,-0.3112416800536936
ACH-000332,-0.2983314119583508
ACH-000334,-0.4606078498203183
ACH-000335,-0.29232396087794404
ACH-000336,-0.4611920166884894
ACH-000337,-0.2329511327278303
ACH-000338,-0.4708959036885522
ACH-000339,-0.3974608183208164
ACH-000341,-0.4928466122983105
ACH-000348,-0.3230943684371507
ACH-000350,-0.3411606839174911
ACH-000352,-0.2376186047926941
ACH-000356,-0.2062393228781179
ACH-000361,-0.3910698169145253
ACH-000362,-0.1962467700705915
ACH-000363,-0.2712325348890176
ACH-000364,-0.3223184646638485
ACH-000365,-0.35566010711806234
ACH-000366,-0.2732387857958416
ACH-000368,-0.35516789132555115
ACH-000374,-0.3454698624175309
ACH-000375,-0.33242752611050586
ACH-000376,-0.08093056316096496
ACH-000381,-0.2974399776707428
ACH-000383,-0.3304012959024093
ACH-000387,-0.31427782656964304
ACH-000389,-0.5443226704828324
ACH-000390,-0.3173796354747841
ACH-000393,-0.3494500277873891
ACH-000395,-0.5649545201233528
ACH-000396,-0.2604207572291293
ACH-000397,-0.2526128084600596
ACH-000401,-0.3886306607759479
ACH-000402,-0.1407144157428149
ACH-000403,-0.2910930124212853
ACH-000404,-0.21784477942165853
ACH-000406,-0.2412585887225223
ACH-000407,-0.29881599282775273
ACH-000408,-0.2932112494952485
ACH-000410,-0.34390865085648176
ACH-000411,-0.2813398793705857
ACH-000414,-0.14106017385019246
ACH-000415,-0.2226340466883164
ACH-000416,-0.32961510385307763
ACH-000420,-0.3501874960378446
ACH-000421,-0.252579611727746
ACH-000424,-0.33863355507793497
ACH-000425,-0.3104807045313845
ACH-000426,-0.357311677957006
ACH-000427,-0.3763530949744734
ACH-000433,-0.6329352564660862
ACH-000435,-0.2586746812953293
ACH-000436,-0.34439884482024785
ACH-000444,-0.3150690530592289
ACH-000445,-0.35200997151198443
ACH-000448,-0.3548546150371393
ACH-000450,-0.5391209239526692
ACH-000452,-0.3104460710483671
ACH-000454,-0.24932638612404
ACH-000458,-0.25586562113930866
ACH-000459,-0.4426502069913098
ACH-000460,-0.3642222069424635
ACH-000461,-0.4249738098498727
ACH-000463,-0.2665146852757346
ACH-000464,-0.2626354328023301
ACH-000466,-0.4035840367764179
ACH-000467,-0.2782948024761373
ACH-000468,-0.27439106060084856
ACH-000469,-0.2612082024258076
ACH-000470,-0.18117670884418066
ACH-000471,-0.2613562109852077
ACH-000472,-0.3547565479641955
ACH-000473,-0.14036258385688036
