,NSMCE1 (197370)
ACH-000004,-0.8334860941759549
ACH-000005,-0.7594468912958864
ACH-000007,-0.9355380715077788
ACH-000009,-0.5833835380864798
ACH-000011,-0.5157153235275216
ACH-000012,-0.8407497932017518
ACH-000013,-0.9501047833581288
ACH-000014,-0.9484611905820588
ACH-000015,-1.042570100183448
ACH-000017,-0.6490483687390827
ACH-000018,-0.8768578063840253
ACH-000019,-0.3249054726927811
ACH-000021,-0.9768608211639602
ACH-000022,-0.7943092267475446
ACH-000025,-0.8696650555363578
ACH-000028,-0.7126321598373897
ACH-000030,-0.6889978204054693
ACH-000035,-1.0932193973122788
ACH-000036,-0.6045470815648122
ACH-000037,-0.7427192951648854
ACH-000039,-1.0548877551629368
ACH-000040,-0.9805332401290264
ACH-000041,-1.0206148321927997
ACH-000042,-0.8864578091699489
ACH-000045,-0.5844382210470256
ACH-000047,-0.6664487394858412
ACH-000052,-0.8703121804990882
ACH-000053,-0.5314289046483225
ACH-000054,-0.3627450124429224
ACH-000055,-0.5376215154329722
ACH-000060,-0.8461176157763836
ACH-000067,-0.8589979825416347
ACH-000070,-0.7046782997537178
ACH-000075,-0.8173424001085515
ACH-000078,-0.8945931307455558
ACH-000082,-0.2670515980611077
ACH-000085,-0.8084507268620209
ACH-000086,-0.7095559120736933
ACH-000087,-0.7413820182143385
ACH-000092,-0.6895732992943532
ACH-000095,-0.6619666649418358
ACH-000097,-0.6880682574217026
ACH-000098,-0.9470499045919464
ACH-000099,-0.6708411336424761
ACH-000108,-0.3689806272463241
ACH-000113,-0.6819916237097422
ACH-000116,-0.7091526179038715
ACH-000118,-0.6552430315879265
ACH-000120,-0.5800820694218378
ACH-000123,-0.4880340542701449
ACH-000127,-0.7376526931222683
ACH-000128,-0.8131397868073057
ACH-000132,-0.6205844661779408
ACH-000133,-0.7251853736782059
ACH-000137,-0.9767963925209204
ACH-000138,-0.7832897643182974
ACH-000142,-0.791878706385692
ACH-000143,-0.6705054737229398
ACH-000146,-1.0243055053248171
ACH-000148,-0.7851011529019607
ACH-000150,-0.7830985122918509
ACH-000152,-0.6107682468906453
ACH-000153,-0.7683398337973277
ACH-000159,-0.3647522551137504
ACH-000160,-0.7285126927187463
ACH-000163,-0.8820095322564628
ACH-000167,-0.8520415028582458
ACH-000168,-0.834178995626143
ACH-000169,-0.9237727176960464
ACH-000178,-0.838015024017785
ACH-000183,-0.6814551982024464
ACH-000188,-0.913327313997884
ACH-000189,-0.906211505396788
ACH-000190,-0.7668401070669497
ACH-000198,-0.8856219908550572
ACH-000203,-0.6040583243556666
ACH-000204,-0.500193182682404
ACH-000206,-0.7807011787722662
ACH-000207,-0.5982189002503641
ACH-000208,-1.0128610410075505
ACH-000210,-0.6886295476750945
ACH-000211,-0.763876553234126
ACH-000215,-0.8574040048494731
ACH-000221,-0.6889023392125163
ACH-000222,-0.6382026608585722
ACH-000223,-0.2856828819575505
ACH-000226,-0.6410818674111678
ACH-000227,-0.5943781899543155
ACH-000228,-0.9019724442777036
ACH-000231,-0.8940464477207483
ACH-000232,-0.9595642310981514
ACH-000233,-0.7614032448222959
ACH-000234,-0.6447422743308869
ACH-000235,-0.8120999510357081
ACH-000237,-0.9252645160146976
ACH-000238,-0.9324930549560274
ACH-000242,-0.5474062655720342
ACH-000243,-0.87018083437025
ACH-000244,-0.5728097023106838
ACH-000246,-0.5460085301767452
ACH-000248,-0.8112579509894168
ACH-000250,-0.5345352813290724
ACH-000251,-0.7272649124873589
ACH-000252,-0.5071386287204995
ACH-000253,-0.7996823181388936
ACH-000255,-1.0219584241383302
ACH-000256,-0.6400898514823571
ACH-000257,-0.6981291564570912
ACH-000258,-1.1050655933714817
ACH-000259,-0.8560147201640435
ACH-000260,-0.8288394078889466
ACH-000261,-0.8541946039970583
ACH-000262,-0.8921163909070026
ACH-000263,-0.4959945433515634
ACH-000264,-0.16560789970862086
ACH-000265,-0.7500741252424592
ACH-000266,-1.072793111578757
ACH-000272,-0.6104229100354865
ACH-000274,-0.326524883041488
