,NOC2L (26155)
ACH-000004,-0.4702262795718766
ACH-000005,-0.4197182083625912
ACH-000007,-0.7516755601723046
ACH-000009,-0.6124649931479884
ACH-000011,-0.5642378130262629
ACH-000012,-0.6932737554514431
ACH-000013,-0.3078217858613863
ACH-000014,-0.5195188327546072
ACH-000015,-0.4456576831749408
ACH-000017,-0.4464837887312985
ACH-000018,-0.3807681947566405
ACH-000019,-0.43053915176606267
ACH-000021,-0.43853440076805983
ACH-000022,-0.6871969433897415
ACH-000025,-0.5404242925882563
ACH-000028,-0.45264131732781
ACH-000030,-0.5684268927315984
ACH-000035,-0.9714386280660864
ACH-000036,-0.4864899719799888
ACH-000037,-0.47165396047916397
ACH-000039,-0.43235706631128973
ACH-000040,-0.5944889204996769
ACH-000041,-0.4028663604776959
ACH-000042,-0.6290198145347206
ACH-000045,-0.5299847098392949
ACH-000047,-0.5217777503973694
ACH-000052,-0.5074540992145936
ACH-000053,-0.5156472337222319
ACH-000054,-0.5110579818021335
ACH-000055,-0.6232819145201601
ACH-000060,-0.7713851431067722
ACH-000067,-0.5257551896575453
ACH-000070,-0.5631080590677603
ACH-000075,-0.7860231572292344
ACH-000078,-0.3558864447229979
ACH-000082,-0.5555230967688223
ACH-000085,-0.6479440064472268
ACH-000086,-0.4655320619328482
ACH-000087,-0.4525447171367124
ACH-000092,-0.5779281068735957
ACH-000095,-0.4863155417076817
ACH-000097,-0.553975975801094
ACH-000098,-0.5932083643129243
ACH-000099,-0.5774977548065936
ACH-000108,-0.6693293733094545
ACH-000113,-0.5312328887857969
ACH-000116,-0.40525452618915936
ACH-000118,-0.6306673613513133
ACH-000120,-0.5246856159597766
ACH-000123,-0.5776632642360857
ACH-000127,-0.654848575607182
ACH-000128,-0.5024385592940349
ACH-000132,-0.497462632075277
ACH-000133,-0.5853776917358746
ACH-000137,-0.3920039862437994
ACH-000138,-0.44983889504215546
ACH-000142,-0.6695631812448063
ACH-000143,-0.4765787412043136
ACH-000146,-0.5030345286555069
ACH-000148,-0.5630052498739909
ACH-000150,-0.6940238080610602
