,L3MBTL1 (26013)
ACH-000004,0.024454686550391604
ACH-000005,-0.039163450555407694
ACH-000007,-0.2158223742090973
ACH-000009,-0.11229361172173367
ACH-000011,-0.3207402896216939
ACH-000012,0.05104483368063804
ACH-000013,-0.15638611117416396
ACH-000014,-0.13122872865071492
ACH-000015,-0.2130640370334792
ACH-000017,-0.043318767290080516
ACH-000018,-0.25814756596418603
ACH-000019,0.02959362606951757
ACH-000021,-0.06979304497397591
ACH-000022,-0.15121753638014085
ACH-000025,-0.10050878533090653
ACH-000028,-0.12576244222487254
ACH-000030,-0.2406899094523242
ACH-000035,-0.1982521481392304
ACH-000036,-0.12091433291478156
ACH-000037,-0.07548085851535917
ACH-000039,-0.03560132847184353
ACH-000040,-0.09991914211742008
ACH-000041,-0.0984788078110536
ACH-000042,-0.18918696841695432
ACH-000045,-0.08319548339811388
ACH-000047,-0.10977545072188576
ACH-000052,-0.2852010622088769
ACH-000053,-0.10424514669895543
ACH-000054,-0.15064923068074226
ACH-000055,0.04959103414031681
ACH-000060,-0.2355221077075924
ACH-000067,-0.07651389171803921
ACH-000070,-0.16185181388648598
ACH-000075,-0.16688392568965665
ACH-000078,-0.1400544550593744
ACH-000082,-0.1801428281145366
ACH-000085,-0.13861771700300082
ACH-000086,-0.0748136621586796
ACH-000087,-0.17409123085114994
ACH-000092,-0.3573486529577141
ACH-000095,-0.08303258710830684
ACH-000097,-0.1684682039769677
ACH-000098,-0.090871557472094
ACH-000099,-0.08258786596108329
ACH-000108,-0.08995272820908813
ACH-000113,-0.1089548733558765
ACH-000116,-0.08540712153828532
ACH-000118,-0.12354192802086955
ACH-000120,-0.027673395292489304
ACH-000123,-0.1930061712400284
ACH-000127,-0.20104272547935725
ACH-000128,-0.14352058179748936
ACH-000132,-0.1670782063725861
ACH-000133,-0.3863605818814371
ACH-000137,-0.18652993300141896
ACH-000138,-0.15917363488454594
ACH-000142,-0.06435992224646722
ACH-000143,-0.2017766557121297
ACH-000146,-0.1765924164643553
ACH-000148,-0.034671448816517944
ACH-000150,-0.34552640115573474
ACH-000152,-0.13860410173376433
ACH-000153,0.03549189060456141
ACH-000159,-0.08660226838366314
ACH-000160,0.09324328539191704
ACH-000163,-0.055438578420469724
ACH-000167,-0.031211503415224738
ACH-000168,-0.2640694183952809
ACH-000169,-0.21832630482556256
ACH-000178,-0.1379664244187633
ACH-000183,-0.3367735689318793
ACH-000188,-0.16028066977487238
