,RABL2A (11159)
ACH-000295,-0.2402506964832287
ACH-000296,-0.15005397525900846
ACH-000302,-0.2127984101417019
ACH-000304,-0.3102681155184603
ACH-000307,-0.35304160680510377
ACH-000308,-0.3182725363872108
ACH-000310,-0.16430134651013828
ACH-000311,-0.21076079370837456
ACH-000312,-0.15044500661232285
ACH-000315,-0.16036483176403388
ACH-000316,-0.2785594329899734
ACH-000317,-0.3249560271343728
ACH-000318,-0.17521720886791103
ACH-000319,-0.20249029956206133
ACH-000320,-0.25860108216980543
ACH-000322,-0.290359616316461
ACH-000323,-0.0903716231791975
ACH-000324,-0.4695787678610285
ACH-000329,-0.2972707038574577
ACH-000330,-0.26297389201579924
ACH-000331,-0.2489671524457315
ACH-000332,-0.16396891105449166
ACH-000334,0.05761068307657166
ACH-000335,-0.27355885805247776
ACH-000336,-0.34528804679250624
ACH-000337,-0.17532761100177927
ACH-000338,-0.6944448138986862
ACH-000339,-0.2440979624783459
ACH-000341,-0.3599386375307582
ACH-000348,-0.1752059132884114
ACH-000350,-0.06592153569014797
ACH-000352,-0.29023602267056564
ACH-000356,-0.3868075996289447
ACH-000361,-0.20043728998034616
ACH-000362,-0.2424469762373649
ACH-000363,-0.17223699201373016
ACH-000364,-0.1958654383259664
ACH-000365,-0.2935592886028622
ACH-000366,-0.16337268248408146
ACH-000368,-0.44074826205270395
ACH-000374,-0.28924915924793565
ACH-000375,-0.545289450493067
ACH-000376,-0.2363025657780973
ACH-000381,-0.3604681909207669
ACH-000383,-0.2138132991732416
ACH-000387,-0.21598802072310974
ACH-000389,-0.08403954427677265
ACH-000390,-0.2383353039584284
ACH-000393,-0.42650345010661794
ACH-000395,-0.19675059814537213
ACH-000396,-0.3960168895324885
ACH-000397,-0.22911029307856745
ACH-000401,-0.3947039074802959
ACH-000402,-0.38245409879605496
ACH-000403,-0.2972389925873555
ACH-000404,-0.2855264968422589
ACH-000406,-0.21290327424844466
ACH-000407,-0.285770063694872
ACH-000408,-0.15028019947203228
ACH-000410,-0.16885967538152602
ACH-000411,-0.3119274105989027
ACH-000414,-0.2379668480594985
ACH-000415,-0.3210428468940789
ACH-000416,-0.2376557590001922
ACH-000420,-0.26831044406325216
ACH-000421,-0.34901126698745594
ACH-000424,-0.10852294857581267
ACH-000425,-0.2960125031328177
ACH-000426,-0.2469268252450679
ACH-000427,-0.3386922945490229
ACH-000433,-0.1407180222594343
ACH-000435,-0.2170746678922772
ACH-000436,-0.05329585542430637
ACH-000444,-0.18187753004130866
ACH-000445,-0.1361885809185842
ACH-000448,-0.010363864214556942
ACH-000450,-0.3487958809301471
ACH-000452,-0.1573836602349478
ACH-000454,-0.34114443619910906
ACH-000458,-0.2435360709703796
ACH-000459,-0.4058279274781964
ACH-000460,-0.3122527060502795
ACH-000461,-0.3403859476250567
ACH-000463,-0.2813579144589146
ACH-000464,-0.3747651239470911
ACH-000466,-0.1089950830823762
ACH-000467,-0.2887919995588508
ACH-000468,-0.30272672810301865
ACH-000469,-0.3089536060017175
ACH-000470,-0.1438154838924075
ACH-000471,-0.2316480498620608
ACH-000472,-0.226879364455504
ACH-000473,-0.18960677332325626
ACH-000475,-0.2034353776516964
ACH-000476,-0.286060982366215
ACH-000477,-0.162774346094023
ACH-000479,-0.16806123805690726
ACH-000480,-0.2945176020084976
ACH-000481,-0.4228005699283385
ACH-000483,-0.13367086047606774
ACH-000484,-0.2176369848668536
ACH-000485,-0.16082600791874585
ACH-000486,-0.3722482192806473
ACH-000487,-0.19181182788081896
ACH-000488,-0.11077294940061236
ACH-000490,-0.283275012485401
ACH-000491,-0.3504414059604823
ACH-000495,-0.44016844290012097
ACH-000496,-0.2634552756968572
ACH-000499,-0.18441667044646207
ACH-000500,-0.0225480882864073
ACH-000502,-0.2175098779890131
ACH-000503,-0.239618987767942
ACH-000505,-0.2917467486199242
ACH-000507,-0.060218354877667524
ACH-000510,-0.3713818497548795
ACH-000511,-0.2487669630050756
ACH-000512,-0.4072951283369442
ACH-000516,-0.33494745432949896
ACH-000517,-0.26671414675182586
ACH-000518,-0.2566103608363576
ACH-000520,-0.3619212449729687
ACH-000521,-0.2864277548190079
ACH-000522,-0.26004353200251995
ACH-000524,-0.3686329051055469
ACH-000527,-0.3147886321520924
ACH-000528,-0.2104379312859968
ACH-000537,-0.15687158370540366
ACH-000541,-0.24943709415437304
ACH-000542,-0.3609202927633277
ACH-000544,-0.2899750467296727
ACH-000545,-0.36978701606006414
ACH-000547,-0.22995322284219466
ACH-000548,-0.3202581842188925
ACH-000549,-0.20974562432237154
ACH-000550,-0.2488325302908289
ACH-000552,-0.1844627046410381
ACH-000556,-0.20049943090059524
ACH-000557,-0.14953335939192638
ACH-000569,-0.17823088873679194
ACH-000570,-0.3827465666060869
ACH-000571,-0.18024320952251188
ACH-000573,-0.2615566863117427
ACH-000576,-0.1862262804219475
ACH-000579,-0.11523898347980115
ACH-000580,-0.3188515024770929
ACH-000584,-0.36160184464220535
ACH-000585,-0.24350636110758364
ACH-000588,-0.3588790213307472
ACH-000589,-0.3332053511510488
ACH-000591,-0.21337801478390686
ACH-000593,-0.2903677577416988
ACH-000600,-0.29215719982005983
ACH-000601,-0.3010072179596097
ACH-000605,-0.4005800936929709
ACH-000606,-0.22338028385177627
ACH-000608,-0.2483734177777403
ACH-000614,-0.07690993017244943
ACH-000616,-0.16065460042660967
ACH-000618,-0.3075138267933028
ACH-000619,-0.34887154653925184
ACH-000620,-0.31150790533749456
ACH-000621,-0.11467673407648213
ACH-000622,-0.23150339007855486
ACH-000623,-0.2779695280246271
ACH-000624,-0.2676079980949991
ACH-000627,-0.2994626440765174
ACH-000630,-0.2499512941480171
ACH-000631,-0.280527951700982
ACH-000632,-0.2807862958765113
ACH-000633,-0.23946238181593066
ACH-000637,-0.32877192042164377
ACH-000638,-0.3890548873904389
ACH-000646,-0.31783462544314645
ACH-000647,-0.2602888454439074
ACH-000648,-0.3635612414534472
ACH-000649,-0.31477477569233103
ACH-000651,-0.2533882538850414
ACH-000652,-0.1912501649301573
ACH-000653,-0.2618537772248762
ACH-000657,-0.3324524447139288
ACH-000658,-0.09349542966558144
ACH-000661,-0.3051769762031875
ACH-000662,-0.30770455267777497
ACH-000663,-0.3169429105887462
ACH-000665,-0.31835416443790443
ACH-000671,-0.3005213416337067
ACH-000672,-0.3034249097921619
ACH-000673,-0.2577605682474932
ACH-000676,-0.24864758807959306
ACH-000677,-0.3340940159475518
ACH-000681,-0.13785205179744578
ACH-000683,-0.20814075546318292
ACH-000684,-0.3085836903190826
ACH-000688,-0.3342267570743122
ACH-000693,-0.2771791042825402
ACH-000694,-0.1784521463266964
ACH-000695,-0.08379272227503927
ACH-000696,-0.2936433691114478
ACH-000697,-0.2830676064871748
ACH-000699,-0.18330662918382495
ACH-000701,-0.2780436874796114
ACH-000706,-0.3583978866437041
ACH-000711,-0.3547650884880986
ACH-000713,-0.3479007222236229
ACH-000714,-0.1290019232165018
ACH-000718,-0.2416449811484942
ACH-000720,-0.3996131527502024
ACH-000721,-0.445112876171354
ACH-000724,-0.3359903095248959
ACH-000725,-0.43695278247709657
ACH-000732,-0.3090772589051373
ACH-000734,-0.2363351717200272
ACH-000735,-0.2588237888271744
ACH-000736,-0.2304581635950663
ACH-000738,-0.25509460568365755
ACH-000746,-0.19241445393509365
ACH-000747,-0.4517521839178659
ACH-000748,-0.1771117569309376
ACH-000753,-0.21414561026127524
ACH-000756,-0.4712921882958331
ACH-000757,-0.358223891909223
ACH-000758,-0.2898030649775196
ACH-000760,-0.20880023533112674
ACH-000762,-0.033086575907990905
ACH-000763,-0.3698598135117719
ACH-000764,-0.2499932855142232
ACH-000765,-0.14414352224186594
ACH-000766,-0.15096200934969756
ACH-000767,-0.12475610054976102
ACH-000768,-0.2358233412354967
ACH-000769,-0.3746142971286911
ACH-000770,-0.2697283735927255
ACH-000771,-0.1226287281808804
ACH-000773,-0.18654517617814076
ACH-000776,-0.3470229333738168
ACH-000777,-0.2609772239858529
ACH-000778,-0.1844550404012088
ACH-000781,-0.3606273895442724
ACH-000782,-0.3965844368796162
ACH-000783,-0.2225920941589367
ACH-000784,-0.29097413614167383
ACH-000785,-0.2411505337313442
ACH-000787,-0.2742410439429404
ACH-000788,-0.18404943773390195
ACH-000791,-0.2839835289641646
ACH-000792,-0.2445852713823188
ACH-000794,-0.1370816043570883
ACH-000796,-0.2342895305897946
ACH-000798,-0.06914316487590133
ACH-000799,-0.21893268194071488
ACH-000800,-0.1320518617156798
ACH-000802,-0.19495935522880253
ACH-000804,-0.2721153736535172
ACH-000805,-0.3264557932803168
ACH-000809,-0.2819166003530765
ACH-000810,-0.4437030984330072
ACH-000811,-0.287641933797872
ACH-000817,-0.17296787039810724
ACH-000819,-0.2995332051088534
ACH-000820,-0.029961199498661512
ACH-000821,-0.221246539071948
ACH-000822,-0.1839967997072736
ACH-000823,-0.31874513036635505
ACH-000824,-0.07470670217557514
ACH-000827,-0.33435802964576755
ACH-000829,-0.2757114604335898
ACH-000831,-0.2336891087198595
ACH-000832,-0.3644975068112955
ACH-000833,-0.15043949692378944
ACH-000834,-0.2964415782013053
ACH-000835,-0.19333754336551395
ACH-000836,-0.2763156075158879
ACH-000837,-0.21140003669127191
ACH-000838,-0.02713976912822516
ACH-000839,-0.1318424874569577
ACH-000840,-0.21198349468456304
ACH-000841,-0.30581262933243536
ACH-000843,-0.2393593544630908
ACH-000846,-0.28484572192873125
ACH-000847,-0.20985593038137365
ACH-000848,-0.2906848648073713
ACH-000849,-0.31267907960208235
ACH-000851,-0.3151501986681677
ACH-000855,-0.18490357250200787
ACH-000856,-0.35403764044315017
ACH-000858,-0.2660118854536805
ACH-000859,-0.2699066159482724
ACH-000861,-0.3507772984868316
ACH-000862,-0.20467999641026954
ACH-000865,-0.2883978265157382
ACH-000866,-0.1829319811456925
ACH-000867,-0.1368322724333185
ACH-000869,-0.3816966797535091
ACH-000872,-0.2919342000888607
ACH-000873,-0.21088621616479655
ACH-000876,-0.3109588183233108
ACH-000878,-0.2691008712861677
ACH-000880,-0.3272069402588249
ACH-000881,-0.34017163349481194
ACH-000882,-0.2625872167612673
ACH-000884,-0.3075525694282153
ACH-000885,-0.2709139186301856
ACH-000887,-0.37573496101987575
ACH-000889,-0.3499209163213016
ACH-000896,-0.25958335429154544
ACH-000898,-0.098583969827988
ACH-000900,-0.28342532029202283
ACH-000901,-0.2172040819254094
ACH-000905,-0.32704006884319176
ACH-000906,-0.2696958346129102
ACH-000907,-0.1611583598875807
ACH-000910,-0.22209217627740646
ACH-000911,-0.2619002167418283
ACH-000912,-0.354340089616576
ACH-000913,-0.3231560982551719
ACH-000915,-0.30142249805232074
ACH-000916,-0.112361135349082
ACH-000917,-0.2319236719464069
ACH-000920,-0.3129471050756253
ACH-000921,-0.14493101339252676
ACH-000924,-0.2114156927534751
ACH-000926,-0.23494239918400234
ACH-000928,-0.23580956775480244
ACH-000929,-0.18500577394044093
ACH-000932,-0.135294269011683
ACH-000935,-0.4211209456095165
ACH-000936,-0.2266349141144015
ACH-000937,-0.3202088248855112
ACH-000938,-0.20993707714093165
ACH-000939,-0.2468524318542795
ACH-000941,-0.5091742970689219
ACH-000943,-0.19360349287293135
ACH-000946,-0.26183029732713353
ACH-000947,-0.3595752841963383
ACH-000948,-0.25481649293286424
ACH-000950,-0.3902923712286026
ACH-000953,-0.3732404837117228
ACH-000954,-0.8650549433404093
ACH-000957,-0.16307563656704924
ACH-000958,-0.18894287062070408
ACH-000960,-0.08669182815746629
ACH-000963,-0.24013752853149475
ACH-000968,-0.06774562633296342
ACH-000969,-0.09608488707342144
ACH-000972,-0.0005008954031015261
ACH-000973,-0.2720742145745385
ACH-000974,-0.2981961091715609
ACH-000978,-0.2156874614146832
ACH-000984,-0.20342327370986815
ACH-000986,-0.2081546492662637
ACH-000988,-0.2396676419192295
ACH-000993,-0.37496338615652003
ACH-000994,-0.3213227212664275
ACH-000996,-0.1996107128669494
ACH-001001,-0.2369474331324243
ACH-001020,-0.2919000830141887
ACH-001028,-0.26115666514045643
ACH-001031,-0.3564617389142499
ACH-001038,-0.2332919052295223
ACH-001048,-0.3826482404786304
ACH-001050,-0.2382965064040617
ACH-001053,-0.08621457244995218
ACH-001054,-0.16919320696585874
ACH-001061,-0.1924574266370793
ACH-001067,-0.2793572683710676
ACH-001075,-0.293916192888378
ACH-001096,-0.04351521857615443
ACH-001111,-0.2658269646840748
ACH-001119,-0.19538757911186452
ACH-001128,-0.18583407199773325
ACH-001134,-0.21819894793819133
ACH-001151,-0.16425958858316586
ACH-001163,-0.2946820824146754
ACH-001164,-0.4532551402974493
ACH-001183,-0.2380016147087837
ACH-001192,-0.2349610308700067
ACH-001193,-0.2355024530736423
ACH-001196,-0.28142677969493674
ACH-001197,-0.30432081510163345
ACH-001205,-0.1493057007088427
ACH-001211,-0.3080463027565666
ACH-001212,-0.3209139341956645
ACH-001228,-0.2019978975763441
ACH-001232,-0.29722299905297633
ACH-001239,-0.1947837382194853
ACH-001270,-0.4232385916615735
ACH-001274,-0.2759943474324479
ACH-001275,-0.2282928185100493
ACH-001277,-0.1797242511943906
ACH-001278,-0.3049941311235393
ACH-001280,-0.10330720556314874
ACH-001283,-0.1963514583714915
ACH-001289,-0.42012728175633735
ACH-001300,-0.18379526337732588
ACH-001301,-0.1966198046235306
ACH-001302,-0.631058232343217
ACH-001306,-0.24885144832404346
ACH-001318,-0.3933202451666448
ACH-001322,-0.5025359689501167
ACH-001328,-0.28586964492571865
ACH-001332,-0.553235890970151
ACH-001336,-0.3531085713868626
ACH-001346,-0.22978911212668945
ACH-001353,-0.16842961409630067
ACH-001354,-0.09660862905569664
ACH-001367,-0.2811663070164771
ACH-001368,-0.3201520928712942
ACH-001374,-0.32460552112494223
ACH-001377,-0.2367099697446549
ACH-001380,-0.29575868972662345
ACH-001391,-0.50422492634808
ACH-001408,-0.3410654006031348
ACH-001430,-0.04627897623729792
ACH-001431,-0.1033760661284942
ACH-001450,-0.2958265326878137
ACH-001496,-0.2826962876894265
ACH-001500,-0.2166979049027877
ACH-001523,-0.3041045383054432
ACH-001532,-0.31392333749746704
ACH-001550,-0.13364409912244687
ACH-001552,-0.12287439339077852
ACH-001554,-0.32803105330600896
ACH-001654,-0.3315127750999871
ACH-001735,-0.18125235777808216
ACH-001736,-0.11222038087243368
ACH-001737,-0.6898566991059703
ACH-001740,-0.23496332615127202
ACH-001745,-0.18078864316614152
ACH-001765,-0.22110444457521208
