,RARA (5914)
ACH-000004,-0.08150657683545179
ACH-000005,0.008897030281464512
ACH-000007,0.07018080488086108
ACH-000009,-0.031899902914915346
ACH-000011,-0.02341237397671701
ACH-000012,-0.026809005310041045
ACH-000013,0.0767283040288943
ACH-000014,0.09538172542530568
ACH-000015,0.14040881091687474
ACH-000017,-0.4250008929568755
ACH-000018,-0.0735158185126023
ACH-000019,0.12898187111192544
ACH-000021,0.13427238169118072
ACH-000022,0.0577712305689987
ACH-000025,-0.023734753979648048
ACH-000028,-0.07954294175163458
ACH-000030,0.022725270623576502
ACH-000035,-0.01881266389253702
ACH-000036,0.03228013736647573
ACH-000037,0.09526631064714236
ACH-000039,0.1882139308093248
ACH-000040,-0.12590671815611218
ACH-000041,-0.06227078758520482
ACH-000042,0.22355253101846853
ACH-000045,-0.4658395387199921
ACH-000047,0.04131004036128785
ACH-000052,0.052170155684095325
ACH-000053,-0.05618885028878805
ACH-000054,0.009989087210478696
ACH-000055,0.14526662277655114
ACH-000060,-0.08379079567859676
ACH-000067,-0.052512783671990436
ACH-000070,0.19507668613029044
ACH-000075,0.06810656987068117
ACH-000078,-0.00022189216123944547
ACH-000082,-0.0018908283782616345
ACH-000085,-0.03458088765089648
ACH-000086,-0.04472006114821036
ACH-000087,0.25620963078275905
ACH-000092,-0.00020382854374174507
ACH-000095,-0.13054110943908698
ACH-000097,-0.09077923289447412
ACH-000098,-0.04007136070351036
ACH-000099,0.2717491882334633
ACH-000108,0.1660423388139622
ACH-000113,-0.3806211022635348
ACH-000116,0.11730014013130804
ACH-000118,0.19535132486075307
ACH-000120,-0.1144669342913564
ACH-000123,0.10591842475705808
ACH-000127,0.13454513579733618
ACH-000128,0.17042280278342276
ACH-000132,-0.07174759120040802
ACH-000133,0.09996884768527436
ACH-000137,0.09397219716338533
ACH-000138,-0.07171282993532006
ACH-000142,-0.040353078864760986
ACH-000143,-0.1803931486250668
ACH-000146,-0.018540653539794668
ACH-000148,-0.0147498878745731
ACH-000150,-0.05541034946660582
ACH-000152,0.06642115265699823
ACH-000153,-0.13169846690052328
ACH-000159,0.02322042728031893
ACH-000160,0.05303087029958154
ACH-000163,0.012972840179252293
ACH-000167,0.5320750882810179
ACH-000168,0.19802646240283867
ACH-000169,0.1365594492520738
ACH-000178,0.0012760645902518926
ACH-000183,0.15678741555241474
ACH-000188,-0.09094414395814757
ACH-000189,-0.07898516184347168
ACH-000190,0.28400458589432803
ACH-000198,-0.14472031866472596
ACH-000203,-0.3590924184436852
ACH-000204,0.1901893657554909
ACH-000206,-0.08361398885273168
ACH-000207,0.10805506131027992
ACH-000208,0.10032339743839308
ACH-000210,0.07388525542389154
ACH-000211,0.072695288084133
ACH-000215,0.15538139660002456
ACH-000221,-0.10526446973477084
ACH-000222,0.14285944424699598
ACH-000223,0.1237625124880868
ACH-000226,0.16936927675197788
ACH-000227,-0.007794420876116616
ACH-000228,-0.07954406797258375
ACH-000231,-0.17381362229428227
ACH-000232,0.009634973608745993
