,AHNAK (79026)
ACH-000227,-0.07392946154448775
ACH-000228,-0.3451319332648569
ACH-000231,-0.0517079538665843
ACH-000232,-0.11550995788753572
ACH-000233,-0.0959559547968186
ACH-000234,-0.08636078155514998
ACH-000235,-0.2189138086888964
ACH-000237,-0.14195588111340496
ACH-000238,-0.09307593349319558
ACH-000242,-0.19523931698612826
ACH-000243,-0.06980195894839414
ACH-000244,-0.23332414331735596
ACH-000246,-0.13544912890875774
ACH-000248,-0.053558191332230096
ACH-000250,-0.2583907237793784
ACH-000251,-0.1310687968564583
ACH-000252,-0.10916586990054697
ACH-000253,-0.21002705778356756
ACH-000255,-0.10202701361533513
ACH-000256,-0.24918031189917866
ACH-000257,-0.438422958726144
ACH-000258,-0.22307687187875844
ACH-000259,-0.17754426252780056
ACH-000260,-0.18990923886578734
ACH-000261,-0.20752240352886847
ACH-000262,-0.3339558656087483
ACH-000263,-0.12889726663679316
ACH-000264,-0.10119645755335996
ACH-000265,0.005263205629803233
ACH-000266,-0.20842783826780095
ACH-000272,-0.03263209894375066
ACH-000274,0.0601333100136565
ACH-000277,-0.04788245234707556
ACH-000278,0.030000294600893238
ACH-000279,-0.0902526485670184
ACH-000280,-0.25213486938669044
ACH-000281,-0.12641771386573605
ACH-000288,-0.0701618572469962
ACH-000291,-0.20671516480220284
ACH-000293,-0.224638460905858
ACH-000294,-0.21669228080060324
ACH-000295,-0.109890863669597
ACH-000296,-0.18852286631665294
ACH-000302,-0.15385575548548547
ACH-000304,-0.3294144493465567
ACH-000307,-0.16731859157532367
ACH-000308,-0.2396221374188852
ACH-000310,-0.0665334383766239
ACH-000311,-0.08343171299018574
ACH-000312,-0.019378160980640127
ACH-000315,-0.1915025900564323
ACH-000316,0.024925519204983308
ACH-000317,-0.07606117979446722
ACH-000318,-0.4179657940593953
ACH-000319,-0.1898256254333196
ACH-000320,0.03444079060804238
ACH-000322,-0.1866263472436576
ACH-000323,-0.13840691757313658
ACH-000324,-0.13658637912637675
ACH-000329,-0.0124836684855703
ACH-000330,-0.4080398029033753
ACH-000331,-0.05913224179873582
ACH-000332,-0.04079675346604869
ACH-000334,-0.1011256930042882
ACH-000335,-0.1540818375985901
ACH-000336,-0.031137476425558933
ACH-000337,-0.2847096314409142
ACH-000338,-0.19962898930873124
ACH-000339,-0.046385347377356785
ACH-000341,-0.17171733817545226
ACH-000348,-0.17829276575859415
ACH-000350,-0.19455097570040605
ACH-000352,-0.2054367279874775
ACH-000356,-0.2895017010326913
ACH-000361,-0.1108113747541208
ACH-000362,-0.214186135807712
ACH-000363,0.000188972363005912
ACH-000364,-0.2002383286180204
ACH-000365,-0.1905768165187504
ACH-000366,-0.2964062539380666
ACH-000368,-0.14266072872720098
ACH-000374,-0.3225993799121249
ACH-000375,-0.2397726767777737
ACH-000376,-0.1804768731971849
ACH-000381,-0.1055979289948963
ACH-000383,-0.2483122036084541
ACH-000387,-0.030115408411856788
ACH-000389,-0.02519004299805832
ACH-000390,-0.1880663018003408
ACH-000393,-0.15244224723449595
ACH-000395,-0.1282497967405476
ACH-000396,-0.2793197581174346
ACH-000397,-0.19639607746801732
ACH-000401,-0.18015041184993616
ACH-000402,0.3667242767382768
ACH-000403,-0.17677751891485896
ACH-000404,0.17474726286536954
ACH-000406,-0.2143100592194365
ACH-000407,-0.16040673649635326
ACH-000408,-0.15177221135330418
ACH-000410,-0.2142157549805022
ACH-000411,-0.15363620239346862
ACH-000414,-0.004855141437670254
ACH-000415,-0.26417564253898834
ACH-000416,-0.08478591482891522
ACH-000420,-0.2630012271084853
ACH-000421,-0.12191483598852015
ACH-000424,-0.23996477218587134
ACH-000425,-0.08587291326440721
ACH-000426,-0.2322244732404986
ACH-000427,-0.08020119770768529
ACH-000433,-0.25269144557822537
ACH-000435,0.036860699992381785
ACH-000436,-0.055904688367217306
ACH-000444,-0.0544842313519251
ACH-000445,-0.04769377218234325
ACH-000448,-0.0019773485908346844
ACH-000450,-0.17599258520695912
ACH-000452,-0.17516918670305714
ACH-000454,-0.10892684702418223
ACH-000458,-0.13528351673962388
ACH-000459,-0.025984556396657518
ACH-000460,-0.16331173275088232
ACH-000461,-0.5166311402397009
ACH-000463,-0.10155685046712276
ACH-000464,0.007745557966591236
ACH-000466,-0.2891339071241195
ACH-000467,-0.14517070501094148
ACH-000468,-0.2187443099379468
ACH-000469,-0.045581534180140194
ACH-000470,0.16381752917725362
ACH-000471,-0.1743761884938804
ACH-000472,-0.15019285188230058
ACH-000473,-0.13876453151438625
ACH-000475,-0.15191239666862516
ACH-000476,-0.11982252430822415
ACH-000477,-0.15639534612526898
ACH-000479,-0.02621831224286076
ACH-000480,-0.20409484277072756
ACH-000481,-0.08682385401036928
ACH-000483,-0.1977959147738742
ACH-000484,-0.2772100169834085
ACH-000485,-0.16829177556719654
ACH-000486,-0.2075907452991327
ACH-000487,-0.17527557249400608
ACH-000488,0.012740607934275604
ACH-000490,-0.05550694457822815
ACH-000491,-0.10397139856651924
ACH-000495,-0.17696044611955933
ACH-000496,-0.08683617380507606
ACH-000499,0.03704863197968032
ACH-000500,-0.20921511307062107
ACH-000502,-0.10173386609642096
ACH-000503,0.04572775200028094
ACH-000505,-0.10555513199052846
ACH-000507,-0.16677417746702858
ACH-000510,-0.06685477783495264
ACH-000511,-0.1315818177836599
ACH-000512,-0.10373357224370723
ACH-000516,-0.06452212437999535
ACH-000517,-0.11049293496232628
ACH-000518,-0.13229901663176336
ACH-000520,-0.2086250525576357
ACH-000521,0.10698335540369996
ACH-000522,-0.15953011273537376
ACH-000524,-0.0705634608389962
ACH-000527,-0.1364998134244806
ACH-000528,-0.11613371276286848
ACH-000537,-0.18931396378918625
ACH-000541,-0.07345539524822739
ACH-000542,-0.07769803558173156
ACH-000544,-0.19187706297706789
ACH-000545,-0.35723577281839675
ACH-000547,-0.1577524378260832
ACH-000548,-0.12403135218689013
ACH-000549,-0.2414691294683455
ACH-000550,-0.06361305445955934
ACH-000552,-0.13920513813411925
ACH-000556,-0.18208098314547025
ACH-000557,-0.0016162711031998426
ACH-000569,-0.15905127764082147
ACH-000570,-0.20167585630242932
ACH-000571,-0.1222755436987575
ACH-000573,-0.021584473286146915
ACH-000576,-0.11198820824960444
ACH-000579,0.005188343821677532
ACH-000580,-0.13904950618889508
ACH-000584,-0.29846862828052345
ACH-000585,-0.15316367706811546
ACH-000588,-0.20261227156719616
ACH-000589,-0.1227742045250261
ACH-000591,-0.21031517278712294
ACH-000593,-0.0946816235313856
ACH-000600,-0.13570239316825167
ACH-000601,-0.2844750823195788
ACH-000605,-0.12283469882264245
ACH-000606,-0.17241293953305994
ACH-000608,-0.12344320352285075
ACH-000614,-0.06623312714280635
ACH-000616,-0.03437315180991445
ACH-000618,-0.1914851200668962
ACH-000619,-0.0811619762163107
ACH-000620,-0.16827337892022418
ACH-000621,-0.11055166007734593
ACH-000622,-0.1824581324931604
ACH-000623,-0.04996307230481832
ACH-000624,-0.21559887608413766
ACH-000627,-0.009620468770714192
ACH-000630,-0.11678112490826985
ACH-000631,-0.121060016566878
ACH-000632,-0.10290846121686732
ACH-000633,-0.33740199488261163
ACH-000637,-0.2531759419049705
ACH-000638,-0.11937729888922335
ACH-000646,-0.11522203718850592
ACH-000647,-0.12650467501356433
ACH-000648,-0.2067268013707477
ACH-000649,-0.15394501358509552
ACH-000651,-0.09022260299639626
ACH-000652,-0.09866243856234007
ACH-000653,-0.14821564869106213
ACH-000657,-0.2149637765187334
ACH-000658,-0.09245234210590572
ACH-000661,-0.13237175334235954
ACH-000662,-0.13524394338162993
ACH-000663,-0.2157512683593663
ACH-000665,-0.3271931158187881
ACH-000671,-0.23743651066279786
ACH-000672,-0.2964518079575449
ACH-000673,-0.1355008206763016
ACH-000676,-0.009976467378714212
ACH-000677,-0.20341300073422547
ACH-000681,-0.20553074912696806
ACH-000683,-0.20524271659126897
ACH-000684,-0.040312947543037915
ACH-000688,0.07119766413921405
ACH-000693,-0.1203064718913109
ACH-000694,-0.2253337027136464
ACH-000695,-0.15083837022183147
ACH-000696,-0.15189394626795788
ACH-000697,-0.1924641204109666
ACH-000699,-0.1851494583811406
ACH-000701,0.11515089306925046
ACH-000706,-0.1555434181891958
ACH-000711,-0.10098776446167132
ACH-000713,-0.2851720080421557
ACH-000714,-0.2466875334139887
ACH-000718,-0.2725659231566847
ACH-000720,-0.18855774085544705
ACH-000721,-0.0419556298081381
ACH-000724,-0.1619004579874643
ACH-000725,-0.14298814531622905
ACH-000732,-0.25445929450154203
ACH-000734,-0.3326014293363462
ACH-000735,-0.14749204339893987
ACH-000736,-0.14416602753951366
ACH-000738,-0.22432019927680655
ACH-000746,-0.2414290254266805
ACH-000747,-0.30575650592893866
ACH-000748,-0.21630925954698849
ACH-000753,-0.0470959683677242
ACH-000756,-0.2587320294198324
ACH-000757,-0.4224114263089428
ACH-000758,-0.08062913203769156
ACH-000760,-0.2035214722502177
ACH-000762,-0.17770988785408226
ACH-000763,-0.2744627029397382
ACH-000764,-0.6447651341030004
ACH-000765,-0.2684581285877511
ACH-000766,-0.060598703648839625
ACH-000767,-0.2343250115634483
ACH-000768,-0.12769910907834064
ACH-000769,-0.024366736158726008
ACH-000770,-0.14660255319570034
ACH-000771,-0.08424568454181065
ACH-000773,-0.13648014458019672
ACH-000776,-0.2350293746112916
ACH-000777,-0.027510385629376414
ACH-000778,-0.07104219217445401
ACH-000781,-0.19022130353694086
ACH-000782,-0.19251538146536046
ACH-000783,-0.20200396353867828
ACH-000784,-0.15416277230444533
ACH-000785,-0.11450011690959205
ACH-000787,-0.003986347191356493
ACH-000788,-0.09899553603097028
ACH-000791,-0.11328122232532095
ACH-000792,-0.13179366862741906
ACH-000794,-0.2063378692772381
ACH-000796,-0.2745268647548166
ACH-000798,-0.2889365448132416
ACH-000799,-0.1036273455722111
ACH-000800,0.1747516456959559
ACH-000802,-0.2184555279667132
ACH-000804,-0.2574641476279321
ACH-000805,-0.17329320253406136
ACH-000809,-0.10531443883650787
ACH-000810,-0.3473790455995672
ACH-000811,-0.07742153642573196
ACH-000817,-0.24447839824042575
ACH-000819,-0.16667806084261938
ACH-000820,-0.2520227688815093
ACH-000821,-0.0704667649741124
ACH-000822,-0.20208835156257404
ACH-000823,-0.1259602582313875
ACH-000824,-0.16011704523644305
ACH-000827,-0.22266478857425107
ACH-000829,-0.1920228945940301
ACH-000831,-0.19571437088004887
ACH-000832,-0.14709744075112655
ACH-000833,-0.24690003986314205
ACH-000834,-0.17170413216266792
ACH-000835,0.0008414278560194957
ACH-000836,-0.0670078260641908
ACH-000837,-0.18563016329551896
ACH-000838,-0.24107646981241024
ACH-000839,-0.15878137855952915
ACH-000840,-0.0969184081653832
ACH-000841,-0.09722839239574242
ACH-000843,-0.19347608599967392
ACH-000846,-0.2123069357209557
ACH-000847,-0.2641467212520312
ACH-000848,-0.21470700838358586
ACH-000849,-0.12876016972900248
ACH-000851,-0.001439874944464853
ACH-000855,-0.045610865565235324
ACH-000856,-0.13146226174506254
ACH-000858,-0.06833553917881446
ACH-000859,-0.3283809386446399
ACH-000861,-0.23395155671769455
ACH-000862,0.011303329942083452
ACH-000865,-0.22399442239223635
ACH-000866,-0.19993643856829488
ACH-000867,-0.06858880159069132
ACH-000869,-0.12168417634999468
ACH-000872,-0.11383689407398638
ACH-000873,0.04348321047111674
ACH-000876,-0.3639504302353148
ACH-000878,-0.21727583248307944
ACH-000880,-0.3929919767308206
ACH-000881,-0.11099869099503293
ACH-000882,-0.26202889401397417
ACH-000884,-0.0033729161706790344
ACH-000885,-0.1907216138132724
ACH-000887,-0.2646179621894785
ACH-000889,-0.18735996381767395
ACH-000896,-0.12004163292415596
ACH-000898,-0.13344323472083905
ACH-000900,-0.3678901709870348
ACH-000901,-0.33100201755486913
ACH-000905,-0.1342191223109866
ACH-000906,-0.09362787742821023
ACH-000907,0.31012377992148626
ACH-000910,-0.2536118874174245
ACH-000911,-0.2342869384806807
ACH-000912,-0.3030868227689213
ACH-000913,-0.18592852190497167
ACH-000915,-0.04340441436776981
ACH-000916,-0.280701232708042
ACH-000917,-0.3954288108710815
ACH-000920,-0.05117752857857477
ACH-000921,-0.18714787951278586
ACH-000924,-0.07746465060254168
ACH-000926,-0.18653071285081566
ACH-000928,0.01067652375189277
ACH-000929,-0.15254201234383344
ACH-000932,-0.06932745092121667
ACH-000935,-0.3216871651107151
ACH-000936,-0.27308538872712484
ACH-000937,-0.13212868509562278
ACH-000938,-0.11250365655479336
ACH-000939,-0.18262930842067934
ACH-000941,-0.36479878157689344
ACH-000943,-0.11186371331503774
ACH-000946,-0.3953595271100461
ACH-000947,-0.1879965061233102
ACH-000948,-0.2459019704808293
ACH-000950,-0.13458534585640358
ACH-000953,-0.2104651137538742
ACH-000954,-0.43278818653108697
ACH-000957,-0.26518082701784546
ACH-000958,-0.13831004875929415
ACH-000960,-0.12113630313505305
ACH-000963,-0.11011562267316362
ACH-000968,-0.2846929050559725
ACH-000969,-0.060981062673036
ACH-000972,-0.1777253984888168
ACH-000973,-0.19478736362098198
ACH-000974,-0.2277888016141971
ACH-000978,-0.028597088373259437
ACH-000984,-0.3544336964239017
ACH-000986,-0.14717492793550135
ACH-000988,-0.29726166829674144
ACH-000993,-0.28432878017452035
ACH-000994,-0.2293691221609917
ACH-000996,-0.2190576966299826
ACH-001001,-0.1781163166339337
ACH-001020,-0.30203729780420513
ACH-001028,-0.01885295561834646
ACH-001031,0.13196074027890767
ACH-001038,-0.2056670168310436
ACH-001048,-0.0963785812855587
ACH-001050,-0.14831080171028185
ACH-001053,-0.24976915186375054
ACH-001054,-0.230182136026252
ACH-001061,-0.12231779647158543
ACH-001067,-0.22357827613069228
ACH-001075,-0.20834524413764224
ACH-001096,-0.1783165287138196
ACH-001111,-0.19556789021118332
ACH-001119,-0.24830122629926366
ACH-001128,0.6911502917970594
ACH-001134,-0.03631366847753106
ACH-001151,-0.0930775671887453
ACH-001163,-0.23486207104464465
ACH-001164,-0.030772618190830162
ACH-001183,-0.010557412463317407
ACH-001192,-0.06554017858661693
ACH-001193,-0.2924560036721698
ACH-001196,-0.16063550328986184
ACH-001197,-0.02166771663006091
ACH-001205,-0.1173089106097242
ACH-001211,-0.2791740242179944
ACH-001212,-0.1660792205220568
ACH-001228,-0.21484742593247802
ACH-001232,-0.032282705600450184
ACH-001239,-0.0572277567987427
ACH-001270,-0.3768886606664559
ACH-001274,-0.3028527198636572
ACH-001275,-0.2789454695827324
ACH-001277,-0.2780348081450301
ACH-001278,0.03308501033658417
ACH-001280,-0.1250052498546583
ACH-001283,-0.17306886579097971
ACH-001289,-0.2530509277062386
ACH-001300,-0.19519319266193896
ACH-001301,-0.17407537481259486
ACH-001302,-0.042604707642244284
ACH-001306,-0.15334220478963467
ACH-001318,-0.2379179823656215
ACH-001322,-0.16628598361510635
ACH-001328,-0.16705895280198926
ACH-001332,-0.13970802175379154
ACH-001336,-0.19510130205752013
ACH-001346,-0.20608737443941366
ACH-001353,-0.2540476836022125
ACH-001354,0.12395284206285323
ACH-001367,0.12985448646664555
ACH-001368,-0.11664986041074572
ACH-001374,-0.07196973148890343
ACH-001377,-0.20967644122545206
ACH-001380,-0.1655044298581751
ACH-001391,-0.0074724923675023175
ACH-001408,-0.10005668975507427
ACH-001430,-0.1992950601854381
ACH-001431,-0.1674765908246966
ACH-001450,-0.17761739813142882
ACH-001496,-0.14669015986657466
ACH-001500,-0.09894483175185373
ACH-001523,-0.03641480402091381
ACH-001532,-0.14846523310034626
ACH-001550,-0.2347555279612159
ACH-001552,-0.15288543093896267
ACH-001554,-0.1313472076106081
ACH-001654,-0.04857348796681585
ACH-001735,-0.1575685060802786
ACH-001736,-0.14515933843961648
ACH-001737,0.019215869524413287
ACH-001740,-0.10967160850679948
ACH-001745,-0.11892415550954527
ACH-001765,-0.21246770500056186
