,TXN2 (25828)
ACH-000395,-0.24647025212357696
ACH-000396,-0.456422765143515
ACH-000397,-0.12981605042934422
ACH-000401,-0.15054552317870473
ACH-000402,-0.14328811532494007
ACH-000403,-0.18230407645875926
ACH-000404,-0.2650690557165191
ACH-000406,-0.3214645332286061
ACH-000407,-0.181853099653374
ACH-000408,-0.5251929552564679
ACH-000410,-0.3381963188878502
ACH-000411,-0.17620550225032444
ACH-000414,-0.3069126834701549
ACH-000415,-0.2356562378243945
ACH-000416,-0.306911995743842
ACH-000420,-0.3702969382849105
ACH-000421,-0.2675093668244066
ACH-000424,-0.22478651351983772
ACH-000425,-0.2283139435992673
ACH-000426,-0.2100613294183494
ACH-000427,-0.35655362765163223
ACH-000433,-0.2519163880762436
ACH-000435,-0.5517659403485332
ACH-000436,-0.23761448052995665
ACH-000444,-0.3123668924172731
ACH-000445,-0.2311484880025416
ACH-000448,-0.24791201829339
ACH-000450,-0.6304751663526298
ACH-000452,-0.1973361870774065
ACH-000454,-0.32482253493507235
ACH-000458,-0.4842073553194476
ACH-000459,-0.6365561564775758
ACH-000460,-0.2119483539248443
ACH-000461,-0.39527089754405176
ACH-000463,-0.1009888256639118
ACH-000464,-0.2002500341143981
ACH-000466,-0.049737370856699055
ACH-000467,-0.2825296279073393
ACH-000468,-0.2702697599709998
ACH-000469,-0.2909804423994551
ACH-000470,-0.27268333921487503
ACH-000471,-0.23058899692496
ACH-000472,-0.27205245864399713
ACH-000473,-0.215837875693744
ACH-000475,-0.2145838356730324
ACH-000476,-0.0008107014299407223
ACH-000477,-0.4540508719160437
ACH-000479,-0.2430228930122059
ACH-000480,-0.39152301042392457
ACH-000481,-0.20038291072036665
ACH-000483,-0.4190490098026228
ACH-000484,0.050561038409994895
ACH-000485,-0.10197599307081824
ACH-000486,-0.3818481368117199
ACH-000487,-0.2923024151272482
ACH-000488,-0.3294348660039774
ACH-000490,-0.28911387110369163
ACH-000491,-0.2748566495583249
ACH-000495,-0.17882521580281907
ACH-000496,-0.10824903754140704
ACH-000499,-0.4545887322124825
ACH-000500,-0.030122004137644112
ACH-000502,-0.11909240987068022
ACH-000503,-0.19144378991524566
ACH-000505,-0.261996706134702
ACH-000507,-0.3272873444147782
ACH-000510,-0.3484713476466872
ACH-000511,-0.3069437634997049
ACH-000512,-0.3048776580087752
ACH-000516,-0.22809242542810534
ACH-000517,-0.2807073838554675
ACH-000518,-0.2531332242192313
ACH-000520,-0.2866435577244272
ACH-000521,-0.10615896705801196
ACH-000522,-0.2640733361654633
ACH-000524,-0.26823985641230064
ACH-000527,-0.2824467631595777
ACH-000528,-0.2854396821321947
ACH-000537,-0.278356145513118
ACH-000541,-0.08143927137983435
ACH-000542,-0.27326365285521753
ACH-000544,-0.3657357170512794
ACH-000545,-0.26910171872714617
ACH-000547,-0.22197779536465698
ACH-000548,-0.2108600799920101
ACH-000549,-0.20770989113526386
ACH-000550,-0.0919903664452711
ACH-000552,-0.19300275011356946
ACH-000556,-0.21519287564114295
ACH-000557,-0.232562070767962
ACH-000569,0.12041385447621382
ACH-000570,-0.486477467939661
ACH-000571,-0.23804046795856096
ACH-000573,-0.3111541605676066
ACH-000576,-0.18634498996440588
ACH-000579,-0.18094584922027174
ACH-000580,-0.11498663018896088
ACH-000584,-0.2320397599530173
ACH-000585,-0.04167974121470048
ACH-000588,-0.3538174215229541
ACH-000589,-0.3527585319372893
ACH-000591,-0.25583148280062723
ACH-000593,-0.1388533866916414
ACH-000600,-0.1920006020620872
ACH-000601,-0.31161153604509084
ACH-000605,-0.3205887077648892
ACH-000606,-0.3257019848506553
ACH-000608,-0.2722994522802019
ACH-000614,-0.32320824179029906
ACH-000616,-0.17114020433054228
ACH-000618,-0.6120908283499513
ACH-000619,-0.19755589904854776
ACH-000620,-0.06453613010580958
ACH-000621,-0.25336300527261146
ACH-000622,-0.2658546723384501
ACH-000623,-0.2340182799472655
ACH-000624,-0.29133905426767426
ACH-000627,-0.3494080454641326
ACH-000630,-0.369920674795618
ACH-000631,-0.447260642525297
ACH-000632,-0.2183207278420094
ACH-000633,-0.15648583004754896
ACH-000637,-0.3333350183916363
ACH-000638,-0.25906564260358594
ACH-000646,-0.3136274693736819
ACH-000647,-0.3378181043370537
ACH-000648,-0.2262910322744246
ACH-000649,-0.21559551680316533
ACH-000651,-0.4322480740210142
ACH-000652,-0.2671127104845612
ACH-000653,0.0501333746379763
ACH-000657,-0.3315107936586839
ACH-000658,-0.14946853013104544
ACH-000661,-0.11206564920920016
ACH-000662,-0.19990120305742
ACH-000663,-0.3013657361082989
ACH-000665,-0.339441505073357
ACH-000671,-0.40785721641227934
ACH-000672,-0.3659296000299672
ACH-000673,-0.2867323804129675
ACH-000676,-0.327951865034967
ACH-000677,-0.36191647698950186
ACH-000681,-0.31623866254361666
ACH-000683,-0.19858626749300806
ACH-000684,-0.3362784703605965
ACH-000688,-0.2897036823799931
ACH-000693,-0.4655406870812682
ACH-000694,-0.4838747165653898
ACH-000695,-0.12687383421012305
ACH-000696,-0.26622961600788403
ACH-000697,-0.4172799308666195
ACH-000699,-0.3790870599171687
ACH-000701,-0.05497732925018788
ACH-000706,-0.4359696602676452
ACH-000711,-0.2050265333876112
ACH-000713,-0.26591021765897604
ACH-000714,-0.1401339476751901
ACH-000718,-0.09496046020986697
ACH-000720,-0.1876688777960075
ACH-000721,-0.18960201961310624
ACH-000724,-0.17594673815641276
ACH-000725,-0.38777960614206347
ACH-000732,-0.2257974060996541
ACH-000734,-0.2832486243442632
ACH-000735,-0.21255931251561466
ACH-000736,-0.2109982236824886
ACH-000738,-0.28860161209020485
ACH-000746,-0.4382625202681586
ACH-000747,-0.5578241405518589
ACH-000748,-0.2197341096901249
ACH-000753,-0.4073136170738433
ACH-000756,-0.3214984139940186
ACH-000757,-0.3022204641953125
ACH-000758,-0.12543710080185932
ACH-000760,-0.24365696598244935
ACH-000762,-0.16084763140546576
ACH-000763,-0.17976213440787195
ACH-000764,-0.41348893272445214
ACH-000765,-0.32115235758827465
ACH-000766,-0.12589493001442795
ACH-000767,-0.3076591294830377
ACH-000768,-0.15423415279067376
ACH-000769,-0.3908852339414137
ACH-000770,-0.247439557718162
ACH-000771,-0.4193548778258484
ACH-000773,-0.20589741617798785
ACH-000776,-0.3233569439978016
ACH-000777,-0.4356094811241894
ACH-000778,-0.24588464962322146
ACH-000781,-0.2719720990952755
ACH-000782,-0.2514861256295423
ACH-000783,-0.053914065824112636
ACH-000784,-0.3043317234097428
ACH-000785,-0.12750515470158866
ACH-000787,-0.3038483333430795
ACH-000788,-0.2746776672126429
ACH-000791,-0.3204903598495747
ACH-000792,-0.1732807203585746
ACH-000794,-0.07603477088266028
ACH-000796,-0.09032910931196733
ACH-000798,-0.317276881212092
ACH-000799,-0.3529047249638596
ACH-000800,-0.3582480034490157
ACH-000802,-0.3058319809772364
ACH-000804,-0.3677947328271009
ACH-000805,-0.4635001259390649
ACH-000809,-0.16572505069933924
ACH-000810,-0.24926494062558305
ACH-000811,-0.2574071400355979
ACH-000817,-0.2397855433613434
ACH-000819,-0.11940034229169827
ACH-000820,-0.5688609031719305
ACH-000821,-0.2387405440950857
ACH-000822,-0.15501645554357354
ACH-000823,-0.4051152883471742
ACH-000824,-0.12829499847506665
ACH-000827,-0.12826743700660287
ACH-000829,-0.1347112976215267
ACH-000831,-0.5286598670824882
ACH-000832,-0.316428720056328
ACH-000833,-0.3418841667553592
ACH-000834,-0.2015859644595955
ACH-000835,-0.4349387887255305
ACH-000836,-0.19693715293760686
ACH-000837,-0.2779442275257019
ACH-000838,-0.060349857147881124
ACH-000839,-0.3883317478219989
ACH-000840,-0.12845580501829912
ACH-000841,-0.2114005213963387
ACH-000843,-0.3920518884099984
ACH-000846,-0.18606878958880052
ACH-000847,-0.3167631942522356
ACH-000848,-0.3932053613007488
ACH-000849,-0.4572548644805679
ACH-000851,-0.2775926398797886
ACH-000855,-0.4978158860765045
ACH-000856,-0.5851741706050749
ACH-000858,-0.5071139964940081
ACH-000859,-0.5491237578278386
ACH-000861,-0.102406946715731
ACH-000862,-0.2409263923516761
ACH-000865,-0.2733140709802607
ACH-000866,-0.2162314776889388
ACH-000867,-0.1429212738828982
ACH-000869,-0.3652641547303848
ACH-000872,-0.21755749658257484
ACH-000873,-0.2846243890271243
ACH-000876,-0.2759151892858173
ACH-000878,-0.32940146385536034
ACH-000880,-0.1392526770625297
ACH-000881,-0.21526398795756752
ACH-000882,-0.2036879616435008
ACH-000884,-0.2282865215436945
ACH-000885,-0.3422394019472104
ACH-000887,-0.2896321622579837
ACH-000889,-0.20047058511382515
ACH-000896,-0.2369180509516798
ACH-000898,-0.3439337026412954
ACH-000900,-0.4288103859311191
ACH-000901,-0.2462962664058012
ACH-000905,-0.10037295294359072
ACH-000906,-0.3181266360124054
ACH-000907,-0.15783610904388018
ACH-000910,-0.19015616257727966
ACH-000911,-0.3631271624557952
ACH-000912,-0.4142912769317632
ACH-000913,-0.25766345827995496
ACH-000915,-0.2550075443469349
ACH-000916,-0.3922681514505312
ACH-000917,-0.2730561314458425
ACH-000920,-0.05497826518923187
ACH-000921,-0.15727595662119848
ACH-000924,-0.4079460379334113
ACH-000926,-0.3371270367285075
ACH-000928,-0.13358207255932733
ACH-000929,-0.05738027279932681
ACH-000932,-0.14705003777612136
ACH-000935,-0.2092302469326144
ACH-000936,-0.32673968280954635
ACH-000937,-0.15274906928494086
ACH-000938,-0.2795630027215397
ACH-000939,-0.5453507094346126
ACH-000941,-0.1588739307699196
ACH-000943,-0.5292364966173388
ACH-000946,-0.17282383090109207
ACH-000947,-0.31662650635196843
ACH-000948,-0.2468392056627555
ACH-000950,-0.4954087329844212
ACH-000953,-0.2445289385631799
ACH-000954,-0.13901122689685175
ACH-000957,-0.29940551745581
ACH-000958,-0.27517320668078565
ACH-000960,-0.15176363708792934
ACH-000963,-0.33622198432002537
ACH-000968,-0.36876898771174393
ACH-000969,-0.21771171361451594
ACH-000972,-0.008414180617890201
ACH-000973,-0.20264816673767488
ACH-000974,-0.2679216717227919
ACH-000978,-0.03659716388138252
ACH-000984,-0.16966543795070915
ACH-000986,-0.378673282867502
ACH-000988,-0.3264282983419936
ACH-000993,-0.14602415416317455
ACH-000994,-0.4871853588069946
ACH-000996,-0.3968042326956481
ACH-001001,-0.28564017594966146
ACH-001020,-0.5103189180869213
ACH-001028,-0.24890337821964184
ACH-001031,-0.3604710496325344
ACH-001038,-0.27324174581934363
ACH-001048,-0.34373505833478923
ACH-001050,-0.06452799486960836
ACH-001053,-0.2485230922936188
ACH-001054,-0.2526738626720447
ACH-001061,-0.4582922835060875
ACH-001067,-0.1961772903335012
ACH-001075,-0.4809419789456991
ACH-001096,-0.3006729979106658
ACH-001111,-0.3005886330213496
ACH-001119,-0.24936669361054625
ACH-001128,0.10179756610771623
ACH-001134,-0.17347608619461666
ACH-001151,-0.11135854285178072
ACH-001163,-0.47188688166342296
ACH-001164,0.03650581075976397
ACH-001183,-0.1349032156569161
ACH-001192,-0.4002110862981771
ACH-001193,-0.2262677202277729
ACH-001196,-0.32033196275812564
ACH-001197,-0.4820823467921895
ACH-001205,-0.28776645794255795
ACH-001211,-0.297665461733938
ACH-001212,-0.13764668438238414
ACH-001228,-0.1927983338498037
ACH-001232,-0.3939379808773159
ACH-001239,-0.2110928158347176
ACH-001270,-0.6020419150912716
ACH-001274,-0.22621856118773115
ACH-001275,-0.4019157968636587
ACH-001277,-0.4398442919607625
ACH-001278,-0.3259176961491547
ACH-001280,-0.4663859635229252
ACH-001283,-0.3120110895071705
ACH-001289,0.101150474609842
ACH-001300,-0.2392541715712653
ACH-001301,-0.11885281321203132
ACH-001302,-0.3032626342468088
ACH-001306,-0.29825294504194555
ACH-001318,-0.4825214602151871
ACH-001322,-0.5355047517590572
ACH-001328,-0.20048067040727047
ACH-001332,-0.5316781634982987
ACH-001336,-0.3518701673019448
ACH-001346,-0.4906135112620522
ACH-001353,-0.1789979795948463
ACH-001354,-0.1433305489224549
ACH-001367,-0.5928219887700934
ACH-001368,-0.29618231590276145
ACH-001374,-0.01703475920886136
ACH-001377,-0.15918455361628409
ACH-001380,-0.2092926837820355
ACH-001391,-0.2463616714839443
ACH-001408,-0.1649773811816723
ACH-001430,-0.2654581915551117
ACH-001431,-0.2487606760304948
ACH-001450,-0.4698049921866666
ACH-001496,-0.3218768399146493
ACH-001500,-0.3965111699051405
ACH-001523,-0.5589845659905454
ACH-001532,-0.1215124396439701
ACH-001550,-0.4114256261293264
ACH-001552,-0.29147776730350666
ACH-001554,-0.3388808601895525
ACH-001654,-0.29896407130326913
ACH-001735,-0.10878657836657274
ACH-001736,-0.35006969541888044
ACH-001737,0.2639444361733612
ACH-001740,-0.2202154301201525
ACH-001745,-0.17398458976514106
ACH-001765,-0.3354902997113429
