,EIF5AL1 (143244)
ACH-000783,-0.26539283576870043
ACH-000784,-0.2650523959220381
ACH-000785,-0.3879735408247138
ACH-000787,-0.2876334149299881
ACH-000788,-0.318533608789976
ACH-000791,-0.14129320901237089
ACH-000792,-0.16120107513010498
ACH-000794,-0.12474107713367695
ACH-000796,-0.1823344038606058
ACH-000798,-0.27200385701107205
ACH-000799,-0.2527890497291579
ACH-000800,-0.2115137406969199
ACH-000802,-0.3349988677414822
ACH-000804,-0.005357291112915989
ACH-000805,-0.2000548230349779
ACH-000809,-0.4365173333540488
ACH-000810,0.15433912624926102
ACH-000811,-0.1426774779183061
ACH-000817,-0.4914162568202802
ACH-000819,-0.15572718095946272
ACH-000820,-0.4593661828709109
ACH-000821,-0.35696117992190995
ACH-000822,-0.5256743063901099
ACH-000823,-0.24866399960676536
ACH-000824,-0.2790168218236453
ACH-000827,-0.19158627498171688
ACH-000829,-0.20830881862842987
ACH-000831,-0.16790145497785566
ACH-000832,-0.11405131371579826
ACH-000833,-0.4676047304410634
ACH-000834,-0.2714488295667831
ACH-000835,-0.3869762587289548
ACH-000836,-0.1822196930300964
ACH-000837,-0.2806618623637349
ACH-000838,-0.2286204754239843
ACH-000839,-0.09455198114718726
ACH-000840,-0.100845135843409
ACH-000841,-0.3113779939434229
ACH-000843,-0.3058260371691654
ACH-000846,-0.2023343180095742
ACH-000847,-0.7373204058476012
ACH-000848,-0.4086360414580785
ACH-000849,-0.17809873527845238
ACH-000851,-0.4211211965111627
ACH-000855,-0.3320943395301175
ACH-000856,-0.1530406156678248
ACH-000858,-0.1957618404724265
ACH-000859,-0.33789956072384325
ACH-000861,-0.2378495283746216
ACH-000862,-0.3266760125694377
ACH-000865,-0.2972421469499553
ACH-000866,-0.2610623496363661
ACH-000867,-0.2376135549066653
ACH-000869,-0.23077905451993325
ACH-000872,-0.3164768151918351
ACH-000873,-0.20293412339528252
ACH-000876,-0.17545574112841392
ACH-000878,-0.6825224438255189
ACH-000880,-0.2713679528200224
ACH-000881,-0.30124870742801235
ACH-000882,-0.3275674515751594
ACH-000884,-0.493606066582592
ACH-000885,-0.13975737251723758
ACH-000887,-0.24828842323695344
ACH-000889,-0.367660907436183
ACH-000896,-0.4067953051880376
ACH-000898,-0.05207157202047685
ACH-000900,-0.33730510261111385
ACH-000901,-0.03526221245092775
ACH-000905,-0.4174463302217968
ACH-000906,-0.15571514055035374
ACH-000907,-0.34410414197276545
ACH-000910,-0.2770633390238245
ACH-000911,-0.1308779568736607
ACH-000912,-0.3542672798275038
ACH-000913,-0.17773817887131246
ACH-000915,-0.32209366785403937
ACH-000916,-0.870310857266933
ACH-000917,-0.37295423987729454
ACH-000920,-0.14402186718124774
ACH-000921,-0.06555752701658206
ACH-000924,-0.15594953629958114
ACH-000926,-0.3810639166849118
ACH-000928,-0.1062454235840848
ACH-000929,-0.1042159282958411
ACH-000932,-0.2270050760990578
ACH-000935,-0.3210286974615918
ACH-000936,-0.480977946487812
ACH-000937,-0.1857221862364106
ACH-000938,-0.3323644397421733
ACH-000939,-0.2907064330844181
ACH-000941,-0.3802390045993692
ACH-000943,-0.3172394711334965
ACH-000946,-0.23588676608900516
ACH-000947,-0.1993552131309902
ACH-000948,-0.13038509916423316
ACH-000950,-0.13291548309050075
ACH-000953,-0.19744698763466312
ACH-000954,-0.23331316046081185
ACH-000957,0.020025842495618926
ACH-000958,-0.2703402351934325
ACH-000960,-0.2510626336523619
ACH-000963,-0.13287818374624913
ACH-000968,-0.20914695290994328
ACH-000969,-0.26782602144624545
ACH-000972,0.055067581729529684
ACH-000973,-0.2611572980562865
ACH-000974,-0.23155321156770226
ACH-000978,-0.16085051911098264
ACH-000984,-0.15607615184852586
ACH-000986,-0.3768295604423199
ACH-000988,-0.10976753021795167
ACH-000993,-0.28289166600947874
ACH-000994,-0.19799843841853249
ACH-000996,-0.1528809889921616
ACH-001001,-0.31754840474989604
ACH-001020,-0.2471857111152092
ACH-001028,-0.3793807241959711
ACH-001031,-0.3137540354997769
ACH-001038,-0.2975033362767409
ACH-001048,-0.3613939656541065
ACH-001050,-0.30197109879996586
ACH-001053,-0.4087586026729913
ACH-001054,-0.22721959073652706
ACH-001061,-0.4564793170984573
ACH-001067,-0.20042353186426184
ACH-001075,-0.3017667630849838
ACH-001096,-0.10182456344475944
ACH-001111,-0.5361775550413586
ACH-001119,-0.3108571828023312
ACH-001128,-0.4560628254273829
ACH-001134,-0.07866826975291408
ACH-001151,-0.34047245887066513
ACH-001163,-0.4331768688068359
ACH-001164,-0.3882593450111541
ACH-001183,-0.2918892750661467
ACH-001192,-0.13885450626366774
ACH-001193,-0.22393987483074787
ACH-001196,-0.3169390484677928
ACH-001197,-0.2713191031961352
ACH-001205,-0.1083254643944346
ACH-001211,-0.38592473459073295
ACH-001212,-0.3162979929265117
ACH-001228,-0.13730358693407635
ACH-001232,-0.4578320850004232
ACH-001239,-0.2953700552255457
ACH-001270,-0.4213972028941136
ACH-001274,-0.15087474394366085
ACH-001275,-0.1195212907279229
ACH-001277,-0.16905235718245232
ACH-001278,0.05288591175259805
ACH-001280,-0.21154657335719454
ACH-001283,-0.4635641573828864
ACH-001289,-0.15423181464376284
ACH-001300,-0.5946231867755838
ACH-001301,-0.3192939315143617
ACH-001302,-0.2934145096841025
ACH-001306,-0.2762408583733069
ACH-001318,-0.4953657541439868
ACH-001322,-0.3377961732507268
ACH-001328,-0.3662751285389865
ACH-001332,-0.4926975074959024
ACH-001336,-0.2211539259741012
ACH-001346,-0.2252219103982612
ACH-001353,-0.20852389463101167
ACH-001354,-0.29836926333919744
ACH-001367,-0.4265649736463639
ACH-001368,-0.22057030962607507
ACH-001374,-0.16449348199657865
ACH-001377,-0.2191670290953041
ACH-001380,-0.12523377005685282
ACH-001391,-0.2911405591782334
ACH-001408,-0.4825221630413696
ACH-001430,-0.0766821194764746
ACH-001431,-0.32190542032054315
ACH-001450,-0.04327480800497386
ACH-001496,-0.10969467650249602
ACH-001500,-0.30447038243092595
ACH-001523,-0.3243232111116435
ACH-001532,-0.1907399572187264
ACH-001550,-0.3388493448536458
ACH-001552,-0.3272895927273209
ACH-001554,-0.07352065943687715
ACH-001654,-0.2688889262001853
ACH-001735,-0.24434047896767155
ACH-001736,-0.20247427384362188
ACH-001737,-0.044349492654605416
ACH-001740,-0.1345490401120443
ACH-001745,-0.05157237224092999
ACH-001765,-0.3341119754845785
