,EIF5AL1 (143244)
ACH-000004,-0.3605622371058471
ACH-000005,-0.20991496356530934
ACH-000007,-0.08269597650791083
ACH-000009,-0.46835508617483707
ACH-000011,-0.3161015661029468
ACH-000012,-0.3812327326627414
ACH-000013,-0.25897492492374596
ACH-000014,-0.21219798180968005
ACH-000015,-0.29133299399700185
ACH-000017,-0.24099881790297786
ACH-000018,-0.585600425807001
ACH-000019,-0.2932224301357973
ACH-000021,-0.3755350939991736
ACH-000022,-0.2642465087961745
ACH-000025,-0.3210909465385037
ACH-000028,-0.09491881698600127
ACH-000030,-0.3910260532438283
ACH-000035,-0.5064783352836749
ACH-000036,-0.29048339078292834
ACH-000037,-0.2564020645849843
ACH-000039,-0.31045786852816865
ACH-000040,-0.3607547240276091
ACH-000041,-0.18913370757140224
ACH-000042,-0.2231562080954559
ACH-000045,-0.2746272483354272
ACH-000047,-0.2862655273614181
ACH-000052,-0.13869819623810414
ACH-000053,-0.3570943209474989
ACH-000054,-0.02261780140269435
ACH-000055,-0.21788385853915004
ACH-000060,-0.2736650249765705
ACH-000067,-0.6025397753227589
ACH-000070,-0.1823565932567577
ACH-000075,-0.12284327002418492
ACH-000078,-0.14247463466725455
ACH-000082,-0.4574945359140912
ACH-000085,-0.1013689536012894
ACH-000086,-0.43441712060164217
ACH-000087,-0.3205636348601547
ACH-000092,-0.2113295418432888
ACH-000095,-0.2047442087262855
ACH-000097,-0.2670379333379804
ACH-000098,-0.3957302801098296
ACH-000099,-0.1784373588970463
ACH-000108,-0.35379813151417705
ACH-000113,-0.16396887878767102
ACH-000116,-0.2818632170441832
ACH-000118,-0.11442519335645965
ACH-000120,-0.0921193313186118
ACH-000123,-0.2454088510009252
ACH-000127,-0.3650579264332468
ACH-000128,-0.21316654377407512
ACH-000132,-0.12655601095663827
ACH-000133,-0.11128468597854957
ACH-000137,-0.2747238942182184
ACH-000138,-0.2041493187528288
ACH-000142,-0.277557397037388
ACH-000143,-0.4598022188241341
ACH-000146,-0.3659801587291967
ACH-000148,-0.3491901228956092
ACH-000150,-0.3030979968211415
ACH-000152,-0.4940027728101559
ACH-000153,-0.02563621465693526
ACH-000159,-0.13167610308465655
ACH-000160,-0.3426547797118977
ACH-000163,-0.3659327517699453
ACH-000167,-0.3570203979011926
ACH-000168,-0.13502570052902238
ACH-000169,-0.3509919413798132
ACH-000178,-0.21171000359288772
ACH-000183,-0.2293601665609735
ACH-000188,-0.34923318981317225
ACH-000189,-0.1769480282777239
ACH-000190,-0.2941866033075888
ACH-000198,-0.15147724960646858
ACH-000203,-0.5296426627462161
ACH-000204,-0.13366579651454882
ACH-000206,-0.4519315428108622
ACH-000207,-0.0629564521970898
ACH-000208,-0.14910429246701534
ACH-000210,0.1146108549957974
ACH-000211,-0.408714130822211
ACH-000215,-0.2641491212594508
ACH-000221,-0.20584055508541055
ACH-000222,-0.17624201693169553
ACH-000223,-0.2711789603783473
ACH-000226,-0.18030928394416176
ACH-000227,-0.2464668855806542
ACH-000228,-0.4184956631652396
ACH-000231,-0.30017097278694915
ACH-000232,-0.2590663346381232
ACH-000233,-0.4893647287890613
ACH-000234,-0.09224442018733524
ACH-000235,-0.1392276741808617
ACH-000237,-0.3931110113366984
ACH-000238,-0.2819985884476677
ACH-000242,-0.2358703902380083
ACH-000243,-0.3073811044041045
ACH-000244,-0.16290864927066406
ACH-000246,-0.13583207013519422
ACH-000248,-0.2952253638171796
ACH-000250,-0.1745230321206601
ACH-000251,-0.37444185321766493
ACH-000252,-0.3882685763740631
ACH-000253,-0.3178347874022026
ACH-000255,-0.37175632523041785
ACH-000256,-0.3666935576926495
ACH-000257,-0.2315447248729441
ACH-000258,-0.503264602142772
ACH-000259,-0.28182492115063684
ACH-000260,-0.13705149948380935
ACH-000261,-0.13340060529567316
ACH-000262,-0.16222819787181175
ACH-000263,-0.14621338747832627
ACH-000264,-0.3162668916603852
ACH-000265,-0.24778254534959135
ACH-000266,-0.09785748255420282
ACH-000272,-0.1642166669253238
ACH-000274,-0.1327336386621041
ACH-000277,-0.5137483328839392
ACH-000278,-0.40153021909278375
ACH-000279,-0.2280147851881397
ACH-000280,-0.3710422210660172
ACH-000281,-0.31080824548880026
ACH-000288,-0.4718892717585699
ACH-000291,-0.19136054409595046
ACH-000293,-0.26927367203655633
ACH-000294,-0.048498779499613134
ACH-000295,-0.4373589718243929
ACH-000296,-0.4942378383960661
ACH-000302,-0.3836611086977093
ACH-000304,0.12557557708770445
ACH-000307,-0.23206282686655974
ACH-000308,-0.18457920872953826
ACH-000310,-0.1828832918583017
ACH-000311,-0.24955674328210575
ACH-000312,-0.21867959693243005
ACH-000315,-0.4498700785941542
ACH-000316,-0.3777063722964933
ACH-000317,-0.06716354455471438
ACH-000318,-0.3836214806675094
ACH-000319,-0.2329564990338176
ACH-000320,-0.7048314870342618
ACH-000322,-0.4366939539223246
ACH-000323,-0.3703612827441376
ACH-000324,-0.18839407474803427
ACH-000329,-0.1606101459143443
ACH-000330,-0.23942863175895102
ACH-000331,-0.3739446076201456
ACH-000332,-0.24470983560431225
ACH-000334,-0.4297945880356095
ACH-000335,0.020697574852790075
ACH-000336,-0.4614056444424161
ACH-000337,-0.4069963800386955
ACH-000338,-0.35089962888337645
ACH-000339,-0.3498316635927912
ACH-000341,-0.3098392910931345
ACH-000348,-0.129744783431483
ACH-000350,-0.16984532815323564
ACH-000352,-0.22209403179352494
ACH-000356,-0.20789373828419244
ACH-000361,-0.3271462468057543
ACH-000362,-0.3558842535944171
ACH-000363,-0.28794549213606624
ACH-000364,-0.16303194176468325
ACH-000365,-0.1998683080107983
ACH-000366,-0.2629975438027685
ACH-000368,-0.40318570251475255
ACH-000374,-0.14209969518126475
ACH-000375,-0.15268384921529796
ACH-000376,-0.4695393077201819
ACH-000381,-0.4131478941481465
ACH-000383,-0.15011870841607192
ACH-000387,-0.15985095944956765
ACH-000389,-0.13921067554588284
ACH-000390,-0.1867849226032182
ACH-000393,-0.12505852005819493
ACH-000395,-0.09209189602981477
ACH-000396,0.3247573924299808
ACH-000397,-0.4091624338740012
ACH-000401,-0.03649371297297624
ACH-000402,-0.3159896679704637
ACH-000403,-0.17048810632818212
ACH-000404,0.090726822559363
ACH-000406,-0.4558101560896214
ACH-000407,-0.351514161930625
ACH-000408,-0.3847689180362565
ACH-000410,-0.1588306292085657
ACH-000411,-0.17942920451808228
ACH-000414,-0.12107137032321715
ACH-000415,-0.32317276025112485
ACH-000416,-0.2529679544719607
ACH-000420,-0.1863501419310767
ACH-000421,-0.13850860978126542
ACH-000424,-0.2820126969956742
ACH-000425,-0.2429137269140747
ACH-000426,-0.6063100024580935
ACH-000427,-0.3933965790306819
ACH-000433,-0.3164913106315612
ACH-000435,-0.3702357945391322
ACH-000436,-0.5461544518059599
ACH-000444,-0.3357255708025597
ACH-000445,-0.24490588536505056
ACH-000448,-0.2126085442307448
ACH-000450,-0.38801570252629103
ACH-000452,-0.3482255880993844
ACH-000454,-0.484305386336679
ACH-000458,-0.2658172834596905
ACH-000459,-0.30424832295484056
ACH-000460,-0.18855196234897095
ACH-000461,-0.13097780055503913
ACH-000463,-0.2884654676698029
ACH-000464,-0.12080037316644802
ACH-000466,-0.12495418610440776
ACH-000467,-0.1737072548881705
ACH-000468,-0.0979860400769896
ACH-000469,-0.17347528461939676
ACH-000470,-0.1836122678244606
ACH-000471,-0.2893791903504473
ACH-000472,-0.10824068308748576
ACH-000473,-0.3055115730777149
ACH-000475,-0.2432089823998433
ACH-000476,-0.34883432165273115
ACH-000477,-0.2246238773418044
ACH-000479,-0.1724534157047242
ACH-000480,-0.23885294752020625
ACH-000481,-0.2756875968001747
ACH-000483,-0.2519479473497471
ACH-000484,0.07724330335896464
ACH-000485,-0.3530493356022906
ACH-000486,-0.309944560734289
ACH-000487,-0.124091968669246
ACH-000488,-0.22177496430431126
ACH-000490,-0.18446607978927487
ACH-000491,-0.3170030785429517
ACH-000495,-0.35140549442469976
ACH-000496,-0.1959889074723207
ACH-000499,-0.19094811809755335
ACH-000500,-0.2391429670974012
ACH-000502,-0.2581481044022924
ACH-000503,-0.27155219973848205
ACH-000505,-0.2329785125158607
ACH-000507,-0.4262036908737533
ACH-000510,-0.3834348846635681
ACH-000511,-0.37514046439916415
ACH-000512,-0.038821903792057626
ACH-000516,-0.1819797959702259
ACH-000517,-0.08563815090024382
ACH-000518,-0.19473569221849954
ACH-000520,-0.1966908737646203
ACH-000521,-0.38293659918888745
ACH-000522,-0.2691739226326148
ACH-000524,-0.3062038181982842
ACH-000527,-0.3089355869308769
ACH-000528,-0.3140073640232997
ACH-000537,-0.14488915185611947
ACH-000541,-0.2686143378019945
ACH-000542,-0.10494324289713557
ACH-000544,-0.3666808784421848
ACH-000545,-0.3731149121408363
ACH-000547,-0.08767816521318253
ACH-000548,-0.28509822888024144
ACH-000549,-0.8390758334665122
ACH-000550,-0.13874111505530326
ACH-000552,-0.30652860014572536
ACH-000556,-0.2992759933331681
ACH-000557,-0.3625920296950065
ACH-000569,-0.3693145851024711
ACH-000570,-0.2954139943777922
ACH-000571,-0.1288708895037741
ACH-000573,-0.2282690778160845
ACH-000576,-0.10077423469161
ACH-000579,-0.3653852213569432
ACH-000580,0.2504303927462381
ACH-000584,-0.3937846053529859
ACH-000585,-0.08567112756231601
ACH-000588,-0.2621881859435747
ACH-000589,-0.3263510668463753
ACH-000591,-0.3448267030578229
ACH-000593,-0.2884614551267906
ACH-000600,-0.3577127097741861
ACH-000601,-0.2639745927089825
ACH-000605,-0.2930879685313904
ACH-000606,-0.28475994834193336
ACH-000608,-0.13479203825591105
ACH-000614,-0.1660784583615587
ACH-000616,-0.12732272353600474
ACH-000618,-0.1907388132925944
ACH-000619,-0.3950919090946208
ACH-000620,-0.2305130426956353
ACH-000621,-0.2930627242033305
ACH-000622,-0.22348817662915896
ACH-000623,-0.4401046745141609
ACH-000624,-0.16674387485084066
ACH-000627,-0.2798949003844279
ACH-000630,-0.13084291352652153
ACH-000631,-0.3323742493733948
ACH-000632,-0.28230687354568346
ACH-000633,-0.14647332412656244
ACH-000637,-0.07636262560752964
ACH-000638,-0.2333455197931723
ACH-000646,-0.4339494391416759
ACH-000647,-0.27886627423487315
ACH-000648,-0.29992205807481703
ACH-000649,-0.3721171290148193
ACH-000651,-0.10628010646412532
ACH-000652,-0.01659516737874407
ACH-000653,-0.21587241635236973
ACH-000657,-0.2151717951744259
ACH-000658,-0.2257515235448204
ACH-000661,-0.3543671040519231
ACH-000662,-0.3183135399622891
ACH-000663,0.010161070288093113
ACH-000665,-0.3158105681809523
ACH-000671,-0.5041112809987541
ACH-000672,-0.096017443411473
ACH-000673,-0.32769022455512103
ACH-000676,-0.4001108093084308
ACH-000677,-0.00818624042515701
ACH-000681,-0.29846988437919475
ACH-000683,-0.28305517903871497
ACH-000684,-0.10154706159741574
ACH-000688,-0.20678029489367208
ACH-000693,-0.3334988821166227
ACH-000694,-0.3084371971145706
ACH-000695,-0.2964543553064
ACH-000696,-0.3399475055903132
ACH-000697,-0.28956188841498104
ACH-000699,-0.16310999855028765
ACH-000701,-0.2077600461752266
ACH-000706,-0.2732008821160276
ACH-000711,-0.2752645725520681
ACH-000713,-0.2734502164609306
ACH-000714,-0.3666776738821583
ACH-000718,-0.20755354557880853
ACH-000720,-0.3295264653851037
ACH-000721,-0.3799604605566447
ACH-000724,-0.18875064078694564
ACH-000725,-0.2868069862645873
ACH-000732,-0.4614490786320495
ACH-000734,-0.3271874513959467
ACH-000735,-0.3975502693723473
ACH-000736,-0.10987857125434514
ACH-000738,-0.3872501917369862
ACH-000746,-0.02844411830614393
ACH-000747,-0.36582823973830897
ACH-000748,-0.3438641656376584
ACH-000753,-0.2788023684560273
ACH-000756,-0.2335149159204682
ACH-000757,-0.3434375389006303
ACH-000758,-0.4037185103436008
ACH-000760,-0.2930159784892415
ACH-000762,-0.07356707337872187
ACH-000763,-0.1495889539484172
ACH-000764,-0.2872557957356443
ACH-000765,-0.3123650965487424
ACH-000766,-0.25432710302746675
ACH-000767,-0.20716028163687125
ACH-000768,-0.19332603888876745
ACH-000769,-0.2870259916689843
ACH-000770,-0.2413245627586718
ACH-000771,-0.09435874369390042
ACH-000773,-0.417328746976244
ACH-000776,-0.3798899764970606
ACH-000777,-0.08709080688466511
ACH-000778,-0.16025930154538534
ACH-000781,-0.2467969403356153
ACH-000782,-0.18548776777435005
