,SNRPD2 (6633)
ACH-000004,-1.3451768898141352
ACH-000005,-1.5089671363293202
ACH-000007,-1.561320724039298
ACH-000009,-1.3279382365085697
ACH-000011,-1.246917020203273
ACH-000012,-1.264645441252958
ACH-000013,-1.3067072671090116
ACH-000014,-1.2509049872321183
ACH-000015,-1.35306156493954
ACH-000017,-1.120599701049897
ACH-000018,-1.1839382705877697
ACH-000019,-1.1855856516668022
ACH-000021,-1.4409523017450905
ACH-000022,-1.2157436301359863
ACH-000025,-1.4832201241842309
ACH-000028,-1.2440844228767116
ACH-000030,-1.3046182817595555
ACH-000035,-1.2141410975944928
ACH-000036,-1.1658723215333455
ACH-000037,-1.6430701339176592
ACH-000039,-1.08247435529485
ACH-000040,-0.9929184464504692
ACH-000041,-1.311327657925593
ACH-000042,-1.1830319309591124
ACH-000045,-1.2418020983416818
ACH-000047,-0.9625422984868608
ACH-000052,-1.3101937681028493
ACH-000053,-1.0647400123759956
ACH-000054,-1.238101343896204
ACH-000055,-1.235605588999261
ACH-000060,-1.179189031515102
ACH-000067,-1.3758065519874214
ACH-000070,-1.4358409178660556
ACH-000075,-1.081998143276391
ACH-000078,-1.1623898536656632
ACH-000082,-1.4743254687875398
ACH-000085,-1.2760662808333456
ACH-000086,-1.2235041868804597
ACH-000087,-1.0592016081929394
ACH-000092,-1.219642142860483
ACH-000095,-1.2815441431563197
ACH-000097,-1.1153663713637518
ACH-000098,-1.2041449460826914
ACH-000099,-1.2769063095101418
ACH-000108,-1.3691677605710026
ACH-000113,-1.310078752024955
ACH-000116,-1.254355873111167
ACH-000118,-1.2984004667993494
ACH-000120,-1.2130274055045414
ACH-000123,-1.3305241668147691
ACH-000127,-1.278174507967184
ACH-000128,-1.297084365808746
ACH-000132,-1.17613008909703
ACH-000133,-1.3108653843890157
ACH-000137,-1.1986478939349885
ACH-000138,-1.19199333393952
ACH-000142,-1.582080226766979
ACH-000143,-1.1561831846189707
ACH-000146,-1.2561349682919134
ACH-000148,-1.3266141071022424
ACH-000150,-1.2918960014010459
ACH-000152,-1.1554531226035811
ACH-000153,-1.358745183653752
ACH-000159,-1.0426280442954277
ACH-000160,-1.6756186046651222
ACH-000163,-1.3233473858124318
ACH-000167,-0.9790065591357118
ACH-000168,-0.8258816517912374
ACH-000169,-1.3069605058803442
ACH-000178,-1.2588087794806957
ACH-000183,-1.339094223775939
ACH-000188,-1.2963638567584188
ACH-000189,-1.2119133821107526
ACH-000190,-1.2842984421631702
ACH-000198,-1.222805458217926
ACH-000203,-0.9590531357675646
ACH-000204,-1.3618404112690956
ACH-000206,-0.815209761990492
ACH-000207,-1.672186783331119
ACH-000208,-1.0714520676338104
ACH-000210,-1.3506731204060458
ACH-000211,-1.2266546743133544
ACH-000215,-1.2881671569173911
ACH-000221,-1.3874798074634496
ACH-000222,-1.2816473620795157
ACH-000223,-1.3557516893068884
ACH-000226,-1.0794474300185473
ACH-000227,-1.5151546150973896
ACH-000228,-1.2460676728346491
ACH-000231,-1.0809116122812124
ACH-000232,-1.1240347334096743
ACH-000233,-1.265339875923279
ACH-000234,-1.1624150814105108
ACH-000235,-1.2059907305710391
ACH-000237,-1.2621016935433675
ACH-000238,-1.1753831137591075
ACH-000242,-1.0583998557218814
ACH-000243,-1.1448572987056311
ACH-000244,-1.2891710070699132
ACH-000246,-1.361886003227439
ACH-000248,-1.1705731829941373
ACH-000250,-1.1663207958415835
ACH-000251,-1.0288576344485976
ACH-000252,-1.3663549260537138
ACH-000253,-1.347968091289684
ACH-000255,-1.2727431217498346
ACH-000256,-1.4325234908101945
ACH-000257,-1.2916015258830331
ACH-000258,-1.0879652062641136
ACH-000259,-1.3046591263559242
ACH-000260,-1.1829128935872393
ACH-000261,-1.3323665716955677
ACH-000262,-1.3168954046305823
ACH-000263,-1.5826621835286876
ACH-000264,-1.3707950720569426
ACH-000265,-1.2817383925800498
ACH-000266,-1.1847832209731688
ACH-000272,-1.0394846415110413
ACH-000274,-1.2037346790652297
ACH-000277,-1.3754261565379908
ACH-000278,-1.1826014192525878
ACH-000279,-1.4513923067672858
ACH-000280,-1.2378230322162975
ACH-000281,-1.4697156744065916
ACH-000288,-1.2724905003537488
ACH-000291,-1.08345612726939
ACH-000293,-1.2787544083799431
ACH-000294,-1.7254489488237936
ACH-000295,-1.4785912498564369
ACH-000296,-1.2624939513836269
ACH-000302,-1.1599859662555687
ACH-000304,-1.0902372930777111
ACH-000307,-1.1468474643772455
ACH-000308,-1.3880069531066137
ACH-000310,-1.120397404256926
ACH-000311,-1.2130774327630238
ACH-000312,-1.2846085413248611
ACH-000315,-1.1893597937412754
ACH-000316,-1.002822489582199
ACH-000317,-0.8649770516831744
ACH-000318,-1.5271665860173382
ACH-000319,-1.2878407594561687
ACH-000320,-1.5328433554809549
ACH-000322,-1.1019617061968927
ACH-000323,-1.387557370276474
ACH-000324,-1.3762124834266805
ACH-000329,-1.2944954267809277
ACH-000330,-1.2380235078868356
ACH-000331,-1.2499228269294544
ACH-000332,-1.1067541416839122
ACH-000334,-0.9965276511592368
ACH-000335,-1.2982145512940713
ACH-000336,-1.267719843000334
ACH-000337,-1.2365367898083828
ACH-000338,-1.4174697946943755
ACH-000339,-1.2252250759003225
ACH-000341,-1.4506808984662949
ACH-000348,-1.0507962757031837
ACH-000350,-1.1652108043537823
ACH-000352,-1.154355318747052
