,RASGRF2 (5924)
ACH-000004,-0.053494723788596765
ACH-000005,-0.025262713827371063
ACH-000007,0.0641803679982124
ACH-000009,0.002716371218988289
ACH-000011,0.2262576313762213
ACH-000012,0.03995693751941103
ACH-000013,0.06997585117272066
ACH-000014,-0.12097451844121278
ACH-000015,-0.22457860095598392
ACH-000017,0.037520391135265035
ACH-000018,-0.178335280512168
ACH-000019,0.028856875563022136
ACH-000021,-0.027026667814299486
ACH-000022,0.05758277857195612
ACH-000025,0.012296255365788844
ACH-000028,-0.08810090582829798
ACH-000030,-0.00044652935038521697
ACH-000035,0.08091324880545396
ACH-000036,0.04987176661033826
ACH-000037,-0.0008019415909706217
ACH-000039,-0.06855442391396309
ACH-000040,-0.054795366311574105
ACH-000041,-0.06161522167698789
ACH-000042,-0.056511336351062064
ACH-000045,-0.1050482660918958
ACH-000047,0.041197945396741036
ACH-000052,-0.2108767244221398
ACH-000053,-0.01612486472243851
ACH-000054,-0.022466895420298158
ACH-000055,-0.10573142910503863
ACH-000060,-0.037915724973539365
ACH-000067,0.028302559572895656
ACH-000070,0.09295003377513318
ACH-000075,0.01938057340336433
ACH-000078,0.01998417605093997
ACH-000082,0.053797871230723764
ACH-000085,-0.06151895281687776
ACH-000086,-0.05832616048624612
ACH-000087,0.12192064302613148
ACH-000092,-0.06023616718608318
ACH-000095,-0.026964131937557208
ACH-000097,0.0446811202302162
ACH-000098,0.004419856865596027
ACH-000099,-0.029332651973097163
ACH-000108,-0.0375885657909906
ACH-000113,0.024317693227914463
ACH-000116,-0.10801628727925726
ACH-000118,-0.01980145950071601
ACH-000120,0.003417557814295648
ACH-000123,-0.18563241032608235
ACH-000127,-0.019739607395150755
ACH-000128,0.11753324731917925
ACH-000132,-0.045047223142956345
ACH-000133,0.0007765284236333209
ACH-000137,-0.032104639951210816
ACH-000138,0.0123077506143579
ACH-000142,-0.011922818226680669
ACH-000143,-0.10246308127061277
ACH-000146,0.0054397667724841595
ACH-000148,-0.13437834465462214
