,TFCP2 (7024)
ACH-000004,0.2295684908460748
ACH-000005,-0.010286491908490122
ACH-000007,0.20492689335463973
ACH-000009,0.07688461802203335
ACH-000011,0.17001065351253838
ACH-000012,0.13701220243679016
ACH-000013,0.144006389378591
ACH-000014,0.04392825869979717
ACH-000015,-0.04288725733290148
ACH-000017,0.04101267012277215
ACH-000018,0.11404862100245385
ACH-000019,-0.046839126354278414
ACH-000021,0.12736425476643812
ACH-000022,0.07447871959041924
ACH-000025,-0.08453997817405806
ACH-000028,-0.042577192882672116
ACH-000030,0.05390047715762938
ACH-000035,-0.02673699844826812
ACH-000036,-0.07808973300182227
ACH-000037,-0.006011962225630498
ACH-000039,0.03105544008746373
ACH-000040,0.03500362695981698
ACH-000041,-0.05417418165169398
ACH-000042,0.1061844246253556
ACH-000045,0.12942354706910367
ACH-000047,0.08457569966856525
ACH-000052,-0.058691622801274074
ACH-000053,0.1334438108588007
ACH-000054,0.049767313216205936
ACH-000055,0.010716964930273921
ACH-000060,0.2186066322793984
ACH-000067,-0.0863633527166685
ACH-000070,0.3394128991051833
ACH-000075,0.2282565656851263
ACH-000078,0.1401133875871481
ACH-000082,0.16429077022574146
ACH-000085,0.05860580683821218
ACH-000086,-0.028860816596128012
ACH-000087,-0.056702881862456235
ACH-000092,0.13936547499779256
ACH-000095,0.028606636604381782
ACH-000097,0.012387168991544352
ACH-000098,0.18912382216528856
ACH-000099,0.07416316734113275
ACH-000108,0.1882107066954203
ACH-000113,0.2685378578193017
ACH-000116,0.1353693140983304
ACH-000118,-0.026367618889896187
ACH-000120,0.10273647988469002
ACH-000123,0.061015328554363424
ACH-000127,0.02348021217490532
ACH-000128,0.042882633975611865
ACH-000132,0.24411548685032014
ACH-000133,0.08902766869453928
ACH-000137,-0.030039303157889764
ACH-000138,-0.01820989310983416
ACH-000142,-0.028644531386774145
ACH-000143,0.2259873294208349
ACH-000146,-0.001448449416257753
ACH-000148,0.03891074984277465
ACH-000150,-0.037229389823809605
ACH-000152,0.09901456309808747
ACH-000153,-0.05524090845024903
ACH-000159,0.05432587513357119
ACH-000160,0.14601290671177833
ACH-000163,0.01847709101854305
ACH-000167,-0.1797482662355218
ACH-000168,-0.05658854398144075
ACH-000169,0.13834397630511494
ACH-000178,0.08756722084126217
ACH-000183,0.07236985699871333
ACH-000188,0.1066813768841888
ACH-000189,-0.021653611134455387
ACH-000190,-0.0917418155432879
ACH-000198,0.054142703390167725
ACH-000203,-0.2262718029690158
ACH-000204,0.16134813687824148
ACH-000206,-0.042021586814306434
ACH-000207,0.21692239890717815
ACH-000208,-0.015098632406439291
ACH-000210,0.15387118878032474
ACH-000211,0.015884328031826024
ACH-000215,0.03782461250034468
ACH-000221,0.11131122502449443
ACH-000222,0.15106791292066
ACH-000223,0.0008317746162214293
ACH-000226,-0.02051397153940303
ACH-000227,0.0631599678886132
ACH-000228,0.10152470454151456
ACH-000231,0.11400446105522576
ACH-000232,0.06011192040374694
ACH-000233,0.16099548666568253
ACH-000234,-0.018015110586265357
ACH-000235,0.0365767989069727
ACH-000237,0.1356052519270153
ACH-000238,0.1093319016048664
ACH-000242,0.013887462425590087
ACH-000243,0.07396174614637174
ACH-000244,0.3551407837078781
ACH-000246,-0.11634312281740268
ACH-000248,-0.07121191455501405
ACH-000250,0.002054850348401686
ACH-000251,0.023673506141593626
ACH-000252,0.02689040978109219
ACH-000253,0.1552683265871536
ACH-000255,0.25228652608020397
ACH-000256,-0.06552908613530077
ACH-000257,0.27369757069074296
ACH-000258,0.18498051487993725
ACH-000259,-0.01908231816601173
ACH-000260,-0.07062290676686413
ACH-000261,0.07473810150233494
ACH-000262,0.116695573773152
ACH-000263,0.2043085822927977
ACH-000264,0.051604907447685935
ACH-000265,0.02569798289006038
ACH-000266,-0.015691406386481244
ACH-000272,0.111629221804917
ACH-000274,0.06874928479581183
ACH-000277,0.055952493296592604
ACH-000278,0.019642040869016702
ACH-000279,0.10810285365258657
ACH-000280,0.009744885297654668
ACH-000281,0.1539412821195196
ACH-000288,0.12212404528741636
ACH-000291,0.04259570235720336
ACH-000293,0.13683531966282905
ACH-000294,0.11698926474252723
ACH-000295,0.22165116198142865
ACH-000296,0.007887529806377289
ACH-000302,0.060001658244331436
ACH-000304,-0.1012591086243967
ACH-000307,-0.032429866171589335
ACH-000308,0.010839457534545729
ACH-000310,0.014224749408186991
ACH-000311,0.12323606309915318
ACH-000312,0.12798371264741815
ACH-000315,0.2782449116608037
ACH-000316,0.14073449057607662
ACH-000317,0.23821453350357816
ACH-000318,-0.006753095944305064
ACH-000319,0.07911516697344019
ACH-000320,0.10741346210035063
ACH-000322,0.16093819161420506
ACH-000323,0.09463014976068086
ACH-000324,0.033998117823083214
ACH-000329,0.08754673401121624
ACH-000330,0.003306203017419623
ACH-000331,0.1471039780223006
ACH-000332,0.08540416038116289
ACH-000334,0.08259318020887675
ACH-000335,0.1568375291397224
ACH-000336,0.014138723050160168
ACH-000337,-0.07777616105388073
ACH-000338,-0.07098150508893562
ACH-000339,0.05371343202368065
ACH-000341,-0.045156647006189536
ACH-000348,0.014550123368084597
ACH-000350,0.09889308296574564
ACH-000352,0.03436868774395615
ACH-000356,0.15427326263974475
ACH-000361,0.11322226855688415
ACH-000362,0.16066696665204294
ACH-000363,0.0896400096254379
ACH-000364,0.08810867295567758
ACH-000365,0.06755400707952589
ACH-000366,0.142609483056397
ACH-000368,-0.006070647813291815
ACH-000374,0.05175522091491061
ACH-000375,0.04015808134123745
ACH-000376,-0.0010586121586996825
ACH-000381,0.17945393113875446
ACH-000383,0.09508693506346506
ACH-000387,0.11901972141647535
ACH-000389,0.2564599859400601
ACH-000390,-0.011191466272053002
ACH-000393,0.10015107653480113
ACH-000395,0.026777997512737902
ACH-000396,0.028468782080668917
ACH-000397,0.0991171736072614
ACH-000401,0.056974812959337436
ACH-000402,0.003148215970660517
ACH-000403,0.08465476295443207
ACH-000404,0.07196633041896207
ACH-000406,0.05452214542101598
ACH-000407,0.04579932504676193
ACH-000408,-0.032392093936298334
ACH-000410,0.10880459855679664
ACH-000411,0.21415704644118685
ACH-000414,0.008249656422167207
ACH-000415,0.06897267344540611
ACH-000416,0.059658555956299215
ACH-000420,0.022514865404811728
ACH-000421,0.134397810450888
ACH-000424,0.040798858743517366
