,RFESD (317671)
ACH-000004,0.08199377889541573
ACH-000005,0.161912439975112
ACH-000007,0.21786660834351215
ACH-000009,0.2060238326800136
ACH-000011,0.06215326347616629
ACH-000012,0.0910531641728846
ACH-000013,0.1485851967194437
ACH-000014,0.11414664057024702
ACH-000015,0.14466005977200666
ACH-000017,0.18781106583264173
ACH-000018,0.12665804367139408
ACH-000019,0.11407047709793612
ACH-000021,0.2358628989635494
ACH-000022,0.13517957715939474
ACH-000025,0.1976725339159471
ACH-000028,0.1503201804577816
ACH-000030,0.13683425973456825
ACH-000035,0.21914668404304616
ACH-000036,0.03853153510600064
ACH-000037,0.10372093987859862
ACH-000039,0.16070255250654425
ACH-000040,0.20471112740715505
ACH-000041,0.062000174027676325
ACH-000042,0.16082342060520288
ACH-000045,0.22399443369396133
ACH-000047,0.12282294985629018
ACH-000052,0.1264182392509763
ACH-000053,0.1454813355010018
ACH-000054,0.13170097768230415
ACH-000055,0.06712955511966827
ACH-000060,0.1204544338045485
ACH-000067,0.009963954666923305
ACH-000070,0.2933618990838555
ACH-000075,0.18117615869479156
ACH-000078,0.2295192700342765
ACH-000082,0.11607750431688027
ACH-000085,0.2187047387821099
ACH-000086,0.11978238381907536
ACH-000087,0.18566288356221688
ACH-000092,0.11729297750149335
ACH-000095,0.2171533291801024
ACH-000097,0.14991739091112422
ACH-000098,0.20553650246399988
ACH-000099,0.2357304315012317
ACH-000108,0.2179133377320284
ACH-000113,0.2506092304925001
ACH-000116,0.14139085832814735
ACH-000118,0.1971209177631804
ACH-000120,0.2203318871850041
ACH-000123,0.2629834438853865
ACH-000127,0.16923488703596545
ACH-000128,0.24971974533891605
ACH-000132,0.2042007224530424
ACH-000133,0.22084494344500635
ACH-000137,0.054041265956888435
ACH-000138,0.2168144029858256
ACH-000142,0.1349780313885844
ACH-000143,0.3106270417203489
ACH-000146,0.1149082755683249
ACH-000148,0.28723542410574504
ACH-000150,0.12819619226260628
ACH-000152,0.11525294581443092
ACH-000153,0.22204815345777298
ACH-000159,0.11089231497119156
ACH-000160,0.19457569834934152
ACH-000163,0.039169813633391615
ACH-000167,-0.31444046123288705
ACH-000168,0.15660301811071406
ACH-000169,0.22007811020295387
ACH-000178,0.08916977582209983
ACH-000183,0.18954511786723224
ACH-000188,0.04387681221589573
ACH-000189,0.08042901226757627
ACH-000190,0.2492682491809081
ACH-000198,0.22250483831208626
ACH-000203,0.5086596142744692
ACH-000204,0.2746597106071781
ACH-000206,-0.07556611224793426
ACH-000207,0.4001365032095649
ACH-000208,0.3002759416388965
ACH-000210,0.10648972776545762
ACH-000211,0.048252342189942746
ACH-000215,0.13795144482670535
ACH-000221,0.1762720931071078
ACH-000222,0.09129971118906988
ACH-000223,0.15540455873999975
ACH-000226,0.034313067223082624
ACH-000227,0.2567647393044953
ACH-000228,0.2287304787834265
ACH-000231,0.23852071556499854
ACH-000232,0.11850162735937872
ACH-000233,0.2052075775064304
ACH-000234,0.15577106295367715
ACH-000235,0.16168485811624073
ACH-000237,0.0892689593125783
ACH-000238,0.13167405684695704
ACH-000242,0.027103141952615758
ACH-000243,0.13289171080138354
ACH-000244,-0.04581793023314035
ACH-000246,0.2096101120354469
ACH-000248,0.2311072024481329
ACH-000250,0.16114990546936409
ACH-000251,0.10627568476628556
ACH-000252,0.1523578799012164
ACH-000253,0.24658860877054764
ACH-000255,0.06223967642693885
ACH-000256,0.11746940151578007
ACH-000257,0.2549482322649447
ACH-000258,0.09414592877639236
ACH-000259,0.16794799215429349
ACH-000260,0.1691356255544837
ACH-000261,0.07781679899267388
ACH-000262,0.1813025295647236
ACH-000263,0.18746761100784615
ACH-000264,0.08487952548141284
ACH-000265,0.1533907570163939
ACH-000266,0.11599453146741047
ACH-000272,0.1900611662436976
ACH-000274,0.07435167281920224
ACH-000277,0.2276467421682852
ACH-000278,0.013294579152008056
ACH-000279,0.1099748229404625
ACH-000280,0.15029690941316826
ACH-000281,0.3025922335820328
ACH-000288,0.1391032308337501
