,NPL (80896)
ACH-000004,-0.12810995811500986
ACH-000005,0.05868213131809715
ACH-000007,-0.23177396107628898
ACH-000009,-0.41796249085173387
ACH-000011,-0.1277850266215111
ACH-000012,-0.14210060891146686
ACH-000013,-0.2350912796222268
ACH-000014,-0.4606688300141242
ACH-000015,-0.18267053004859207
ACH-000017,-0.12559191835407266
ACH-000018,-0.19343230409897988
ACH-000019,-0.3769219619760695
ACH-000021,-0.11448651837884975
ACH-000022,-0.03995988850534536
ACH-000025,-0.17876663985631186
ACH-000028,-0.1032496172119156
ACH-000030,-0.1485617929438054
ACH-000035,-0.16137094238345714
ACH-000036,-0.2852324488674138
ACH-000037,-0.2885783984529103
ACH-000039,-0.09316809718945863
ACH-000040,-0.15149166906536246
ACH-000041,-0.12282967585608005
ACH-000042,-0.04242582709494282
ACH-000045,-0.033612411527947125
ACH-000047,-0.22435025217808155
ACH-000052,-0.03614978327447455
ACH-000053,-0.1987530327378184
ACH-000054,-0.06677118162996575
ACH-000055,-0.17633552749142886
ACH-000060,-0.13919965869953466
ACH-000067,-0.07937922311577099
ACH-000070,-0.2335334333522039
ACH-000075,-0.048675235273419874
ACH-000078,-0.03600849810456365
ACH-000082,-0.1657415586603602
ACH-000085,0.08407758018697682
ACH-000086,-0.2660555184607512
ACH-000087,-0.010783592136486874
ACH-000092,-0.2665321087424233
ACH-000095,-0.23117668513993614
ACH-000097,-0.18833025149061236
ACH-000098,-0.2482179551945289
ACH-000099,-0.08789558604793239
ACH-000108,-0.2714206560337062
ACH-000113,-0.09798129235881244
ACH-000116,-0.16556012375972964
ACH-000118,-0.01290704522073277
ACH-000120,-0.28131721252695235
ACH-000123,-0.07090174877787744
ACH-000127,-0.21998254472420065
ACH-000128,0.09272698273331026
ACH-000132,-0.19651430260117644
ACH-000133,-0.3346994393417301
ACH-000137,-0.2997580443464266
ACH-000138,-0.12735923214451028
ACH-000142,-0.06475009513087276
ACH-000143,-0.10378516313421512
ACH-000146,-0.2075618119267225
ACH-000148,-0.24988440355225716
ACH-000150,-0.14248961409582506
ACH-000152,-0.09545330511973772
ACH-000153,-0.2325016898809991
ACH-000159,-0.16682038885116066
ACH-000160,-0.04169299876757309
ACH-000163,-0.14733374227398982
ACH-000167,-0.09601911196231047
ACH-000168,-0.02512019068143079
ACH-000169,-0.17943686560361613
ACH-000178,-0.25568839585319386
ACH-000183,-0.23495027406379754
ACH-000188,-0.13926288572019166
ACH-000189,0.02711875966903669
ACH-000190,-0.1329484757394454
ACH-000198,-0.1189739513058224
ACH-000203,-0.2207970494241982
ACH-000204,-0.31693077133065195
ACH-000206,-0.11790537218522118
ACH-000207,0.04719985097509829
ACH-000208,-0.3846485096571755
ACH-000210,-0.572956507920389
ACH-000211,-0.166820725967711
ACH-000215,-0.16313172668344708
ACH-000221,-0.006275966709209262
ACH-000222,-0.2118171810272665
ACH-000223,-0.2186367932048813
ACH-000226,-0.21996248927397605
ACH-000227,-0.2364434406184205
ACH-000228,-0.09903004389259264
ACH-000231,-0.175886653732511
ACH-000232,-0.13735572128322845
ACH-000233,-0.2329620216522153
ACH-000234,0.033661587015437235
ACH-000235,-0.1875002515896399
ACH-000237,-0.053748818982066016
ACH-000238,-0.08602876601246266
ACH-000242,-0.0032009191278654678
ACH-000243,-0.14110477141264965
ACH-000244,-0.2341724330471164
ACH-000246,-0.2402061297849737
ACH-000248,-0.058762914325896226
ACH-000250,-0.13885856344730702
ACH-000251,0.020523000204514974
ACH-000252,-0.2848350750455406
ACH-000253,-0.2889756449493777
ACH-000255,-0.121303759249705
ACH-000256,-0.3495940229712009
ACH-000257,-0.18820672138038372
ACH-000258,-0.3348364999263373
ACH-000259,-0.2805459759360721
ACH-000260,-0.1750458708370612
ACH-000261,-0.1246927488008082
ACH-000262,-0.154188170413496
ACH-000263,-0.13905943819891045
ACH-000264,-0.16802052854395633
ACH-000265,-0.06825814815693257
ACH-000266,-0.1934305753371444
ACH-000272,-0.11051352006917466
ACH-000274,-0.14703961023291934
ACH-000277,-0.22022110155722788
ACH-000278,-0.12886746765591656
ACH-000279,-0.08697875989577362
ACH-000280,-0.1452575190774427
ACH-000281,-0.1055069561513772
ACH-000288,-0.10373196862186196
ACH-000291,-0.15856914745259287
ACH-000293,-0.25592092080142936
ACH-000294,-0.11424726351323942
ACH-000295,-0.013723930612377378
ACH-000296,-0.2942887373903715
ACH-000302,-0.1180155582194031
ACH-000304,0.0880337482899134
ACH-000307,-0.14767493964994508
ACH-000308,-0.10827145882232478
ACH-000310,-0.3016602174171485
ACH-000311,-0.3335593524071885
ACH-000312,-0.2636685537975399
ACH-000315,-0.2289843629078905
ACH-000316,0.040370346089031034
ACH-000317,-0.08298358006515454
ACH-000318,-0.16723639031502574
ACH-000319,-0.1407481085139288
