,LRIG1 (26018)
ACH-000004,-0.0602842823093049
ACH-000005,0.07493967649848685
ACH-000007,0.12302201839734653
ACH-000009,-0.10441750543096782
ACH-000011,0.08928529627948449
ACH-000012,0.10651731243165928
ACH-000013,0.10352282038472653
ACH-000014,-0.14488752942225114
ACH-000015,0.00344511648044519
ACH-000017,0.10609155866122504
ACH-000018,0.012870861994541136
ACH-000019,-0.0864001430798628
ACH-000021,0.016629320889495758
ACH-000022,0.06621108282595563
ACH-000025,-0.3792028617173993
ACH-000028,0.07263086359693267
ACH-000030,-0.013880784617647723
ACH-000035,0.06650814144164728
ACH-000036,0.0014877698387345056
ACH-000037,0.019503076286440456
ACH-000039,0.1940790306689041
ACH-000040,0.15833919989383813
ACH-000041,0.056902574508351865
ACH-000042,-0.110540959870937
ACH-000045,-0.020681255932652732
ACH-000047,0.007492364526397845
ACH-000052,0.2025925281799889
ACH-000053,0.10938480532119273
ACH-000054,0.019639982074362614
ACH-000055,-0.09591878950896993
ACH-000060,-0.12137390758868935
ACH-000067,0.01771440153430551
ACH-000070,-0.13309458735948604
ACH-000075,0.0041386844491489464
ACH-000078,0.07486192951601732
ACH-000082,0.030186104685776413
ACH-000085,0.1227260443820428
ACH-000086,0.04105382594396485
ACH-000087,0.14582969522597575
ACH-000092,-0.0013599777031962409
ACH-000095,-0.013360105990555718
ACH-000097,0.14123389983898954
ACH-000098,0.0551822502692375
ACH-000099,0.046334216558792746
ACH-000108,0.015962259225514905
ACH-000113,-0.0204366194381815
ACH-000116,0.2303291725182237
ACH-000118,-0.0199903237082514
ACH-000120,-0.25105557785171223
ACH-000123,0.1834547828090665
ACH-000127,0.029055546217041463
ACH-000128,0.06779049438515747
ACH-000132,0.2451463163829579
ACH-000133,-0.1779948486724834
ACH-000137,-0.12738847648746876
ACH-000138,0.0479672408616003
ACH-000142,0.08986114431772035
ACH-000143,0.05905263109967121
ACH-000146,0.035912748972472916
ACH-000148,0.2618698068495304
ACH-000150,-0.07038397730692747
ACH-000152,0.1318677470561077
ACH-000153,-0.09550002926138426
ACH-000159,0.01953722366397215
ACH-000160,0.09389003948863453
ACH-000163,-0.05091538479864937
ACH-000167,0.13975260622472538
ACH-000168,0.2553450525889546
ACH-000169,0.08237114356547623
ACH-000178,0.05559255798687175
ACH-000183,0.11872980941855132
ACH-000188,0.03094164742326378
ACH-000189,0.3995645601768707
ACH-000190,0.03130965567084435
ACH-000198,0.029332907208714464
ACH-000203,-0.29015275467399104
ACH-000204,0.05870778986279693
ACH-000206,0.03554521789542558
ACH-000207,-0.02073563989518507
ACH-000208,0.2251839308653517
ACH-000210,-0.06196032348924128
ACH-000211,-0.0009468056889497805
ACH-000215,0.08485143539928312
ACH-000221,-0.008673282497004421
ACH-000222,0.09134860053661974
ACH-000223,0.14483076110522544
ACH-000226,-0.0415001253997342
ACH-000227,0.24982239240088394
ACH-000228,-0.07107878887196559
ACH-000231,-0.10292207745860056
ACH-000232,-0.16986809927318547
ACH-000233,0.02890929345567572
ACH-000234,0.04555623943319796
ACH-000235,-0.026623243468510686
ACH-000237,-0.08286391721582607
ACH-000238,0.02383018728169103
ACH-000242,0.1496467224963489
ACH-000243,0.06557955370266598
ACH-000244,0.028889687571693582
ACH-000246,-0.00885921768934365
ACH-000248,-0.006289398565727231
ACH-000250,0.06957098818890183
ACH-000251,0.06189624284211834
ACH-000252,-0.0724329383323811
ACH-000253,-0.0044335195332977926
ACH-000255,0.4537944361917912
ACH-000256,0.1965017213092728
ACH-000257,0.18924496394084525
ACH-000258,-0.17110582073828073
ACH-000259,0.011807434877583284
ACH-000260,0.059937584937988314
ACH-000261,0.03162125795033903
ACH-000262,-0.14608790341381991
ACH-000263,-0.0898937044187708
ACH-000264,-0.10782682483253522
ACH-000265,-0.18812688908367575
ACH-000266,0.004737188033412788
ACH-000272,0.05405393074495188
ACH-000274,0.061615516041158724
ACH-000277,0.3153281244934375
ACH-000278,0.06604505072969617
ACH-000279,0.17485533701311573
ACH-000280,-0.012289757614780027
ACH-000281,-0.06478929346789616
ACH-000288,0.023738175364871262
ACH-000291,-0.01725233856577981
ACH-000293,0.08656512441020026
ACH-000294,0.0487561746756627
ACH-000295,0.15886742406618276
ACH-000296,0.10411433666731287
ACH-000302,0.041883483669288665
ACH-000304,0.21523592037699185
ACH-000307,0.054402801818479896
ACH-000308,0.012568493894397568
ACH-000310,-0.15132352289107187
ACH-000311,0.22072967104490124
ACH-000312,0.012299966585111255
ACH-000315,-0.0968827019665254
ACH-000316,0.2581755801550616
ACH-000317,-0.19467358188177447
