,TBC1D22A (25771)
ACH-000004,0.23060185846012524
ACH-000005,-0.197175830560426
ACH-000007,0.016995213984835247
ACH-000009,-0.06795097898027892
ACH-000011,-0.14482159114081028
ACH-000012,0.017684855853402487
ACH-000013,0.015111628990446244
ACH-000014,-0.04225132619235741
ACH-000015,-0.06757390647094161
ACH-000017,0.009161781606190758
ACH-000018,0.047311619107713976
ACH-000019,0.13446571883648187
ACH-000021,0.06343129321961839
ACH-000022,-0.11652947010343433
ACH-000025,-0.0547073044746223
ACH-000028,-0.17118027355693236
ACH-000030,-0.025133884554665226
ACH-000035,0.2408616781508065
ACH-000036,-0.17219112200716374
ACH-000037,0.06939290282897354
ACH-000039,0.08724750192487539
ACH-000040,0.08696891481295646
ACH-000041,0.05834656707238758
ACH-000042,-0.008222919043301384
ACH-000045,0.09086518933112744
ACH-000047,-0.05200337532951097
ACH-000052,-0.04371137424614024
ACH-000053,0.128605709729908
ACH-000054,-0.003926674918478995
ACH-000055,0.14496419976728125
ACH-000060,-0.03157596122501592
ACH-000067,-0.08581841982907233
ACH-000070,-0.11507443525513132
ACH-000075,-0.1443507680269766
ACH-000078,0.06807906881984467
ACH-000082,0.031334962701834335
ACH-000085,0.12028331567676374
ACH-000086,0.08022958643362373
ACH-000087,-0.015246262824508496
ACH-000092,-0.11111925165999363
ACH-000095,-0.11756533167125074
ACH-000097,0.031317643740544215
ACH-000098,-0.0865803510680806
ACH-000099,-0.08505303759868132
ACH-000108,-0.010074196039726473
ACH-000113,0.0029783181078845856
ACH-000116,-0.023493963188505333
ACH-000118,0.17652973123385815
ACH-000120,-0.17827068886143693
ACH-000123,-0.1339961733732021
ACH-000127,0.0525842725950732
ACH-000128,-0.040835709901697305
ACH-000132,-0.01790261047357601
ACH-000133,-0.12737563234662347
ACH-000137,0.2478270331042896
ACH-000138,0.030218246532248805
ACH-000142,0.1728589556592762
ACH-000143,0.0016791695818957945
ACH-000146,0.0021167405865148464
ACH-000148,-0.06910215632237722
ACH-000150,0.16523071180429055
ACH-000152,-0.17057422739599906
ACH-000153,-0.12921435170973142
ACH-000159,-0.02361956509653793
ACH-000160,-0.1040446684781636
ACH-000163,-0.09023349054058663
ACH-000167,0.18542689117990854
ACH-000168,-0.06529745547048704
ACH-000169,-0.04612568764904183
ACH-000178,-0.02055577074614108
ACH-000183,0.07266307516468877
ACH-000188,0.12655921919187338
ACH-000189,0.08143089350911548
ACH-000190,0.0615106120180966
ACH-000198,-0.008466272979649523
ACH-000203,-0.2381311024885761
ACH-000204,-0.1594095695287576
ACH-000206,0.16140378080527207
ACH-000207,-0.21825884876580204
ACH-000208,-0.08294274829789397
ACH-000210,0.004284810149638006
ACH-000211,0.008178402232746467
ACH-000215,-0.020428753235360853
ACH-000221,0.036584098423681724
ACH-000222,0.05744007581380076
ACH-000223,0.018612455046051454
ACH-000226,0.04868770810467373
ACH-000227,-0.20538632358451986
ACH-000228,0.1788861031532941
ACH-000231,-0.007342304764172774
ACH-000232,-0.15101039994246318
ACH-000233,0.0829476688023934
ACH-000234,0.07353829670834235
ACH-000235,-0.0010574471317293707
ACH-000237,-0.017190978859786873
ACH-000238,-0.07716024792530371
ACH-000242,0.12669702455401444
ACH-000243,0.061835933855703615
ACH-000244,-0.01552944883010726
ACH-000246,0.0214110824838134
ACH-000248,0.09324901436096476
ACH-000250,0.005520904571803728
ACH-000251,0.18631612447801416
ACH-000252,-0.17511166717228904
ACH-000253,-0.06493824069866379
ACH-000255,-0.027908330417779046
ACH-000256,-0.027224121273691525
ACH-000257,0.02278803218426621
