,PNP (4860)
ACH-000004,0.06549661376968237
ACH-000005,-0.0005628099743551181
ACH-000007,0.06533726520121114
ACH-000009,0.025368717892796912
ACH-000011,0.2935587683026547
ACH-000012,0.13085720247716492
ACH-000013,0.18296234812734172
ACH-000014,0.012030730708473988
ACH-000015,0.17247163559721618
ACH-000017,0.21661379997802802
ACH-000018,0.19009446454354614
ACH-000019,0.1962663470306491
ACH-000021,0.189386315810436
ACH-000022,0.17415658048288668
ACH-000025,0.07694386627851195
ACH-000028,0.28893403472145235
ACH-000030,0.08136363091289843
ACH-000035,0.022484633241634633
ACH-000036,0.21650947152595296
ACH-000037,0.23010145124393286
ACH-000039,0.07332198257720178
ACH-000040,0.1190930329627232
ACH-000041,-5.0904957817574656e-05
ACH-000042,0.14321599243373334
ACH-000045,0.1371913425996785
ACH-000047,-0.01598574562735685
ACH-000052,-0.19175171496334206
ACH-000053,0.11059472394403808
ACH-000054,-0.016158971744463742
ACH-000055,0.1386542072811542
ACH-000060,0.1550104008332368
ACH-000067,0.2108855786461109
ACH-000070,0.03738905684106709
ACH-000075,0.32001801033561883
ACH-000078,0.16724313263167634
ACH-000082,0.10429061707861034
ACH-000085,0.2536744877116556
ACH-000086,0.1692095887262026
ACH-000087,-0.2424905311822757
ACH-000092,0.1054950813083116
ACH-000095,0.1400689927469026
ACH-000097,0.1318049400181052
ACH-000098,0.023867019251510947
ACH-000099,0.1823141626122125
ACH-000108,0.2257252582558289
ACH-000113,-0.014770948505801325
ACH-000116,0.23308984909119335
ACH-000118,0.28059954962322897
ACH-000120,0.2143878597374965
ACH-000123,0.04946139905015407
ACH-000127,0.05356656272464645
ACH-000128,0.2296923001977195
ACH-000132,0.18683263305916836
ACH-000133,0.20066296034333556
ACH-000137,0.12460410474234028
ACH-000138,0.17399482559224086
ACH-000142,0.16066016707814726
ACH-000143,0.03494621268194982
ACH-000146,0.06837989589584484
ACH-000148,0.12888335058188055
ACH-000150,0.3108271819721069
ACH-000152,0.19716041734862086
ACH-000153,0.16832297788562775
ACH-000159,0.12694307860464762
ACH-000160,0.0061779716458156475
ACH-000163,0.10399767252360476
ACH-000167,0.28411033354947546
ACH-000168,0.18765700239843108
ACH-000169,0.11487013023233555
ACH-000178,0.2862623721844823
ACH-000183,0.1068760139381466
ACH-000188,0.2219299619319506
ACH-000189,0.049166624781656204
ACH-000190,0.19233635958724107
ACH-000198,0.06383769777650489
ACH-000203,0.07949501853021487
ACH-000204,-0.07852889182835711
ACH-000206,0.2809924546765088
ACH-000207,0.09538214520521764
ACH-000208,0.2598434173935653
ACH-000210,0.1081357562982038
ACH-000211,0.1238710844264868
ACH-000215,0.12509402071093645
ACH-000221,0.11168283979910784
ACH-000222,0.3366840404853003
ACH-000223,0.2740527911395171
ACH-000226,0.09340147281922256
ACH-000227,0.22657922268260997
ACH-000228,0.020267303899905973
ACH-000231,0.1114672972806999
ACH-000232,0.13139336610670407
ACH-000233,0.17991248245376193
ACH-000234,0.16154436209646564
ACH-000235,0.08282354326681914
ACH-000237,0.2410722608946737
ACH-000238,0.0936239909430429
ACH-000242,0.19447315784024846
ACH-000243,0.12355929184156675
ACH-000244,0.22434832156882764
ACH-000246,0.17313152034749113
ACH-000248,0.2214110415157094
ACH-000250,0.13190137123990453
ACH-000251,0.4205775263144499
ACH-000252,0.16254477335116624
ACH-000253,0.12051839827245787
ACH-000255,0.24483885171046385
ACH-000256,0.2726198858158501
ACH-000257,-0.03150893271545414
ACH-000258,0.24743873853746376
ACH-000259,0.1629687462484484
ACH-000260,0.07762244459896253
ACH-000261,0.07977823881789581
ACH-000262,0.2468697880039951
ACH-000263,0.018867191446937985
ACH-000264,0.06298799443635618
ACH-000265,0.06257792314819564
ACH-000266,0.15835979560494015
ACH-000272,0.08174293218808422
ACH-000274,0.1861495351313692
ACH-000277,0.13128075748457835
ACH-000278,0.15785499878151107
ACH-000279,0.007005565009658593
ACH-000280,0.1935888018396112
ACH-000281,0.29915371471243674
ACH-000288,0.07112470176868131
ACH-000291,0.15350265480347025
ACH-000293,0.1876403485795043
ACH-000294,0.15575108974466562
ACH-000295,0.2506668097158137
ACH-000296,0.048866223843905585
ACH-000302,0.1936566080975004
ACH-000304,0.07570275116285917
ACH-000307,0.02826817217023217
ACH-000308,0.18629221511373628
ACH-000310,0.19042864790782488
ACH-000311,0.16642579422504006
ACH-000312,0.31474566118211794
ACH-000315,0.12628308513566458
ACH-000316,0.18325591571306935
ACH-000317,-0.062346841855767984
ACH-000318,0.03223344644480237
ACH-000319,0.2896874452960876
ACH-000320,0.1906994929494312
ACH-000322,0.1417217975910737
ACH-000323,0.07053355283592512
ACH-000324,0.15735737270592684
ACH-000329,0.17673143680813905
ACH-000330,0.11679370013156848
ACH-000331,0.2578728413355452
ACH-000332,0.19790509155733155
ACH-000334,0.1155740679563771
ACH-000335,0.1439173216625025
ACH-000336,0.13102721648312735
ACH-000337,0.039220823793297256
ACH-000338,0.16118726617962895
ACH-000339,0.1309257715943354
ACH-000341,0.07114236198065008
ACH-000348,0.14385387534134564
ACH-000350,0.16830503446193568
ACH-000352,0.19891714170368116
ACH-000356,0.10464919000900164
ACH-000361,0.14151151780346574
ACH-000362,0.13837739788767806
ACH-000363,0.004534813213548442
ACH-000364,0.2800519479838366
ACH-000365,0.12536774625317298
ACH-000366,0.1386458379429511
ACH-000368,0.17748713965567814
ACH-000374,0.0912737685343468
ACH-000375,0.038962746306037216
ACH-000376,0.0176485959374282
ACH-000381,0.08026686942442314
ACH-000383,0.09391949722315007
ACH-000387,0.1268446106339903
ACH-000389,0.3288828028235299
ACH-000390,0.04296116770655055
ACH-000393,-0.02776789964129655
ACH-000395,0.07342292364216259
ACH-000396,0.052337856388828055
ACH-000397,0.28603933445387203
ACH-000401,0.13966360037783354
ACH-000402,-0.3822089906603301
ACH-000403,0.06289743805570029
ACH-000404,0.19852853281841926
ACH-000406,0.11213058133975748
ACH-000407,0.31379047997021525
ACH-000408,0.06252656816369044
ACH-000410,0.1442522352285767
ACH-000411,0.12326900488129028
ACH-000414,0.07462487893982274
ACH-000415,0.19380456475844304
ACH-000416,0.09367652456279038
ACH-000420,0.0679132908684715
ACH-000421,0.18960815308454312
ACH-000424,0.2105727997439284
ACH-000425,0.0891093750105419
ACH-000426,0.15139041793122335
ACH-000427,0.2982294074207234
ACH-000433,0.1057350752376998
