,IPO5 (3843)
ACH-000004,-0.06959598185220865
ACH-000005,0.2776278978746001
ACH-000007,-0.4571981530264829
ACH-000009,-0.4865061132288219
ACH-000011,-0.7417862678778799
ACH-000012,-0.2669874254699518
ACH-000013,-0.2041998292117238
ACH-000014,0.007036305143438853
ACH-000015,-0.32302573612555513
ACH-000017,-0.3347388558816933
ACH-000018,-0.5883004489527844
ACH-000019,-0.3179564831488816
ACH-000021,-0.19515369887969447
ACH-000022,-0.3213493043405288
ACH-000025,-0.4967619697115098
ACH-000028,-0.2718820489011286
ACH-000030,-0.3580728140837696
ACH-000035,-0.4084807087615525
ACH-000036,-0.1681756381355415
ACH-000037,-0.5220696736119351
ACH-000039,-0.4022738540290479
ACH-000040,-0.29186844679678003
ACH-000041,-0.6124771929435541
ACH-000042,-0.4103667169916325
ACH-000045,-0.09810587653019366
ACH-000047,-0.2261750763231465
ACH-000052,-0.4747817820406205
ACH-000053,-0.5411433168313295
ACH-000054,-0.5114411880745615
ACH-000055,-0.12400723469073086
ACH-000060,-0.3404717935351069
ACH-000067,-0.2806939947436736
ACH-000070,-0.0974364010344755
ACH-000075,-0.3612627438032127
ACH-000078,-0.6608471457070866
ACH-000082,-0.2088250293292817
ACH-000085,-0.5202902853144558
ACH-000086,-0.4516628621733456
ACH-000087,-0.4433072625510547
ACH-000092,-0.2595041026972914
ACH-000095,-0.2866280009820704
ACH-000097,-0.4244863531672686
ACH-000098,-0.2231453322814764
ACH-000099,-0.4750411724997818
ACH-000108,-0.5891764392376007
ACH-000113,-0.2517887691644277
ACH-000116,-0.416567708374323
ACH-000118,-0.4080497772694013
ACH-000120,-0.7622959081523221
ACH-000123,-0.09299898337112883
ACH-000127,-0.5550228031205671
ACH-000128,-0.3896335948978655
ACH-000132,-0.5477444795073951
ACH-000133,-0.3407807404908592
ACH-000137,-0.19432700931903013
ACH-000138,-0.5121461553483998
ACH-000142,-0.2654106634369889
ACH-000143,-0.2092454834911112
ACH-000146,-0.27297354182405337
ACH-000148,-0.3950812436773501
ACH-000150,-0.3328481513956636
ACH-000152,-0.2508894111183246
ACH-000153,-0.6168860370678136
ACH-000159,-0.3827787075704437
ACH-000160,-0.2411358848096915
ACH-000163,-0.7122822747751201
ACH-000167,-0.8953989629688782
ACH-000168,-0.14477751110978565
ACH-000169,-0.2777766540581711
ACH-000178,-0.4360052291395296
ACH-000183,0.24810354440329654
ACH-000188,-0.4505624705472037
ACH-000189,-0.5566815843036761
ACH-000190,-0.40346285610784216
ACH-000198,-0.7362598152383104
ACH-000203,-0.48408212395725897
ACH-000204,-0.1154113592345288
ACH-000206,-0.1792907611725291
ACH-000207,-0.3173342060303293
ACH-000208,-0.11500160858910513
ACH-000210,-0.3172330827143704
ACH-000211,-0.2655299722040121
ACH-000215,-0.10230907287223412
ACH-000221,-0.17530067107133313
ACH-000222,-0.2927998441552653
ACH-000223,-0.3750625703131085
ACH-000226,-0.4928692676873329
ACH-000227,-0.3514377329891121
ACH-000228,-0.16900509462214214
ACH-000231,-0.3444114515301365
ACH-000232,-0.2563924519432129
ACH-000233,-0.3058107158746346
ACH-000234,-0.4185429731829796
ACH-000235,-0.5847949109278144
ACH-000237,-0.3335948752833213
ACH-000238,-0.4098170710692707
ACH-000242,-0.2495228738117769
ACH-000243,-0.22698611413819975
ACH-000244,-0.17316523268048015
ACH-000246,-0.7269390327497479
ACH-000248,-0.3070718743113651
ACH-000250,-0.3181500810624757
ACH-000251,-0.3746386255701156
ACH-000252,-0.2259591503727677
ACH-000253,-0.3443488554387882
ACH-000255,-0.291426016323599
ACH-000256,-0.15670623647135434
ACH-000257,-0.1835712438706262
ACH-000258,-0.2723570910987884
ACH-000259,-0.4875502624180357
ACH-000260,-0.18799926543598533
ACH-000261,-0.1706211515821981
ACH-000262,-0.06424286058152756
ACH-000263,-0.19963889748507413
ACH-000264,-0.3463907842877493
ACH-000265,-0.37697421973897866
ACH-000266,-0.2727596785873013
ACH-000272,-0.19266788977575947
ACH-000274,-0.17065188248467544
ACH-000277,-0.31870441774639385
ACH-000278,-0.5114469177339267
ACH-000279,-0.4832215986370266
ACH-000280,-0.7277286564952781
ACH-000281,-0.3429979931551719
ACH-000288,-0.22578872426943344
ACH-000291,-0.7775307664541162
ACH-000293,-0.2535977241691277
ACH-000294,-0.02368822935297521
ACH-000295,-0.05804375793604609
ACH-000296,-0.43243581426299466
ACH-000302,-0.20316638867415826
ACH-000304,-0.4391447514746172
ACH-000307,-0.4954113221425567
ACH-000308,-0.21076574576751733
ACH-000310,-0.2767036873276642
ACH-000311,-0.2857454242372389
ACH-000312,-0.2395936660268222
ACH-000315,-0.5449833731591389
ACH-000316,-0.5212204764264775
ACH-000317,-0.06248120413729313
ACH-000318,-0.2386826259936215
ACH-000319,-0.1813636860297669
ACH-000320,-0.5604129312920144
ACH-000322,-0.483747118593615
ACH-000323,-0.2002281808808727
ACH-000324,-0.41273781606525495
ACH-000329,-0.18860950278232624
ACH-000330,-0.16931198757899135
ACH-000331,-0.2942254465168221
ACH-000332,-0.4672827047722184
ACH-000334,-0.3348322027294019
ACH-000335,-0.5382297683093222
ACH-000336,-0.6104791599005701
ACH-000337,-0.4081321300416776
ACH-000338,-0.6950754008052815
ACH-000339,-0.2845378651719487
ACH-000341,-0.3928402165341729
ACH-000348,-0.3248325154199789
ACH-000350,-0.27375780124511995
ACH-000352,-0.28046432975593616
ACH-000356,-0.37602652992684027
ACH-000361,-0.13043083541490538
ACH-000362,0.07672959791564643
ACH-000363,-0.22530575274705436
ACH-000364,-0.465640337196671
ACH-000365,-0.23300722681985564
ACH-000366,-0.15667132858538335
ACH-000368,-0.17448425559523198
ACH-000374,-0.20716563503702207
ACH-000375,-0.3409733802635717
ACH-000376,-0.397538614816609
ACH-000381,-0.35086289033471457
ACH-000383,-0.2496700526991928
ACH-000387,-0.127396447674653
ACH-000389,-0.06401489506435826
ACH-000390,-0.13908797843748014
ACH-000393,-0.3806174744434792
ACH-000395,-0.3780066661093359
ACH-000396,-0.4138013465032224
ACH-000397,-0.18990982804095766
ACH-000401,-0.3141711108818199
ACH-000402,-0.17450984030516928
ACH-000403,-0.259081619293654
ACH-000404,-0.2941387498123565
ACH-000406,-0.4006598540443614
ACH-000407,-0.1949068076277032
ACH-000408,-0.9372566637899792
ACH-000410,-0.4173419845902433
ACH-000411,-0.4738126834056762
ACH-000414,-0.1103248774530918
ACH-000415,-0.20148259536264765
ACH-000416,-0.3740224371738604
