,CFL2 (1073)
ACH-000004,0.04002918859884631
ACH-000005,-0.1156816809479786
ACH-000007,0.1457564330795388
ACH-000009,-0.1178442075977856
ACH-000011,0.10906741365677336
ACH-000012,-0.08669462649792918
ACH-000013,0.047043518843361616
ACH-000014,-0.011210725005062068
ACH-000015,0.14236578996507934
ACH-000017,-0.14660587280936874
ACH-000018,0.06253478272809311
ACH-000019,0.09788295328361897
ACH-000021,0.08933325150187355
ACH-000022,0.03236215745101891
ACH-000025,-0.032427844417504154
ACH-000028,-0.08145648855590157
ACH-000030,0.05146599092091195
ACH-000035,-0.08269306658036309
ACH-000036,0.06379238815975519
ACH-000037,0.06495500903105647
ACH-000039,0.10138706474156386
ACH-000040,0.03526977549864295
ACH-000041,0.0037010340933122353
ACH-000042,0.15569290811212108
ACH-000045,-0.014409694863743931
ACH-000047,-0.057333349067413886
ACH-000052,0.06250593140049981
ACH-000053,0.0013619509173251314
ACH-000054,0.027309253596373092
ACH-000055,0.0882936625359682
ACH-000060,-0.0685403575358929
ACH-000067,0.03496766027122366
ACH-000070,-0.10051944669182784
ACH-000075,0.0070391593168499765
ACH-000078,0.0466709812127395
ACH-000082,-0.04895142246985432
ACH-000085,-0.05767171529836153
ACH-000086,-0.011396587282042151
ACH-000087,0.11457461162013767
ACH-000092,0.0952607326574623
ACH-000095,-0.02803515823492374
ACH-000097,-0.0797025700589165
ACH-000098,-0.05560797771979732
ACH-000099,0.016588447575319583
ACH-000108,0.12563460897328152
ACH-000113,0.11147773038873056
ACH-000116,0.04873532601426341
ACH-000118,-0.050949212319706116
ACH-000120,0.028747611154839006
ACH-000123,0.02855273215072298
ACH-000127,0.025600398552411637
ACH-000128,0.13105512451385246
ACH-000132,0.08400286930573936
ACH-000133,-0.014284851074516625
ACH-000137,-0.019103064223661998
ACH-000138,-0.017384489391175602
ACH-000142,0.004301884820427339
ACH-000143,-0.1790003988146356
ACH-000146,-0.026989451762880118
ACH-000148,-0.07316856748502851
ACH-000150,0.1519804052363733
ACH-000152,-0.04998922809737669
ACH-000153,0.08693269942005018
ACH-000159,0.057578867142765826
ACH-000160,-0.034378656662824116
ACH-000163,0.022427433915523785
ACH-000167,0.4065965717832817
ACH-000168,0.10637308489088966
ACH-000169,0.025004176208279463
ACH-000178,0.07642850394570579
ACH-000183,0.1499649120469538
ACH-000188,0.06758344741478757
ACH-000189,0.1031995651863376
ACH-000190,0.03282045256777235
ACH-000198,0.07718462830326332
ACH-000203,-0.19794807697272412
ACH-000204,0.015783251624014796
ACH-000206,0.12878622325611674
ACH-000207,0.056944438526487284
ACH-000208,-0.14595816026041333
ACH-000210,0.06404952534522973
ACH-000211,-0.037695112074801404
ACH-000215,-0.04228460163625967
ACH-000221,-0.1387786078374734
ACH-000222,0.05579929993363041
ACH-000223,0.049425018754147294
ACH-000226,-0.1314186826812693
ACH-000227,-0.034852301476696886
ACH-000228,0.035278618031752126
ACH-000231,-0.1364823677484316
ACH-000232,-0.02272024026269979
ACH-000233,0.06860114176668232
ACH-000234,0.026216382952875737
ACH-000235,0.026145706180821637
ACH-000237,0.046440894647940274
ACH-000238,0.14678915279382912
ACH-000242,-0.37748468344914543
ACH-000243,-0.027035754676794845
ACH-000244,-0.0009409201280160127
ACH-000246,-0.1106758191543667
ACH-000248,0.011236135551464296
ACH-000250,-0.07815483211540734
ACH-000251,0.34711078899362
ACH-000252,0.018030073867972632
ACH-000253,0.08591283763164315
ACH-000255,0.05939793317208381
ACH-000256,0.2265977003493305
ACH-000257,-0.08085735364319821
ACH-000258,0.08741306073794691
ACH-000259,-0.01287880259468561
ACH-000260,0.01985910633844765
ACH-000261,-0.061059971904205985
ACH-000262,-0.039543823097767314
ACH-000263,0.33347218659226896
ACH-000264,0.02459934497089919
ACH-000265,0.06634551862072477
ACH-000266,0.03802425671670853
ACH-000272,-0.01034228601455172
ACH-000274,0.027123001804122943
ACH-000277,0.2637463420961398
ACH-000278,0.015556189287593931
ACH-000279,-0.016561780610601606
ACH-000280,0.12440102848306656
ACH-000281,0.1470573444868663
ACH-000288,-0.011481074861576986
ACH-000291,0.002300312997856626
ACH-000293,0.11331826105863242
ACH-000294,-0.09790683425723984
ACH-000295,0.04046418690024296
ACH-000296,-0.058423961660397386
ACH-000302,0.11811831759223715
ACH-000304,0.06529096274518953
ACH-000307,0.04793556798011418
ACH-000308,0.07451284434194404
ACH-000310,-0.13356479634034402
ACH-000311,0.03784529961306292
ACH-000312,-0.03951444333235983
ACH-000315,-0.02567100162227193
ACH-000316,0.18861255748721006
ACH-000317,0.017869931456033432
ACH-000318,0.1834786513848997
ACH-000319,0.10079408072359886
ACH-000320,0.17688075737192027
ACH-000322,0.2310292806030099
ACH-000323,0.04694896322647362
ACH-000324,0.08691566899483646
ACH-000329,0.029067497557410883
ACH-000330,-0.002999869201620116
ACH-000331,0.1797357090265629
ACH-000332,-0.016413439545147526
ACH-000334,0.012552715333231162
ACH-000335,-0.004007214767211993
ACH-000336,-0.1073252137772437
ACH-000337,-0.502188943950899
ACH-000338,-0.25768885469240205
