,FLNB (2317)
ACH-000004,0.03603683057368124
ACH-000005,0.11499793233294887
ACH-000007,0.16479499855165974
ACH-000009,-0.032306984290564264
ACH-000011,-0.0007572517988629383
ACH-000012,-0.11201965883269396
ACH-000013,-0.10665895245538272
ACH-000014,-0.126993116548818
ACH-000015,-0.13683136305867805
ACH-000017,-0.01482762509567707
ACH-000018,-0.2991253518146801
ACH-000019,-0.23800952137711934
ACH-000021,-0.13816737351464414
ACH-000022,-0.02566318337003802
ACH-000025,-0.21226416926718586
ACH-000028,-0.14358690207742522
ACH-000030,-0.06079653990350094
ACH-000035,-0.008590247751239727
ACH-000036,-0.08656334852080842
ACH-000037,-0.08752365302520451
ACH-000039,-0.029415737738204918
ACH-000040,-0.2347010795624227
ACH-000041,-0.12829853779125908
ACH-000042,-0.025067181420817854
ACH-000045,0.052875758503070684
ACH-000047,0.02412592908132191
ACH-000052,0.03980913907793053
ACH-000053,-0.045261165680054186
ACH-000054,-0.045712287899334465
ACH-000055,0.028882997183667405
ACH-000060,0.045443245855050204
ACH-000067,-0.11269300635077745
ACH-000070,-0.2866757981925977
ACH-000075,-0.21956359547675675
ACH-000078,-0.029221610637274794
ACH-000082,-0.2170742196101475
ACH-000085,-0.14128119207338494
ACH-000086,-0.202398530711322
ACH-000087,-0.07193530898628606
ACH-000092,-0.07766646639488872
ACH-000095,-0.18680543214471648
ACH-000097,-0.13573046792580118
ACH-000098,-0.098964926407125
ACH-000099,-0.10870800315084904
ACH-000108,-0.11916759833452448
ACH-000113,-0.1529093649630503
ACH-000116,-0.13190751873634649
ACH-000118,-0.20704090135760628
ACH-000120,-0.07302997236981494
ACH-000123,-0.08862273388061738
ACH-000127,-0.14774527677949567
ACH-000128,-0.2326986888031305
ACH-000132,-0.02028417724648444
ACH-000133,-0.14040036860108876
ACH-000137,-0.10672241432466313
ACH-000138,-0.11722826741913038
ACH-000142,-0.012729966057367129
ACH-000143,-0.07733322102664897
ACH-000146,-0.011906598122235868
ACH-000148,0.006381013631801283
ACH-000150,0.008367350492688417
ACH-000152,-0.1811371219685695
ACH-000153,-0.08041277305148946
ACH-000159,-0.13615869284712714
ACH-000160,-0.1511903720423428
ACH-000163,-0.1939823409307918
ACH-000167,-0.2355659611475177
ACH-000168,-0.15694022023796325
ACH-000169,-0.1253867612501949
ACH-000178,-0.13155014179463725
ACH-000183,-0.08102354030963434
ACH-000188,0.00023950309426224966
ACH-000189,0.057984205255460275
ACH-000190,-0.11578512635093988
ACH-000198,-0.11883589559856222
ACH-000203,0.4884767055085669
ACH-000204,-0.047747768662919535
ACH-000206,0.027276663676859176
ACH-000207,-0.13614761122813132
ACH-000208,-0.2722992642652587
ACH-000210,-0.5002873285740216
ACH-000211,-0.13526152395914598
ACH-000215,-0.017844614664686186
ACH-000221,-0.24121650736912664
ACH-000222,-0.16429104121692145
ACH-000223,-0.062473430945226414
ACH-000226,-0.03345471833916477
ACH-000227,-0.025372665378054157
ACH-000228,-0.11704975008714655
ACH-000231,-0.1500609423584066
ACH-000232,-0.1257634409681444
ACH-000233,-0.02529035507662109
ACH-000234,-0.18865261541590111
ACH-000235,-0.08105723489452697
ACH-000237,-0.08860826215520556
ACH-000238,-0.08684423304807333
ACH-000242,0.002031645805711589
ACH-000243,-0.04515482062854522
ACH-000244,-0.1794997209105342
ACH-000246,-0.13346122672434169
ACH-000248,-0.05364396960962134
