,TAF1B (9014)
ACH-000004,-0.5538861500599578
ACH-000005,-0.36088378918557706
ACH-000007,-0.6562583091781626
ACH-000009,-0.4537085620484848
ACH-000011,-0.49546514484422
ACH-000012,-0.6231898519332713
ACH-000013,-0.4552693960493417
ACH-000014,-0.6038245673304569
ACH-000015,-0.6341856174523705
ACH-000017,-0.4977361625249462
ACH-000018,-0.775634822872721
ACH-000019,-0.3779122867742874
ACH-000021,-0.6108686441941046
ACH-000022,-0.5501492823603146
ACH-000025,-0.6770074960135886
ACH-000028,-0.5254063243166318
ACH-000030,-0.6039474872637658
ACH-000035,-0.7919940346552035
ACH-000036,-0.6965293246377602
ACH-000037,-0.5643179305533454
ACH-000039,-0.5354055940721447
ACH-000040,-0.5362536877896329
ACH-000041,-0.6419078949377542
ACH-000042,-0.6853202878494327
ACH-000045,-0.2473609566275121
ACH-000047,-0.6764994353059723
ACH-000052,-0.7339359911368573
ACH-000053,-0.6364384277206002
ACH-000054,-0.5352106623591806
ACH-000055,-0.34052206392802964
ACH-000060,-0.5508095284202481
ACH-000067,-0.6235256535180895
ACH-000070,-0.5800540057136729
ACH-000075,-0.6144007577155531
ACH-000078,-0.48611221208906
ACH-000082,-0.7426043279594546
ACH-000085,-0.6510303347214459
ACH-000086,-0.6193248549514025
ACH-000087,-0.6850635219740071
ACH-000092,-0.5816544268841138
ACH-000095,-0.6430781740408272
ACH-000097,-0.6009262266991724
ACH-000098,-0.7169278136203169
ACH-000099,-0.4829566403869694
ACH-000108,-0.6510686656649298
ACH-000113,-0.486331198442899
ACH-000116,-0.7573172772751237
ACH-000118,-0.5760106668894425
ACH-000120,-0.6629831839346079
ACH-000123,-0.620279809285373
ACH-000127,-0.44948930083986177
ACH-000128,-0.4824833368511622
ACH-000132,-0.7200253950200859
ACH-000133,-0.7095917346302566
ACH-000137,-0.6118587105403007
ACH-000138,-0.6271376997530627
ACH-000142,-0.3441887252248545
ACH-000143,-0.6656123835724901
ACH-000146,-0.4084182355539424
ACH-000148,-0.6813992293762111
ACH-000150,-0.5310773156852074
ACH-000152,-0.7655146156727666
ACH-000153,-0.43656642755994657
ACH-000159,-0.6860872444420265
ACH-000160,-0.3575885408319045
ACH-000163,-0.5165178549074918
ACH-000167,-0.12450626706661788
ACH-000168,-0.6670280182936179
ACH-000169,-0.6589046367977356
ACH-000178,-0.6515134062753738
ACH-000183,-0.487518243469159
ACH-000188,-0.6142844542952188
ACH-000189,-0.9209984195661683
ACH-000190,-0.31818676253718353
ACH-000198,-0.4696675192158082
ACH-000203,-0.6221258515660071
ACH-000204,-0.28329188416407985
ACH-000206,-0.4643904313302297
ACH-000207,-0.598909635570958
ACH-000208,-0.3292971201976668
ACH-000210,-0.7049922369635213
ACH-000211,-0.5434599584704071
ACH-000215,-0.7316576855097033
ACH-000221,-0.7570063639465366
ACH-000222,-0.4880380548365094
ACH-000223,-0.5698509160620483
ACH-000226,-0.5590230182870735
ACH-000227,-0.4266388985395531
ACH-000228,-0.6859545148895261
ACH-000231,-0.5380630267424111
ACH-000232,-0.5020557890135864
ACH-000233,-0.3908861767799474
ACH-000234,-0.4789561793558077
ACH-000235,-0.6097513716688371
ACH-000237,-0.6091253173263494
