,DQX1 (165545)
ACH-000004,-0.11106562684779024
ACH-000005,-0.029554635714338195
ACH-000007,-0.0917519914449305
ACH-000009,-0.03551800127285527
ACH-000011,0.0259709031464982
ACH-000012,-0.04265436565265362
ACH-000013,-0.15637773973738195
ACH-000014,0.10885068289330928
ACH-000015,-0.11271994192226135
ACH-000017,-0.07158817707578945
ACH-000018,0.0722258402103758
ACH-000019,-0.12215957280335138
ACH-000021,-0.10829515547356436
ACH-000022,-0.1263916763018296
ACH-000025,0.11660299565176956
ACH-000028,-0.09704926975406346
ACH-000030,-0.031091928975115136
ACH-000035,-0.14690817333298115
ACH-000036,-0.12201726632726605
ACH-000037,-0.14064131240285888
ACH-000039,0.1405041495632005
ACH-000040,-0.2381893107254851
ACH-000041,0.04628608623695647
ACH-000042,-0.030152944112163155
ACH-000045,2.617612159087677e-05
ACH-000047,-0.0887376583139594
ACH-000052,-0.17535010852846655
ACH-000053,0.0021432546622425475
ACH-000054,-0.01862971876397361
ACH-000055,-0.2810056277987906
ACH-000060,-0.013943562826076958
ACH-000067,-0.014953652533346282
ACH-000070,-0.024292525592283332
ACH-000075,0.2236270600393193
ACH-000078,0.026352104988398226
ACH-000082,-0.08658892359595698
ACH-000085,-0.10062628617435544
ACH-000086,-0.07930139549286658
ACH-000087,-0.18717983109914405
ACH-000092,-0.1986162373732252
ACH-000095,-0.15352972829105035
ACH-000097,-0.11610554814905576
ACH-000098,-0.0034501625248982305
ACH-000099,0.0013707242532763726
ACH-000108,-0.0192838730638987
ACH-000113,-0.015455756496984456
ACH-000116,-0.16897943744105054
ACH-000118,-0.06862858277762778
ACH-000120,0.005524032778339026
ACH-000123,-0.05480700665104397
ACH-000127,-0.04099204322561096
ACH-000128,0.12490257375128595
ACH-000132,-0.08559835484012494
ACH-000133,-0.22769723191474506
ACH-000137,0.028321085002446657
ACH-000138,-0.04996955709433491
ACH-000142,-0.1511354285094298
ACH-000143,-0.020243912405199054
ACH-000146,-0.07319813589896383
ACH-000148,0.0017494830100711993
ACH-000150,0.07689661932695283
ACH-000152,0.02548809650065764
ACH-000153,0.17110967326209253
ACH-000159,-0.05127107130239904
ACH-000160,-0.1258708464171917
ACH-000163,-0.0646552363431848
ACH-000167,-0.1816861044197284
ACH-000168,-0.25727761217591943
ACH-000169,-0.1056850128009049
ACH-000178,0.015874596680446003
ACH-000183,-0.18136622636677271
