,BAK1 (578)
ACH-000004,-0.4157469787170653
ACH-000005,-0.3083856584533221
ACH-000007,-0.2266326104470453
ACH-000009,-0.5339530430339575
ACH-000011,-0.24470294404572185
ACH-000012,-0.21979978047716808
ACH-000013,-0.2109303616241778
ACH-000014,-0.3853085870619118
ACH-000015,-0.09929269810757033
ACH-000017,-0.4132362856913067
ACH-000018,-0.16663463553548666
ACH-000019,-0.18941483508813234
ACH-000021,-0.22215301384893166
ACH-000022,-0.3078523080510057
ACH-000025,-0.2615940853850684
ACH-000028,-0.13703892659563474
ACH-000030,-0.2993995908226918
ACH-000035,-0.4749779815154912
ACH-000036,-0.2856897866101764
ACH-000037,-0.27637622084070784
ACH-000039,0.00900336366333178
ACH-000040,-0.34166393131630673
ACH-000041,-0.10797645505394864
ACH-000042,-0.4865431610099497
ACH-000045,-0.22097617458941168
ACH-000047,-0.18187079447986415
ACH-000052,-0.18106264311775744
ACH-000053,-0.2983267390896261
ACH-000054,-0.33640932465482665
ACH-000055,-0.2497529221818071
ACH-000060,-0.36441362976182173
ACH-000067,-0.1914032611818905
ACH-000070,-0.11141985234731414
ACH-000075,-0.2656230768044219
ACH-000078,-0.5521403904099618
ACH-000082,-0.2606765708030569
ACH-000085,-0.3934158953431853
ACH-000086,-0.2028433621648946
ACH-000087,-0.16387635721625698
ACH-000092,-0.3635426312656312
ACH-000095,-0.3297683093677385
ACH-000097,-0.2830680320028702
ACH-000098,-0.13391404271337856
ACH-000099,-0.32749268373612106
ACH-000108,-0.27255680622355105
ACH-000113,-0.22594365001850186
ACH-000116,-0.22095120255348605
ACH-000118,-0.26115619101528503
ACH-000120,-0.3236962851741843
ACH-000123,-0.2434768812880423
ACH-000127,-0.3440490148032125
ACH-000128,-0.1420439940018695
ACH-000132,-0.2750804528108452
ACH-000133,-0.2380148537121408
ACH-000137,-0.02456536834327061
ACH-000138,-0.325637726755118
ACH-000142,-0.21152009858172266
ACH-000143,-0.19392522151393696
