,PYY (5697)
ACH-000004,0.05729856456290374
ACH-000005,0.16889155341552095
ACH-000007,-0.15389790124935016
ACH-000009,-0.16683429003056885
ACH-000011,-0.038353420386705216
ACH-000012,-0.013437249214849631
ACH-000013,-0.1316229911095255
ACH-000014,-0.12967818337940978
ACH-000015,0.013703808305948886
ACH-000017,-0.1720872436314188
ACH-000018,-0.17664570880972602
ACH-000019,0.14129258626602156
ACH-000021,-0.03952294321684691
ACH-000022,-0.1366886643189298
ACH-000025,-0.063791584125748
ACH-000028,0.08950028313247739
ACH-000030,-0.10589723375929412
ACH-000035,-0.21474542479782396
ACH-000036,0.006311260006428862
ACH-000037,-0.07434529434531495
ACH-000039,0.03318337673775817
ACH-000040,-0.13488551077325614
ACH-000041,-0.12390236886904685
ACH-000042,-0.12759234118013407
ACH-000045,0.07965076731603077
ACH-000047,-0.1003553858044118
ACH-000052,-0.021916201210402445
ACH-000053,0.030234398544372924
ACH-000054,-0.08652098976117699
ACH-000055,-0.09241288579673654
ACH-000060,-0.21391305953498335
ACH-000067,-0.011921308651702392
ACH-000070,-0.04431808616887814
ACH-000075,-0.19538721162261802
ACH-000078,0.0766794603883762
ACH-000082,0.1091968195778378
ACH-000085,0.13150123629402294
ACH-000086,0.14972849224707066
ACH-000087,-0.11521959836303727
ACH-000092,0.06420870904248556
ACH-000095,-0.09271474141208016
ACH-000097,-0.047116806256766175
ACH-000098,-0.06859463320704608
ACH-000099,-0.006996122316431257
ACH-000108,-0.05350916440144431
ACH-000113,0.06763641518127192
ACH-000116,-0.12830139673392402
ACH-000118,-0.08172972992278409
ACH-000120,-0.1846403146523352
ACH-000123,0.00991041115272142
ACH-000127,-0.09372662483076534
ACH-000128,-0.21927808381840466
ACH-000132,0.09075710512021408
ACH-000133,-0.08076533111380695
ACH-000137,0.07117957306543515
ACH-000138,-0.16032430361343628
ACH-000142,0.007367792703299555
ACH-000143,-0.1272117279618171
ACH-000146,0.0553050006983281
ACH-000148,-0.028211512224973076
ACH-000150,-0.1486326543489997
ACH-000152,-0.04380201103705461
ACH-000153,-0.3036609155334561
ACH-000159,-0.1046106020207868
ACH-000160,0.27652635805557
ACH-000163,0.055889625954590016
ACH-000167,-0.13302598878753727
ACH-000168,-0.239949283524117
ACH-000169,-0.1094687926477092
ACH-000178,-0.08892578053463362
ACH-000183,-0.1829472871028179
ACH-000188,-0.12412823951544545
ACH-000189,0.1152637050548574
ACH-000190,0.04545925370081028
ACH-000198,0.04709137323416468
ACH-000203,0.22412952242575745
ACH-000204,-0.20423423569303026
ACH-000206,0.1726715395882538
ACH-000207,-0.1451201337095551
ACH-000208,-0.091767385201905
ACH-000210,0.08334733483022537
ACH-000211,-0.10316266134771188
ACH-000215,-0.07384166940114767
ACH-000221,-0.15003280789929602
ACH-000222,-0.2886762219262003
ACH-000223,-0.031083254856872487
ACH-000226,0.12861962315057776
ACH-000227,0.1038734878554078
ACH-000228,-0.28226428879084325
ACH-000231,-0.07761558002143566
ACH-000232,0.06562462494163117
ACH-000233,-0.03720836137738424
ACH-000234,-0.03799692690318426
ACH-000235,-0.051226345809359655
ACH-000237,0.06829226540886492
ACH-000238,-0.06099798367121966
ACH-000242,-0.4743744368015495
ACH-000243,-0.14145564560821744
ACH-000244,0.1544589904978989
ACH-000246,-0.0589024471899049
ACH-000248,-0.32648787442271765
ACH-000250,-0.04979319801263112
ACH-000251,-0.15301110532337045
ACH-000252,-0.13170083175281355
ACH-000253,-0.029045338200391475
ACH-000255,-0.06950946415431403
ACH-000256,-0.2352238901894693
ACH-000257,0.025827184085522467
ACH-000258,-0.06495165963029363
ACH-000259,-0.01857741253565241
ACH-000260,-0.04470594676066405
ACH-000261,0.005392370919922085
ACH-000262,-0.061895592018904565
ACH-000263,0.15699537408176326
ACH-000264,-0.057465759135643724
ACH-000265,-0.02888634877849145
ACH-000266,-0.038244784061854296
ACH-000272,-0.03790250305253515
