,CWC25 (54883)
ACH-000004,-0.3514787276807659
ACH-000005,-0.08436214942894
ACH-000007,-0.5655469563689048
ACH-000009,-0.4611508370385468
ACH-000011,-0.39933167086030175
ACH-000012,-0.35350589789500625
ACH-000013,-0.3801957111063777
ACH-000014,-0.4418400059983937
ACH-000015,-0.328745045841465
ACH-000017,-0.5133246594849035
ACH-000018,-0.3036174515918178
ACH-000019,-0.5887253094896466
ACH-000021,-0.4355930458601949
ACH-000022,-0.4311415245351363
ACH-000025,-0.3867180737383799
ACH-000028,-0.5076540639106647
ACH-000030,-0.4806333548799906
ACH-000035,-0.3328575044043422
ACH-000036,-0.3534489794163909
ACH-000037,-0.4692841399850193
ACH-000039,-0.5844762915162429
ACH-000040,-0.34100575034417474
ACH-000041,-0.477075260830721
ACH-000042,-0.3850338660082784
ACH-000045,-0.2719553195512811
ACH-000047,-0.35300735526335403
ACH-000052,-0.636889942360402
ACH-000053,-0.3920988456350405
ACH-000054,-0.34321124683075604
ACH-000055,-0.3633208923544535
ACH-000060,-0.4339494282665082
ACH-000067,-0.4007614415446952
ACH-000070,-0.3267886319760385
ACH-000075,-0.2596081919365122
ACH-000078,-0.2796289831053784
ACH-000082,-0.4730502184599064
ACH-000085,-0.3322133288428041
ACH-000086,-0.4577458029780384
ACH-000087,-0.4629122696755882
ACH-000092,-0.3173060653063518
ACH-000095,-0.22188799157536868
ACH-000097,-0.2987195642123414
ACH-000098,-0.3274686305226123
ACH-000099,-0.2808274429445659
ACH-000108,-0.5440005986076207
ACH-000113,-0.3213085737501452
ACH-000116,-0.4096686696810614
ACH-000118,-0.4186409521011408
ACH-000120,-0.13589052597197604
ACH-000123,-0.4135883057566039
ACH-000127,-0.26951930366989924
ACH-000128,-0.2954792284194487
ACH-000132,-0.3934146969702427
ACH-000133,-0.29715242030435624
ACH-000137,-0.5435125724580233
ACH-000138,-0.27540619648091
ACH-000142,-0.408830970817984
ACH-000143,-0.3603195370634
ACH-000146,-0.2795572984725447
ACH-000148,-0.4302938822887437
ACH-000150,-0.6308520426473216
ACH-000152,-0.260598578880876
ACH-000153,-0.5599249343479202
ACH-000159,-0.18119772551841595
ACH-000160,-0.4941850765105811
ACH-000163,-0.3742650725909638
ACH-000167,-0.4746357173171191
ACH-000168,-0.2857096700216692
ACH-000169,-0.3822571053124533
ACH-000178,-0.42613920668399147
ACH-000183,-0.5293706307047925
ACH-000188,-0.7364293530723836
ACH-000189,-0.6313469688128932
ACH-000190,-0.529181162008486
ACH-000198,-0.3827185180996384
ACH-000203,-0.6040677743110191
ACH-000204,-0.3843836861669076
ACH-000206,-0.5746105847257792
ACH-000207,-0.4576625270341765
ACH-000208,-0.5009460363818367
ACH-000210,-0.5662759028635934
ACH-000211,-0.4400630285441289
ACH-000215,-0.18138083131686708
ACH-000221,-0.5951773525977246
ACH-000222,-0.41107780345845774
ACH-000223,-0.2468910248147795
ACH-000226,-0.3783512798630991
ACH-000227,-0.1937288973922912
ACH-000228,-0.5244701623789314
ACH-000231,-0.5481893756100986
ACH-000232,-0.4182368343311599
ACH-000233,-0.3114361529659439
ACH-000234,-0.2418426722356265
ACH-000235,-0.4004842287639787
ACH-000237,-0.3643921628228538
ACH-000238,-0.3708038898880328
ACH-000242,-0.36518620243149386
ACH-000243,-0.4655697023564411
ACH-000244,-0.3902175606702129
ACH-000246,-0.4460726345667909
ACH-000248,-0.4148810109724603
ACH-000250,-0.3972128298251445
ACH-000251,-0.12581715007099056
ACH-000252,-0.5493837231894068
ACH-000253,-0.2995621120029259
ACH-000255,-0.6683327135908808
ACH-000256,-0.3027076340391313
ACH-000257,-0.4389123922493372
ACH-000258,-0.34744006366653885
ACH-000259,-0.3786938274808975
ACH-000260,-0.4845232924843406
ACH-000261,-0.3507807708999029
ACH-000262,-0.4548917038146031
ACH-000263,-0.32415172453009305
ACH-000264,-0.536936863046464
ACH-000265,-0.4908327098019202
ACH-000266,-0.2740918895699045
ACH-000272,-0.3026706806747578
ACH-000274,-0.33215867019061146
