,NDUFV3 (4731)
ACH-000004,-0.4162309805259761
ACH-000005,-0.13093175720194986
ACH-000007,-0.07379642681351413
ACH-000009,0.03639745182027805
ACH-000011,-0.06116538369562311
ACH-000012,-0.12033832009028238
ACH-000013,-0.0024666242175324553
ACH-000014,0.045110132594785364
ACH-000015,-0.015954095776569303
ACH-000017,-0.0851449105204401
ACH-000018,-0.07527728597510443
ACH-000019,-0.1590221124642757
ACH-000021,0.04855306398170679
ACH-000022,-0.0011320797590220505
ACH-000025,0.18710209912241546
ACH-000028,-0.002598689203364317
ACH-000030,-0.035516423632871504
ACH-000035,0.1216672340727212
ACH-000036,-0.1380648771125184
ACH-000037,-0.04465149843920198
ACH-000039,-0.18807119168960906
ACH-000040,-0.008727781598050363
ACH-000041,0.012778853245509529
ACH-000042,-0.03743336061728126
ACH-000045,0.013619652703560744
ACH-000047,-0.10428470780017833
ACH-000052,0.0744264935011807
ACH-000053,-0.07009582506321405
ACH-000054,-0.06295202062360981
ACH-000055,0.13507937784167293
ACH-000060,-0.1088606919564332
ACH-000067,-0.09304875960875494
ACH-000070,-0.17212579215952828
ACH-000075,0.116370708394118
ACH-000078,-0.09618225986567132
ACH-000082,0.0484360142085472
ACH-000085,0.18399401342639066
ACH-000086,0.03506296467527143
ACH-000087,0.07436202437431659
ACH-000092,-0.058792700338254185
ACH-000095,-0.18184842631786088
ACH-000097,-0.10432017799146508
ACH-000098,-0.07313784113047797
ACH-000099,-0.0958176174643553
ACH-000108,-0.16217415305624006
ACH-000113,0.03923035285219649
ACH-000116,-0.16863498086086026
ACH-000118,0.05884632374166793
ACH-000120,-0.1833139877102866
ACH-000123,-0.07598207756463181
ACH-000127,0.0229703327383706
ACH-000128,0.0238312239774374
ACH-000132,-0.2231543787824996
ACH-000133,0.16130350607256214
ACH-000137,0.015067210859862854
ACH-000138,0.11353661305539757
ACH-000142,0.023141193032826017
ACH-000143,0.1602525970280355
ACH-000146,-0.1241391761398353
ACH-000148,-0.00013971213926458254
ACH-000150,-0.09982354867248283
ACH-000152,-0.019421377851791558
ACH-000153,0.11739628950731493
ACH-000159,-0.06578382424953585
ACH-000160,0.19971722026442845
ACH-000163,-0.09255430420220144
ACH-000167,-0.20820124074058996
ACH-000168,0.11134205397179964
ACH-000169,-0.01178892125744732
ACH-000178,0.03591598749283163
ACH-000183,-0.013865957625083669
ACH-000188,-0.109956541134259
ACH-000189,-0.0679019157160398
ACH-000190,0.10934161945583946
ACH-000198,-0.005767060102141855
ACH-000203,0.09536638429833806
ACH-000204,0.01234702162894109
ACH-000206,-0.2034713313927185
ACH-000207,-0.049169955929320094
ACH-000208,-0.13815712460535728
ACH-000210,-0.2481911468285313
ACH-000211,-0.06491617088490455
ACH-000215,-0.04950326280307088
ACH-000221,-0.046780145070709996
ACH-000222,0.12587717063427986
ACH-000223,-0.1018870321509392
ACH-000226,-0.06321664764346463
ACH-000227,-0.0703260692397496
ACH-000228,0.13408441717427802
ACH-000231,-0.1845538785740192
ACH-000232,-0.04782670243058047
ACH-000233,-0.18102106641185547
ACH-000234,-0.02180231102019423
ACH-000235,-0.14548209217165026
ACH-000237,-0.06759258415263157
ACH-000238,-0.004547656611751971
ACH-000242,0.1171486880929295
ACH-000243,0.029855696884354518
ACH-000244,0.24671567934865055
ACH-000246,-0.1220295636945286
ACH-000248,0.0262076988646539
ACH-000250,-0.04852589483258077
ACH-000251,0.20918580225828112
ACH-000252,-0.02756523391070707
ACH-000253,-0.08977151517521301
ACH-000255,0.046822211314116194
ACH-000256,0.029417308439800494
ACH-000257,-0.07086377866058415
ACH-000258,-0.07207741109445502
ACH-000259,0.033481555680116334
ACH-000260,-0.003637239653354061
ACH-000261,-0.027425374550362668
ACH-000262,-0.011138685267339623
ACH-000263,-0.08591594773337675
ACH-000264,-0.09700509821398792
ACH-000265,-0.05736637901915163
ACH-000266,-0.10079826576337772
ACH-000272,-0.030333868157631925
ACH-000274,0.03130878816484416
ACH-000277,-0.0737650020647672
ACH-000278,-0.03677324255538438
ACH-000279,-0.02346469941902696
ACH-000280,-0.027530331334641236
ACH-000281,-0.025119930440260625
