,LAX1 (54900)
ACH-000004,0.014889724902446316
ACH-000005,-0.3168163575169917
ACH-000007,0.060030004373679474
ACH-000009,-0.14788174749447094
ACH-000011,0.010797595639984687
ACH-000012,-0.058991281145301035
ACH-000013,-0.03074649507262772
ACH-000014,-0.12072536763247985
ACH-000015,-0.11510640908163496
ACH-000017,-0.2359128805466103
ACH-000018,-0.15295893781212327
ACH-000019,-0.14567857484182328
ACH-000021,-0.10761889600804284
ACH-000022,0.051606174230338926
ACH-000025,-0.12673860803919235
ACH-000028,-0.057360401139711664
ACH-000030,0.08223999394428974
ACH-000035,-0.05456177386910465
ACH-000036,0.08771788720797574
ACH-000037,-0.06556485890078413
ACH-000039,0.014162871714770913
ACH-000040,0.008099014368194705
ACH-000041,-0.012582069498985205
ACH-000042,-0.04919977400576581
ACH-000045,-0.08672478939035959
ACH-000047,0.019873643903078192
ACH-000052,-0.02260314619322381
ACH-000053,-0.1276152476464593
ACH-000054,-0.141961806177328
ACH-000055,-0.07099625665669948
ACH-000060,0.041526891847963814
ACH-000067,-0.13866772673809602
ACH-000070,-0.16264967815344925
ACH-000075,-0.07031818527173972
ACH-000078,-0.09558708316356247
ACH-000082,-0.10905687725796508
ACH-000085,-0.0694203440535445
ACH-000086,-0.1513998814413554
ACH-000087,-0.015771314589628868
ACH-000092,-0.11753615089989396
ACH-000095,-0.076767345304216
ACH-000097,-0.1079567799823092
ACH-000098,-0.09324188613511324
ACH-000099,-0.098042439943172
ACH-000108,-0.07310372565140097
ACH-000113,-0.2408931903708293
ACH-000116,-0.02936460386796108
ACH-000118,-0.07975223366107671
ACH-000120,0.032022111033982996
ACH-000123,-0.10926602887401576
ACH-000127,0.0018460984563696656
ACH-000128,-0.02590245306202721
ACH-000132,-0.2735384314068562
ACH-000133,-0.1814630583502708
ACH-000137,-0.18740681243388047
ACH-000138,-0.006221825733587507
ACH-000142,-0.13229795356581595
ACH-000143,-0.0914341498050796
ACH-000146,-0.13412898432262452
ACH-000148,-0.1538741557910194
ACH-000150,-0.09517701941936757
ACH-000152,0.038200717997995716
ACH-000153,0.006569507345353808
ACH-000159,-0.06448842486608325
ACH-000160,-0.0168958915378078
ACH-000163,-0.1487776679644168
ACH-000167,0.08997819545359666
ACH-000168,-0.035930750160231936
ACH-000169,-0.08559704868489505
