,TUBA3D (113457)
ACH-000279,-0.43475158949916426
ACH-000280,-0.3507631443435392
ACH-000281,-0.20276106451628675
ACH-000288,-0.2824230621006148
ACH-000291,-0.2829525726413219
ACH-000293,-0.2373870670239077
ACH-000294,-0.3463734749484092
ACH-000295,-0.22524757160527736
ACH-000296,-0.24275453506247516
ACH-000302,-0.3692942212830573
ACH-000304,-0.3807383891543018
ACH-000307,-0.371955535126025
ACH-000308,-0.3716813278525196
ACH-000310,-0.2395820332308641
ACH-000311,-0.30051855831883845
ACH-000312,-0.14257702143425208
ACH-000315,-0.3315062259577261
ACH-000316,-0.28444807760470003
ACH-000317,-0.3718718845398793
ACH-000318,-0.3109865736321243
ACH-000319,-0.2339003599842461
ACH-000320,-0.37045695873171547
ACH-000322,-0.2894598688917098
ACH-000323,-0.3872292083220927
ACH-000324,-0.41436636592020426
ACH-000329,-0.3378962339470125
ACH-000330,-0.2778070280499319
ACH-000331,-0.4040739859956901
ACH-000332,-0.25168149137851004
ACH-000334,-0.3019821316897193
ACH-000335,-0.30824593148836665
ACH-000336,-0.7279724338160639
ACH-000337,-0.2327112403737805
ACH-000338,-0.034518387759283814
ACH-000339,-0.3162370141549758
ACH-000341,-0.2182477133946137
ACH-000348,-0.17550836400049954
ACH-000350,-0.12983041966767547
ACH-000352,-0.3219470716071892
ACH-000356,-0.26493808804753893
ACH-000361,-0.2926088191995674
ACH-000362,-0.24327067537530325
ACH-000363,-0.21290587769194771
ACH-000364,-0.4351776977337679
ACH-000365,-0.3469606824143766
ACH-000366,-0.3440279140382399
ACH-000368,-0.3350943692573732
ACH-000374,-0.3896499207741401
ACH-000375,-0.3126213563854536
ACH-000376,-0.24936654471541625
ACH-000381,-0.3183827410494554
ACH-000383,-0.20870068582487444
ACH-000387,-0.3121252768629869
ACH-000389,-0.3881033615271093
ACH-000390,-0.3940970255186174
ACH-000393,-0.4808145559565811
ACH-000395,-0.31721436087736604
ACH-000396,-0.2747533414649375
ACH-000397,-0.28423405454335354
ACH-000401,-0.19205785865144054
ACH-000402,0.12041457950241352
ACH-000403,-0.5235192229935043
ACH-000404,-0.23097717124745765
ACH-000406,-0.2774327460772477
ACH-000407,-0.3945213534924471
ACH-000408,-0.4594086184965123
ACH-000410,-0.14323818314910386
ACH-000411,-0.2939176981277747
ACH-000414,-0.2252306339216105
ACH-000415,-0.4056518297058323
ACH-000416,-0.3416975874188741
ACH-000420,-0.23999715784572326
ACH-000421,-0.2538617611706867
ACH-000424,-0.3541742714471637
ACH-000425,-0.3514890641480217
ACH-000426,-0.27730012224340944
ACH-000427,-0.3473787016918066
ACH-000433,-0.30388031242827074
ACH-000435,-0.23724807508531326
ACH-000436,-0.21674725540078724
ACH-000444,-0.4411239607338298
ACH-000445,-0.3302931545564818
ACH-000448,-0.22218386217376204
ACH-000450,-0.2954978258384018
ACH-000452,-0.2808439574022417
ACH-000454,-0.29278456445815354
ACH-000458,-0.295711823976109
ACH-000459,-0.2022097178953768
ACH-000460,-0.31747275347132753
ACH-000461,-0.31434248756956445
ACH-000463,-0.4483543764623937
ACH-000464,-0.3716265170330804
ACH-000466,-0.5401456369475773
ACH-000467,-0.17409902607553648
ACH-000468,-0.2866188846029407
ACH-000469,-0.26476547966150626
ACH-000470,-0.3405585994950802
ACH-000471,-0.3546493770436895
ACH-000472,-0.29560298008609664
ACH-000473,-0.2281414779266001
ACH-000475,-0.4080593233218083
ACH-000476,-0.2834302224508215
ACH-000477,-0.2512893933281536
ACH-000479,-0.33745723154447776
ACH-000480,-0.22392422169934126
ACH-000481,-0.4933894066543513
ACH-000483,-0.2837888383324078
ACH-000484,-0.27247361107355794
ACH-000485,-0.35816626997628104
ACH-000486,-0.3720338366261279
ACH-000487,-0.2966585492680153
ACH-000488,-0.11095073222008628
ACH-000490,-0.19186566392734705
ACH-000491,-0.3499011728663425
ACH-000495,-0.6136883944246572
ACH-000496,-0.42532432644989
ACH-000499,-0.26591025384478345
ACH-000500,-0.5984100700270168
ACH-000502,-0.12777339334443366
ACH-000503,-0.20618808990266105
ACH-000505,-0.2547101596264873
ACH-000507,-0.2319895279256461
ACH-000510,-0.4138671510890046
ACH-000511,-0.2682803901926376
ACH-000512,-0.3289032581551176
ACH-000516,-0.4132507861234528
ACH-000517,-0.15840231426158285
ACH-000518,-0.3639731571042232
ACH-000520,-0.2486797910522241
ACH-000521,-0.28123019662004856
ACH-000522,-0.3598949119231436
ACH-000524,-0.25282721800806945
ACH-000527,-0.3019708255985683
ACH-000528,-0.2812560151789834
ACH-000537,-0.2669509725730697
ACH-000541,-0.06740510508680655
ACH-000542,-0.3654103912344722
ACH-000544,-0.3350891341307414
ACH-000545,-0.3339803630301197
ACH-000547,-0.1600182083812812
ACH-000548,-0.2397704068396051
ACH-000549,-0.2287474324081587
ACH-000550,-0.32268243805152885
ACH-000552,-0.3411419695036809
ACH-000556,-0.22907687726276305
ACH-000557,-0.30045451326875233
ACH-000569,-0.32766927265413753
ACH-000570,-0.2234019390336371
ACH-000571,-0.07450189445433147
ACH-000573,-0.17137688512847515
ACH-000576,-0.08340720373329807
ACH-000579,-0.5227644092051678
ACH-000580,-0.2284927754725664
ACH-000584,-0.41242132792358094
ACH-000585,-0.2278068552706216
ACH-000588,-0.255555705005218
ACH-000589,-0.32052282780954394
ACH-000591,-0.16967651074538756
ACH-000593,-0.3689231449607033
ACH-000600,-0.3210138402861599
ACH-000601,-0.3510718958830014
ACH-000605,-0.5201981701708313
ACH-000606,-0.27079433378522383
ACH-000608,-0.2959727786061083
ACH-000614,-0.14943473173999774
ACH-000616,-0.3513107036083261
ACH-000618,-0.3365952723974854
ACH-000619,-0.38978481572156376
ACH-000620,-0.4319077162813642
ACH-000621,-0.263460050229633
ACH-000622,-0.2591649658765857
ACH-000623,-0.3055276880770625
ACH-000624,-0.2763081852068641
ACH-000627,-0.2947878021410466
ACH-000630,-0.35274321141050125
ACH-000631,-0.3113412039781068
ACH-000632,-0.3650912105081261
ACH-000633,-0.3272727230893898
ACH-000637,-0.5397906865124157
ACH-000638,-0.14646897943478188
ACH-000646,-0.27526396842829143
ACH-000647,-0.2839149905339921
ACH-000648,-0.28983823304157896
ACH-000649,-0.3395502975092496
ACH-000651,-0.3576093439402461
ACH-000652,-0.4256867288715268
ACH-000653,-0.3707574899120705
ACH-000657,-0.3806581314830367
ACH-000658,-0.2367077903268797
ACH-000661,-0.10600890960406516
ACH-000662,-0.1206543206223806
ACH-000663,-0.3953541011784272
ACH-000665,-0.2522918685826025
ACH-000671,-0.2982438607507977
ACH-000672,-0.19722546023251664
ACH-000673,-0.3499872735766455
ACH-000676,-0.3397958231892444
ACH-000677,-0.247392561952173
ACH-000681,-0.22862671195058498
ACH-000683,-0.3139899460546359
ACH-000684,-0.14317259185333614
ACH-000688,-0.3567828215241054
ACH-000693,-0.2819080829111804
ACH-000694,-0.30831297345061603
ACH-000695,-0.1810492664778438
ACH-000696,-0.32374152765315056
ACH-000697,-0.2573966240676646
ACH-000699,-0.23204670931179375
ACH-000701,-0.38589358173296456
ACH-000706,-0.23101128201872675
ACH-000711,-0.32132907853901305
ACH-000713,-0.3284508084213997
ACH-000714,-0.15498760337609568
ACH-000718,-0.20373182691700867
ACH-000720,-0.3215962805183624
ACH-000721,-0.5157139807137907
ACH-000724,-0.3768002436481316
ACH-000725,-0.2972598734141477
ACH-000732,-0.2694637160070991
ACH-000734,-0.300613686580499
ACH-000735,-0.2584580091839051
ACH-000736,-0.15019867904624595
ACH-000738,-0.2941977958237533
ACH-000746,-0.2933331295489402
ACH-000747,-0.3544198305395583
ACH-000748,-0.16503223058973934
ACH-000753,-0.1883071285369622
ACH-000756,-0.4172018682080828
ACH-000757,-0.2983292765956065
ACH-000758,-0.29198184671762506
ACH-000760,-0.1980429975036556
ACH-000762,-0.2783632113249259
ACH-000763,-0.2624428185022125
ACH-000764,-0.4152243505151129
ACH-000765,-0.3263358844527558
ACH-000766,-0.3146380502193684
ACH-000767,-0.15093062720718545
ACH-000768,-0.2673865279570504
ACH-000769,-0.2692834010634057
ACH-000770,-0.3862201114911327
ACH-000771,-0.3779266639099668
ACH-000773,-0.23064466334097936
ACH-000776,-0.3018529855142333
ACH-000777,-0.3429718582568045
ACH-000778,-0.2121804693068343
ACH-000781,-0.3704892701066076
ACH-000782,-0.227252603906748
ACH-000783,-0.2892859055340293
ACH-000784,-0.2560559935880524
ACH-000785,-0.3814219668380665
ACH-000787,-0.2982120393646684
ACH-000788,-0.3625195742371621
ACH-000791,-0.21109543901646546
ACH-000792,-0.17682110583460514
ACH-000794,-0.12676631472565378
ACH-000796,-0.5151026981897938
ACH-000798,-0.3396401820933023
ACH-000799,-0.3481034648848469
ACH-000800,-0.1908451735011196
ACH-000802,-0.2604829646523911
ACH-000804,-0.26553158444499586
ACH-000805,-0.2129311181805109
ACH-000809,-0.2990163580009609
ACH-000810,-0.2508714599774464
ACH-000811,-0.2718762996592582
ACH-000817,-0.28042634500913044
ACH-000819,-0.40282038440426265
ACH-000820,-0.21762183877069194
ACH-000821,-0.28668624367391465
ACH-000822,-0.19189256121565407
ACH-000823,-0.2408063484148715
ACH-000824,-0.2110905320942154
ACH-000827,-0.42653661460402215
ACH-000829,-0.3891652021078919
ACH-000831,-0.4322891275504156
ACH-000832,-0.4666367427389191
ACH-000833,-0.2561114849063797
ACH-000834,-0.1940828360508604
ACH-000835,-0.38704846186737785
ACH-000836,-0.5084448951327685
ACH-000837,-0.2102439301977616
ACH-000838,0.030926021045986563
ACH-000839,-0.2453346842387316
ACH-000840,0.019060357167127537
ACH-000841,-0.20612654517714726
ACH-000843,-0.2862503526061961
ACH-000846,-0.2719759478519592
ACH-000847,-0.4831837747723788
ACH-000848,-0.2860586298350476
ACH-000849,-0.3368848943701492
ACH-000851,-0.4313277902215309
ACH-000855,-0.2737863623747184
ACH-000856,-0.33713380975118656
ACH-000858,-0.3556063325798224
ACH-000859,-0.3663661306796133
ACH-000861,-0.3219703410615793
ACH-000862,-0.2766652895995654
ACH-000865,-0.34880666982301545
ACH-000866,-0.25525187744224337
ACH-000867,-0.2591139458778445
ACH-000869,-0.20406192122128375
ACH-000872,-0.455459440322956
ACH-000873,-0.4299899338373944
ACH-000876,-0.2385321581169061
ACH-000878,-0.4148095144805611
ACH-000880,-0.2619253477648396
ACH-000881,-0.3116358929223653
ACH-000882,-0.3573496037523217
ACH-000884,-0.3710405424336874
ACH-000885,-0.29211987379962895
ACH-000887,-0.2417323847046902
ACH-000889,-0.3891128798262784
ACH-000896,-0.2551611824692008
ACH-000898,-0.3554529863193737
ACH-000900,-0.2602444076213111
ACH-000901,-0.3431130253012321
ACH-000905,-0.3141450690473105
ACH-000906,-0.2579840010409363
ACH-000907,-0.3368233025247305
ACH-000910,-0.26601351148566005
ACH-000911,-0.2330924120631043
ACH-000912,-0.3095535904736484
ACH-000913,-0.3386025968614305
ACH-000915,-0.18932217444563204
ACH-000916,-0.16474602135445174
ACH-000917,-0.4326343774695529
ACH-000920,-0.1969412512829028
ACH-000921,-0.2968994334782365
ACH-000924,-0.2915702377445181
ACH-000926,-0.3708678293569962
ACH-000928,-0.21070046648342575
ACH-000929,-0.2159361469858468
ACH-000932,-0.34037866657241755
ACH-000935,-0.39839513454491626
ACH-000936,-0.2722314869847873
ACH-000937,-0.22972973995670254
ACH-000938,-0.1184460050208764
ACH-000939,-0.295045798209539
ACH-000941,-0.4642812827064402
ACH-000943,-0.4414964283567486
ACH-000946,-0.2702782781915149
ACH-000947,-0.2889446592857245
ACH-000948,-0.26286635497289945
ACH-000950,-0.150062613186607
ACH-000953,-0.39131442466614397
ACH-000954,-0.1694885169185648
ACH-000957,-0.29463053386390803
ACH-000958,-0.2839324556349057
ACH-000960,-0.1070949539859772
ACH-000963,-0.28363148079268796
ACH-000968,-0.2549301601325821
ACH-000969,-0.09442208894580834
ACH-000972,-0.2464237472986189
ACH-000973,-0.2350407579881383
ACH-000974,-0.2449045902107692
ACH-000978,-0.5900511898517675
ACH-000984,-0.3683097153853036
ACH-000986,-0.3313315377700173
ACH-000988,-0.3452715256133378
ACH-000993,-0.24267584105204199
ACH-000994,-0.2534988185649235
ACH-000996,-0.2829338183315861
ACH-001001,-0.3116444350653207
ACH-001020,-0.17972687086453248
ACH-001028,-0.3362161973358672
ACH-001031,-0.30920412865814456
ACH-001038,-0.22156720487458972
ACH-001048,-0.26246213480049285
ACH-001050,-0.3760748848394462
ACH-001053,-0.5039798725300396
ACH-001054,-0.2436057327581916
ACH-001061,-0.3605559009324799
ACH-001067,-0.21117973874923585
ACH-001075,-0.31400367413311703
ACH-001096,-0.2140657835259416
ACH-001111,-0.3508933234538641
ACH-001119,-0.3131223401421635
ACH-001128,-0.14702257063054194
ACH-001134,-0.3834829055549565
ACH-001151,-0.2613239626332557
ACH-001163,-0.28861316730998604
ACH-001164,-0.34551772141197523
ACH-001183,-0.22363377018469166
ACH-001192,-0.2770191171247229
ACH-001193,-0.3124403422979463
ACH-001196,-0.2345332338778913
ACH-001197,-0.12322349516829295
ACH-001205,-0.3422537702547121
ACH-001211,-0.39056723743714294
ACH-001212,-0.3818965205827862
ACH-001228,-0.21654973974044447
ACH-001232,-0.31751493299129185
ACH-001239,-0.364618194023264
ACH-001270,-0.3144744586780084
ACH-001274,-0.3468732040515117
ACH-001275,-0.35818427789224005
ACH-001277,-0.0978103587486206
ACH-001278,-0.2251707031483791
ACH-001280,-0.12467677361192038
ACH-001283,-0.32889375265220594
ACH-001289,-0.3439733886696668
ACH-001300,-0.4526498808511442
ACH-001301,-0.11153818956611264
ACH-001302,-0.47532015960951596
ACH-001306,-0.4017862091767869
ACH-001318,-0.33063016808528456
ACH-001322,-0.4037168517019593
ACH-001328,-0.259469883826469
ACH-001332,-0.22496190730299398
ACH-001336,-0.2646927759817935
ACH-001346,-0.20284536666272235
ACH-001353,-0.25025496030156485
ACH-001354,-0.1140127227136018
ACH-001367,-0.08004095909432815
ACH-001368,-0.36487726723902375
ACH-001374,-0.4139544201902271
ACH-001377,-0.3392940644532947
ACH-001380,-0.3022138439863158
ACH-001391,-0.1204726104021267
ACH-001408,-0.15083589728867267
ACH-001430,-0.2026291237167499
ACH-001431,-0.3135858806719246
ACH-001450,-0.32739245745741385
ACH-001496,-0.26220181719989377
ACH-001500,-0.41313299947037946
ACH-001523,-0.2757559786341766
ACH-001532,-0.33524454409800336
ACH-001550,-0.4630378155506536
ACH-001552,-0.2383600380978153
ACH-001554,-0.3480966958847159
ACH-001654,-0.1449164112733417
ACH-001735,-0.22277430335241966
ACH-001736,-0.16768088279663554
ACH-001737,-0.12040473503248365
ACH-001740,-0.16961397815042698
ACH-001745,-0.17027117794385171
ACH-001765,-0.2668296577287041
