,YTHDC1 (91746)
ACH-000004,-0.6350525452126662
ACH-000005,-0.5831261427934333
ACH-000007,-0.5012850492941104
ACH-000009,-0.4078443466592251
ACH-000011,-0.4896899339525166
ACH-000012,-0.4587518190394964
ACH-000013,-0.28125404294926626
ACH-000014,-0.19716340115710893
ACH-000015,-0.3160226989785373
ACH-000017,-0.4701157067689312
ACH-000018,-0.3260810891955327
ACH-000019,-0.6524608265900194
ACH-000021,-0.34507097319058483
ACH-000022,-0.5502134084931095
ACH-000025,-0.441530028713618
ACH-000028,-0.4655260397874492
ACH-000030,-0.4187069239402269
ACH-000035,-0.5769975036367202
ACH-000036,-0.3882505137217109
ACH-000037,-0.503690322534376
ACH-000039,-0.5288551386526117
ACH-000040,-0.3456198019988175
ACH-000041,-0.481064952242551
ACH-000042,-0.4118876356473454
ACH-000045,-0.6049350138950866
ACH-000047,-0.476821926327026
ACH-000052,-0.7120050609531237
ACH-000053,-0.4850380716651322
ACH-000054,-0.476611789308565
ACH-000055,-0.2634364484760533
ACH-000060,-0.293602107527055
ACH-000067,-0.28031357311550426
ACH-000070,-0.4678817327466918
ACH-000075,-0.4426372236597315
ACH-000078,-0.4659501941683318
ACH-000082,-0.5279635293621192
ACH-000085,-0.3788003807845368
ACH-000086,-0.22259216299275028
ACH-000087,-0.6614123983931187
ACH-000092,-0.5312344899221071
ACH-000095,-0.4714548603827594
ACH-000097,-0.5925330937555572
ACH-000098,-0.4373911152455179
ACH-000099,-0.2655099488427915
ACH-000108,-0.5958128976961392
ACH-000113,-0.4752553371522536
ACH-000116,-0.8008729449438756
ACH-000118,-0.4086750665342743
ACH-000120,-0.2840396977421413
ACH-000123,-0.573520225918753
ACH-000127,-0.4239647403727816
ACH-000128,-0.6224766957419164
ACH-000132,-0.4149268299536026
ACH-000133,-0.14417612574078062
ACH-000137,-0.7083298300189308
ACH-000138,-0.4566701423443294
ACH-000142,-0.299060377601714
ACH-000143,-0.6962032135677833
ACH-000146,-0.6405070615131109
ACH-000148,-0.3265497536244097
ACH-000150,-0.370993726226125
ACH-000152,-0.5031192627119433
ACH-000153,-0.457591517739456
ACH-000159,-0.3878060953091989
ACH-000160,-0.5818569168736313
ACH-000163,-0.4046218442908189
ACH-000167,-1.005108059365849
ACH-000168,-0.5287001527619878
ACH-000169,-0.5930861329770003
ACH-000178,-0.5471072928874423
ACH-000183,-0.299016826297433
ACH-000188,-0.3363264675264381
ACH-000189,-0.7616044421206357
ACH-000190,-0.9288117576874024
ACH-000198,-0.4180377331314933
ACH-000203,-0.5568569246816766
ACH-000204,-0.6671571772522801
ACH-000206,-0.5698590841598284
ACH-000207,-0.4006546232793484
ACH-000208,-0.4962338341249657
ACH-000210,-0.16086145188905498
ACH-000211,-0.5735139101358426
ACH-000215,-0.44340363486243656
ACH-000221,-0.9156750181522466
ACH-000222,-0.5741497962546368
ACH-000223,-0.7926236908565949
ACH-000226,-0.4061767413520052
ACH-000227,-0.12528333946874504
ACH-000228,-0.653034260753484
ACH-000231,-0.5865597978381142
ACH-000232,-0.13702631295918738
ACH-000233,-0.464869911874466
ACH-000234,-0.2957032623315288
ACH-000235,-0.2886033223478756
ACH-000237,-0.2298573240058317
ACH-000238,-0.3968154852754829
ACH-000242,-0.4523458688016262
ACH-000243,-0.6222298786166307
ACH-000244,-0.4417040247298851
ACH-000246,-0.1977051309376778
ACH-000248,-0.4186430667722168
ACH-000250,-0.3997081023914244
ACH-000251,-0.5625132929838204
ACH-000252,-0.5179728392344088
ACH-000253,-0.3663910625771607
ACH-000255,-0.6852636617185859
ACH-000256,-0.7576523788660194
ACH-000257,-0.6685928421671448
ACH-000258,-0.4446759414167883
ACH-000259,-0.4030156158524615
ACH-000260,-0.5428444707525614
ACH-000261,-0.3666060445966329
ACH-000262,-0.5137144418715258
ACH-000263,-0.5667705991494608
ACH-000264,-0.5979112521089329
ACH-000265,-0.3093807535215703
ACH-000266,-0.4675222893813419
ACH-000272,-0.5539318624090664
ACH-000274,-0.33604009043445243
ACH-000277,-0.6266150951067979
ACH-000278,-0.3264459750758261
ACH-000279,-0.494067101134436
ACH-000280,-0.5804299888160339
ACH-000281,-0.15586628610778855
ACH-000288,-0.5555643375502011
ACH-000291,-0.494043331771831
ACH-000293,-0.4769982299399103
ACH-000294,-0.8615532241260832
ACH-000295,-0.43452071458068064
ACH-000296,-0.4939002432886668
ACH-000302,-0.4539938915354439
ACH-000304,-0.5545941907573062
ACH-000307,-0.248490127244836
ACH-000308,-0.34846882465685824
ACH-000310,-0.41027695036745004
ACH-000311,-0.4987533208961696
ACH-000312,-0.35291938796079325
ACH-000315,-0.5717939418235446
ACH-000316,-0.6028845441609771
ACH-000317,-0.7209461029973466
ACH-000318,-0.6176164285925704
ACH-000319,-0.4830388858041509
ACH-000320,-0.4607296608833116
ACH-000322,-0.5065604632283097
ACH-000323,-0.4615016497531708
ACH-000324,-0.5069195014623229
ACH-000329,-0.4630731612756838
ACH-000330,-0.6053579165845716
ACH-000331,-0.5589898491068692
ACH-000332,-0.3391883903792972
ACH-000334,-0.758417850702296
ACH-000335,-0.39161561518667626
ACH-000336,-0.31176352155578385
ACH-000337,-0.8651027622175349
ACH-000338,-0.9123047468309058
ACH-000339,-0.36385016766939215
ACH-000341,-0.4847589873634352
ACH-000348,-0.3836561588872149
ACH-000350,-0.4294057507122547
ACH-000352,-0.6464371208638767
ACH-000356,-0.5953892588618177
ACH-000361,-0.4419527044753426
ACH-000362,-0.6846424560657519
ACH-000363,-0.5722291339267537
ACH-000364,-0.41215198604363146
ACH-000365,-0.4696772335060759
ACH-000366,-0.394017723753613
ACH-000368,-0.3934850154815156
ACH-000374,-0.5646815531144876
ACH-000375,-0.205426490714764
ACH-000376,-0.5080223354342727
ACH-000381,-0.5298982891808712
ACH-000383,-0.3986395726736479
ACH-000387,-0.6613564626197579
ACH-000389,-0.4385612599200187
ACH-000390,-0.5613730839381882
ACH-000393,-0.3821405331238816
ACH-000395,-0.6877433606693767
