,LLPH (84298)
ACH-000207,-0.26079524742376403
ACH-000208,-0.20981293876578166
ACH-000210,-0.04492355741750198
ACH-000211,-0.4553938638386051
ACH-000215,-0.17723100595530286
ACH-000221,-0.2925500666851877
ACH-000222,-0.2754884785746491
ACH-000223,-0.4304805260542969
ACH-000226,-0.3933068557178272
ACH-000227,-0.39353967856539057
ACH-000228,-0.19527599693890133
ACH-000231,-0.4380140257064338
ACH-000232,-0.3848294591661595
ACH-000233,-0.23831811788979945
ACH-000234,-0.5536483359978326
ACH-000235,-0.21716305245377795
ACH-000237,-0.23652722302167575
ACH-000238,-0.2855972644278353
ACH-000242,-0.08597583114849514
ACH-000243,-0.2818495532988357
ACH-000244,-0.28466336626680244
ACH-000246,-0.20911665047935787
ACH-000248,-0.2614932399572739
ACH-000250,-0.21480548624042026
ACH-000251,-0.5107802772348398
ACH-000252,-0.4167324892030244
ACH-000253,-0.23379975122705796
ACH-000255,-0.3668418774401965
ACH-000256,-0.5012954021183127
ACH-000257,-0.027220434339207386
ACH-000258,-0.3299445608472141
ACH-000259,-0.2755653024702208
ACH-000260,-0.2613180160783337
ACH-000261,-0.327196445443695
ACH-000262,-0.3597991014699973
ACH-000263,-0.5118669526726952
ACH-000264,-0.5426156423623909
ACH-000265,-0.4054536923276878
ACH-000266,-0.3384913456203355
ACH-000272,-0.01459173936988166
ACH-000274,-0.37161477837313256
ACH-000277,-0.05786520231362189
ACH-000278,-0.3503187019565191
ACH-000279,-0.2785850045098887
ACH-000280,-0.3176283266614262
ACH-000281,-0.2482369955320969
ACH-000288,-0.36241415672236377
ACH-000291,-0.334901565514013
ACH-000293,-0.1188787285219549
ACH-000294,-0.24958731377955734
ACH-000295,-0.6249659690052135
ACH-000296,-0.34759826349038
ACH-000302,-0.3877073356836359
ACH-000304,-0.32286181074686937
ACH-000307,-0.2009499603257276
ACH-000308,-0.3551791977461751
ACH-000310,-0.2146381097642519
ACH-000311,-0.16903141596419508
ACH-000312,-0.25401348044905064
ACH-000315,-0.07344774365530146
ACH-000316,-0.3814251478848037
ACH-000317,-0.30223755318662776
ACH-000318,-0.20204946100042845
ACH-000319,-0.1329154981919068
ACH-000320,-0.5247472743626987
ACH-000322,-0.4582582983648598
ACH-000323,-0.32413882302382463
ACH-000324,-0.47740960853281394
ACH-000329,-0.4545303582799114
ACH-000330,-0.3963033891246463
ACH-000331,-0.3058770330676709
ACH-000332,-0.21976513847381296
ACH-000334,-0.4233986340915252
ACH-000335,-0.25663105165128564
ACH-000336,-0.4350686004289154
ACH-000337,-0.35286104301887256
ACH-000338,-0.4408520520269577
ACH-000339,-0.2616847817043177
ACH-000341,-0.4138153042389675
ACH-000348,-0.3915710706115319
ACH-000350,-0.2479309250924829
ACH-000352,-0.2888043091521692
ACH-000356,-0.3197848665782129
ACH-000361,-0.3268078022230085
ACH-000362,-0.4797808510809204
ACH-000363,-0.2758625301052472
ACH-000364,-0.09565306303514022
ACH-000365,-0.2838365483778256
ACH-000366,-0.3147305452306468
ACH-000368,-0.39821835862680416
ACH-000374,-0.14394062443998334
ACH-000375,-0.2985691965205377
ACH-000376,-0.34946662059485345
ACH-000381,-0.27387051817510955
ACH-000383,-0.2516959389604963
ACH-000387,-0.3560938744627597
ACH-000389,-0.2875887795471643
ACH-000390,-0.3403479816704753
ACH-000393,-0.3067731493626749
ACH-000395,-0.7859314867287267
ACH-000396,-0.4895752321940422
ACH-000397,-0.15919040560754522
ACH-000401,-0.3652634723806629
ACH-000402,-0.3074737433594573
ACH-000403,-0.32076928330631665
ACH-000404,-0.06882302055975338
ACH-000406,-0.2420958393573785
ACH-000407,-0.13701512185883494
ACH-000408,-0.3784283962133003
ACH-000410,-0.4884686101535405
ACH-000411,-0.3695304423817111
ACH-000414,-0.2607862993356494
ACH-000415,-0.4879680072479039
ACH-000416,-0.3627382045097304
ACH-000420,-0.22371324565735765
ACH-000421,-0.1923296625003023
ACH-000424,-0.4609686244349546
ACH-000425,-0.2714045341786651
ACH-000426,-0.4998134377355173
ACH-000427,-0.3133555994145121
ACH-000433,-0.31253143850569554
ACH-000435,0.1189358037463792
ACH-000436,-0.2935023893634719
ACH-000444,-0.011842517014999195
ACH-000445,-0.4563961354801232
ACH-000448,-0.16493910487789906
ACH-000450,-0.36254576730015736
ACH-000452,-0.4365991953116742
ACH-000454,-0.35840760514561376
ACH-000458,-0.5011577723011769
ACH-000459,-0.5533611873227527
ACH-000460,-0.1943925986890726
ACH-000461,-0.22087914138094505
ACH-000463,-0.19645347978949645
ACH-000464,-0.3025992196221765
ACH-000466,-0.26952028119688143
ACH-000467,-0.2257979544705532
ACH-000468,-0.20674416499713735
ACH-000469,-0.2535522491726655
ACH-000470,-0.7265475480732649
ACH-000471,-0.2326878963596346
ACH-000472,-0.2975637698008451
ACH-000473,-0.2331402255850406
ACH-000475,-0.3687143057380784
ACH-000476,-0.1931226889390668
ACH-000477,-0.10995562078530567
ACH-000479,-0.26471199151301983
ACH-000480,-0.455114776024751
ACH-000481,-0.5185805922340805
ACH-000483,-0.5042334126543311
ACH-000484,-0.325572815652617
ACH-000485,-0.22389039495846935
ACH-000486,-0.4132710670147615
ACH-000487,-0.20120651612085252
ACH-000488,-0.2873538532391368
ACH-000490,-0.22046887311840746
ACH-000491,-0.24256708024268445
ACH-000495,-0.2450844922114649
ACH-000496,-0.30173060427278203
ACH-000499,-0.3685366627228967
ACH-000500,0.2569583371183749
ACH-000502,-0.29916658204871804
ACH-000503,-0.16791324130877294
ACH-000505,-0.3183040228613609
ACH-000507,-0.19518009171640302
ACH-000510,-0.28325859485832017
ACH-000511,-0.4751419705455961
ACH-000512,-0.16627654134637812
ACH-000516,-0.5331957998746661
ACH-000517,-0.2752434845191605
ACH-000518,-0.3716131031806843
ACH-000520,-0.22593512848605354
ACH-000521,-0.09154912094758186
ACH-000522,-0.2161784796860124
ACH-000524,-0.2289385208249557
ACH-000527,-0.19697027313503315
ACH-000528,-0.19904683375550966
ACH-000537,-0.3147700643797789
ACH-000541,-0.2927749603338842
ACH-000542,-0.3596628564721176
ACH-000544,-0.1875298781270144
ACH-000545,-0.4342144674235926
ACH-000547,-0.2822431135886289
ACH-000548,-0.33833832236663186
ACH-000549,-0.2273094597717845
ACH-000550,-0.4084199273045272
ACH-000552,-0.2506568117352254
ACH-000556,-0.3349225532470587
ACH-000557,-0.19975432141934216
ACH-000569,-0.12000028473199632
ACH-000570,-0.29120330011404283
ACH-000571,-0.22481060185978116
ACH-000573,-0.2521797954325398
ACH-000576,-0.4008315682299022
ACH-000579,-0.35100962300840544
ACH-000580,0.08145753622136978
ACH-000584,-0.2435686921881649
ACH-000585,-0.20075321264561308
ACH-000588,-0.1921878062946875
ACH-000589,-0.2808839491331244
ACH-000591,-0.6048747147574456
ACH-000593,-0.18996665034179808
ACH-000600,-0.3737629977143139
ACH-000601,-0.3602502985223788
ACH-000605,-0.5304970441069675
ACH-000606,-0.3951241759785682
ACH-000608,-0.4329305986124848
ACH-000614,-0.618769182400728
ACH-000616,-0.16174586828839796
ACH-000618,-0.36741513428291606
ACH-000619,-0.055905195404557184
ACH-000620,-0.3264950957202527
ACH-000621,-0.3533953107813229
ACH-000622,-0.4137132083032236
ACH-000623,-0.425459404470359
ACH-000624,-0.2439659023143866
ACH-000627,-0.15519199228035666
ACH-000630,-0.3590704118382375
ACH-000631,-0.1931494041550283
ACH-000632,-0.2949654780410169
ACH-000633,-0.3225588236728781
ACH-000637,-0.31091124275316073
ACH-000638,-0.3657694274698978
ACH-000646,-0.2570277963206896
ACH-000647,-0.2221386892644449
ACH-000648,-0.3453796497497577
ACH-000649,-0.3776573196222065
ACH-000651,-0.2494321093934171
ACH-000652,-0.2338345302838433
ACH-000653,-0.19552528181896048
ACH-000657,-0.29643102785967906
ACH-000658,-0.046005769911101536
ACH-000661,0.03461667834225352
ACH-000662,-0.3609392887967827
ACH-000663,-0.44182284746803896
ACH-000665,-0.32512530540364104
ACH-000671,-0.2534429295409572
ACH-000672,0.013694219563938384
ACH-000673,-0.22089115756463296
ACH-000676,-0.19967380166009635
ACH-000677,-0.2778584021082389
ACH-000681,-0.3033843280207708
ACH-000683,-0.22711289717890215
ACH-000684,-0.13857231290343686
ACH-000688,-0.11038593643595067
ACH-000693,-0.5246791514925281
ACH-000694,-0.36757181204565215
ACH-000695,-0.4668652062476024
ACH-000696,-0.2732343788061393
ACH-000697,-0.2280555093888021
ACH-000699,-0.36152471726974506
ACH-000701,-0.3457901234456832
ACH-000706,-0.36378210115244586
ACH-000711,-0.2977431156390001
ACH-000713,-0.32393249343387315
ACH-000714,-0.3218846537142997
ACH-000718,-0.17607852540447289
ACH-000720,-0.2733964181619037
ACH-000721,-0.24955540479368346
ACH-000724,-0.10204760720599544
ACH-000725,-0.1358841324330776
ACH-000732,-0.2712837605262968
ACH-000734,-0.21089761961244616
ACH-000735,-0.38508874408452815
ACH-000736,-0.22150604152253905
ACH-000738,-0.3108774643903616
ACH-000746,-0.3104184084093084
ACH-000747,-0.6202973782302427
ACH-000748,-0.1482145258808257
ACH-000753,-0.36343896864197056
ACH-000756,-0.30813867897500097
ACH-000757,-0.29972777928569394
ACH-000758,-0.36477436526236345
ACH-000760,-0.2750628356335925
ACH-000762,-0.422659112743283
ACH-000763,-0.4130283263830449
ACH-000764,-0.1985710065786388
ACH-000765,-0.39961794369757697
ACH-000766,-0.2900659967559514
ACH-000767,-0.2825570815642572
ACH-000768,-0.2219682253208247
ACH-000769,-0.25916454996617544
ACH-000770,-0.3390880010802342
ACH-000771,-0.32215538904670954
ACH-000773,-0.4563333075923412
ACH-000776,-0.5775391500814142
ACH-000777,-0.2989315384150818
ACH-000778,-0.1751371762913161
ACH-000781,-0.3205328162908505
ACH-000782,-0.1677202195041962
ACH-000783,-0.40677044238909066
ACH-000784,-0.2561201733213905
ACH-000785,-0.13607226037790138
ACH-000787,-0.34091280547882624
ACH-000788,-0.21767940073371564
ACH-000791,-0.2790933981955956
ACH-000792,-0.2190590443823934
ACH-000794,-0.24404975006829116
ACH-000796,-0.2678536450497315
ACH-000798,-0.27094186791860764
ACH-000799,-0.29667568678943324
ACH-000800,-0.5527695257935009
ACH-000802,-0.32211944083305205
ACH-000804,-0.13725306967256093
ACH-000805,-0.3807266552396792
ACH-000809,-0.2546763049687889
ACH-000810,-0.6010320723654186
ACH-000811,-0.22375952072573652
ACH-000817,-0.18600369685151827
ACH-000819,-0.4303147034434793
ACH-000820,-0.09109523552766044
ACH-000821,-0.3296199305854533
ACH-000822,-0.18927632429421495
ACH-000823,-0.4102277905957388
ACH-000824,-0.24807809471683606
ACH-000827,-0.3663303996161044
ACH-000829,-0.3687583559250751
ACH-000831,-0.5565932358414326
ACH-000832,-0.5042420261738236
ACH-000833,-0.5099119187027648
ACH-000834,-0.17951290108780674
ACH-000835,-0.30710358775387697
ACH-000836,-0.4620661864389781
ACH-000837,-0.2823249686267498
ACH-000838,-0.3150402526097417
ACH-000839,-0.3047929667675022
ACH-000840,-0.2318372503275861
ACH-000841,-0.2896427103559212
ACH-000843,-0.02979529398817435
ACH-000846,-0.16216770905712174
ACH-000847,-0.4669905955684329
ACH-000848,-0.4164460104062387
ACH-000849,-0.417468222700746
ACH-000851,-0.3389705734029632
ACH-000855,-0.3822249589070312
ACH-000856,-0.42054364255775706
ACH-000858,-0.1521379980925785
ACH-000859,-0.39153994569433787
ACH-000861,-0.29041133532073193
ACH-000862,-0.3327806678709632
ACH-000865,-0.3328985868022161
ACH-000866,-0.3173444833867518
ACH-000867,-0.3887515830944131
ACH-000869,-0.24581639604580302
ACH-000872,-0.17230398581173925
ACH-000873,-0.2928034254628949
ACH-000876,-0.21693011278629554
ACH-000878,-0.5352844173850555
ACH-000880,-0.19802049777067726
ACH-000881,-0.43132998025002794
ACH-000882,-0.2855010767982912
ACH-000884,-0.4299749405310504
ACH-000885,-0.11341385623375352
ACH-000887,-0.37586918420236304
ACH-000889,-0.2783061073592327
ACH-000896,-0.3861798429828002
ACH-000898,-0.3592213133037347
ACH-000900,-0.367013551229124
ACH-000901,-0.3557256466162479
ACH-000905,-0.2151582543152209
ACH-000906,-0.38093744582474304
ACH-000907,-0.27338287629434044
ACH-000910,-0.2615021523914959
ACH-000911,-0.4113559127099111
ACH-000912,-0.40023284191902336
ACH-000913,-0.3328058131486568
ACH-000915,-0.10730176501883837
ACH-000916,-0.4196456087278951
ACH-000917,-0.3645768886719789
ACH-000920,-0.5981909499501676
ACH-000921,-0.5473600130345899
ACH-000924,-0.375352815791662
ACH-000926,-0.2705024380652426
ACH-000928,-0.29974179458422634
ACH-000929,-0.26789541383088405
ACH-000932,-0.19276776527677894
ACH-000935,-0.2319210684359215
ACH-000936,-0.20021728337225336
ACH-000937,-0.05155613277025014
ACH-000938,-0.32174336276536153
ACH-000939,-0.2470774253195843
ACH-000941,-0.4089086119236897
ACH-000943,-0.42683227967492254
ACH-000946,-0.3789739945195381
ACH-000947,-0.2259760536220582
ACH-000948,-0.2369884576795576
ACH-000950,-0.3557997330770301
ACH-000953,-0.2869651160725452
ACH-000954,-0.3071637510639124
ACH-000957,-0.3956771605343892
ACH-000958,-0.4568459394240223
ACH-000960,-0.30666501509473243
ACH-000963,-0.31489580126256794
ACH-000968,-0.5234421190886306
ACH-000969,-0.2385869769343716
ACH-000972,-0.0640862937152673
ACH-000973,-0.2880905958267648
ACH-000974,-0.02853442765110749
ACH-000978,-0.04578842440076168
ACH-000984,-0.17313478355041872
ACH-000986,-0.19869435685381945
ACH-000988,-0.36052642127401296
ACH-000993,-0.3938536905572021
ACH-000994,-0.1674563138955718
ACH-000996,-0.21149540492018665
ACH-001001,-0.3855563043858955
ACH-001020,-0.5864426805745325
ACH-001028,-0.36263080693664695
ACH-001031,-0.4840848075652882
ACH-001038,-0.2856975816021554
ACH-001048,-0.4093302572646887
ACH-001050,-0.2460894937536836
ACH-001053,-0.3844617909384765
ACH-001054,-0.3690255678587097
ACH-001061,-0.3750253594130453
ACH-001067,-0.32607830498395923
ACH-001075,-0.12481640494716588
ACH-001096,-0.5081332663839164
ACH-001111,-0.3421377874574866
ACH-001119,-0.3651656448624927
ACH-001128,-0.3375783455150009
ACH-001134,-0.4197756572822106
ACH-001151,-0.3199402509574386
ACH-001163,-0.3766688530716845
ACH-001164,-0.4435156354672936
ACH-001183,-0.09894253068003188
ACH-001192,-0.2495610683685261
ACH-001193,-0.4444123295164904
ACH-001196,-0.22407180812373806
ACH-001197,-0.6307660288448184
ACH-001205,-0.3397817331379358
ACH-001211,-0.5334445245688741
ACH-001212,-0.666857684213097
ACH-001228,-0.20746629177702533
ACH-001232,-0.3442651905077065
ACH-001239,-0.27935282403963063
ACH-001270,-0.3561761487298719
ACH-001274,-0.2861807749314675
ACH-001275,-0.19797522404608275
ACH-001277,-0.3371686902910715
ACH-001278,-0.4998806035423348
ACH-001280,-0.4309889874093793
ACH-001283,-0.4125888718656297
ACH-001289,-0.5076300090650843
ACH-001300,-0.20267730204403173
ACH-001301,-0.3255217687416241
ACH-001302,-0.04895001757099668
ACH-001306,-0.10166062610067138
ACH-001318,-0.3808447008310499
ACH-001322,-0.5802253017505848
ACH-001328,-0.34404673019296783
ACH-001332,-0.31045301720112
ACH-001336,-0.4704181487349893
ACH-001346,-0.3027376157322666
ACH-001353,-0.3192661077487395
ACH-001354,-0.31485862603047043
ACH-001367,0.1002496077498794
ACH-001368,-0.3058863494675294
ACH-001374,-0.34187728055906325
ACH-001377,-0.32650072355728826
ACH-001380,-0.17640089046553056
ACH-001391,-0.09172261568494616
ACH-001408,-0.3285381314228148
ACH-001430,-0.009373838623943446
ACH-001431,-0.25845502931641195
ACH-001450,-0.2420594040276508
ACH-001496,-0.4591689626953408
ACH-001500,-0.1929244390119216
ACH-001523,-0.5309916028808098
ACH-001532,-0.3109217808893455
ACH-001550,-0.4728154511231531
ACH-001552,-0.3061235385721051
ACH-001554,-0.27289895842814943
ACH-001654,-0.2125247684178544
ACH-001735,-0.28537486424160097
ACH-001736,0.06661028875198415
ACH-001737,-0.11749240134346815
ACH-001740,-0.6976301460773602
ACH-001745,-0.3338170234353729
ACH-001765,-0.430888961854004
