,ERH (2079)
ACH-000004,-1.3318484656702247
ACH-000005,-1.0856017501453241
ACH-000007,-1.112567361180089
ACH-000009,-0.9507652057931896
ACH-000011,-1.1335576174825006
ACH-000012,-1.1514426842737568
ACH-000013,-1.0795502157420491
ACH-000014,-1.0964803804268053
ACH-000015,-0.9683741958148252
ACH-000017,-1.2282983221258088
ACH-000018,-0.8593636667783029
ACH-000019,-1.210958477622623
ACH-000021,-1.0681070147661116
ACH-000022,-1.0180465287262863
ACH-000025,-1.1158867921842481
ACH-000028,-1.110032606415135
ACH-000030,-0.9122581762685584
ACH-000035,-0.9010593907050091
ACH-000036,-1.0513018221045989
ACH-000037,-1.3099698603309649
ACH-000039,-0.9677040322208283
ACH-000040,-0.9757626033654592
ACH-000041,-1.0496470120184302
ACH-000042,-1.0414895691368675
ACH-000045,-1.0276819538306363
ACH-000047,-1.0710283178181614
ACH-000052,-1.0737244072391934
ACH-000053,-0.8899666085820662
ACH-000054,-1.076754029550286
ACH-000055,-1.200530223547684
ACH-000060,-1.1247923567937097
ACH-000067,-0.9703363614893484
ACH-000070,-1.0104261275793418
ACH-000075,-1.177908408276265
ACH-000078,-1.023326097280212
ACH-000082,-1.1281542565496223
ACH-000085,-1.2855581856096985
ACH-000086,-1.109183559345189
ACH-000087,-1.110549332988305
ACH-000092,-1.128989871586913
ACH-000095,-1.0079729685935246
ACH-000097,-1.2532100513585431
ACH-000098,-1.136031666901395
ACH-000099,-1.1424673053238985
ACH-000108,-1.1752045874183603
ACH-000113,-1.1064994911187795
ACH-000116,-1.1369076094382098
ACH-000118,-1.0346412131110354
ACH-000120,-1.1634289113009169
ACH-000123,-1.1939591250654815
ACH-000127,-1.030558500439318
ACH-000128,-1.1566473571984637
ACH-000132,-0.98994357849813
ACH-000133,-1.1166888033149218
ACH-000137,-1.3003796281823992
ACH-000138,-1.0115160756502817
ACH-000142,-1.1162569562330678
ACH-000143,-0.9492301431194587
ACH-000146,-1.1448845468423463
ACH-000148,-0.9726367440916016
ACH-000150,-1.0135233757876674
ACH-000152,-0.9483215671101154
ACH-000153,-1.3643267714914102
ACH-000159,-1.1345941589108548
ACH-000160,-1.094965693138771
ACH-000163,-0.9196013152025329
ACH-000167,-1.5148138535276554
ACH-000168,-1.1374806976176288
ACH-000169,-1.2185858008543893
ACH-000178,-1.0354805006241434
ACH-000183,-1.168761038830509
ACH-000188,-1.0036293052281924
ACH-000189,-1.0571509293876695
ACH-000190,-1.2122927201688078
ACH-000198,-1.1944611600022528
ACH-000203,-1.3214505685196214
ACH-000204,-1.0809159675529119
ACH-000206,-1.974999489878896
ACH-000207,-0.9705624394682054
ACH-000208,-1.046927552822151
ACH-000210,-1.107640107166323
ACH-000211,-1.2326940838197469
ACH-000215,-0.9983753850647782
ACH-000221,-1.1704749223577535
ACH-000222,-1.1332331039202863
ACH-000223,-1.1418759854272325
ACH-000226,-1.0813841278749168
ACH-000227,-1.120288647809814
ACH-000228,-1.2096044610157803
ACH-000231,-1.1885557425513988
ACH-000232,-0.9671395464463332
ACH-000233,-0.9282982954616824
ACH-000234,-1.1395720683707458
ACH-000235,-1.0349337869065172
ACH-000237,-0.9766987084656196
ACH-000238,-0.9607495210956728
ACH-000242,-1.0392538468232748
ACH-000243,-1.0523336620694237
ACH-000244,-1.0521037006411564
ACH-000246,-1.2705987204511595
ACH-000248,-1.0761550390956822
ACH-000250,-1.0793196992342446
ACH-000251,-0.9559175062848062
ACH-000252,-1.3876459051948242
ACH-000253,-1.1218759703070145
ACH-000255,-0.9816303382003768
ACH-000256,-0.9892142343866586
ACH-000257,-1.0135624029275765
ACH-000258,-1.3772872506521756
ACH-000259,-0.9391537348440036
ACH-000260,-1.0579333580945598
ACH-000261,-1.1653949256358715
ACH-000262,-1.23870129161185
ACH-000263,-1.1722718659027704
ACH-000264,-1.316965926444961
ACH-000265,-1.1725391694431444
ACH-000266,-1.2370160290652503
ACH-000272,-1.221229890012163
ACH-000274,-1.2032241688301724
ACH-000277,-1.0641585854926805
ACH-000278,-1.067220187092295
ACH-000279,-1.254269076148446
ACH-000280,-0.7691959144576342
ACH-000281,-1.5365848348778373
ACH-000288,-1.0342466800581165
ACH-000291,-1.074385631403573
ACH-000293,-0.9990170189408412
ACH-000294,-0.786016493936011
ACH-000295,-1.2386406494675684
ACH-000296,-0.8549737791839491
ACH-000302,-0.9547293613005502
ACH-000304,-0.9595399681892248
ACH-000307,-1.0351063240593006
ACH-000308,-1.5691670533981816
ACH-000310,-1.0424635364036372
ACH-000311,-1.0449048863106494
ACH-000312,-1.1648159313138509
ACH-000315,-0.9507061547837712
ACH-000316,-1.110106846545508
ACH-000317,-1.4511195088343751
ACH-000318,-1.0410884950730772
ACH-000319,-0.9672303124696984
ACH-000320,-1.1230767645189126
ACH-000322,-0.9512011328445806
ACH-000323,-1.031277818719441
ACH-000324,-1.0426391451003247
ACH-000329,-1.030238394561924
ACH-000330,-1.1062522130153278
ACH-000331,-1.0946753079287057
ACH-000332,-1.0408964527482378
ACH-000334,-1.2047674254406384
ACH-000335,-1.1269013827789065
ACH-000336,-0.9305332022191232
ACH-000337,-1.2155318841827727
ACH-000338,-0.814616008914038
ACH-000339,-0.8354174627521169
ACH-000341,-1.12113500227942
ACH-000348,-1.117113979298221
ACH-000350,-1.1146307710408423
ACH-000352,-1.2412075379186192
ACH-000356,-1.1054836982167302
ACH-000361,-0.9250655110984206
ACH-000362,-0.978533444327226
ACH-000363,-1.0998736122303707
ACH-000364,-0.8356203726815289
ACH-000365,-1.0111052083426244
ACH-000366,-0.9945098455932776
ACH-000368,-1.0834316281946328
ACH-000374,-1.2641759626608071
ACH-000375,-1.0938464285767686
ACH-000376,-1.1363253291156274
ACH-000381,-0.8902706049587809
ACH-000383,-0.989860904653772
ACH-000387,-1.1725016868769558
ACH-000389,-0.8200118522452368
ACH-000390,-1.1045870311225845
ACH-000393,-0.7684653469677537
ACH-000395,-1.1265192066947451
ACH-000396,-1.042066320100973
ACH-000397,-1.070758822017808
ACH-000401,-1.1622931107971788
ACH-000402,-0.9773718110565548
ACH-000403,-1.2454150733592724
ACH-000404,-0.8410792443255468
ACH-000406,-1.1127105913390511
ACH-000407,-1.1736628776424756
ACH-000408,-0.9144172380740184
ACH-000410,-1.1392802021681183
ACH-000411,-0.9911120444518722
ACH-000414,-1.0577822962225285
ACH-000415,-0.9837107874439788
ACH-000416,-1.1530642687774604
ACH-000420,-1.243475908322583
ACH-000421,-0.9824596687713579
ACH-000424,-1.2708562843597029
ACH-000425,-0.9002528848828725
ACH-000426,-0.986181229279884
ACH-000427,-1.072541365965552
ACH-000433,-1.0302622004942406
ACH-000435,-1.292524688293454
ACH-000436,-0.919288210179822
ACH-000444,-1.3026049889881552
ACH-000445,-1.152893396448085
ACH-000448,-1.0686811237912504
ACH-000450,-0.7473128677730257
ACH-000452,-1.0914755874664464
ACH-000454,-0.9419006347162384
ACH-000458,-0.8956029154923971
ACH-000459,-0.7776276554753424
ACH-000460,-1.0983004861805887
ACH-000461,-0.944865059521504
ACH-000463,-0.9337761371976498
ACH-000464,-1.1515462610557976
ACH-000466,-0.840747656620753
ACH-000467,-1.1853048025166442
ACH-000468,-1.3357204123589026
ACH-000469,-0.9495268277663196
ACH-000470,-1.1051999216601769
ACH-000471,-1.2294878134635014
