,HIST1H2BM (8342)
ACH-000150,-0.5034299578196871
ACH-000152,-0.598647927900305
ACH-000153,-0.4280015908675351
ACH-000159,-0.5975518529795595
ACH-000160,-0.36579526348523794
ACH-000163,-0.6208387644486294
ACH-000167,0.1319363105817623
ACH-000168,-0.8760777400172982
ACH-000169,-0.9166763434440414
ACH-000178,-0.5540905797475429
ACH-000183,-0.6341262841296463
ACH-000188,-0.7016921872550146
ACH-000189,-0.7631831958577747
ACH-000190,0.04996410520969902
ACH-000198,-0.6616705936225352
ACH-000203,-0.43926976101151255
ACH-000204,-0.6270812257162153
ACH-000206,-1.186751467003227
ACH-000207,-0.6320997937704599
ACH-000208,-0.4772512251314378
ACH-000210,-0.6627672869257479
ACH-000211,-0.5990535836363922
ACH-000215,-0.761596606243805
ACH-000221,-0.5248715175280914
ACH-000222,-0.5675483845504976
ACH-000223,-0.8812922329823357
ACH-000226,-0.4569177483940248
ACH-000227,-0.6538766642853355
ACH-000228,-0.7827930994749268
ACH-000231,-0.7315996707522255
ACH-000232,-0.6596076694793312
ACH-000233,-0.8899898166119039
ACH-000234,-0.8104589720201149
ACH-000235,-0.5121099208303822
ACH-000237,-0.540103873194251
ACH-000238,-0.7353052595883662
ACH-000242,-0.8695725824426438
ACH-000243,-0.4661152222798573
ACH-000244,-0.7480100759501185
ACH-000246,-0.6997550750468349
ACH-000248,-0.6310475652388234
ACH-000250,-0.7397415525300133
ACH-000251,-0.9212834149506688
ACH-000252,-0.3286026404715668
ACH-000253,-0.5073676860506398
ACH-000255,-0.4643030321758552
ACH-000256,-0.5559979752418476
ACH-000257,-0.4588138642314712
ACH-000258,-0.5355191759154824
ACH-000259,-0.6482179877690379
ACH-000260,-0.6353756454208199
ACH-000261,-0.643633857794191
ACH-000262,-0.5986273777780114
ACH-000263,-0.5627096347516257
ACH-000264,-0.6473824289583466
ACH-000265,-0.5901075102257836
ACH-000266,-0.5027733766125124
ACH-000272,-0.5609458267470451
ACH-000274,-0.4500214084183453
ACH-000277,-0.8878082007676242
ACH-000278,-0.5875671215691698
ACH-000279,-0.6548739530750891
ACH-000280,-0.8337711489266468
ACH-000281,-0.7177396767506271
ACH-000288,-0.4548221148366496
ACH-000291,-0.6456081764217484
ACH-000293,-0.41669675833838016
ACH-000294,-0.4920324485744907
ACH-000295,-0.7329991596896127
ACH-000296,-0.3408845308049833
ACH-000302,-0.3489549415020731
ACH-000304,-0.814715685032514
ACH-000307,-0.6097538917755483
ACH-000308,-0.6110370820627905
ACH-000310,-0.7711697154740299
ACH-000311,-0.5488169113701846
ACH-000312,-0.5606942181265786
ACH-000315,-0.4837544499855053
ACH-000316,-0.5625870536982485
ACH-000317,-0.9292122107302624
ACH-000318,-0.6001381952389389
ACH-000319,-0.5395615856013524
ACH-000320,-0.602375437689933
ACH-000322,-0.5106279479028535
ACH-000323,-0.5625631034343666
ACH-000324,-0.6848090122481489
ACH-000329,-0.6794180024954151
ACH-000330,-0.7420781431243315
ACH-000331,-0.5522282338311651
ACH-000332,-0.5658438057726789
ACH-000334,-0.7337334521212
ACH-000335,-0.5850380464416225
ACH-000336,-0.6287653393108646
ACH-000337,-0.5780935231843096
ACH-000338,-1.1030605519529055
ACH-000339,-0.5815305822537387
ACH-000341,-0.5487577408862699
ACH-000348,-0.4996061206749337
ACH-000350,-0.6796215632164981
ACH-000352,-0.43143103587460896
ACH-000356,-0.7252943966389487
ACH-000361,-0.5528215646353776
ACH-000362,-0.7786577955604111
ACH-000363,-0.5961420647028439
ACH-000364,-0.4913374740383572
ACH-000365,-0.5657870142631366
ACH-000366,-0.4545040950346577
ACH-000368,-0.5475648455923192
ACH-000374,-0.7413892535336242
ACH-000375,-0.377883393574061
ACH-000376,-0.5425890881254292
ACH-000381,-0.4902915848431002
ACH-000383,-0.6355891089856229
ACH-000387,-0.7301058354388148
ACH-000389,-0.5374607711249492
ACH-000390,-0.7162781394941381
ACH-000393,-0.8354811522685646
ACH-000395,-0.3384394834627764
ACH-000396,-0.6648625562595486
ACH-000397,-0.5628884880036596
ACH-000401,-0.5298130391762924
ACH-000402,-0.3449005601768225
ACH-000403,-0.7238436081930344
ACH-000404,-0.6488841360077044
ACH-000406,-0.6319613506459246
ACH-000407,-0.5423868074545456
ACH-000408,-0.4361454304100448
ACH-000410,-0.5003282445329875
ACH-000411,-0.6664353085240459
ACH-000414,-0.7836731056958868
ACH-000415,-0.8712504366277822
ACH-000416,-0.48772189992106696
ACH-000420,-0.5767875694895677
ACH-000421,-0.4840862793026862
ACH-000424,-0.5149612390693985
ACH-000425,-0.4896395094283827
ACH-000426,-0.7395475366207859
ACH-000427,-0.6126938976013676
ACH-000433,-0.5658829692366829
ACH-000435,-0.5023763648772851
ACH-000436,-0.6564102827746441
ACH-000444,-0.6706995899096488
ACH-000445,-0.5339553186616784
ACH-000448,-0.5619077718449159
ACH-000450,-0.7215763990554426
ACH-000452,-0.7611354628880095
ACH-000454,-0.8577558363758542
ACH-000458,-0.6407336374904062
ACH-000459,-0.8000816082574279
ACH-000460,-0.6675588097239318
ACH-000461,-0.6921908478964083
ACH-000463,-0.5040682762755165
ACH-000464,-0.5468559840279743
ACH-000466,-0.8944856988394971
ACH-000467,-0.6068789186779882
ACH-000468,-0.27081039274304153
ACH-000469,-0.8113063832432591
ACH-000470,-0.4952819585753433
ACH-000471,-0.6082033132477179
ACH-000472,-0.4856858573031389
ACH-000473,-0.3724105673369839
ACH-000475,-0.6362955031523829
ACH-000476,-0.5963173420900512
ACH-000477,-0.5896428106894381
ACH-000479,-0.40336023893623607
ACH-000480,-0.3815827862506538
ACH-000481,-0.6565149975209964
ACH-000483,-0.2506121422923107
ACH-000484,-0.6075968823271108
ACH-000485,-0.6697656860051846
ACH-000486,-0.7523514899174356
ACH-000487,-0.8189605883191758
ACH-000488,-0.6635786935452455
ACH-000490,-0.7186810695926833
ACH-000491,-0.7572762508380069
ACH-000495,-0.6761374964290817
ACH-000496,-0.5124587935764002
ACH-000499,-0.7577345018129091
ACH-000500,-0.7920336466519308
ACH-000502,-0.7321493861704891
ACH-000503,-0.5835023276177561
ACH-000505,-0.5658335604429263
ACH-000507,-0.492146074637196
ACH-000510,-0.3822203679107485
ACH-000511,-0.5998496323127445
ACH-000512,-0.6731986628483995
ACH-000516,-0.8318477397202437
ACH-000517,-0.7962480986125816
ACH-000518,-0.9804283766915638
ACH-000520,-0.597997488488912
ACH-000521,-0.6286769981898659
ACH-000522,-0.7048135608752694
ACH-000524,-0.8150954208774747
ACH-000527,-0.4775154885074194
ACH-000528,-0.5771452844680729
ACH-000537,-0.4126624821955438
ACH-000541,-0.11519540597057315
ACH-000542,-0.5951687786473909
ACH-000544,-0.8054057049157705
ACH-000545,-0.7601914553664113
ACH-000547,-0.404968710898448
ACH-000548,-0.6821901567601608
ACH-000549,-0.6632548372794359
ACH-000550,-0.622357804063758
ACH-000552,-0.5328334827838981
ACH-000556,-0.7020730364660318
ACH-000557,-0.5761397282933473
ACH-000569,-0.6269887113284597
ACH-000570,-0.6925394302600119
ACH-000571,-0.6677726076468141
ACH-000573,-0.6706168190352926
ACH-000576,-0.7391216379312553
ACH-000579,-0.4280669122937577
ACH-000580,-0.4914529221448986
ACH-000584,-0.7098903280125991
ACH-000585,-0.8841611610574828
ACH-000588,-0.4975844547543106
ACH-000589,-0.4347705620457351
ACH-000591,-0.5392773462128293
ACH-000593,-0.4276843429017102
ACH-000600,-0.7252426775384491
ACH-000601,-0.7283025903670654
ACH-000605,-0.7159932869252854
ACH-000606,-0.7044206290450296
ACH-000608,-0.6151638371575611
ACH-000614,-0.3593558445337787
ACH-000616,-0.4340949214704807
ACH-000618,-0.5633706394488681
ACH-000619,-0.8987792190089772
ACH-000620,-0.4336014065537533
ACH-000621,-0.5378342082552886
ACH-000622,-0.5499976622425454
ACH-000623,-0.5748795091480748
ACH-000624,-0.6734567756411695
ACH-000627,-0.5327776069987137
ACH-000630,-0.704647119868028
ACH-000631,-0.6840694351983575
ACH-000632,-0.7784701358471866
ACH-000633,-0.40691725990284855
ACH-000637,-0.8484526874443555
ACH-000638,-0.6250615795547209
ACH-000646,-0.6962500437386616
ACH-000647,-0.6351767270919364
ACH-000648,-0.7085805053591082
ACH-000649,-0.6166734161838993
ACH-000651,-0.5214088856962388
ACH-000652,-0.4950616346426385
ACH-000653,-0.5065546707562477
ACH-000657,-0.7215716133896508
ACH-000658,-0.6005281109001493
ACH-000661,-0.4996599218660285
ACH-000662,-0.5842061398445484
ACH-000663,-0.3510905318953386
ACH-000665,-0.7605636908238211
ACH-000671,-0.6526742120225376
ACH-000672,-0.2469248797344259
ACH-000673,-0.726415023551797
ACH-000676,-0.6699907850461937
ACH-000677,-0.5539686620971194
ACH-000681,-0.7208795240017549
ACH-000683,-0.5786115544233402
ACH-000684,-0.6781479903653692
ACH-000688,-0.5001031942878095
ACH-000693,-0.5888457966913927
ACH-000694,-0.8061096360627755
ACH-000695,-0.6563523755806095
ACH-000696,-0.5745058822678024
ACH-000697,-0.4488622955835425
ACH-000699,-0.6102577458010137
ACH-000701,-0.5272760254714388
ACH-000706,-0.8454740489057229
ACH-000711,-0.6449954043529242
ACH-000713,-0.7052037872302062
ACH-000714,-0.6491837590992313
ACH-000718,-0.4963840931279931
ACH-000720,-0.5166363719820561
ACH-000721,-0.8208384561177843
ACH-000724,-0.6160304743392488
ACH-000725,-0.6467201325586417
ACH-000732,-0.8863125840590085
ACH-000734,-0.5994854539507617
ACH-000735,-0.4710711763847712
ACH-000736,-0.5591782064495064
ACH-000738,-0.6143275833762321
ACH-000746,-0.7042270048564477
ACH-000747,-0.4341527304065281
ACH-000748,-0.5833001193843297
ACH-000753,-0.7160960751916033
ACH-000756,-0.6314186248532806
ACH-000757,-0.5985877277692235
ACH-000758,-0.5420942713746918
ACH-000760,-0.6078314357419748
ACH-000762,-0.6591017332115344
ACH-000763,-1.0484606261833174
ACH-000764,-0.7268485653350447
ACH-000765,-0.6760564863445601
ACH-000766,-0.5113726074983319
ACH-000767,-0.5117918068071031
ACH-000768,-0.7066405975102592
ACH-000769,-0.6066965939315696
ACH-000770,-0.744420797511982
ACH-000771,-0.6029867787101503
ACH-000773,-0.747501189072442
ACH-000776,-0.5358132785403487
ACH-000777,-0.7073853179708636
ACH-000778,-0.7367611535060793
ACH-000781,-0.7285432096176634
ACH-000782,-0.6061888593694176
ACH-000783,-0.8446470626212067
ACH-000784,-0.4921656245702112
ACH-000785,-0.9851990686520424
ACH-000787,-0.3798460236442864
ACH-000788,-0.6785882920757129
ACH-000791,-0.7657607937943915
ACH-000792,-0.5514103784589389
ACH-000794,-0.7756956508310581
ACH-000796,-0.6936914118678413
ACH-000798,-0.5714138846305465
ACH-000799,-0.6728161642583288
ACH-000800,-0.20501440543091295
ACH-000802,-0.7756649062334721
ACH-000804,-0.5472024784075912
ACH-000805,-0.6399414255704596
ACH-000809,-0.7017909581789886
ACH-000810,-0.7592508601911037
ACH-000811,-0.4291914664075328
ACH-000817,-0.5632845852842524
ACH-000819,-0.5137455195311703
ACH-000820,-0.7057418058786663
ACH-000821,-0.4385799132765856
ACH-000822,-0.5374799099779589
ACH-000823,-0.5731498700980153
ACH-000824,-0.8001794325148971
ACH-000827,-0.4934634958714581
ACH-000829,-0.6599375670190275
ACH-000831,-0.7047319255586798
ACH-000832,-0.5164271792117018
ACH-000833,-0.4429308068625941
ACH-000834,-0.6050941826092492
ACH-000835,-0.5349123380002037
ACH-000836,-0.18853807627742286
ACH-000837,-0.3024515383054607
ACH-000838,-0.5690624958015857
ACH-000839,-0.511281537770356
ACH-000840,-0.7067084921594965
ACH-000841,-0.7776762848422951
ACH-000843,-0.92375522936226
ACH-000846,-0.6005369694174877
ACH-000847,-0.5221514486269294
ACH-000848,-0.29924411122518063
ACH-000849,-0.6000912787648429
ACH-000851,-0.6557734471732349
ACH-000855,-0.6629555539053548
ACH-000856,-0.6013201296950789
ACH-000858,-0.8909276746568987
ACH-000859,-0.506289863615789
ACH-000861,-0.4453637572231715
ACH-000862,-0.6822608747030383
ACH-000865,-0.6385613535563455
ACH-000866,-0.5974428045626616
ACH-000867,-0.6980616342916058
ACH-000869,-0.7110013168623109
ACH-000872,-0.5304359967965735
ACH-000873,-0.6700821400669268
ACH-000876,-0.8270417732100284
ACH-000878,-0.5564910073967348
ACH-000880,-0.7540228544916148
ACH-000881,-0.8811967872842005
ACH-000882,-0.5650758358915565
ACH-000884,-0.5982252979488258
ACH-000885,-0.5593178141042482
ACH-000887,-0.6762913236963366
ACH-000889,-0.7209055047557932
ACH-000896,-0.5597371433346527
ACH-000898,-0.663432381228882
ACH-000900,-0.9000955018410268
ACH-000901,-0.6857523716265319
ACH-000905,-0.5753345927867117
ACH-000906,-0.3492539343820529
ACH-000907,-0.7562738098655442
ACH-000910,-0.6899533857431911
ACH-000911,-0.5736906034955601
ACH-000912,-0.7491348423295386
ACH-000913,-0.4012841447407767
ACH-000915,-0.599575248127247
ACH-000916,-0.18135407815387916
ACH-000917,-0.6171909574529864
ACH-000920,-1.2960427720829224
ACH-000921,-0.3628802909012944
ACH-000924,-0.3171561559637175
ACH-000926,-0.4935772281701692
ACH-000928,-0.2992323614715083
ACH-000929,-0.5824442034226366
ACH-000932,-0.6125020794129663
ACH-000935,-0.4650933696698815
ACH-000936,-0.6447583289958886
ACH-000937,-0.6973899156402669
ACH-000938,-0.6250932288465026
ACH-000939,-0.1650611107820138
ACH-000941,-0.5326455816706545
ACH-000943,-0.4862268930764884
ACH-000946,-0.4432837544643932
ACH-000947,-0.8108517508853743
ACH-000948,-0.6791867665434529
ACH-000950,-0.6803249139852218
ACH-000953,-0.7506218017050257
ACH-000954,-0.4325873180416349
ACH-000957,-0.4462661075507884
ACH-000958,-0.6741258263058111
ACH-000960,-0.8238866551806658
ACH-000963,-0.2697008700415501
ACH-000968,-0.5919161650401128
ACH-000969,-0.7517402072656777
ACH-000972,-0.5025724318478313
ACH-000973,-0.7607071330187539
ACH-000974,-0.6329106108162155
ACH-000978,-0.31839316402220075
ACH-000984,-0.19394627581014096
ACH-000986,-0.6932129008975111
ACH-000988,-0.6871553816455875
ACH-000993,-0.6512671329709597
ACH-000994,-0.5300514189195824
ACH-000996,-0.7411612393402546
ACH-001001,-0.64355688640205
ACH-001020,-0.3047416997277677
ACH-001028,-0.6666870385515495
ACH-001031,-0.5798703652412747
ACH-001038,-0.5147121677960355
ACH-001048,-0.6854726450540355
ACH-001050,-0.5476219520266831
ACH-001053,-0.8527027653953054
ACH-001054,-0.5778315880576738
ACH-001061,-0.5800248788001363
ACH-001067,-0.5769138938362
ACH-001075,-0.5602237350594911
ACH-001096,-0.5012716778346394
ACH-001111,-0.6636401287152596
ACH-001119,-0.7831159884280288
ACH-001128,0.2798111370967218
ACH-001134,-0.497045311096917
ACH-001151,-0.4915130037805533
ACH-001163,-0.5807934420831874
ACH-001164,-0.1951043343849963
ACH-001183,-0.5131715068866616
ACH-001192,-0.6221702356289804
ACH-001193,-0.7582658550992176
ACH-001196,-0.7044405893359292
ACH-001197,-0.7111556780486419
ACH-001205,-0.7009739059108949
ACH-001211,-0.5516944375060129
ACH-001212,-0.6995343759554216
ACH-001228,-0.6843848661826594
ACH-001232,-0.6635008257450451
ACH-001239,-0.8704575556149701
ACH-001270,-0.8246088096954316
ACH-001274,-0.7252780688491142
ACH-001275,-0.6529072415118634
ACH-001277,-0.5385809076733482
ACH-001278,-0.5307435362004056
ACH-001280,-0.6403594254391494
ACH-001283,-0.6138344033370904
ACH-001289,-0.7605550146418376
ACH-001300,-0.7118112967057914
ACH-001301,-0.6700298563675731
ACH-001302,-0.6428330660984882
ACH-001306,-0.4573483670686437
ACH-001318,-0.5582666827962541
ACH-001322,-0.6755351006725387
ACH-001328,-0.6061382174716536
ACH-001332,-0.7192743714417668
ACH-001336,-0.6236301250966135
ACH-001346,-0.6329960586664013
ACH-001353,-0.7334410219007025
ACH-001354,-0.9464587926137148
ACH-001367,-0.7805686446918241
ACH-001368,-0.7018472757134124
ACH-001374,-0.6295170360267961
ACH-001377,-0.7156610994728062
ACH-001380,-0.5677691842821132
ACH-001391,-0.4533997984871142
ACH-001408,-0.6116928333902449
ACH-001430,-0.5857339885546888
ACH-001431,-0.6383546933590837
ACH-001450,-0.5296296074695772
ACH-001496,-0.2491230966485839
ACH-001500,-0.5887770798948145
ACH-001523,-0.5077086525852313
ACH-001532,-0.6532167206873295
ACH-001550,-0.43974588419488253
ACH-001552,-0.5987557148436844
ACH-001554,-0.6262965485883456
ACH-001654,-0.6438177600920245
ACH-001735,-0.6432146625360938
ACH-001736,-0.5502263034843604
ACH-001737,-1.0183432785065885
ACH-001740,-0.6125308504338559
ACH-001745,-0.5811946023130057
ACH-001765,-0.5697816215777521
