,ARL5C (390790)
ACH-000198,-0.2279194365167976
ACH-000203,0.1793180400849616
ACH-000204,0.052748451231711714
ACH-000206,-0.1258109672756744
ACH-000207,-0.09944574748865936
ACH-000208,-0.22145985140896768
ACH-000210,-0.16871231768348596
ACH-000211,-0.2396388550960363
ACH-000215,-0.11175549370721716
ACH-000221,-0.3336714907735213
ACH-000222,-0.1394035605449996
ACH-000223,-0.09227977535855472
ACH-000226,-0.11041641961175667
ACH-000227,-0.1525527856206382
ACH-000228,-0.08843281070185746
ACH-000231,-0.16999352527142172
ACH-000232,-0.015819909926372482
ACH-000233,0.030000731860650463
ACH-000234,-0.16642933766350898
ACH-000235,-0.22762473539739425
ACH-000237,-0.05880941392847677
ACH-000238,-0.4436640724075696
ACH-000242,-0.3850735733277951
ACH-000243,-0.32852297678214154
ACH-000244,-0.07497240568171287
ACH-000246,-0.07173882549060973
ACH-000248,-0.13708100288366906
ACH-000250,-0.15571374424551518
ACH-000251,-0.2412472981114276
ACH-000252,-0.32534122271385296
ACH-000253,-0.1154352407124938
ACH-000255,-0.2156511830793278
ACH-000256,-0.14099909333161553
ACH-000257,-0.04790695292209583
ACH-000258,-0.1432580185850549
ACH-000259,-0.19053103997298976
ACH-000260,-0.17475139901959832
ACH-000261,-0.1432322088781234
ACH-000262,-0.14515905507670504
ACH-000263,-0.038251933900156035
ACH-000264,-0.20900689482790852
ACH-000265,-0.14975167982042015
ACH-000266,-0.10086483320427694
ACH-000272,-0.12480866457989692
ACH-000274,-0.24736779793623345
ACH-000277,-0.01159804860366822
ACH-000278,-0.12972346408352936
ACH-000279,-0.12429957378317935
ACH-000280,-0.18639622089400076
ACH-000281,-0.23999784042292344
ACH-000288,-0.2364298529249044
ACH-000291,-0.21459622678160525
ACH-000293,-0.18751670024554767
ACH-000294,-0.3396551684325264
ACH-000295,-0.4363765020130089
ACH-000296,-0.21776009555130785
ACH-000302,-0.22817695578909802
ACH-000304,-0.3288811295706865
ACH-000307,-0.209042329078648
ACH-000308,-0.20614465348982647
ACH-000310,-0.13563337059632968
ACH-000311,-0.00824151402697225
ACH-000312,-0.21184090477462225
ACH-000315,-0.2405410142020021
ACH-000316,-0.1911677576330832
ACH-000317,-0.3295861576917272
ACH-000318,-0.2981511714707196
ACH-000319,-0.37363131288725776
ACH-000320,-0.19119157811789453
ACH-000322,-0.08267341519981262
ACH-000323,-0.11516420718820768
ACH-000324,-0.20739496635087007
ACH-000329,-0.20484586236117205
ACH-000330,-0.257047280929125
ACH-000331,-0.12157831830355227
ACH-000332,-0.17584745651554345
ACH-000334,-0.2160939713151423
ACH-000335,-0.1563316136514308
ACH-000336,-0.30208836834291275
ACH-000337,-0.3123317498236135
ACH-000338,0.17510047210614055
ACH-000339,-0.1418327020059559
ACH-000341,-0.3291180256669164
ACH-000348,-0.2028603199168906
ACH-000350,-0.21376988005420727
ACH-000352,-0.03971409430958457
ACH-000356,-0.2448643774788024
ACH-000361,-0.2222190144590397
ACH-000362,-0.16709243097107512
ACH-000363,-0.030624389556429012
ACH-000364,-0.13679879841151205
ACH-000365,-0.3108208863742133
ACH-000366,-0.13129781790459907
ACH-000368,-0.1107297264910646
ACH-000374,-0.20509112397656434
ACH-000375,-0.1193771049190596
ACH-000376,-0.07997430775447119
ACH-000381,-0.25150766917689377
ACH-000383,-0.478054296980383
ACH-000387,-0.2820052601408267
ACH-000389,-0.06972547013635355
ACH-000390,-0.2438921113653515
ACH-000393,-0.09622367604018467
ACH-000395,-0.1896380687937026
ACH-000396,-0.14483415385722567
ACH-000397,-0.5264227181345634
ACH-000401,-0.2838017896510541
ACH-000402,-0.657524852804402
ACH-000403,-0.2622717172425724
ACH-000404,-0.16609939449063008
ACH-000406,-0.1553053996067374
ACH-000407,-0.0667365028893749
ACH-000408,-0.2983686230345817
ACH-000410,-0.20335284172931892
ACH-000411,-0.08396762926006146
ACH-000414,-0.16730545717833786
ACH-000415,-0.3862794736915195
ACH-000416,-0.1570387724141614
ACH-000420,0.015632354554736064
ACH-000421,-0.3086128437936065
ACH-000424,-0.2084739368927872
ACH-000425,-0.11800127929745202
ACH-000426,-0.2236455747569173
ACH-000427,-0.5142139034024559
ACH-000433,-0.05081547555281845
ACH-000435,-0.2929889799573908
ACH-000436,-0.2549552947574352
ACH-000444,-0.19261536603921292
ACH-000445,0.054512193155015
ACH-000448,-0.11026517432636776
ACH-000450,-0.010076974802168749
ACH-000452,-0.16247768041120736
ACH-000454,0.038093914074834166
ACH-000458,-0.2234257971597788
ACH-000459,-0.1015604270868788
ACH-000460,-0.06624588095459434
ACH-000461,-0.09216416823725948
ACH-000463,-0.3440537835611629
ACH-000464,-0.13921081908641258
ACH-000466,-0.5143604089222211
ACH-000467,-0.10739808935894353
ACH-000468,-0.3889443846007997
ACH-000469,-0.15612321548974484
ACH-000470,-0.19828933334999205
ACH-000471,-0.20989488980983886
ACH-000472,-0.2383179576981216
ACH-000473,-0.3564185027649871
ACH-000475,-0.1743004296268901
ACH-000476,-0.2438207802942931
ACH-000477,-0.22317407672103184
ACH-000479,-0.224356815350653
ACH-000480,-0.12254578985355798
ACH-000481,-0.23759267958331706
ACH-000483,-0.2831633268015877
ACH-000484,-0.10407744014593301
ACH-000485,-0.08817748065386019
ACH-000486,-0.19038543988572984
ACH-000487,-0.18373369783498605
ACH-000488,-0.2388603715540341
ACH-000490,-0.282207424726722
ACH-000491,-0.16529416007638267
ACH-000495,-0.04858538183975536
ACH-000496,-0.20105412848641427
ACH-000499,-0.3817855613968863
ACH-000500,-0.2572227547449369
ACH-000502,-0.07424071864733159
ACH-000503,0.1336104940005651
ACH-000505,-0.08212684372020958
ACH-000507,-0.11152821129860994
ACH-000510,-0.12928641815230507
ACH-000511,-0.16924125422651534
ACH-000512,-0.06694824652554808
ACH-000516,-0.1248372530683494
ACH-000517,-0.13343564612198008
ACH-000518,-0.08609885261000286
ACH-000520,-0.2608454212896585
ACH-000521,-0.4690459317746328
ACH-000522,-0.09233310231977003
ACH-000524,-0.16955928639753684
ACH-000527,-0.18260408358841973
ACH-000528,-0.15300077070381368
ACH-000537,-0.15500218966945584
ACH-000541,-0.07385055320187514
ACH-000542,-0.16415454679777206
ACH-000544,-0.19231274020004127
ACH-000545,-0.2218811092593962
ACH-000547,-0.09899169632150392
ACH-000548,-0.2850800491845601
ACH-000549,-0.2418797751354993
ACH-000550,-0.1983806184830908
ACH-000552,-0.28497151086805633
ACH-000556,-0.32120281638174963
ACH-000557,-0.058497023872434425
ACH-000569,0.006240975544166475
ACH-000570,-0.2544961799388288
ACH-000571,-0.17223422448793993
ACH-000573,-0.06644786465381533
ACH-000576,-0.20699158965753714
ACH-000579,-0.18842526192906853
ACH-000580,-0.11794416078548907
ACH-000584,-0.2873725990010671
ACH-000585,-0.1125367618529823
ACH-000588,-0.45689684485249
ACH-000589,-0.30042907372676697
ACH-000591,-0.2585132194074883
ACH-000593,-0.22137657841591335
ACH-000600,-0.3560878270529693
ACH-000601,-0.16812315166065986
ACH-000605,-0.2442338640977941
ACH-000606,-0.0947086160855618
ACH-000608,-0.2339895314555584
ACH-000614,0.07880191777964811
ACH-000616,-0.09662118556864284
ACH-000618,-0.2980304292101217
ACH-000619,-0.10534444631011508
ACH-000620,-0.18165832053260905
ACH-000621,-0.11482761845410665
ACH-000622,-0.029472322126349287
ACH-000623,-0.2518046974117288
ACH-000624,-0.16120176638981004
ACH-000627,-0.07021683444835086
ACH-000630,-0.19610096956817
ACH-000631,-0.18873498079650047
ACH-000632,-0.2298387223296131
ACH-000633,-0.07026856392975109
ACH-000637,-0.3598179369687128
ACH-000638,-0.1443728151120563
ACH-000646,-0.024645096021967718
ACH-000647,-0.2512941347690887
ACH-000648,0.04142427626131668
ACH-000649,-0.12161506943772338
ACH-000651,-0.1705688933877535
ACH-000652,-0.09694078336478144
ACH-000653,-0.14568540285549786
ACH-000657,-0.1417451576621757
ACH-000658,-0.23716960944063345
ACH-000661,-0.1780722339048476
ACH-000662,-0.13414986675832352
ACH-000663,-0.16523066880597168
ACH-000665,-0.07115567730570391
ACH-000671,-0.10732201748716357
ACH-000672,-0.2813968648284758
ACH-000673,-0.15919247237000533
ACH-000676,-0.17857762434787772
ACH-000677,-0.1660500013522403
ACH-000681,-0.2228852094919812
ACH-000683,-0.13351617137574942
ACH-000684,-0.239874449258675
ACH-000688,-0.3606140974334811
ACH-000693,-0.17389393162025085
ACH-000694,-0.2893948004076507
ACH-000695,0.029918655828280225
ACH-000696,-0.20566071294902305
ACH-000697,-0.03739200028853832
ACH-000699,-0.13073683530008345
ACH-000701,-0.13970090892793618
ACH-000706,-0.19139553284047814
ACH-000711,-0.1023468801677671
ACH-000713,-0.2355428333997135
ACH-000714,-0.32039974548549943
ACH-000718,-0.26911935343900034
ACH-000720,-0.2246252717170168
ACH-000721,-0.2087684146491766
ACH-000724,-0.13192492850578244
ACH-000725,-0.22777443102238984
ACH-000732,-0.20332698841402624
ACH-000734,-0.06921519150496404
ACH-000735,-0.17193063437719885
ACH-000736,-0.33153205652719925
ACH-000738,-0.19557183441825532
ACH-000746,-0.2331614850693897
ACH-000747,-0.2660582016038609
ACH-000748,-0.07235809459009787
ACH-000753,-0.18601470774289144
ACH-000756,-0.2403751038721264
ACH-000757,-0.14288976063886072
ACH-000758,-0.3817220858055933
ACH-000760,-0.15539734427489185
ACH-000762,-0.16810688446673094
ACH-000763,-0.28942964489084994
ACH-000764,0.004936335450615644
ACH-000765,-0.07070584722073346
ACH-000766,-0.15438102789450753
ACH-000767,-0.10461989914355152
ACH-000768,-0.19321493830803954
ACH-000769,-0.13818834425203833
ACH-000770,-0.09730508350072624
ACH-000771,-0.08817737228973008
ACH-000773,-0.1787493540099436
ACH-000776,-0.2727023912845877
ACH-000777,-0.1546977325804816
ACH-000778,-0.13079425676827552
ACH-000781,-0.0801208392545217
ACH-000782,0.0022820623873964396
ACH-000783,-0.05548472096397008
ACH-000784,-0.2926791159260379
ACH-000785,-0.20784298301631748
ACH-000787,-0.18650306052197865
ACH-000788,-0.16588576932500745
ACH-000791,-0.29159852397777763
ACH-000792,-0.16933082340127528
ACH-000794,-0.31959369711758656
ACH-000796,-0.12889294596003284
ACH-000798,-0.26067214739827965
ACH-000799,-0.07249864593103596
ACH-000800,-0.17433618153004668
ACH-000802,-0.14494759667494395
ACH-000804,0.07470672803465883
ACH-000805,-0.1901888278235258
ACH-000809,-0.18735257813774545
ACH-000810,-0.2640112361065544
ACH-000811,-0.27395070460363463
ACH-000817,-0.3356586570084878
ACH-000819,-0.08402058184609462
ACH-000820,-0.09843525516062786
ACH-000821,-0.5045954678873378
ACH-000822,-0.0993509790200399
ACH-000823,-0.10897539727628174
ACH-000824,-0.2127342173463947
ACH-000827,-0.14352578965305454
ACH-000829,0.007679090646937314
ACH-000831,-0.17496955341150422
ACH-000832,-0.17178719858976307
ACH-000833,-0.2378345371944133
ACH-000834,-0.21914301157233712
ACH-000835,-0.16996460939949018
ACH-000836,-0.14317327896631407
ACH-000837,-0.17480087241095796
ACH-000838,-0.19871895493822794
ACH-000839,-0.026870931268417664
ACH-000840,-0.2961363251940896
ACH-000841,-0.1700368858058174
ACH-000843,-0.29971407122727994
ACH-000846,-0.15197448823530474
ACH-000847,-0.2069434214511816
ACH-000848,-0.04824457209569652
ACH-000849,-0.059526498827915074
ACH-000851,-0.1312152817666799
ACH-000855,-0.14437480534380812
ACH-000856,-0.21396591316994168
ACH-000858,-0.2205131593520904
ACH-000859,-0.13917842867477606
ACH-000861,-0.06834637254290267
ACH-000862,-0.2215619197833008
ACH-000865,-0.1280341894978626
ACH-000866,-0.21904541397916
ACH-000867,-0.18518034811536144
ACH-000869,-0.104204722287933
ACH-000872,-0.14172432805755406
ACH-000873,-0.06619767138899425
ACH-000876,-0.053669573041794996
ACH-000878,-0.16191813762195334
ACH-000880,-0.13432329823924574
ACH-000881,-0.04233500615913709
ACH-000882,-0.17071984817908764
ACH-000884,-0.13715834970297902
ACH-000885,-0.016911148809012726
ACH-000887,-0.11317143522742774
ACH-000889,-0.3125654586445783
ACH-000896,-0.17241756677068634
ACH-000898,-0.17429589529707912
ACH-000900,-0.18600223244256486
ACH-000901,-0.06460593168526442
ACH-000905,-0.17340790587957064
ACH-000906,-0.1093295051884896
ACH-000907,-0.2105970655255008
ACH-000910,-0.07685911831083589
ACH-000911,-0.17887959925125432
ACH-000912,-0.18253719400629814
ACH-000913,-0.23462620831866224
ACH-000915,0.0024547116659484115
ACH-000916,-0.5234382729964702
ACH-000917,-0.2508013265984199
ACH-000920,-0.13989649910039395
ACH-000921,-0.17132221741119427
ACH-000924,-0.21253593571203933
ACH-000926,-0.14969189742157274
ACH-000928,-0.2556470493494876
ACH-000929,-0.1820983157620396
ACH-000932,-0.3030537609311219
ACH-000935,-0.1370184933184401
ACH-000936,-0.34787563264191856
ACH-000937,-0.0411062950669657
ACH-000938,-0.11554430013297975
ACH-000939,-0.19461231683868296
ACH-000941,-0.12874837785435295
ACH-000943,-0.19086437294269626
ACH-000946,-0.1210578424931046
ACH-000947,-0.028545794194377482
ACH-000948,-0.1517079883010971
ACH-000950,-0.2990938801848475
ACH-000953,-0.06148966608293811
ACH-000954,-0.5330398953715935
ACH-000957,-0.08752039492264684
ACH-000958,-0.09570020609522686
ACH-000960,-0.13120418352421515
ACH-000963,0.0722049422119615
ACH-000968,-0.09363724977184837
ACH-000969,-0.13235607758346155
ACH-000972,-0.0968957558028364
ACH-000973,-0.16490347947941034
ACH-000974,-0.22518315495865315
ACH-000978,-0.04116484856880513
ACH-000984,-0.1470491848514733
ACH-000986,-0.2842538860290935
ACH-000988,-0.06555962747977552
ACH-000993,-0.12238009330572695
ACH-000994,-0.05002553624093045
ACH-000996,-0.15463198224566235
ACH-001001,-0.19784150912686224
ACH-001020,-0.3036889699860181
ACH-001028,-0.14018917740636727
ACH-001031,-0.1884687030285854
ACH-001038,-0.15203937730809675
ACH-001048,-0.2675190013056092
ACH-001050,-0.25632036930437524
ACH-001053,-0.29822079361702464
ACH-001054,0.020640532041312717
ACH-001061,-0.227703922362676
ACH-001067,-0.06738711790918063
ACH-001075,-0.14897692026531795
ACH-001096,-0.142040494362518
ACH-001111,-0.3757505234614337
ACH-001119,-0.3984936819419226
ACH-001128,-0.15877122114944636
ACH-001134,-0.2237814794496224
ACH-001151,-0.2451389380714657
ACH-001163,-0.26235079599018696
ACH-001164,-0.6914956903837264
ACH-001183,-0.20482657227421694
ACH-001192,-0.12352541602645625
ACH-001193,-0.1925746330375212
ACH-001196,-0.20965359339872774
ACH-001197,-0.3697868810128568
ACH-001205,-0.2495234930757708
ACH-001211,-0.11958993602977536
ACH-001212,0.017232384187345868
ACH-001228,0.058359238467674636
ACH-001232,-0.06901956801449273
ACH-001239,-0.13036520011326908
ACH-001270,-0.28380448583017026
ACH-001274,-0.17705351125906293
ACH-001275,-0.0659913063215134
ACH-001277,0.04987191868394982
ACH-001278,-0.2310689845771564
ACH-001280,-0.12192850181307473
ACH-001283,-0.1431053511070366
ACH-001289,-0.21772155718803465
ACH-001300,-0.28736715700063936
ACH-001301,-0.16130693620560904
ACH-001302,-0.36953239762013096
ACH-001306,-0.19612617666060173
ACH-001318,-0.181918486952751
ACH-001322,-0.269939058867277
ACH-001328,-0.24373682079494804
ACH-001332,-0.6131678053580136
ACH-001336,-0.1781634539619021
ACH-001346,-0.1350992078904391
ACH-001353,-0.2145179154533185
ACH-001354,-0.222244958662822
ACH-001367,-0.02242147965149327
ACH-001368,-0.218481001116972
ACH-001374,-0.10258283972767626
ACH-001377,-0.12741409159595135
ACH-001380,-0.0683459408425938
ACH-001391,-0.3072618966845516
ACH-001408,-0.06754139115071603
ACH-001430,-0.12441567149139125
ACH-001431,-0.2024912805077116
ACH-001450,-0.20922048665739734
ACH-001496,-0.23632606748418736
ACH-001500,-0.2598191173645989
ACH-001523,-0.2247776878713877
ACH-001532,-0.12803159622917942
ACH-001550,-0.2477819411108173
ACH-001552,-0.16164463521057648
ACH-001554,-0.028940692945613883
ACH-001654,-0.12339249456486286
ACH-001735,-0.17973358799223926
ACH-001736,-0.13451625294686045
ACH-001737,-0.15588439426163128
ACH-001740,-0.19114067051126388
ACH-001745,-0.08566142685727263
ACH-001765,-0.062015259621677976
