,ENY2 (56943)
ACH-000004,-0.024133442750610502
ACH-000005,-0.15364450207049982
ACH-000007,-0.05293667289175075
ACH-000009,-0.0975396356992948
ACH-000011,-0.2326556145104112
ACH-000012,-0.2435241122371188
ACH-000013,-0.20405004200945648
ACH-000014,-0.21635306291405013
ACH-000015,-0.15648315234800955
ACH-000017,-0.3183457316558561
ACH-000018,-0.22241167978248144
ACH-000019,0.10509453927906744
ACH-000021,0.144025371278978
ACH-000022,-0.024172871496078288
ACH-000025,-0.08322905790072073
ACH-000028,-0.0346717370124287
ACH-000030,-0.20629951165917426
ACH-000035,-0.2302005284110812
ACH-000036,-0.0412767818623435
ACH-000037,-0.1978016137513165
ACH-000039,-0.3468047216252125
ACH-000040,-0.007158631594844866
ACH-000041,-0.1307522437978669
ACH-000042,0.06431474126515213
ACH-000045,0.013324151434401606
ACH-000047,-0.1715827981372322
ACH-000052,-0.21685485989899367
ACH-000053,-0.021498635589156087
ACH-000054,0.3276119397343381
ACH-000055,0.010552636938942534
ACH-000060,-0.062251754303346576
ACH-000067,-0.019764224413724732
ACH-000070,0.06357963391323235
ACH-000075,-0.194524607578387
ACH-000078,0.057422516974685686
ACH-000082,-0.3702224717834157
ACH-000085,-0.3264201029486932
ACH-000086,0.02229463939456204
ACH-000087,-0.23578447794880705
ACH-000092,-0.3513805537723578
ACH-000095,-0.014712563158692663
ACH-000097,-0.2333861124123761
ACH-000098,-0.07258475996275879
ACH-000099,-0.14475579951822598
ACH-000108,-0.1143074209819148
ACH-000113,-0.17514536150988716
ACH-000116,-0.2734920221938711
ACH-000118,-0.12708157094534342
ACH-000120,-0.3521693677056264
ACH-000123,-0.1340940683027647
ACH-000127,-0.1325385552873128
ACH-000128,-0.2662266235315605
ACH-000132,-0.01815913333115913
ACH-000133,-0.29086623452296145
ACH-000137,0.008932409457133063
ACH-000138,-0.2927064824787349
ACH-000142,-0.12196613477018513
ACH-000143,-0.2917515717323288
ACH-000146,-0.0038580198611517015
ACH-000148,-0.027514143897225
ACH-000150,-0.1202643164149854
ACH-000152,-0.25525760667284403
ACH-000153,0.12426320011242717
ACH-000159,-0.13365315319007448
ACH-000160,0.08731873910470615
ACH-000163,-0.03699808055849806
ACH-000167,0.4907817449457853
ACH-000168,0.008591097307128254
ACH-000169,-0.19293942384790894
ACH-000178,-0.2754759158787927
ACH-000183,-0.028103487610524818
ACH-000188,-0.10404363993535808
ACH-000189,0.012435781360550277
ACH-000190,0.0054369183026219785
ACH-000198,-0.19226066039995668
ACH-000203,0.2884043826583363
ACH-000204,-0.16412135960994095
ACH-000206,-0.4515825790954998
ACH-000207,-0.07358650491135478
ACH-000208,-0.08717826697027257
ACH-000210,0.24677497327716866
ACH-000211,-0.2706206558976369
ACH-000215,-0.1659014281466588
ACH-000221,-0.25271349189001496
ACH-000222,-0.04870141214826092
ACH-000223,-0.15234567333267704
ACH-000226,-0.22026025443021524
ACH-000227,-0.04966933688368549
ACH-000228,-0.0814669671111442
ACH-000231,-0.008813055270434541
ACH-000232,-0.3101890828354196
ACH-000233,-0.3083603488556641
ACH-000234,-0.3555608451699777
ACH-000235,-0.16398390787617506
ACH-000237,-0.06715724142447117
ACH-000238,-0.13275590788138453
ACH-000242,0.2656095895277045
ACH-000243,-0.0825185109285363
ACH-000244,-0.3999933997308931
ACH-000246,-0.06359636357279469
ACH-000248,-0.06900361063292522
ACH-000250,-0.2297806165271417
ACH-000251,0.01420972029764324
ACH-000252,-0.11406469801643085
ACH-000253,-0.34024258113486616
ACH-000255,-0.030245235382373614
ACH-000256,-0.3624731575423919
ACH-000257,-0.0950891468769242
ACH-000258,-0.09406022957348
ACH-000259,-0.2472927772200773
ACH-000260,-0.33345154542160743
ACH-000261,-0.14285281227531402
ACH-000262,-0.5577931007885331
ACH-000263,-0.04042502829502548
ACH-000264,0.021481649750430445
ACH-000265,0.10545850523848847
ACH-000266,-0.13260254645554478
ACH-000272,-0.07294990368699436
ACH-000274,-0.10042543850813383
ACH-000277,-0.11119557984734267
ACH-000278,-0.4574890555702366
ACH-000279,0.2942790344042385
ACH-000280,0.002688274382935989
ACH-000281,-0.3170619009191967
ACH-000288,0.15109710097904006
ACH-000291,-0.056464848889600926
ACH-000293,-0.4016475701640597
ACH-000294,0.17099353688317762
ACH-000295,-0.4090296008429792
ACH-000296,0.0161943646112119
ACH-000302,0.20253090804680607
ACH-000304,0.08406452126836245
ACH-000307,-0.21675339163578405
ACH-000308,-0.14241162394673296
ACH-000310,0.15726000414236915
ACH-000311,-0.16210220043384546
ACH-000312,-0.1447158289694916
ACH-000315,0.1112664198381591
ACH-000316,-0.16889841736390854
ACH-000317,-0.11194727819063784
ACH-000318,-0.09434563104334508
ACH-000319,-0.21859956760227173
ACH-000320,-0.10262535888007596
ACH-000322,-0.061265389196173976
ACH-000323,-0.08486956369830746
ACH-000324,-0.2308506237352941
ACH-000329,-0.02916112897467676
ACH-000330,0.03370545569758986
ACH-000331,-0.3779501625135631
ACH-000332,-0.08952439896940871
ACH-000334,-0.046503011755523
ACH-000335,-0.1846325728466632
ACH-000336,0.08435851672456338
ACH-000337,-0.07502738473005321
ACH-000338,-0.3058462335195376
ACH-000339,-0.2831303215304174
ACH-000341,0.15014247444016607
ACH-000348,-0.08643036892445632
ACH-000350,-0.09649749324597824
ACH-000352,-0.04405311271340523
ACH-000356,-0.2621046439458108
ACH-000361,-0.05587851975316227
ACH-000362,0.3138485799456064
ACH-000363,0.06409559857472945
ACH-000364,-0.02943798657091191
ACH-000365,-0.042476571445200985
ACH-000366,0.040092872065701016
ACH-000368,-0.1458633717092581
ACH-000374,0.1255634592520764
ACH-000375,0.17800225576774156
