,IL17D (53342)
ACH-000341,-0.02758167966206496
ACH-000348,-0.1096214649921158
ACH-000350,-0.015834409791951026
ACH-000352,-0.2225434030091567
ACH-000356,-0.10005969830826036
ACH-000361,-0.4745506535128299
ACH-000362,-0.01788750318606916
ACH-000363,-0.13560572310070002
ACH-000364,-0.2724746985495013
ACH-000365,0.011607667478329906
ACH-000366,-0.10188948537038968
ACH-000368,-0.11297053500314615
ACH-000374,-0.16511321926976824
ACH-000375,-0.2219394155083278
ACH-000376,-0.19654045172339227
ACH-000381,-0.23942599175773546
ACH-000383,-0.12785960471534016
ACH-000387,-0.1856685542435228
ACH-000389,-0.364972865235882
ACH-000390,-0.2887202564894809
ACH-000393,-0.16354643240008962
ACH-000395,-0.1883361533706891
ACH-000396,-0.2022790650138934
ACH-000397,-0.1326203024470498
ACH-000401,0.14792940173487806
ACH-000402,0.20211991574349697
ACH-000403,-0.12518298583765322
ACH-000404,-0.5146929753926707
ACH-000406,-0.12299923765060827
ACH-000407,-0.14563566448314955
ACH-000408,-0.15855438570016364
ACH-000410,-0.17969911747448986
ACH-000411,-0.4336926046412613
ACH-000414,-0.2185832905006966
ACH-000415,-0.3054069730238747
ACH-000416,-0.23115368234751715
ACH-000420,-0.30553636181538696
ACH-000421,-0.21010886236991394
ACH-000424,-0.06932848786557484
ACH-000425,-0.2764921213784237
ACH-000426,-0.03572992613628307
ACH-000427,-0.26232759924745713
ACH-000433,-0.2381438437732616
ACH-000435,-0.1318228959938831
ACH-000436,-0.09626396486904648
ACH-000444,-0.17523027046432654
ACH-000445,-0.2628646030668857
ACH-000448,-0.17473883864779693
ACH-000450,-0.3191799820412552
ACH-000452,-0.26621023524772075
ACH-000454,0.02275640032978056
ACH-000458,-0.22116722109031636
ACH-000459,-0.02563454204082187
ACH-000460,-0.3658255883031572
ACH-000461,-0.4235503981869177
ACH-000463,-0.15882093833805988
ACH-000464,-0.030291907705710008
ACH-000466,-0.22157794016322307
ACH-000467,-0.3593115406286999
ACH-000468,-0.1537707486485407
ACH-000469,-0.2423452376620792
ACH-000470,0.08024851316970312
ACH-000471,-0.2238903719244876
ACH-000472,-0.145448830998664
ACH-000473,-0.26890463888814703
ACH-000475,-0.148800728255344
ACH-000476,-0.353514839668868
ACH-000477,-0.17168374069546674
ACH-000479,-0.3538601882941925
ACH-000480,-0.15071633579596186
ACH-000481,-0.2561508543151772
ACH-000483,-0.2539305624305413
ACH-000484,-0.3976841140462444
ACH-000485,-0.3734372395245567
ACH-000486,-0.21058885072722688
ACH-000487,-0.005309066504666325
ACH-000488,-0.0786309679028812
ACH-000490,-0.2049408557367449
ACH-000491,-0.11784797141195424
ACH-000495,-0.05269348849825887
ACH-000496,-0.28673144460357325
ACH-000499,0.10722986523562164
ACH-000500,-0.1904018167158976
ACH-000502,-0.19729882280570848
ACH-000503,-0.2752240843169576
ACH-000505,-0.16590775346506909
ACH-000507,-0.3380424425694286
ACH-000510,-0.42895043995365295
ACH-000511,-0.06144366887897827
ACH-000512,-0.011308704123155187
ACH-000516,-0.1048769846159414
ACH-000517,-0.1832269685597953
ACH-000518,-0.2546638255333761
ACH-000520,-0.24852130079536744
ACH-000521,-0.3720760808203161
ACH-000522,-0.10380444083068917
ACH-000524,-0.2624430294897015
ACH-000527,-0.2585506568918799
ACH-000528,-0.2456180908862037
ACH-000537,-0.18153771104519453
ACH-000541,-0.021379241082879342
ACH-000542,-0.06321737471321545
ACH-000544,-0.3918646978962251
ACH-000545,-0.2324196161741261
ACH-000547,0.24963368160135585
ACH-000548,-0.2514323380987952
ACH-000549,-0.1101819821411317
ACH-000550,-0.18395854112059354
ACH-000552,-0.1264505832870281
ACH-000556,-0.22873393920484025
ACH-000557,-0.19979246211826668
ACH-000569,-0.1315503533168083
ACH-000570,-0.22159976732505826
ACH-000571,-0.13307949316335432
ACH-000573,-0.1906365309763261
ACH-000576,-0.2549836601179246
ACH-000579,-0.036308158870252336
ACH-000580,-0.2508510912279621
ACH-000584,-0.12340427971656907
ACH-000585,-0.1364090322304569
ACH-000588,-0.0975675978888692
ACH-000589,-0.17087069850389874
ACH-000591,-0.1032275107030458
ACH-000593,-0.08529351083376029
ACH-000600,-0.2411260890979811
ACH-000601,-0.19320775485316424
ACH-000605,-0.2057142901539042
ACH-000606,-0.1872970538518876
ACH-000608,-0.1683397421586275
ACH-000614,-0.07930194489232709
ACH-000616,-0.311405146172442
ACH-000618,-0.14686678592494848
ACH-000619,-0.0908773841190914
ACH-000620,-0.21595605366956094
ACH-000621,-0.2031997031108056
ACH-000622,-0.33312077173982546
ACH-000623,-0.22897598922409795
ACH-000624,-0.2552831177962891
ACH-000627,-0.11285864960489067
ACH-000630,-0.15599594573066586
ACH-000631,0.06271715539122083
ACH-000632,-0.2152967293529988
ACH-000633,-0.20473360318885686
ACH-000637,-0.059497166377819065
ACH-000638,-0.08055670611880296
ACH-000646,-0.3220324497145542
ACH-000647,-0.2531820195881859
ACH-000648,-0.26937074464362804
ACH-000649,-0.11906368160107435
ACH-000651,-0.18050430021616373
ACH-000652,0.1379015642021606
ACH-000653,-0.27280712908376564
ACH-000657,-0.1531332024517476
ACH-000658,-0.04776128690052773
ACH-000661,-0.2411634053198267
ACH-000662,-0.09033887639958477
ACH-000663,-0.1742460919809775
ACH-000665,-0.22681867651227955
ACH-000671,-0.32033698504743
ACH-000672,0.005178983431960017
ACH-000673,-0.10795694281880773
ACH-000676,-0.0794938425670025
ACH-000677,-0.12185903784693687
ACH-000681,-0.05736305329826846
ACH-000683,-0.08373414507561126
ACH-000684,-0.3369769654854765
ACH-000688,-0.050896527071167035
ACH-000693,-0.251270033884779
ACH-000694,-0.05361162026155157
ACH-000695,-0.15158547174431095
ACH-000696,-0.11207912211746107
ACH-000697,-0.04082889447987608
ACH-000699,-0.13854624978478844
ACH-000701,0.03218361725437771
ACH-000706,-0.20715156166794865
ACH-000711,-0.10227796375340062
ACH-000713,-0.16326224873264214
ACH-000714,0.04454457155059989
ACH-000718,-0.2393088476895637
ACH-000720,-0.13318955743911778
ACH-000721,-0.15019049814824012
ACH-000724,-0.35538844126000946
ACH-000725,-0.10275840770681444
ACH-000732,-0.29133414933140234
ACH-000734,-0.20891265982454785
ACH-000735,-0.17781731483095442
ACH-000736,-0.1226965334013918
ACH-000738,-0.0943422301452279
ACH-000746,-0.25399674673555284
ACH-000747,-0.32265386863232665
ACH-000748,-0.1388141682843611
ACH-000753,-0.2322688584912138
ACH-000756,-0.056940420505476874
ACH-000757,-0.08767319933278718
ACH-000758,-0.13105881270963118
ACH-000760,-0.13913969405483576
ACH-000762,-0.12459901843899834
ACH-000763,-0.17907347942548374
ACH-000764,-0.3724867111444925
ACH-000765,-0.030821172166884563
ACH-000766,-0.07728998011262993
ACH-000767,-0.07855041859464293
ACH-000768,-0.17061036451741804
ACH-000769,-0.19467076253805668
ACH-000770,-0.1894905206604052
ACH-000771,-0.2281965274441166
ACH-000773,-0.13236346684770742
ACH-000776,-0.2634289576418839
ACH-000777,-0.12739997961226426
ACH-000778,-0.18853747464993853
ACH-000781,-0.1220323827077808
ACH-000782,0.2284604096347016
ACH-000783,-0.037839770486977835
ACH-000784,-0.12987189909333513
ACH-000785,-0.11235890810572052
ACH-000787,-0.1716446224524594
ACH-000788,-0.15359361115327824
ACH-000791,-0.10520337072944473
ACH-000792,-0.12785797838701982
ACH-000794,-0.2502565451289017
ACH-000796,-0.09490064303746854
ACH-000798,-0.1910443356454052
ACH-000799,-0.06796401176274618
ACH-000800,0.009064082676692082
ACH-000802,-0.18668695831843324
ACH-000804,-0.09672410581484883
ACH-000805,-0.2326478263504625
ACH-000809,-0.2381915243093265
ACH-000810,-0.13352910314619468
ACH-000811,-0.1317287371626904
ACH-000817,0.2271587960369456
ACH-000819,-0.2612963009989335
ACH-000820,-0.6119187689229703
ACH-000821,-0.3095609920994321
ACH-000822,-0.2424002294410728
ACH-000823,-0.1179723275314333
ACH-000824,-0.1087487893909934
ACH-000827,-0.14971072187203294
ACH-000829,-0.0028766422056725163
ACH-000831,-0.4783018219446722
ACH-000832,-0.2378361981997897
ACH-000833,-0.2452301095021291
ACH-000834,-0.3917484702959497
ACH-000835,-0.05907759477874441
ACH-000836,0.01572778368771308
ACH-000837,-0.14739229343553448
ACH-000838,-0.015945140165358994
ACH-000839,-0.2204822013670548
ACH-000840,-0.11775374182486854
ACH-000841,-0.0666088402681177
ACH-000843,-0.2620156706126891
ACH-000846,-0.3195037941648891
ACH-000847,-0.2621740609787125
ACH-000848,-0.1091291011919972
ACH-000849,-0.0339245289218514
ACH-000851,-0.3061504378330781
ACH-000855,-0.14531534856239456
ACH-000856,-0.06493097539921514
ACH-000858,-0.2492263729814183
ACH-000859,0.15794316038668174
ACH-000861,-0.19763455008565148
ACH-000862,-0.1929548184771605
ACH-000865,-0.19197932235302864
ACH-000866,-0.10962117065139776
ACH-000867,-0.13340159035350893
ACH-000869,-0.04811207764520404
ACH-000872,-0.241174224396798
ACH-000873,0.03872414967799003
ACH-000876,-0.14217508867273995
ACH-000878,-0.292934796502256
ACH-000880,-0.14483682414190452
ACH-000881,-0.2308588692714784
ACH-000882,-0.0741875950977198
ACH-000884,-0.03846524164320332
ACH-000885,-0.20337015791645574
ACH-000887,-0.2907146337119795
ACH-000889,-0.027348291585386854
ACH-000896,-0.002503719445811664
ACH-000898,-0.2953148252773508
ACH-000900,-0.19412461573171072
ACH-000901,-0.21635895684182405
ACH-000905,-0.27480437797456103
ACH-000906,-0.19782563244343915
ACH-000907,-0.2565295649192858
ACH-000910,-0.01244979403784883
ACH-000911,-0.20143690439665107
ACH-000912,0.099155911171441
ACH-000913,-0.07687169454902101
ACH-000915,-0.33723112802157285
ACH-000916,-0.2247993940472226
ACH-000917,-0.2010288700472159
ACH-000920,-0.1599058187806098
ACH-000921,-0.35307904935495793
ACH-000924,-0.09392559432466686
ACH-000926,-0.15362055636020389
ACH-000928,-0.21091432459776813
ACH-000929,-0.1863558800043231
ACH-000932,-0.21603466870165489
ACH-000935,-0.3800493353015368
ACH-000936,-0.3540134692366574
ACH-000937,-0.1444609508242484
ACH-000938,-0.048658265512909256
ACH-000939,0.07325441282556845
ACH-000941,-0.2559119594096968
ACH-000943,-0.15962954625684822
ACH-000946,-0.12942773328178514
ACH-000947,-0.11982589051370092
ACH-000948,-0.19352970708915426
ACH-000950,-0.30771259072377544
ACH-000953,-0.17329072557187028
ACH-000954,-0.17924836118655604
ACH-000957,-0.4449754928508333
ACH-000958,-0.3597773062071337
ACH-000960,-0.1903185071370055
ACH-000963,-0.3877378289704711
ACH-000968,-0.007208835118717263
ACH-000969,-0.27575260816986485
ACH-000972,-0.6019238516541197
ACH-000973,-0.13536952092812948
ACH-000974,-0.2011875175391329
ACH-000978,-0.4138980377046644
ACH-000984,-0.18604141261920668
ACH-000986,-0.2721249961315588
ACH-000988,-0.17809630266544058
ACH-000993,-0.0978024082913416
ACH-000994,-0.2886051982832993
ACH-000996,-0.22689611759153805
ACH-001001,-0.18819788323971606
ACH-001020,-0.137815856511617
ACH-001028,-0.2371262454833252
ACH-001031,-0.20156716738499708
ACH-001038,0.018329888672125254
ACH-001048,-0.009978999549005886
ACH-001050,-0.2817020132039426
ACH-001053,-0.0418737724869516
ACH-001054,-0.011846419517568093
ACH-001061,-0.16149547762993505
ACH-001067,-0.26988129751526263
ACH-001075,-0.19622148124406624
ACH-001096,-0.07336368217186004
ACH-001111,0.19364117643500686
ACH-001119,-0.12007837521336034
ACH-001128,-0.4542307274858109
ACH-001134,-0.16448352574928313
ACH-001151,-0.17094659699581374
ACH-001163,-0.024131613940495303
ACH-001164,-0.2969436424883828
ACH-001183,-0.16279070601834966
ACH-001192,-0.25624685132538105
ACH-001193,0.17681784160122738
ACH-001196,0.04114465289160271
ACH-001197,0.008622798913752441
ACH-001205,-0.0574557166373762
ACH-001211,-0.17337969718552218
ACH-001212,-0.34426687397554856
ACH-001228,-0.10763717246665673
ACH-001232,-0.029511385106736395
ACH-001239,-0.17435875760858954
ACH-001270,-0.028353632966352533
ACH-001274,-0.20651329724370368
ACH-001275,-0.22603690918311045
ACH-001277,-0.379108663796264
ACH-001278,-0.2454355000849473
ACH-001280,0.0025720474893328985
ACH-001283,-0.1358668309674013
ACH-001289,-0.2401243848781283
ACH-001300,-0.04011149557151392
ACH-001301,-0.2467201605411381
ACH-001302,-0.2240424582325767
ACH-001306,-0.2650990851413877
ACH-001318,-0.23190545211581498
ACH-001322,-0.17133015236624113
ACH-001328,-0.2526398924721756
ACH-001332,-0.1117883671614271
ACH-001336,-0.20057980948286264
ACH-001346,-0.12669958077419216
ACH-001353,-0.21915005663110587
ACH-001354,-0.43907072346002857
ACH-001367,0.06437647057326787
ACH-001368,-0.2639294993628621
ACH-001374,-0.4055458981844409
ACH-001377,-0.2325606048267192
ACH-001380,-0.2615268023023706
ACH-001391,-0.06766466564340944
ACH-001408,-0.25149021955135376
ACH-001430,-0.2553629818566761
ACH-001431,-0.03674714406105569
ACH-001450,-0.09480819881224617
ACH-001496,-0.04955512794067232
ACH-001500,-0.2196773226247076
ACH-001523,-0.22565235652137
ACH-001532,-0.30021755750041595
ACH-001550,-0.02128637875253692
ACH-001552,-0.017947768607942213
ACH-001554,-0.18917228647400824
ACH-001654,-0.19118952535158704
ACH-001735,-0.1145268275244426
ACH-001736,-0.11621279370943398
ACH-001737,-0.3366216178416128
ACH-001740,-0.11944405553590502
ACH-001745,-0.22596815283485225
ACH-001765,-0.04678937817639497
