,ADNP2 (22850)
ACH-000004,0.2226566855539301
ACH-000005,0.12602221776142186
ACH-000007,0.10140973911400017
ACH-000009,0.013917612113821158
ACH-000011,-0.12035687051435172
ACH-000012,0.06914394798588971
ACH-000013,0.10915957729640056
ACH-000014,-0.15378314912389654
ACH-000015,0.13124917979458836
ACH-000017,-0.08094470468503355
ACH-000018,-0.0348776228093656
ACH-000019,0.10757021818207392
ACH-000021,0.12831948692498496
ACH-000022,0.13430887916995216
ACH-000025,0.12644492802167268
ACH-000028,0.08324527361284356
ACH-000030,0.0779584636244926
ACH-000035,0.18393398171450054
ACH-000036,0.06645907247183916
ACH-000037,-0.0172603645799178
ACH-000039,0.120560330398244
ACH-000040,-0.15150701242698422
ACH-000041,0.14915834296799438
ACH-000042,0.0295142093319118
ACH-000045,0.12442910103027377
ACH-000047,0.01090244068874668
ACH-000052,-0.029445733138209244
ACH-000053,0.02512652758202957
ACH-000054,-0.06980530778646266
ACH-000055,0.02630036204972315
ACH-000060,-0.0652477840498581
ACH-000067,0.0732379234970512
ACH-000070,-0.005344047967316117
ACH-000075,0.11800321009264808
ACH-000078,-0.033567389345336755
ACH-000082,0.07092788403785011
ACH-000085,0.3598807766027957
ACH-000086,0.0713925180584405
ACH-000087,0.11745808515540497
ACH-000092,0.1972698769211688
ACH-000095,0.1816022870805768
ACH-000097,0.17372891966987544
ACH-000098,-0.021344569430844163
ACH-000099,0.025536550906815
ACH-000108,0.06670873968087976
ACH-000113,0.0455803649581782
ACH-000116,0.10958610381360072
ACH-000118,0.08641100930895598
ACH-000120,0.043748520003650565
ACH-000123,0.03601707789452477
ACH-000127,0.12552493797734712
ACH-000128,0.2349294736036961
ACH-000132,-0.0666515600081022
ACH-000133,0.0033670198842581803
ACH-000137,0.27553795115101504
ACH-000138,0.13551030888601764
ACH-000142,0.1354838722899581
ACH-000143,0.20173011803683996
ACH-000146,0.032856726389448636
ACH-000148,0.008936665945877375
ACH-000150,0.03554238697320115
ACH-000152,-0.022252528374484392
ACH-000153,0.3772713335562248
ACH-000159,0.04539850866968821
ACH-000160,0.10703451223733196
ACH-000163,-0.15048188343794588
ACH-000167,0.0537165199008059
ACH-000168,-0.029769446342974237
ACH-000169,0.11911511257731193
ACH-000178,-0.04687665356582341
