,TNNI3K (51086)
ACH-000004,0.09921357350112543
ACH-000005,0.07848513003527458
ACH-000007,0.03614464671512542
ACH-000009,0.02914885409910555
ACH-000011,0.07626377881875067
ACH-000012,-0.008178605776140017
ACH-000013,0.05499129773663202
ACH-000014,-0.16574342125144878
ACH-000015,0.05781601462515072
ACH-000017,0.013303818661811741
ACH-000018,0.0601640102526155
ACH-000019,-0.02471803744501087
ACH-000021,-0.10889716410774083
ACH-000022,0.01282688864840253
ACH-000025,-0.029911695064036306
ACH-000028,-0.009352310837226176
ACH-000030,-0.08264947323385709
ACH-000035,-0.04789414843207965
ACH-000036,-0.034653137717787746
ACH-000037,0.08274841600068955
ACH-000039,-0.07618932065045188
ACH-000040,0.10933164303077292
ACH-000041,0.008557874225702991
ACH-000042,0.0115467794475201
ACH-000045,0.0268627067514345
ACH-000047,-0.035182549329536496
ACH-000052,0.022712799784812197
ACH-000053,0.008892585307427127
ACH-000054,-0.016730762466637638
ACH-000055,-0.14486580476204616
ACH-000060,-0.026343553097865215
ACH-000067,0.06691986667853976
ACH-000070,0.05092220455720786
ACH-000075,-0.030088128939992943
ACH-000078,0.08041078606011669
ACH-000082,0.040630035288830864
ACH-000085,-0.02954240394196306
ACH-000086,-0.00236202089667228
ACH-000087,-0.04791983648549563
ACH-000092,0.07971355909724487
ACH-000095,-0.13843863411111318
ACH-000097,-0.06308853768103022
ACH-000098,0.031210763343627487
ACH-000099,-0.022291637924964858
ACH-000108,0.004504477622299217
ACH-000113,0.008903296746266914
ACH-000116,-0.018297216536411615
ACH-000118,-0.035860414680715755
ACH-000120,0.012148072101706276
ACH-000123,-0.08960947163914981
ACH-000127,-0.02056584508057657
ACH-000128,-0.040186785522169186
ACH-000132,-0.10850700057397343
ACH-000133,-0.015985018666784808
ACH-000137,-0.07571328609882796
ACH-000138,0.0031166708637129213
ACH-000142,0.014048139288670108
ACH-000143,-0.006848137068495439
ACH-000146,0.07431258663846685
ACH-000148,0.003924241238081128
ACH-000150,-0.021643985564259446
ACH-000152,0.03767658891220077
ACH-000153,-0.022336030907652817
ACH-000159,-0.04269822002683294
ACH-000160,-0.08061564507422142
ACH-000163,0.04491217451287236
