,CIAPIN1 (57019)
ACH-000004,-1.2663521045460342
ACH-000005,-1.1477453210421302
ACH-000007,-0.9458640587525324
ACH-000009,-0.6742445120164143
ACH-000011,-1.097965085939261
ACH-000012,-0.8930072532426729
ACH-000013,-0.9424618302384185
ACH-000014,-1.111132451007071
ACH-000015,-0.8464045626327331
ACH-000017,-0.9011254056052309
ACH-000018,-0.998777965233046
ACH-000019,-0.7321761351704745
ACH-000021,-0.8067613857393722
ACH-000022,-0.6619698039330806
ACH-000025,-0.9565397342244532
ACH-000028,-0.7966663618618472
ACH-000030,-0.942878140268714
ACH-000035,-0.8741099716726489
ACH-000036,-1.0044130838716567
ACH-000037,-0.5500068375984695
ACH-000039,-0.9148504060396869
ACH-000040,-0.8131539849390862
ACH-000041,-0.8169644873125266
ACH-000042,-0.7920948644545396
ACH-000045,-0.744661027371738
ACH-000047,-0.8055535423828734
ACH-000052,-0.7522644733439415
ACH-000053,-0.8086604792588299
ACH-000054,-0.8809474385300845
ACH-000055,-1.025244424983528
ACH-000060,-0.7667313817982292
ACH-000067,-0.7707020136053069
ACH-000070,-0.8066254582544254
ACH-000075,-0.9813987117240094
ACH-000078,-0.8184627754298334
ACH-000082,-0.9523783527473942
ACH-000085,-0.6527317757478337
ACH-000086,-0.9114386070254372
ACH-000087,-0.8844733618545866
ACH-000092,-0.9513528239597976
ACH-000095,-0.6689417177940132
ACH-000097,-0.8562281120018378
ACH-000098,-0.9939385215477149
ACH-000099,-0.7924663906248184
ACH-000108,-0.6531929471517166
ACH-000113,-0.9175514329145528
ACH-000116,-0.8605746423926507
ACH-000118,-0.7055391300435849
ACH-000120,-0.7194099906380248
ACH-000123,-0.78693966467264
ACH-000127,-0.9894930114966296
ACH-000128,-0.6573965927130047
ACH-000132,-1.1392552973758896
ACH-000133,-0.8834862847098915
ACH-000137,-1.0624539894269132
ACH-000138,-0.8451972943762688
ACH-000142,-0.8608004879574962
ACH-000143,-0.9381559270505064
ACH-000146,-0.8268317770149556
ACH-000148,-0.950089063409502
ACH-000150,-0.7392414300774822
ACH-000152,-0.8475423138531609
ACH-000153,-0.6936929354849234
ACH-000159,-0.883784001244898
ACH-000160,-0.726818081987178
ACH-000163,-0.7337426929260041
ACH-000167,-1.0693046483952195
ACH-000168,-0.8701301501993819
ACH-000169,-0.9130219099367104
ACH-000178,-0.6987996056081297
ACH-000183,-0.8387882634811565
ACH-000188,-0.8238032752289628
ACH-000189,-0.7881827205419707
ACH-000190,-1.0109453957011292
ACH-000198,-0.8569536559858675
ACH-000203,-0.8983285772389576
ACH-000204,-0.6209641573742987
ACH-000206,-0.7850542634700569
ACH-000207,-0.5599103804137707
ACH-000208,-0.7051037621980123
ACH-000210,-0.9514309874101824
ACH-000211,-0.9887123294018926
ACH-000215,-0.9328887492051154
ACH-000221,-0.7657286088849351
ACH-000222,-0.8707304310856249
ACH-000223,-0.8920547933852648
ACH-000226,-0.9654392982769624
ACH-000227,-1.0163894609506003
ACH-000228,-1.0665667060337063
ACH-000231,-0.9305511856670946
ACH-000232,-0.8364247923398791
ACH-000233,-0.86595965038637
ACH-000234,-0.6935102621966812
ACH-000235,-0.7736561037002629
ACH-000237,-1.0077506353248888
ACH-000238,-0.6612993334900914
ACH-000242,-0.8616747999243971
ACH-000243,-0.7445587854219196
ACH-000244,-0.7232675031810588
ACH-000246,-0.7987903924111625
ACH-000248,-0.9505606028268596
ACH-000250,-0.8672310581104296
ACH-000251,-0.7094364158703885
ACH-000252,-0.9000188031066642
ACH-000253,-0.7472899216762862
ACH-000255,-0.8686657090096007
ACH-000256,-0.8583392207844165
ACH-000257,-1.0289676618176438
ACH-000258,-1.0600457564450658
ACH-000259,-0.9238613914967252
ACH-000260,-0.9228987684504284
ACH-000261,-0.8676154545457402
ACH-000262,-0.90902482681959
ACH-000263,-0.7699155296115574
ACH-000264,-0.8033471746891362
ACH-000265,-0.7755331350062702
ACH-000266,-1.0229490421941156
ACH-000272,-0.7674452828139962
ACH-000274,-0.80582450235364
ACH-000277,-0.8354171853656283
ACH-000278,-1.0654838905340005
ACH-000279,-0.5852051406801119
ACH-000280,-0.8490111292549493
ACH-000281,-0.8621652123769559
ACH-000288,-0.8854214538044177
ACH-000291,-0.777847032151836
ACH-000293,-0.831422365433103
ACH-000294,-0.8789977362705071
ACH-000295,-0.982981235655496
ACH-000296,-0.819272327158014
ACH-000302,-0.9257080799476396
ACH-000304,-0.9820222498795944
ACH-000307,-0.7880783328137776
ACH-000308,-0.7645959800405729
ACH-000310,-0.8400916914341253
ACH-000311,-0.7352152023445856
ACH-000312,-0.7700934127756716
ACH-000315,-0.6147005403799529
ACH-000316,-0.9623329351632064
ACH-000317,-0.9431302679812374
ACH-000318,-0.6147833193593555
ACH-000319,-1.104857745159148
ACH-000320,-0.8850319536641772
ACH-000322,-1.2286660526439208
ACH-000323,-0.8662512362101048
ACH-000324,-0.8490439129023372
ACH-000329,-0.8502537096996565
ACH-000330,-0.8778324097987266
ACH-000331,-0.9092561646961556
ACH-000332,-0.8839292036725405
ACH-000334,-0.5379536683482921
ACH-000335,-0.7720508512763946
ACH-000336,-0.8016036078999127
ACH-000337,-1.0125038678676646
ACH-000338,-1.2157408836989771
ACH-000339,-0.9787212858910966
ACH-000341,-0.8194049149664469
ACH-000348,-0.921950584053594
ACH-000350,-0.7398959931965262
ACH-000352,-0.6843208577683609
ACH-000356,-0.7687355704178891
ACH-000361,-0.9630449146857092
ACH-000362,-0.9259693302630608
ACH-000363,-1.018979103731546
ACH-000364,-0.7842440330926882
ACH-000365,-0.8872224303899368
ACH-000366,-0.8341368021056551
ACH-000368,-0.9320279519219866
ACH-000374,-0.8614221589350441
ACH-000375,-0.9262627634637108
ACH-000376,-0.8451019975314624
ACH-000381,-0.7349689405197805
ACH-000383,-0.598361679417904
ACH-000387,-0.900944179326408
ACH-000389,-0.7376092209065864
ACH-000390,-0.7998733618608938
ACH-000393,-0.8569305988641419
ACH-000395,-0.7449891610091414
ACH-000396,-0.898336827463581
ACH-000397,-0.7861507897905283
ACH-000401,-1.0048912883505614
ACH-000402,-1.0149568501230546
ACH-000403,-0.8251735373582524
ACH-000404,-0.8060270944232405
ACH-000406,-0.8891756450624626
ACH-000407,-0.7427609995468331
ACH-000408,-0.7501491662996541
ACH-000410,-0.9528050582633156
ACH-000411,-0.8162937991719779
ACH-000414,-0.7059650752483698
ACH-000415,-1.0032166586699802
ACH-000416,-1.0093107783444035
ACH-000420,-0.8226518169967971
ACH-000421,-0.8574542873270345
ACH-000424,-0.7721708052616256
ACH-000425,-0.9086761423982971
ACH-000426,-1.1144071518729155
ACH-000427,-0.5635850531960593
ACH-000433,-0.730800532218826
ACH-000435,-0.8533261759379691
ACH-000436,-0.7340216519211642
ACH-000444,-0.8603417672263056
ACH-000445,-0.9012638531487136
ACH-000448,-0.7562479247192481
ACH-000450,-0.7283683813935455
ACH-000452,-0.9550095754507716
ACH-000454,-0.9761971599072656
ACH-000458,-0.9744506493180196
ACH-000459,-1.23742285818127
ACH-000460,-1.0106443843785071
ACH-000461,-0.8394451148890629
ACH-000463,-0.7491237515503694
ACH-000464,-0.9922651277817884
ACH-000466,-0.8428411750166209
ACH-000467,-0.6570270757180467
ACH-000468,-0.9133124470272104
ACH-000469,-0.920908478232366
ACH-000470,-1.008392043099533
ACH-000471,-0.9357378239605542
ACH-000472,-0.8067040068781185
ACH-000473,-0.8346798129329225
ACH-000475,-0.9325312134553624
ACH-000476,-0.9701025042589976
ACH-000477,-1.0292788199579432
ACH-000479,-0.9026403875345198
ACH-000480,-0.9413980048120628
ACH-000481,-1.037685136292949
ACH-000483,-0.9178978019159684
ACH-000484,-1.057281178293176
ACH-000485,-0.9898069139113262
ACH-000486,-0.7078202949359507
ACH-000487,-0.9824089337045868
ACH-000488,-0.9046991456771408
ACH-000490,-0.9416984411290984
ACH-000491,-0.6682421665765529
ACH-000495,-1.0189662223684606
ACH-000496,-0.7971455725603277
ACH-000499,-0.8412592730226709
ACH-000500,-0.8769765763891877
ACH-000502,-0.821792028083466
ACH-000503,-0.985734689746917
ACH-000505,-0.8992268962614606
ACH-000507,-0.845585840488867
ACH-000510,-0.8381876716785707
ACH-000511,-0.9468832025376148
ACH-000512,-0.7917765818231856
ACH-000516,-0.995282991357467
ACH-000517,-0.9211166206819508
ACH-000518,-0.9585851301617136
ACH-000520,-0.8463853234564148
ACH-000521,-0.6558157805570263
ACH-000522,-0.9540334731057732
ACH-000524,-1.0621053620554337
ACH-000527,-1.0438132268013445
ACH-000528,-0.9540665277087576
